RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,32366,Kevin Chappell,31.45,317,1008,-0.110
2,0,33948,Byeong Hun An,30.10,239,794,-0.084
3,0,27141,J.B. Holmes,29.74,254,854,-0.012
4,0,46970,Jon Rahm,29.55,273,924,-0.062
5,0,34213,Grayson Murray,29.46,350,1188,-0.091
6,0,30925,Dustin Johnson,28.92,240,830,-0.113
6,0,32839,Hideki Matsuyama,28.92,240,830,-0.142
8,0,26300,Matt Jones,28.85,206,714,-0.131
9,0,46440,Smylie Kaufman,28.64,252,880,-0.091
10,0,28237,Rory McIlroy,28.57,144,504,-0.063
11,0,28500,Martin Flores,28.21,264,936,-0.068
12,0,32333,Kevin Tway,27.99,290,1036,-0.145
13,0,35450,Patrick Cantlay,27.66,177,640,-0.124
14,0,31323,Gary Woodland,27.64,262,948,-0.130
15,0,48081,Xander Schauffele,27.51,285,1036,-0.116
16,0,27129,Luke List,27.42,329,1200,-0.097
17,0,30944,Jason Kokrak,27.29,316,1158,-0.076
18,0,33204,Shane Lowry,27.26,145,532,-0.166
19,0,24502,Adam Scott,27.04,159,588,-0.170
20,0,29725,Tony Finau,27.00,344,1274,-0.145
21,0,26331,Charl Schwartzel,26.95,180,668,-0.144
22,0,30692,Scott Stallings,26.90,255,948,-0.118
23,0,29420,Billy Horschel,26.83,300,1118,-0.080
24,0,23320,Ryan Palmer,26.38,181,686,+0.011
25,0,33448,Justin Thomas,26.21,239,912,-0.151
26,0,46601,Trey Mullinax,26.18,256,978,-0.078
27,0,28420,Ryan Brehm,26.15,238,910,-0.122
28,0,27064,Jhonattan Vegas,26.05,260,998,-0.108
29,0,46732,Rick Lamb,25.94,138,532,-0.014
30,0,24140,Sean O'Hair,25.87,253,978,-0.071
31,0,28089,Jason Day,25.84,200,774,-0.085
32,0,47959,Bryson DeChambeau,25.83,263,1018,-0.095
32,0,27974,Sung Kang,25.83,296,1146,-0.108
34,0,12716,Charley Hoffman,25.77,336,1304,-0.202
35,0,22405,Justin Rose,25.74,191,742,-0.016
36,0,27436,Graham DeLaet,25.66,254,990,-0.197
37,0,21961,Charles Howell III,25.63,243,948,-0.160
37,0,29461,Jamie Lovemark,25.63,286,1116,-0.126
39,0,34046,Jordan Spieth,25.42,243,956,-0.165
40,0,34264,Hudson Swafford,25.28,268,1060,-0.086
41,0,35300,Andrew Loupe,25.15,165,656,-0.018
42,0,24358,Robert Garrigus,25.12,210,836,-0.095
43,0,26329,Louis Oosthuizen,25.07,179,714,-0.123
44,0,32102,Rickie Fowler,24.94,220,882,-0.159
45,0,25804,Bubba Watson,24.87,185,744,-0.097
46,0,21209,Sergio Garcia,24.84,160,644,-0.081
47,0,34360,Patrick Reed,24.83,292,1176,-0.103
48,0,24781,Hunter Mahan,24.45,201,822,-0.154
49,0,36689,Brooks Koepka,24.41,229,938,-0.052
50,0,36699,Patrick Rodgers,24.40,225,922,-0.058
51,0,48822,Sebastián Muñoz,24.36,133,546,-0.165
52,0,31420,Anirban Lahiri,24.33,201,826,-0.104
53,0,27095,Nick Watney,23.88,213,892,-0.113
