RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,28237,Rory McIlroy,71.13,1222381,171859
2,0,30925,Dustin Johnson,70.04,1960341,279899
3,0,46970,Jon Rahm,69.61,2146366,308362
4,0,36689,Brooks Koepka,69.37,2230775,321584
5,0,27141,J.B. Holmes,69.07,2006525,290509
6,0,29725,Tony Finau,68.96,2935340,425632
7,0,32333,Kevin Tway,68.92,2394429,347419
8,0,25804,Bubba Watson,68.90,1722151,249950
9,0,46601,Trey Mullinax,68.86,2245144,326032
10,0,34213,Grayson Murray,68.67,2721590,396300
11,0,33448,Justin Thomas,68.60,2129826,310468
12,0,28420,Ryan Brehm,68.45,2105490,307596
13,0,32366,Kevin Chappell,68.42,2316915,338648
14,0,27129,Luke List,68.36,2717097,397447
15,0,35300,Andrew Loupe,68.34,1492777,218434
16,0,46550,Brandon Hagy,68.26,2214815,324458
17,0,46440,Smylie Kaufman,68.24,1989602,291539
18,0,23320,Ryan Palmer,68.20,1596353,234071
19,0,28089,Jason Day,68.04,1784027,262191
19,0,21209,Sergio Garcia,68.04,1524781,224113
21,0,28500,Martin Flores,68.01,2145287,315445
22,0,29461,Jamie Lovemark,67.97,2523923,371356
23,0,48081,Xander Schauffele,67.92,2424091,356892
24,0,34046,Jordan Spieth,67.86,2228241,328365
25,0,12716,Charley Hoffman,67.83,2943088,433890
26,0,30944,Jason Kokrak,67.78,2614729,385742
27,0,46732,Rick Lamb,67.74,1209931,178626
28,0,23497,Tag Ridings,67.72,1573643,232380
29,0,32839,Hideki Matsuyama,67.69,1898994,280558
30,0,26300,Matt Jones,67.54,1625107,240628
31,0,33948,Byeong Hun An,67.45,1791092,265558
31,0,29518,Brendan Steele,67.45,2232320,330973
33,0,27064,Jhonattan Vegas,67.44,2273698,337161
34,0,24358,Robert Garrigus,67.33,1867569,277386
35,0,31420,Anirban Lahiri,67.24,1881886,279857
36,0,47959,Bryson DeChambeau,67.23,2333700,347106
37,0,34360,Patrick Reed,67.21,2662527,396171
38,0,48822,Sebastián Muñoz,67.19,1230025,183055
39,0,22405,Justin Rose,67.18,1689091,251421
40,0,30692,Scott Stallings,67.17,2164319,322221
41,0,29720,Andres Gonzales,67.16,1775601,264386
42,0,36699,Patrick Rodgers,67.14,2117222,315348
43,0,24502,Adam Scott,67.11,1340880,199791
44,0,46443,Brian Campbell,67.07,1278580,190630
45,0,24140,Sean O'Hair,67.06,2214357,330197
46,0,21961,Charles Howell III,67.00,2145283,320213
47,0,31323,Gary Woodland,66.98,2173072,324454
48,0,25818,Scott Piercy,66.96,1529522,228415
49,0,28307,Matt Every,66.93,1911250,285554
49,0,46501,Ollie Schniederjans,66.93,2553400,381521
51,0,37455,Si Woo Kim,66.90,1879290,280911
52,0,35450,Patrick Cantlay,66.86,1404576,210068
52,0,01810,Phil Mickelson,66.86,2161596,323281
52,0,34264,Hudson Swafford,66.86,2388871,357300
55,0,37189,Harold Varner III,66.84,2699692,403898
56,0,27974,Sung Kang,66.83,2586960,387085
57,0,26331,Charl Schwartzel,66.81,1515894,226900
58,0,22056,Cameron Percy,66.80,1732556,259354
58,0,49771,J.T. Poston,66.80,2248621,336611
60,0,28093,Miguel Angel Carballo,66.79,1329158,199020
61,0,40009,Dominic Bozzelli,66.78,1691136,253231
62,0,29974,Branden Grace,66.77,1481267,221851
63,0,24781,Hunter Mahan,66.75,1831139,274320
64,0,20229,Stewart Cink,66.74,2500265,374617
65,0,35506,Mackenzie Hughes,66.67,2995750,449314
65,0,27095,Nick Watney,66.67,2013123,301968
67,0,25900,Lucas Glover,66.66,2650633,397615
67,0,33461,Morgan Hoffmann,66.66,2559742,383997
69,0,29420,Billy Horschel,66.63,2567735,385390
70,0,35532,Tom Hoge,66.61,1204533,180844
71,0,25686,Jason Dufner,66.60,2279924,342306
72,0,39954,Cody Gribble,66.56,2172418,326380
73,0,26329,Louis Oosthuizen,66.54,1627128,244540
74,0,30191,Julián Etulain,66.51,1583448,238090
75,0,40026,Daniel Berger,66.50,2196656,330347
76,0,26851,Marc Leishman,66.44,2359208,355100
76,0,27214,Kevin Streelman,66.44,2376162,357663
78,0,33141,Keegan Bradley,66.42,2813824,423634
79,0,33204,Shane Lowry,66.40,1158404,174458
80,0,27436,Graham DeLaet,66.39,2200141,331391
81,0,25191,Gonzalo Fernandez-Castaño,66.36,1360299,204978
82,0,34021,Bud Cauley,66.34,2550305,384442
83,0,25493,Nick Taylor,66.33,2548829,384254
84,0,29289,S.Y. Noh,66.32,2309843,348270
84,0,28252,Seamus Power,66.32,2107965,317835
84,0,25632,Jimmy Walker,66.32,1573366,237249
87,0,35891,Cameron Smith,66.24,2133957,322138
88,0,33418,Shawn Stefani,66.21,1864590,281603
88,0,34431,Robert Streb,66.21,2661653,402018
90,0,34099,Harris English,66.20,2255566,340710
91,0,23621,Rory Sabbatini,66.19,1674118,252921
92,0,20157,Retief Goosen,66.09,1248564,188917
93,0,39324,J.J. Spaun,66.06,2226063,337001
94,0,23353,J.J. Henry,66.05,2312567,350102
94,0,27936,Martin Laird,66.05,2175729,329421
96,0,32102,Rickie Fowler,66.03,1993039,301842
97,0,34098,Russell Henley,66.00,2698982,408960
98,0,29485,Brett Stegmaier,65.99,1809763,274249
99,0,30110,Kyle Stanley,65.97,2946341,446587
100,0,26289,Boo Weekley,65.96,1877736,284661
101,0,31557,Jim Herman,65.87,2015955,306064
102,0,33122,Russell Knox,65.81,1719725,261334
102,0,34409,David Lingmerth,65.81,2118065,321832
104,0,27644,Brian Harman,65.80,2668121,405481
104,0,30852,Ryo Ishikawa,65.80,1289786,196026
106,0,35110,Brett Drewitt,65.78,1313832,199727
106,0,28679,Fabián Gómez,65.78,1565047,237915
108,0,32640,Troy Merritt,65.76,2104339,320006
109,0,33120,Mark Anderson,65.66,1272959,193884
109,0,25364,Paul Casey,65.66,2213711,337125
109,0,47128,Richy Werenski,65.66,1859195,283135
112,0,27895,Jonas Blixt,65.65,1809738,275671
112,0,32448,James Hahn,65.65,2470038,376224
114,0,35545,Blayne Barber,65.63,2017192,307369
114,0,29223,Sam Saunders,65.63,1863477,283928
116,0,25198,Francesco Molinari,65.62,1823762,277923
117,0,39975,Michael Kim,65.61,2584925,393970
117,0,29926,Danny Lee,65.61,2332063,355432
119,0,31646,Emiliano Grillo,65.59,2034837,310257
119,0,23108,Matt Kuchar,65.59,2368452,361110
121,0,33413,Ben Martin,65.55,2133951,325552
122,0,27649,Brandt Snedeker,65.54,1293492,197370
123,0,20572,Rod Pampling,65.53,2029047,309627
124,0,33399,Adam Hadwin,65.52,2396575,365805
125,0,35879,Kelly Kraft,65.51,2010680,306904
126,0,31202,William McGirt,65.45,2237705,341905
127,0,32757,Patton Kizzire,65.42,2206323,337256
128,0,31416,Derek Fathauer,65.38,1952929,298722
129,0,29740,Brad Fritsch,65.36,1262357,193143
129,0,34358,Jonathan Randolph,65.36,1551875,237422
131,0,22046,Geoff Ogilvy,65.34,2050181,313791
132,0,37454,Whee Kim,65.33,1913475,292875
133,0,25834,Daniel Summerhays,65.28,2519215,385888
134,0,24924,Bill Haas,65.26,2224894,340952
