RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
135,0,23325,Vaughn Taylor,65.25,2324074,356156
136,0,22371,Aaron Baddeley,65.23,1334598,204587
137,0,30926,Chris Kirk,65.22,2101782,322267
138,0,26499,Rafa Cabrera Bello,65.19,1420942,217953
139,0,29479,Scott Brown,65.14,2416731,371027
140,0,24361,Pat Perez,65.13,2243610,344476
141,0,29908,C.T. Pan,65.12,2323285,356789
142,0,29478,Kevin Kisner,65.08,2399843,368753
143,0,34466,Peter Malnati,65.05,2226429,342253
144,0,37278,Nicholas Lindheim,65.01,1316503,202508
145,0,26951,Johnson Wagner,65.00,1723333,265133
146,0,24024,Zach Johnson,64.99,2091847,321861
147,0,27958,Ryan Blaum,64.93,2486214,382910
148,0,29476,Kyle Reifers,64.90,2224305,342705
149,0,27963,Chris Stroud,64.79,1501425,231721
150,0,20472,Alex Cejka,64.78,1874456,289358
151,0,06522,Ernie Els,64.76,1125153,173731
152,0,28132,Tyrone Van Aswegen,64.74,2439948,376871
153,0,29221,Webb Simpson,64.73,2571097,397230
154,0,32150,Michael Thompson,64.72,1329604,205437
155,0,25274,Steven Bowditch,64.70,1349882,208636
156,0,25892,Steve Wheatcroft,64.66,1191994,184341
157,0,26476,Chez Reavie,64.61,2501236,387135
158,0,24846,Ricky Barnes,64.52,2309717,357977
158,0,12510,Chad Campbell,64.52,2583915,400494
160,0,27770,Camilo Villegas,64.47,1892219,293515
161,0,32200,Roberto Castro,64.46,1605550,249070
161,0,20593,Greg Chalmers,64.46,2021205,313548
163,0,36801,Mark Hubbard,64.45,1860284,288619
164,0,26596,Ryan Moore,64.42,1964426,304960
165,0,19846,Brian Gay,64.34,2131512,331295
166,0,24357,K.J. Choi,64.33,1632815,253834
167,0,25396,Kevin Na,64.28,2003022,311595
168,0,25345,Carl Pettersson,64.16,1547263,241142
169,0,24138,Ian Poulter,64.10,1649989,257413
170,0,27466,Spencer Levin,64.06,2017798,314972
171,0,29222,Billy Hurley III,64.05,2073846,323781
172,0,34174,John Huh,63.99,2291974,358187
173,0,26758,David Hearn,63.98,2131808,333204
174,0,20771,Steven Alker,63.97,1515446,236918
175,0,25720,Chad Collins,63.88,1600269,250510
176,0,25349,Tim Wilkinson,63.86,1380241,216132
177,0,33419,Cameron Tringale,63.80,1950827,305795
178,0,20104,Ken Duke,63.75,1777090,278769
179,0,24507,Jason Bohn,63.69,1851481,290709
180,0,23541,Ben Crane,63.41,2050321,323327
181,0,40058,Zac Blair,63.31,2404928,379875
182,0,25240,D.A. Points,63.29,1716916,271266
183,0,19803,Ryan Armour,63.28,1455014,229935
184,0,23983,Luke Donald,63.25,1279860,202342
185,0,25572,Graeme McDowell,63.23,1454704,230074
186,0,23800,Bryce Molder,63.13,1862471,295007
187,0,31560,Brian Stuard,63.05,2030110,321992
188,0,48084,Wesley Bryan,62.79,2284259,363802
189,0,22986,Søren Kjeldsen,62.61,979407,156436
190,0,10809,Jim Furyk,61.91,1251181,202090
