RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25274,Steven Bowditch,11.78,74,628,+0.432
2,0,10809,Jim Furyk,11.11,68,612,-0.059
3,0,48084,Wesley Bryan,10.52,113,1074,+0.195
4,0,37278,Nicholas Lindheim,10.06,62,616,+0.194
5,0,23983,Luke Donald,10.00,60,600,+0.083
5,0,26596,Ryan Moore,10.00,91,910,+0.077
7,0,22986,Søren Kjeldsen,9.53,45,472,+0.244
8,0,23800,Bryce Molder,9.51,85,894,+0.294
9,0,32150,Michael Thompson,8.79,54,614,+0.204
10,0,31560,Brian Stuard,8.59,83,966,+0.072
11,0,33419,Cameron Tringale,8.48,77,908,+0.273
12,0,22371,Aaron Baddeley,8.36,54,646,+0.204
12,0,24138,Ian Poulter,8.36,64,766,+0.078
14,0,34174,John Huh,8.30,88,1060,+0.182
15,0,24924,Bill Haas,7.97,80,1004,-0.038
16,0,25345,Carl Pettersson,7.85,57,726,+0.351
17,0,29740,Brad Fritsch,7.82,46,588,+0.174
18,0,20572,Rod Pampling,7.79,72,924,+0.111
19,0,31416,Derek Fathauer,7.72,69,894,+0.188
20,0,24846,Ricky Barnes,7.62,82,1076,+0.244
21,0,24361,Pat Perez,7.60,78,1026,E
22,0,32757,Patton Kizzire,7.55,76,1006,+0.132
23,0,32448,James Hahn,7.41,84,1134,+0.048
24,0,19803,Ryan Armour,7.29,50,686,+0.080
25,0,26758,David Hearn,7.27,72,990,E
26,0,23541,Ben Crane,7.17,69,962,+0.275
26,0,28252,Seamus Power,7.17,68,948,+0.191
28,0,25240,D.A. Points,7.14,58,812,+0.086
29,0,25572,Graeme McDowell,7.04,49,696,+0.143
30,0,20771,Steven Alker,7.00,50,714,+0.280
31,0,27649,Brandt Snedeker,6.93,41,592,+0.146
32,0,40009,Dominic Bozzelli,6.92,53,766,+0.208
32,0,20104,Ken Duke,6.92,58,838,+0.121
32,0,29222,Billy Hurley III,6.92,67,968,+0.149
35,0,28132,Tyrone Van Aswegen,6.90,77,1116,+0.013
36,0,27963,Chris Stroud,6.85,46,672,+0.283
37,0,25632,Jimmy Walker,6.82,48,704,+0.021
38,0,24507,Jason Bohn,6.81,59,866,+0.288
38,0,20593,Greg Chalmers,6.81,65,954,+0.231
