RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,28237,Rory McIlroy,67.26,1560601,232033
2,0,30925,Dustin Johnson,66.35,2541751,383085
3,0,36689,Brooks Koepka,65.74,2850427,433583
4,0,46970,Jon Rahm,65.39,2788745,426500
5,0,32333,Kevin Tway,65.30,3074743,470837
6,0,29725,Tony Finau,65.24,3799386,582387
7,0,27141,J.B. Holmes,65.20,2589331,397134
8,0,46601,Trey Mullinax,65.15,2909738,446611
9,0,46550,Brandon Hagy,65.13,2863318,439639
10,0,28420,Ryan Brehm,65.12,2700730,414716
11,0,34213,Grayson Murray,65.07,3530397,542595
12,0,33448,Justin Thomas,65.00,2731159,420186
12,0,25804,Bubba Watson,65.00,2233616,343635
14,0,27129,Luke List,64.89,3560999,548749
15,0,23320,Ryan Palmer,64.84,2017523,311159
16,0,35300,Andrew Loupe,64.73,1936607,299192
17,0,48081,Xander Schauffele,64.55,3054475,473227
18,0,46440,Smylie Kaufman,64.53,2587123,400908
19,0,21209,Sergio Garcia,64.50,1908876,295929
20,0,28089,Jason Day,64.49,2293885,355719
21,0,32366,Kevin Chappell,64.46,3012286,467293
22,0,23497,Tag Ridings,64.20,2038856,317567
23,0,28500,Martin Flores,64.19,2731799,425603
24,0,30944,Jason Kokrak,64.18,3409840,531252
25,0,46732,Rick Lamb,64.16,1542417,240413
26,0,29461,Jamie Lovemark,64.13,3285592,512321
27,0,36699,Patrick Rodgers,64.04,2691081,420232
28,0,27064,Jhonattan Vegas,64.03,2934294,458277
29,0,31323,Gary Woodland,64.01,2803888,438060
30,0,34046,Jordan Spieth,64.00,2810110,439091
31,0,26300,Matt Jones,63.87,2080127,325701
32,0,31420,Anirban Lahiri,63.84,2388787,374167
33,0,32839,Hideki Matsuyama,63.83,2459286,385303
34,0,12716,Charley Hoffman,63.80,3829712,600274
35,0,24358,Robert Garrigus,63.79,2428164,380654
36,0,46501,Ollie Schniederjans,63.76,3285592,515326
37,0,24502,Adam Scott,63.73,1741077,273205
38,0,47959,Bryson DeChambeau,63.72,2960958,464653
38,0,30692,Scott Stallings,63.72,2740853,430107
40,0,34264,Hudson Swafford,63.61,3078729,483986
41,0,24140,Sean O'Hair,63.57,2851419,448534
42,0,22405,Justin Rose,63.56,2178094,342660
43,0,37189,Harold Varner III,63.50,3487432,549239
44,0,29720,Andres Gonzales,63.49,2298370,361989
45,0,48822,Sebastián Muñoz,63.48,1581180,249072
46,0,29518,Brendan Steele,63.43,2913516,459298
47,0,28307,Matt Every,63.42,2455772,387194
48,0,21961,Charles Howell III,63.39,2742273,432633
49,0,33948,Byeong Hun An,63.38,2331066,367781
50,0,27974,Sung Kang,63.35,3303932,521532
51,0,29420,Billy Horschel,63.34,3238721,511288
52,0,26851,Marc Leishman,63.33,2966503,468440
53,0,27095,Nick Watney,63.32,2567238,405460
54,0,46443,Brian Campbell,63.23,1651616,261206
54,0,34360,Patrick Reed,63.23,3424957,541639
56,0,26331,Charl Schwartzel,63.17,1954049,309308
57,0,35450,Patrick Cantlay,63.15,1859116,294390
58,0,25818,Scott Piercy,63.14,1969255,311880
59,0,40026,Daniel Berger,63.11,2804833,444467
60,0,22056,Cameron Percy,63.10,2209084,350073
61,0,39954,Cody Gribble,63.07,2820974,447271
61,0,28252,Seamus Power,63.07,2718394,431013
63,0,27436,Graham DeLaet,63.05,2856398,453017
63,0,24781,Hunter Mahan,63.05,2366178,375302
65,0,40009,Dominic Bozzelli,63.03,2193091,347957
66,0,33461,Morgan Hoffmann,63.02,3281165,520626
67,0,25900,Lucas Glover,62.98,3460198,549427
68,0,26329,Louis Oosthuizen,62.94,2081637,330722
69,0,20229,Stewart Cink,62.90,3262720,518675
69,0,34099,Harris English,62.90,2889065,459283
