RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
65,0,31420,Anirban Lahiri,11.26,93,826,-0.247
66,0,33141,Keegan Bradley,11.18,142,1270,-0.099
67,0,29720,Andres Gonzales,11.15,89,798,-0.225
68,0,25686,Jason Dufner,11.01,111,1008,-0.117
69,0,34360,Patrick Reed,10.88,128,1176,-0.164
70,0,25900,Lucas Glover,10.83,130,1200,-0.338
71,0,29289,S.Y. Noh,10.50,110,1048,-0.264
72,0,25364,Paul Casey,10.06,100,994,-0.250
73,0,27936,Martin Laird,9.64,97,1006,-0.258
74,0,27974,Sung Kang,9.60,110,1146,-0.318
75,0,35506,Mackenzie Hughes,9.57,129,1348,-0.178
76,0,01810,Phil Mickelson,9.52,92,966,-0.163
77,0,24781,Hunter Mahan,9.49,78,822,-0.321
78,0,21961,Charles Howell III,9.18,87,948,-0.345
79,0,24361,Pat Perez,9.16,94,1026,-0.223
80,0,49771,J.T. Poston,8.94,91,1018,-0.165
81,0,40009,Dominic Bozzelli,8.88,68,766,-0.147
82,0,33461,Morgan Hoffmann,8.65,99,1144,-0.273
83,0,34431,Robert Streb,8.35,98,1174,-0.255
84,0,33122,Russell Knox,8.31,63,758,-0.143
85,0,31557,Jim Herman,8.23,76,924,-0.224
86,0,34098,Russell Henley,8.17,98,1200,-0.224
87,0,25191,Gonzalo Fernandez-Castaño,8.12,50,616,-0.340
88,0,22371,Aaron Baddeley,7.89,51,646,-0.137
89,0,22056,Cameron Percy,7.79,60,770,-0.283
90,0,32448,James Hahn,7.76,88,1134,-0.284
91,0,27649,Brandt Snedeker,7.60,45,592,-0.111
92,0,30110,Kyle Stanley,7.55,99,1312,-0.283
93,0,27214,Kevin Streelman,7.44,81,1088,-0.160
94,0,33399,Adam Hadwin,7.35,81,1102,-0.160
95,0,46443,Brian Campbell,7.32,42,574,-0.190
96,0,23621,Rory Sabbatini,7.28,54,742,-0.074
97,0,31646,Emiliano Grillo,7.25,67,924,-0.030
98,0,34021,Bud Cauley,6.99,80,1144,-0.163
99,0,23353,J.J. Henry,6.98,73,1046,-0.315
100,0,30191,Julián Etulain,6.86,49,714,-0.102
100,0,30852,Ryo Ishikawa,6.86,41,598,-0.073
102,0,37278,Nicholas Lindheim,6.82,42,616,-0.286
103,0,29223,Sam Saunders,6.69,57,852,-0.070
104,0,20157,Retief Goosen,6.64,38,572,-0.079
105,0,35891,Cameron Smith,6.57,65,990,-0.246
106,0,33418,Shawn Stefani,6.44,54,838,-0.241
107,0,26499,Rafa Cabrera Bello,6.37,41,644,-0.098
108,0,25198,Francesco Molinari,6.17,51,826,-0.275
109,0,20572,Rod Pampling,6.06,56,924,-0.250
110,0,25274,Steven Bowditch,5.89,37,628,-0.189
111,0,27644,Brian Harman,5.66,68,1202,-0.206
112,0,35879,Kelly Kraft,5.63,51,906,-0.235
113,0,25493,Nick Taylor,5.61,65,1158,-0.200
114,0,24924,Bill Haas,5.58,56,1004,-0.250
115,0,39324,J.J. Spaun,5.57,56,1006,-0.375
116,0,31202,William McGirt,5.53,56,1012,-0.196
117,0,32640,Troy Merritt,5.52,54,978,-0.389
118,0,32757,Patton Kizzire,5.47,55,1006,-0.382
119,0,29485,Brett Stegmaier,5.43,44,810,-0.114
120,0,28679,Fabián Gómez,5.29,38,718,-0.263
120,0,29478,Kevin Kisner,5.29,57,1078,-0.263
122,0,35532,Tom Hoge,5.13,28,546,-0.143
123,0,23108,Matt Kuchar,5.12,55,1074,-0.309
124,0,29479,Scott Brown,4.95,54,1090,-0.093
124,0,27770,Camilo Villegas,4.95,43,868,-0.349
126,0,33413,Ben Martin,4.82,47,976,-0.149
127,0,29926,Danny Lee,4.81,51,1060,-0.196
128,0,33120,Mark Anderson,4.76,28,588,-0.214
129,0,25834,Daniel Summerhays,4.71,54,1146,-0.167
130,0,26596,Ryan Moore,4.62,42,910,-0.119
131,0,29908,C.T. Pan,4.61,49,1062,-0.286
132,0,34409,David Lingmerth,4.57,44,962,-0.091
133,0,28132,Tyrone Van Aswegen,4.48,50,1116,-0.140
134,0,12510,Chad Campbell,4.47,53,1186,-0.283
135,0,29740,Brad Fritsch,4.25,25,588,-0.400
136,0,24024,Zach Johnson,4.20,40,952,-0.125
137,0,28093,Miguel Angel Carballo,4.15,25,602,-0.440
138,0,26289,Boo Weekley,4.11,35,852,-0.343
138,0,47128,Richy Werenski,4.11,35,852,-0.200
140,0,35110,Brett Drewitt,3.99,24,602,-0.167
141,0,35545,Blayne Barber,3.96,37,934,-0.324
142,0,22046,Geoff Ogilvy,3.95,37,936,-0.270
143,0,24846,Ricky Barnes,3.90,42,1076,-0.214
144,0,27895,Jonas Blixt,3.89,32,822,-0.094
145,0,06522,Ernie Els,3.88,20,516,+0.150
146,0,37454,Whee Kim,3.81,33,867,-0.152
147,0,31416,Derek Fathauer,3.80,34,894,-0.176
148,0,29476,Kyle Reifers,3.78,39,1032,-0.179
149,0,32150,Michael Thompson,3.75,23,614,+0.087
150,0,39975,Michael Kim,3.67,43,1172,-0.163
151,0,34358,Jonathan Randolph,3.64,26,714,-0.077
152,0,25396,Kevin Na,3.58,33,922,-0.242
153,0,30926,Chris Kirk,3.27,32,978,-0.031
154,0,20472,Alex Cejka,3.13,27,864,-0.111
155,0,32200,Roberto Castro,3.04,23,756,-0.217
156,0,23325,Vaughn Taylor,3.00,32,1068,-0.219
157,0,36801,Mark Hubbard,2.93,25,852,-0.200
158,0,33419,Cameron Tringale,2.86,26,908,-0.346
159,0,27963,Chris Stroud,2.83,19,672,-0.158
160,0,29221,Webb Simpson,2.82,33,1172,-0.333
161,0,25892,Steve Wheatcroft,2.69,15,558,-0.467
162,0,20593,Greg Chalmers,2.62,25,954,-0.200
163,0,34174,John Huh,2.55,27,1060,-0.148
164,0,24357,K.J. Choi,2.52,19,754,-0.105
165,0,25345,Carl Pettersson,2.34,17,726,-0.353
165,0,25349,Tim Wilkinson,2.34,15,640,-0.200
167,0,26951,Johnson Wagner,2.26,18,796,-0.111
168,0,25720,Chad Collins,2.25,17,754,-0.353
168,0,26476,Chez Reavie,2.25,26,1158,-0.077
170,0,48084,Wesley Bryan,2.23,24,1074,-0.042
171,0,24138,Ian Poulter,2.22,17,766,-0.118
172,0,19803,Ryan Armour,2.19,15,686,-0.267
173,0,29222,Billy Hurley III,2.17,21,968,-0.286
174,0,27466,Spencer Levin,1.92,18,936,-0.333
175,0,20104,Ken Duke,1.91,16,838,-0.313
175,0,22986,Søren Kjeldsen,1.91,9,472,E
177,0,25240,D.A. Points,1.85,15,812,-0.267
178,0,23541,Ben Crane,1.77,17,962,-0.176
179,0,19846,Brian Gay,1.76,17,964,-0.176
180,0,31560,Brian Stuard,1.66,16,966,-0.188
181,0,27958,Ryan Blaum,1.57,18,1144,-0.611
182,0,34466,Peter Malnati,1.47,15,1020,-0.600
183,0,10809,Jim Furyk,1.31,8,612,-0.125
184,0,23800,Bryce Molder,1.23,11,894,-0.455
185,0,40058,Zac Blair,1.15,13,1132,-0.077
186,0,26758,David Hearn,1.01,10,990,-0.400
186,0,25572,Graeme McDowell,1.01,7,696,-0.143
188,0,20771,Steven Alker,.98,7,714,-0.286
189,0,23983,Luke Donald,.67,4,600,+0.250
190,0,24507,Jason Bohn,.58,5,866,-1.000
