RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,38.49,194,504,-0.196
2,0,36689,Brooks Koepka,33.80,317,938,-0.189
3,0,30925,Dustin Johnson,32.65,271,830,-0.236
4,0,27141,J.B. Holmes,27.40,234,854,-0.222
5,0,46970,Jon Rahm,25.22,233,924,-0.185
6,0,33448,Justin Thomas,24.89,227,912,-0.286
7,0,46550,Brandon Hagy,24.74,239,966,-0.368
8,0,25804,Bubba Watson,24.46,182,744,-0.187
9,0,28420,Ryan Brehm,24.29,221,910,-0.253
10,0,46601,Trey Mullinax,23.82,233,978,-0.223
11,0,29725,Tony Finau,23.16,295,1274,-0.254
12,0,27129,Luke List,22.33,268,1200,-0.310
13,0,28089,Jason Day,21.45,166,774,-0.181
14,0,32333,Kevin Tway,21.43,222,1036,-0.243
15,0,35300,Andrew Loupe,20.88,137,656,-0.131
16,0,32366,Kevin Chappell,20.63,208,1008,-0.096
17,0,29461,Jamie Lovemark,20.52,229,1116,-0.214
18,0,31323,Gary Woodland,20.36,193,948,-0.223
19,0,34213,Grayson Murray,19.87,236,1188,-0.263
20,0,48081,Xander Schauffele,19.79,205,1036,-0.263
21,0,32839,Hideki Matsuyama,19.52,162,830,-0.154
22,0,36699,Patrick Rodgers,18.66,172,922,-0.151
23,0,23320,Ryan Palmer,18.37,126,686,-0.175
23,0,24502,Adam Scott,18.37,108,588,-0.093
25,0,21209,Sergio Garcia,18.32,118,644,-0.203
26,0,30944,Jason Kokrak,18.31,212,1158,-0.175
27,0,27064,Jhonattan Vegas,17.94,179,998,-0.173
28,0,46501,Ollie Schniederjans,17.76,201,1132,-0.294
29,0,46440,Smylie Kaufman,17.05,150,880,-0.220
30,0,29518,Brendan Steele,17.03,170,998,-0.112
31,0,12716,Charley Hoffman,16.18,211,1304,-0.242
32,0,22405,Justin Rose,16.17,120,742,-0.275
33,0,23497,Tag Ridings,16.14,113,700,-0.265
34,0,34046,Jordan Spieth,15.90,152,956,-0.270
35,0,26851,Marc Leishman,15.17,155,1022,-0.226
36,0,26329,Louis Oosthuizen,14.99,107,714,-0.224
37,0,26331,Charl Schwartzel,14.97,100,668,-0.160
38,0,33948,Byeong Hun An,14.86,118,794,-0.195
39,0,24140,Sean O'Hair,14.62,143,978,-0.161
40,0,24358,Robert Garrigus,14.23,119,836,-0.303
41,0,34264,Hudson Swafford,14.06,149,1060,-0.195
41,0,25632,Jimmy Walker,14.06,99,704,-0.212
43,0,29974,Branden Grace,13.90,92,662,-0.065
44,0,40026,Daniel Berger,13.74,133,968,-0.256
45,0,37189,Harold Varner III,13.73,165,1202,-0.152
46,0,32102,Rickie Fowler,13.38,118,882,-0.136
47,0,47959,Bryson DeChambeau,13.26,135,1018,-0.185
48,0,28500,Martin Flores,13.25,124,936,-0.202
49,0,34099,Harris English,12.85,129,1004,-0.233
50,0,28252,Seamus Power,12.66,120,948,-0.325
51,0,26300,Matt Jones,12.61,90,714,-0.300
52,0,25818,Scott Piercy,12.43,85,684,-0.318
53,0,33204,Shane Lowry,12.41,66,532,-0.303
54,0,27095,Nick Watney,12.33,110,892,-0.182
55,0,28307,Matt Every,11.97,102,852,-0.275
56,0,35450,Patrick Cantlay,11.88,76,640,-0.303
57,0,37455,Si Woo Kim,11.86,100,843,-0.080
58,0,39954,Cody Gribble,11.71,115,982,-0.209
59,0,46732,Rick Lamb,11.65,62,532,-0.290
60,0,29420,Billy Horschel,11.63,130,1118,-0.215
61,0,20229,Stewart Cink,11.59,131,1130,-0.420
62,0,48822,Sebastián Muñoz,11.54,63,546,-0.238
63,0,30692,Scott Stallings,11.39,108,948,-0.213
64,0,27436,Graham DeLaet,11.31,112,990,-0.143
