RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,31560,Brian Stuard,24.10,40,166,-0.08
2,0,29222,Billy Hurley III,18.42,28,152,+0.29
3,0,24507,Jason Bohn,17.61,25,142,-0.04
3,0,20104,Ken Duke,17.61,25,142,+0.12
5,0,40058,Zac Blair,16.32,31,190,-0.06
6,0,20593,Greg Chalmers,16.20,23,142,E
7,0,22986,Søren Kjeldsen,15.56,14,90,+0.29
8,0,36801,Mark Hubbard,15.00,21,140,+0.10
9,0,10809,Jim Furyk,14.71,15,102,+0.20
10,0,27466,Spencer Levin,14.20,23,162,-0.13
11,0,27649,Brandt Snedeker,14.00,14,100,+0.14
12,0,25240,D.A. Points,13.97,19,136,+0.21
13,0,33419,Cameron Tringale,13.92,22,158,-0.05
14,0,25345,Carl Pettersson,13.56,16,118,+0.13
15,0,19846,Brian Gay,13.46,21,156,+0.14
16,0,37278,Nicholas Lindheim,13.39,15,112,E
17,0,25349,Tim Wilkinson,12.93,15,116,E
18,0,23800,Bryce Molder,12.84,19,148,+0.26
19,0,25892,Steve Wheatcroft,12.77,12,94,+0.25
20,0,20771,Steven Alker,12.70,16,126,+0.13
21,0,23541,Ben Crane,12.66,20,158,+0.15
22,0,26758,David Hearn,12.35,20,162,-0.20
23,0,34358,Jonathan Randolph,11.90,15,126,+0.13
24,0,32200,Roberto Castro,11.72,15,128,E
25,0,25834,Daniel Summerhays,11.67,21,180,+0.24
26,0,25572,Graeme McDowell,11.61,13,112,+0.08
27,0,32150,Michael Thompson,10.71,12,112,E
28,0,25632,Jimmy Walker,10.66,13,122,+0.23
29,0,30852,Ryo Ishikawa,10.58,11,104,+0.18
30,0,24357,K.J. Choi,10.48,13,124,E
31,0,23983,Luke Donald,10.42,10,96,+0.10
32,0,31202,William McGirt,10.24,17,166,+0.18
33,0,19803,Ryan Armour,10.17,12,118,-0.08
34,0,25396,Kevin Na,10.14,15,148,-0.20
35,0,35532,Tom Hoge,9.78,9,92,+0.22
36,0,37455,Si Woo Kim,9.70,13,134,+0.46
37,0,33122,Russell Knox,9.68,12,124,-0.17
38,0,34466,Peter Malnati,9.26,15,162,+0.07
39,0,28132,Tyrone Van Aswegen,9.14,17,186,+0.59
40,0,37454,Whee Kim,9.03,13,144,+0.38
41,0,23325,Vaughn Taylor,8.93,15,168,-0.47
42,0,48084,Wesley Bryan,8.79,16,182,+0.25
42,0,26476,Chez Reavie,8.79,16,182,+0.13
44,0,33120,Mark Anderson,8.65,9,104,E
45,0,31416,Derek Fathauer,8.45,12,142,+0.17
46,0,27958,Ryan Blaum,8.33,16,192,E
46,0,22046,Geoff Ogilvy,8.33,12,144,+0.08
48,0,20472,Alex Cejka,8.22,12,146,+0.17
49,0,29974,Branden Grace,8.18,9,110,+0.78
50,0,12510,Chad Campbell,8.06,15,186,-0.27
51,0,23108,Matt Kuchar,7.95,14,176,+0.07
52,0,24024,Zach Johnson,7.79,12,154,-0.08
53,0,39975,Michael Kim,7.78,14,180,-0.07
