RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,35139,Richard Lee,-9,2.97,810
2,0,33141,Keegan Bradley,-3,2.99,1044
2,0,22046,Geoff Ogilvy,-3,2.99,879
2,0,23320,Ryan Palmer,-3,2.99,978
5,0,28237,Rory McIlroy,-2,2.99,648
6,0,23638,Brendon de Jonge,-1,3.00,1392
7,0,28089,Jason Day,E,3.00,672
8,0,24140,Sean O'Hair,+3,3.01,1005
8,0,22405,Justin Rose,+3,3.01,828
10,0,27649,Brandt Snedeker,+4,3.01,954
10,0,27214,Kevin Streelman,+4,3.01,1086
10,0,06527,Steve Stricker,+4,3.01,828
13,0,22621,Ben Curtis,+5,3.02,744
13,0,06573,Brandt Jobe,+5,3.02,687
13,0,26679,Kevin Stadler,+5,3.02,975
13,0,08793,Tiger Woods,+5,3.02,807
17,0,28308,Troy Kelly,+6,3.02,777
17,0,01797,Rocco Mediate,+6,3.02,828
19,0,25686,Jason Dufner,+7,3.02,1002
19,0,19846,Brian Gay,+7,3.02,1065
19,0,24024,Zach Johnson,+7,3.02,1149
19,0,24502,Adam Scott,+7,3.03,696
19,0,27963,Chris Stroud,+7,3.02,1038
19,0,26287,Roland Thatcher,+7,3.03,639
19,0,02206,David Toms,+7,3.03,702
26,0,10809,Jim Furyk,+8,3.02,1023
26,0,08725,Tom Gillis,+8,3.03,918
26,0,20766,Padraig Harrington,+8,3.03,771
26,0,08075,Jerry Kelly,+8,3.02,1023
30,0,20623,Gavin Coles,+9,3.03,846
30,0,29420,Billy Horschel,+9,3.04,711
30,0,23108,Matt Kuchar,+9,3.03,1002
30,0,26329,Louis Oosthuizen,+9,3.04,768
30,0,10213,Dicky Pride,+9,3.04,696
35,0,23204,Gary Christian,+10,3.03,1059
35,0,01320,Bob Estes,+10,3.03,951
35,0,01706,Davis Love III,+10,3.04,771
38,0,20593,Greg Chalmers,+11,3.03,1059
38,0,23409,James Driscoll,+11,3.03,1017
38,0,12782,Tim Herron,+11,3.03,1068
38,0,29926,Danny Lee,+11,3.04,849
38,0,01810,Phil Mickelson,+11,3.03,957
38,0,25562,Andres Romero,+11,3.04,780
38,0,23325,Vaughn Taylor,+11,3.03,954
45,0,23718,Nathan Green,+12,3.04,831
46,0,11123,Chris Couch,+13,3.05,726
46,0,25834,Daniel Summerhays,+13,3.04,975
48,0,01116,Michael Bradley,+14,3.06,759
48,0,23983,Luke Donald,+14,3.06,756
48,0,21805,Harrison Frazar,+14,3.07,639
48,0,21209,Sergio Garcia,+14,3.06,684
48,0,26300,Matt Jones,+14,3.07,645
48,0,01941,Tom Pernice Jr.,+14,3.06,708
48,0,26951,Johnson Wagner,+14,3.04,1050
48,0,25632,Jimmy Walker,+14,3.03,1233
56,0,10885,Robert Allenby,+15,3.05,924
56,0,32200,Roberto Castro,+15,3.04,1089
56,0,06251,Chris DiMarco,+15,3.05,993
56,0,26758,David Hearn,+15,3.04,1149
56,0,27936,Martin Laird,+15,3.05,879
56,0,27797,Derek Lamely,+15,3.06,780
56,0,24138,Ian Poulter,+15,3.07,675
56,0,20396,Lee Westwood,+15,3.07,648
64,0,23903,Stephen Gangluff,+16,3.07,663
64,0,27120,Troy Matteson,+16,3.04,1194
64,0,21528,Henrik Stenson,+16,3.08,612
67,0,21407,Arjun Atwal,+17,3.06,918
67,0,32102,Rickie Fowler,+17,3.05,999
67,0,27060,John Mallinger,+17,3.06,861
67,0,01766,Billy Mayfair,+17,3.05,1041
67,0,20645,John Senden,+17,3.05,954
72,0,01249,John Daly,+18,3.10,564
72,0,21961,Charles Howell III,+18,3.05,1182
72,0,26331,Charl Schwartzel,+18,3.08,654
75,0,12510,Chad Campbell,+19,3.06,1017
75,0,23541,Ben Crane,+19,3.07,858
75,0,06036,Scott Dunlap,+19,3.09,639
75,0,30925,Dustin Johnson,+19,3.07,810
75,0,27466,Spencer Levin,+19,3.06,957
80,0,34021,Bud Cauley,+20,3.05,1209
80,0,20104,Ken Duke,+20,3.05,1269
80,0,34174,John Huh,+20,3.05,1197
80,0,23800,Bryce Molder,+20,3.06,954
80,0,29221,Webb Simpson,+20,3.07,912
80,0,22582,Kyle Thompson,+20,3.10,594
80,0,32150,Michael Thompson,+20,3.06,978
80,0,23623,Bo Van Pelt,+20,3.06,1014
88,0,28087,Kris Blanks,+21,3.08,798
88,0,06034,Marco Dawson,+21,3.09,705
88,0,30711,Colt Knost,+21,3.07,933
88,0,01724,Jeff Maggert,+21,3.06,1011
88,0,28475,Jeff Overton,+21,3.05,1230
88,0,20691,Greg Owen,+21,3.06,1095
94,0,32334,Charlie Beljan,+22,3.10,693
94,0,21753,Brian Davis,+22,3.06,1110
94,0,30944,Jason Kokrak,+22,3.07,912
94,0,26596,Ryan Moore,+22,3.06,1083
94,0,27302,Garth Mulroy,+22,3.10,687
94,0,29289,S.Y. Noh,+22,3.05,1221
94,0,25892,Steve Wheatcroft,+22,3.11,627
101,0,24925,Jonathan Byrd,+23,3.08,816
101,0,34099,Harris English,+23,3.06,1191
101,0,19970,Robert Karlsson,+23,3.11,624
101,0,24781,Hunter Mahan,+23,3.07,987
101,0,25345,Carl Pettersson,+23,3.06,1116
101,0,22913,John Rollins,+23,3.07,936
107,0,20098,Stuart Appleby,+24,3.08,864
107,0,28307,Matt Every,+24,3.07,969
107,0,21731,Freddie Jacobson,+24,3.10,720
107,0,30926,Chris Kirk,+24,3.07,1062
107,0,25572,Graeme McDowell,+24,3.11,648
107,0,24490,George McNeill,+24,3.07,1041
107,0,24361,Pat Perez,+24,3.07,969
114,0,29910,Blake Adams,+25,3.06,1299
114,0,27895,Jonas Blixt,+25,3.09,870
114,0,20574,Mathew Goggin,+25,3.10,762
114,0,29222,Billy Hurley III,+25,3.09,819
114,0,33122,Russell Knox,+25,3.09,822
114,0,25396,Kevin Na,+25,3.08,957
114,0,33419,Cameron Tringale,+25,3.07,1077
114,0,27770,Camilo Villegas,+25,3.08,936
122,0,27141,J.B. Holmes,+26,3.08,1035
122,0,22378,Trevor Immelman,+26,3.08,918
122,0,30852,Ryo Ishikawa,+26,3.12,630
122,0,29478,Kevin Kisner,+26,3.10,789
126,0,23353,J.J. Henry,+27,3.07,1086
126,0,23548,Bill Lunde,+27,3.08,966
126,0,20572,Rod Pampling,+27,3.08,1020
129,0,06004,Stephen Ames,+28,3.13,660
129,0,24846,Ricky Barnes,+28,3.08,1065
129,0,12652,Cameron Beckman,+28,3.09,933
129,0,24357,K.J. Choi,+28,3.10,840
133,0,28500,Martin Flores,+29,3.08,1149
133,0,27644,Brian Harman,+29,3.07,1227
133,0,21350,Ryuji Imada,+29,3.09,924
133,0,25457,Alexandre Rocha,+29,3.12,699
133,0,23788,D.J. Trahan,+29,3.10,840
133,0,27064,Jhonattan Vegas,+29,3.09,921
133,0,27095,Nick Watney,+29,3.08,1131
133,0,26289,Boo Weekley,+29,3.10,849
133,0,24663,Y.E. Yang,+29,3.12,744
142,0,24507,Jason Bohn,+30,3.10,945
142,0,29479,Scott Brown,+30,3.12,768
142,0,20848,Ángel Cabrera,+30,3.14,654
142,0,06522,Ernie Els,+30,3.09,948
142,0,24358,Robert Garrigus,+30,3.08,1089
147,0,24494,Erik Compton,+31,3.10,930
147,0,27436,Graham DeLaet,+31,3.10,957
147,0,22348,Nick O'Hern,+31,3.10,903
147,0,25240,D.A. Points,+31,3.09,1059
147,0,31323,Gary Woodland,+31,3.11,828
152,0,20850,Daniel Chopra,+32,3.15,639
152,0,23135,Tim Clark,+32,3.13,726
152,0,22548,Patrick Sheehan,+32,3.14,675
155,0,25804,Bubba Watson,+33,3.13,780
