RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01495,Morris Hatalsky,28.33,2210,78,22
2,0,01162,Rex Caldwell,28.62,1803,63,24
3,0,01666,Bernhard Langer,28.67,1663,58,23
4,0,02294,Willie Wood,28.76,2790,97,24
5,0,01378,David Frost,28.79,2821,98,23
6,0,01235,Ben Crenshaw,28.95,2403,83,23
7,0,01960,Don Pooley,28.96,2664,92,22
8,0,02146,Payne Stewart,28.98,2811,97,23
9,0,01928,Corey Pavin,28.99,2435,84,23
10,0,01214,Frank Conner,29.00,1566,54,22
11,0,01823,Larry Mize,29.01,2321,80,23
12,0,01329,Brad Faxon,29.03,2642,91,24
13,0,02242,Lanny Wadkins,29.04,2439,84,23
14,0,01414,Bob Gilder,29.05,2934,101,21
15,0,01633,Tom Kite,29.07,2616,90,21
15,0,01654,Gary Krueger,29.07,2064,71,24
17,0,01968,Nick Price,29.09,2385,82,22
18,0,01443,Hubert Green,29.11,2067,71,23
18,0,01557,John Inman,29.11,2649,91,22
18,0,01639,Kenny Knox,29.11,3144,108,21
18,0,02267,D.A. Weibring,29.11,2533,87,23
22,0,01135,Ken Brown,29.14,1836,63,22
23,0,01072,Chip Beck,29.17,2684,92,21
23,0,02041,Bill Sander,29.17,2684,92,21
23,0,02160,Ron Streck,29.17,2800,96,23
26,0,01098,Jay Don Blake,29.19,2831,97,22
26,0,01943,Chris Perry,29.19,2919,100,22
26,0,02099,Scott Simpson,29.19,2627,90,22
26,0,02255,Denis Watson,29.19,2744,94,21
30,0,01197,Bobby Clampett,29.20,2394,82,23
30,0,01355,Raymond Floyd,29.20,1898,65,24
32,0,01284,Mike Donald,29.21,3271,112,21
32,0,02152,Dave Stockton,29.21,1636,56,23
34,0,01876,Greg Norman,29.22,1958,67,23
35,0,02223,Bob Tway,29.23,2572,88,23
36,0,01331,Rick Fehr,29.24,1813,62,23
37,0,01323,Brad Fabel,29.25,2135,73,24
38,0,01042,Paul Azinger,29.27,2781,95,24
38,0,01161,Mark Calcavecchia,29.27,2605,89,22
38,0,01559,Hale Irwin,29.27,2049,70,24
41,0,01132,Mark Brooks,29.28,2723,93,22
41,0,01864,Larry Nelson,29.28,2108,72,22
43,0,01641,Gary Koch,29.30,2080,71,23
43,0,02090,Tom Sieckmann,29.30,2637,90,24
43,0,02104,Jeff Sluman,29.30,3164,108,22
46,0,01219,John Cook,29.32,2873,98,21
47,0,01039,Perry Arthur,29.35,2172,74,23
47,0,01527,Scott Hoch,29.35,2847,97,23
47,0,01952,Billy Pierot,29.35,1673,57,24
50,0,02007,Larry Rinker,29.37,2761,94,22
51,0,01846,Jodie Mudd,29.39,2851,97,24
51,0,02118,J.C. Snead,29.39,2557,87,23
53,0,01706,Davis Love III,29.41,2500,85,22
54,0,01851,Bob Murphy,29.42,2295,78,22
55,0,01093,Ronnie Black,29.43,2825,96,23
55,0,01346,Ed Fiori,29.43,2560,87,25
55,0,01790,Pat McGowan,29.43,2649,90,21
55,0,01998,Jack Renner,29.43,2619,89,24
55,0,02133,Craig Stadler,29.43,2237,76,22
60,0,02279,Mark Wiebe,29.46,3388,115,23
61,0,01196,Brian Claar,29.47,3035,103,23
61,0,01861,Jim Nelford,29.47,2328,79,23
61,0,01926,Steve Pate,29.47,3419,116,22
64,0,01501,Vance Heafner,29.49,2418,82,23
64,0,02033,Dave Rummells,29.49,3244,110,23
64,0,02159,Curtis Strange,29.49,2890,98,23
67,0,01150,George Burns,29.50,3009,102,22
67,0,02148,Ray Stewart,29.50,2537,86,24
67,0,02225,Howard Twitty,29.50,2773,94,22
70,0,01984,Sam Randolph,29.51,2302,78,21
71,0,02256,Tom Watson,29.52,1978,67,25
72,0,01390,Buddy Gardner,29.53,3189,108,22
72,0,02244,Fred Wadsworth,29.53,3071,104,22
74,0,01522,Lon Hinkle,29.54,2009,68,23
75,0,01096,Phil Blackmar,29.56,2956,100,23
75,0,01175,Jim Carter,29.56,2897,98,22
75,0,01303,Bob Eastwood,29.56,2749,93,23
75,0,01444,Ken Green,29.56,2749,93,24
79,0,01077,Mike Bender,29.57,2336,79,24
79,0,01226,Fred Couples,29.57,2691,91,22
79,0,01736,Roger Maltbie,29.57,2484,84,24
79,0,02321,Fuzzy Zoeller,29.57,2129,72,24
79,0,02322,Richard Zokol,29.57,1774,60,23
84,0,01103,Charles Bolling,29.58,3017,102,24
84,0,01278,Andy Dillard,29.58,2396,81,24
84,0,01436,David Graham,29.58,1775,60,23
84,0,01717,Sandy Lyle,29.58,1568,53,24
88,0,01361,Dan Forsman,29.59,3580,121,23
88,0,02049,Gene Sauers,29.59,3077,104,22
88,0,02167,Mike Sullivan,29.59,2515,85,22
88,0,02241,Bobby Wadkins,29.59,3018,102,23
92,0,01871,Mike Nicolette,29.61,1510,51,24
93,0,01593,Philip Jonas,29.62,1777,60,23
94,0,01200,Keith Clearwater,29.63,3496,118,24
95,0,01599,Steve Jones,29.64,2727,92,22
96,0,02098,Jim Simons,29.67,1632,55,24
97,0,01782,Mike McCullough,29.68,2107,71,24
98,0,01457,Jay Haas,29.69,3088,104,22
99,0,01157,Tom Byrum,29.71,3090,104,23
100,0,01305,Danny Edwards,29.73,2289,77,24
100,0,01755,Dick Mast,29.73,2943,99,22
100,0,01878,Andy North,29.73,1784,60,25
103,0,01179,Antonio Cerda,29.74,2706,91,24
103,0,01248,Rick Dalpos,29.74,2706,91,23
103,0,01468,Gary Hallberg,29.74,2796,94,24
106,0,01037,Dewey Arnette,29.75,1904,64,24
107,0,01676,Ted Lehmann,29.77,1905,64,22
108,0,01095,Woody Blackburn,29.78,1638,55,24
109,0,01425,Ernie Gonzalez,29.79,3128,105,25
109,0,01571,Barry Jaeckel,29.79,2919,98,24
109,0,01648,Billy Kratzert,29.79,2562,86,24
109,0,02010,Loren Roberts,29.79,2443,82,24
113,0,01006,John Adams,29.80,2891,97,24
114,0,01584,Doug Johnson,29.81,2176,73,24
115,0,01306,David Edwards,29.82,1968,66,21
115,0,01534,John Horne,29.82,1819,61,23
117,0,01526,David Hobby,29.83,1969,66,22
117,0,01887,Mark O'Meara,29.83,2595,87,26
119,0,02303,Robert Wrenn,29.84,2268,76,25
120,0,01569,Peter Jacobsen,29.87,2509,84,23
121,0,01313,Steve Elkington,29.88,3018,101,22
122,0,01129,Bill Britton,29.89,2451,82,24
122,0,01446,Brad Greer,29.89,2242,75,23
122,0,01682,Wayne Levi,29.89,2481,83,24
125,0,01958,Dan Pohl,29.91,2871,96,23
126,0,01771,Blaine McCallister,29.93,3173,106,25
127,0,01192,T.C. Chen,29.94,1587,53,23
127,0,01448,Tony Grimes,29.94,1886,63,24
127,0,01949,Mark Pfeil,29.94,1587,53,24
130,0,01061,Ray Barr Jr.,29.96,2367,79,24
130,0,01288,Ed Dougherty,29.96,2517,84,24
130,0,01475,Donnie Hammond,29.96,2547,85,24
130,0,02239,Scott Verplank,29.96,2547,85,24
134,0,01385,Jim Gallagher Jr.,29.97,3057,102,23
134,0,01701,Bob Lohr,29.97,3087,103,23
134,0,01996,Mike Reid,29.97,2967,99,24
137,0,01282,Trevor Dodds,29.99,2369,79,25
137,0,01723,Andrew Magee,29.99,2819,94,25
137,0,01892,Aki Ohmachi,29.99,2339,78,23
140,0,02016,Bill Rogers,30.00,2250,75,22
141,0,01310,Dave Eichelberger,30.01,2851,95,23
142,0,02170,Hal Sutton,30.02,2702,90,24
143,0,01261,Jay Delsing,30.03,2883,96,23
143,0,01935,Calvin Peete,30.03,1922,64,25
145,0,01783,Mark McCumber,30.04,3094,103,25
145,0,01877,Tim Norris,30.04,2764,92,21
145,0,02195,Leonard Thompson,30.04,3064,102,23
148,0,01156,Curt Byrum,30.05,3335,111,23
148,0,01203,Russ Cochran,30.05,3306,110,24
150,0,01469,Dan Halldorson,30.06,2615,87,23
151,0,02023,Clarence Rose,30.08,3429,114,22
152,0,01060,Dave Barr,30.09,2828,94,26
152,0,01513,Denny Hepler,30.09,1685,56,25
154,0,02201,Jim Thorpe,30.10,1746,58,21
155,0,02002,John Riegger,30.14,1688,56,24
155,0,02100,Tim Simpson,30.14,3315,110,23
155,0,02126,Bruce Soulsby,30.14,2592,86,23
158,0,01725,John Mahaffey,30.16,3106,103,25
159,0,01201,Lennie Clements,30.18,2354,78,24
160,0,01499,Mark Hayes,30.21,3142,104,23
160,0,01715,Mark Lye,30.21,3142,104,25
162,0,01975,Tom Purtzer,30.22,2810,93,24
163,0,02229,Brett Upper,30.23,2449,81,23
164,0,01549,Mike Hulbert,30.25,3448,114,24
164,0,02094,Tony Sills,30.25,2783,92,24
166,0,01687,Jeff Lewis,30.26,1876,62,24
166,0,02101,Joey Sindelar,30.26,3419,113,22
168,0,01884,Mac O'Grady,30.30,2636,87,24
168,0,02087,Don Shirey Jr.,30.30,2545,84,24
170,0,01418,Bill Glasson,30.32,2789,92,24
170,0,02190,Doug Tewell,30.32,2304,76,25
172,0,01392,Tom Garner,30.35,2428,80,24
172,0,01797,Rocco Mediate,30.35,2823,93,23
174,0,02180,Harry Taylor,30.36,2459,81,23
175,0,02067,Ted Schulz,30.40,2189,72,25
176,0,02111,Mike Smith,30.41,2250,74,21
177,0,01206,Bobby Cole,30.43,2952,97,24
178,0,02196,Robert Thompson,30.44,2222,73,24
179,0,01168,David Canipe,30.48,2560,84,24
180,0,01945,Kenny Perry,30.49,2348,77,25
181,0,01837,Gil Morgan,30.50,1525,50,26
182,0,02287,Jim Wilson,30.52,1892,62,25
183,0,01068,Andy Bean,30.58,1682,55,26
184,0,01938,David Peoples,30.59,2172,71,23
185,0,01891,David Ogrin,30.63,2818,92,22
186,0,02246,Duffy Waldorf,30.74,2797,91,26
187,0,01690,Bruce Lietzke,30.81,2126,69,25
188,0,01777,John McComish,30.89,2162,70,23
