RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,20574,Mathew Goggin,5,980,4
1,0,24449,Parker McLachlin,5,948,4
3,0,20498,Briny Baird,4,1230,4
3,0,01161,Mark Calcavecchia,4,717,4
3,0,12510,Chad Campbell,4,1036,1
3,0,20104,Ken Duke,4,1252,1
3,0,10733,Kent Jones,4,722,3
8,0,01226,Fred Couples,3,628,2
8,0,10809,Jim Furyk,3,1032,3
8,0,20634,Peter Lonard,3,1009,1
8,0,24912,Will MacKenzie,3,659,1
8,0,01945,Kenny Perry,3,1061,3
8,0,26476,Chez Reavie,3,1114,3
8,0,12309,Bob Sowards,3,658,2
8,0,28780,Nicholas Thompson,3,1219,2
16,0,21633,Steve Allan,2,626,2
16,0,10885,Robert Allenby,2,1156,1
16,0,19803,Ryan Armour,2,920,1
16,0,23614,Rich Beem,2,964,1
16,0,01142,Bart Bryant,2,892,2
16,0,26500,Alejandro Cañizares,2,564,0
16,0,22621,Ben Curtis,2,886,0
16,0,28089,Jason Day,2,868,2
16,0,23409,James Driscoll,2,900,2
16,0,07457,Steve Flesch,2,1016,1
16,0,22892,Jason Gore,2,998,2
16,0,23718,Nathan Green,2,1014,2
16,0,30925,Dustin Johnson,2,985,2
16,0,23157,Richard Johnson,2,826,1
16,0,26300,Matt Jones,2,1018,2
16,0,27936,Martin Laird,2,1060,2
16,0,24781,Hunter Mahan,2,934,1
16,0,01766,Billy Mayfair,2,1139,2
16,0,25396,Kevin Na,2,1033,2
16,0,24140,Sean O'Hair,2,902,2
16,0,28475,Jeff Overton,2,1102,2
16,0,20663,Brenden Pappas,2,710,1
16,0,20443,Jin Park,2,898,2
16,0,12660,Jesper Parnevik,2,953,0
16,0,01941,Tom Pernice Jr.,2,1138,2
16,0,23497,Tag Ridings,2,942,2
16,0,22913,John Rollins,2,1006,2
16,0,25562,Andres Romero,2,740,2
16,0,23797,Brett Rumford,2,770,0
16,0,23621,Rory Sabbatini,2,842,2
16,0,20645,John Senden,2,1003,2
16,0,27649,Brandt Snedeker,2,920,2
16,0,26679,Kevin Stadler,2,965,2
16,0,02206,David Toms,2,754,2
16,0,08385,Omar Uresti,2,786,2
16,0,27095,Nick Watney,2,1022,0
16,0,10425,Jay Williamson,2,1041,2
53,0,23778,Brad Adamonis,1,939,0
53,0,23540,Jason Allred,1,676,1
53,0,06004,Stephen Ames,1,904,0
53,0,01035,Tommy Armour III,1,839,1
53,0,07867,Woody Austin,1,1138,0
53,0,23048,Eric Axley,1,1219,1
53,0,12652,Cameron Beckman,1,928,0
53,0,01139,Olin Browne,1,838,1
53,0,24925,Jonathan Byrd,1,914,0
53,0,20850,Daniel Chopra,1,884,0
53,0,23135,Tim Clark,1,994,1
53,0,21753,Brian Davis,1,1166,1
53,0,10875,Todd Demsey,1,860,1
53,0,09011,David Duval,1,534,0
53,0,01313,Steve Elkington,1,899,0
53,0,01320,Bob Estes,1,970,1
53,0,27561,Nick Flanagan,1,952,1
53,0,12823,Carlos Franco,1,772,1
53,0,21805,Harrison Frazar,1,784,1
53,0,26631,Cody Freeman,1,705,1
53,0,30750,Tommy Gainey,1,646,1
53,0,24358,Robert Garrigus,1,964,0
53,0,25900,Lucas Glover,1,1002,1
53,0,20766,Padraig Harrington,1,550,1
53,0,12782,Tim Herron,1,1067,1
53,0,12716,Charley Hoffman,1,1020,0
53,0,21961,Charles Howell III,1,1057,1
53,0,01553,John Huston,1,588,1
53,0,21350,Ryuji Imada,1,855,1
53,0,01577,Lee Janzen,1,938,0
53,0,26420,Richard Johnson,1,665,1
53,0,08075,Jerry Kelly,1,962,1
53,0,29718,Anthony Kim,1,906,1
53,0,12705,Cliff Kresge,1,914,1
53,0,23108,Matt Kuchar,1,956,0
53,0,26695,Michael Letzig,1,958,0
53,0,11032,Frank Lickliter II,1,1153,1
53,0,01706,Davis Love III,1,850,1
53,0,27613,David Lutterus,1,640,0
53,0,01724,Jeff Maggert,1,920,1
53,0,27060,John Mallinger,1,1041,1
53,0,28158,Steve Marino,1,1304,1
53,0,12680,Shigeki Maruyama,1,536,1
53,0,10585,Scott McCarron,1,684,1
53,0,06090,Jim McGovern,1,820,1
53,0,27933,John Merrick,1,1064,1
53,0,01810,Phil Mickelson,1,853,0
53,0,25842,Jon Mills,1,1021,1
53,0,21949,Joe Ogilvie,1,1084,1
53,0,20572,Rod Pampling,1,864,1
53,0,24361,Pat Perez,1,1004,0
53,0,25345,Carl Pettersson,1,1200,0
53,0,24138,Ian Poulter,1,543,1
53,0,07749,Brett Quigley,1,854,1
53,0,25190,Jeff Quinney,1,935,0
53,0,20127,Chris Riley,1,542,1
53,0,22548,Patrick Sheehan,1,1342,1
53,0,08845,Scott Sterling,1,952,0
53,0,27214,Kevin Streelman,1,1239,1
53,0,06527,Steve Stricker,1,798,1
53,0,06595,Kevin Sutherland,1,1072,1
53,0,23325,Vaughn Taylor,1,1128,1
53,0,22582,Kyle Thompson,1,746,1
53,0,23788,D.J. Trahan,1,1018,1
53,0,26668,Marc Turnesa,1,932,1
53,0,02223,Bob Tway,1,754,1
53,0,23623,Bo Van Pelt,1,1091,1
53,0,27770,Camilo Villegas,1,868,0
53,0,26951,Johnson Wagner,1,892,0
53,0,25632,Jimmy Walker,1,793,1
53,0,25804,Bubba Watson,1,1060,1
53,0,10423,Mike Weir,1,948,1
53,0,19913,Ron Whittaker,1,577,0
53,0,20160,Charlie Wi,1,1062,0
53,0,12602,Dean Wilson,1,1183,1
