RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,21209,Sergio Garcia,2' 0",405,814.417
2,0,24846,Ricky Barnes,2' 1",901,1844.667
2,0,24507,Jason Bohn,2' 1",806,1683.000
2,0,22621,Ben Curtis,2' 1",740,1532.833
2,0,23638,Brendon de Jonge,2' 1",1023,2167.917
2,0,06251,Chris DiMarco,2' 1",841,1771.417
2,0,06522,Ernie Els,2' 1",577,1208.250
2,0,10809,Jim Furyk,2' 1",624,1320.250
2,0,20157,Retief Goosen,2' 1",549,1164.000
2,0,24924,Bill Haas,2' 1",837,1769.333
2,0,20766,Padraig Harrington,2' 1",444,942.250
2,0,23353,J.J. Henry,2' 1",903,1868.583
2,0,21961,Charles Howell III,2' 1",974,2024.000
2,0,25345,Carl Pettersson,2' 1",845,1792.833
2,0,20686,Jeev Milkha Singh,2' 1",561,1157.167
2,0,26679,Kevin Stadler,2' 1",799,1636.000
2,0,06595,Kevin Sutherland,2' 1",911,1909.250
18,0,07363,Craig Bowden,2' 2",535,1180.500
18,0,12510,Chad Campbell,2' 2",910,1938.250
18,0,25364,Paul Casey,2' 2",462,1003.750
18,0,20229,Stewart Cink,2' 2",697,1522.750
18,0,23983,Luke Donald,2' 2",529,1138.333
18,0,06621,Joe Durant,2' 2",654,1438.083
18,0,01320,Bob Estes,2' 2",791,1730.250
18,0,22378,Trevor Immelman,2' 2",484,1031.333
18,0,26300,Matt Jones,2' 2",830,1813.000
18,0,10860,Justin Leonard,2' 2",765,1633.333
18,0,27466,Spencer Levin,2' 2",1079,2295.917
18,0,26881,Jarrod Lyle,2' 2",500,1098.250
18,0,01797,Rocco Mediate,2' 2",711,1553.417
18,0,27933,John Merrick,2' 2",1060,2271.750
18,0,01948,Tim Petrovic,2' 2",1035,2280.833
18,0,20127,Chris Riley,2' 2",675,1448.417
18,0,24502,Adam Scott,2' 2",578,1258.583
18,0,06567,Vijay Singh,2' 2",632,1345.667
18,0,06527,Steve Stricker,2' 2",581,1266.667
18,0,23307,Roger Tambellini,2' 2",746,1645.417
18,0,27770,Camilo Villegas,2' 2",605,1329.667
18,0,10423,Mike Weir,2' 2",385,822.750
40,0,10885,Robert Allenby,2' 3",665,1519.083
40,0,20098,Stuart Appleby,2' 3",937,2107.667
40,0,01116,Michael Bradley,2' 3",765,1711.500
40,0,24925,Jonathan Byrd,2' 3",909,2046.417
40,0,20593,Greg Chalmers,2' 3",892,2043.333
40,0,25720,Chad Collins,2' 3",769,1704.000
40,0,01313,Steve Elkington,2' 3",650,1467.667
40,0,28307,Matt Every,2' 3",537,1220.917
40,0,32102,Rickie Fowler,2' 3",891,2019.083
40,0,19846,Brian Gay,2' 3",804,1783.917
40,0,20105,Jeff Gove,2' 3",530,1176.750
40,0,08537,J.P. Hayes,2' 3",734,1665.083
40,0,21350,Ryuji Imada,2' 3",851,1917.917
40,0,01577,Lee Janzen,2' 3",768,1740.583
40,0,30925,Dustin Johnson,2' 3",667,1503.333
40,0,26420,Richard Johnson,2' 3",825,1887.750
40,0,24024,Zach Johnson,2' 3",768,1706.583
40,0,08075,Jerry Kelly,2' 3",920,2055.250
40,0,26851,Marc Leishman,2' 3",766,1719.667
40,0,01706,Davis Love III,2' 3",765,1738.333
40,0,01707,Steve Lowery,2' 3",648,1483.250
40,0,10585,Scott McCarron,2' 3",890,2003.083
40,0,22122,Andrew McLardy,2' 3",495,1124.917
40,0,23800,Bryce Molder,2' 3",765,1749.833
40,0,26596,Ryan Moore,2' 3",655,1470.583
40,0,27302,Garth Mulroy,2' 3",486,1112.000
40,0,20691,Greg Owen,2' 3",720,1632.167
40,0,20572,Rod Pampling,2' 3",780,1765.250
40,0,22056,Cameron Percy,2' 3",682,1551.167
40,0,20645,John Senden,2' 3",1008,2292.000
40,0,26882,Michael Sim,2' 3",543,1203.167
40,0,29221,Webb Simpson,2' 3",973,2154.583
40,0,27649,Brandt Snedeker,2' 3",740,1674.500
40,0,08375,Paul Stankowski,2' 3",588,1312.667
40,0,27214,Kevin Streelman,2' 3",863,1907.750
40,0,31560,Brian Stuard,2' 3",778,1773.167
40,0,23325,Vaughn Taylor,2' 3",875,1943.167
40,0,02206,David Toms,2' 3",732,1641.417
40,0,23788,D.J. Trahan,2' 3",933,2100.583
40,0,08385,Omar Uresti,2' 3",704,1561.583
40,0,12755,Vance Veazey,2' 3",527,1181.833
40,0,25632,Jimmy Walker,2' 3",755,1695.500
40,0,10425,Jay Williamson,2' 3",687,1568.833
40,0,21878,Mark Wilson,2' 3",895,2029.917
40,0,24663,Y.E. Yang,2' 3",616,1403.250
85,0,06004,Stephen Ames,2' 4",745,1734.667
85,0,22371,Aaron Baddeley,2' 4",915,2163.583
85,0,20498,Briny Baird,2' 4",890,2048.833
85,0,23613,Rich Barcelo,2' 4",629,1493.500
85,0,22946,Henrik Bjornstad,2' 4",696,1640.333
85,0,24227,Justin Bolli,2' 4",481,1140.500
85,0,20848,Ángel Cabrera,2' 4",558,1281.917
85,0,20472,Alex Cejka,2' 4",766,1803.583
85,0,24357,K.J. Choi,2' 4",651,1512.750
85,0,23135,Tim Clark,2' 4",711,1657.167
85,0,29285,Brent Delahoussaye,2' 4",533,1237.500
85,0,25686,Jason Dufner,2' 4",772,1798.083
85,0,09011,David Duval,2' 4",610,1448.250
85,0,01329,Brad Faxon,2' 4",513,1214.917
85,0,08725,Tom Gillis,2' 4",932,2206.167
85,0,25900,Lucas Glover,2' 4",649,1540.083
85,0,12716,Charley Hoffman,2' 4",806,1875.417
85,0,21731,Freddie Jacobson,2' 4",814,1928.583
85,0,06514,Kevin Johnson,2' 4",550,1267.000
85,0,01619,Skip Kendall,2' 4",524,1208.833
85,0,23108,Matt Kuchar,2' 4",775,1807.250
85,0,27613,David Lutterus,2' 4",633,1463.500
85,0,24781,Hunter Mahan,2' 4",730,1684.667
85,0,27060,John Mallinger,2' 4",707,1646.333
85,0,28158,Steve Marino,2' 4",676,1581.250
85,0,27120,Troy Matteson,2' 4",937,2178.333
85,0,25396,Kevin Na,2' 4",777,1795.000
85,0,23320,Ryan Palmer,2' 4",738,1743.000
85,0,24361,Pat Perez,2' 4",866,2015.333
85,0,01941,Tom Pernice Jr.,2' 4",642,1472.833
85,0,30946,Alex Prugh,2' 4",893,2076.500
85,0,07749,Brett Quigley,2' 4",1009,2343.083
85,0,22913,John Rollins,2' 4",836,1959.583
85,0,22293,Heath Slocum,2' 4",788,1833.417
85,0,27963,Chris Stroud,2' 4",811,1884.333
85,0,33419,Cameron Tringale,2' 4",528,1243.250
85,0,32617,Jerod Turner,2' 4",424,998.917
85,0,02239,Scott Verplank,2' 4",573,1322.917
85,0,26951,Johnson Wagner,2' 4",824,1889.083
85,0,23349,Charles Warren,2' 4",628,1484.000
85,0,25804,Bubba Watson,2' 4",744,1710.667
85,0,26289,Boo Weekley,2' 4",848,1987.583
85,0,23322,Brett Wetterich,2' 4",605,1403.167
85,0,20160,Charlie Wi,2' 4",905,2098.250
