RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,32640,Troy Merritt,56
2,0,06004,Stephen Ames,55
2,0,23541,Ben Crane,55
2,0,22046,Geoff Ogilvy,55
2,0,20160,Charlie Wi,55
6,0,25364,Paul Casey,54
6,0,08725,Tom Gillis,54
6,0,25396,Kevin Na,54
6,0,28475,Jeff Overton,54
6,0,25562,Andres Romero,54
11,0,22371,Aaron Baddeley,53
11,0,20593,Greg Chalmers,53
11,0,24357,K.J. Choi,53
11,0,25720,Chad Collins,53
11,0,23673,Michael Connell,53
11,0,11123,Chris Couch,53
11,0,28089,Jason Day,53
11,0,28307,Matt Every,53
11,0,01329,Brad Faxon,53
11,0,26420,Richard Johnson,53
11,0,24024,Zach Johnson,53
11,0,06515,Shaun Micheel,53
11,0,23800,Bryce Molder,53
11,0,23320,Ryan Palmer,53
11,0,25345,Carl Pettersson,53
11,0,25818,Scott Piercy,53
11,0,06527,Steve Stricker,53
11,0,12714,Chris Tidland,53
11,0,12602,Dean Wilson,53
30,0,29910,Blake Adams,52
30,0,10885,Robert Allenby,52
30,0,20070,Matt Bettencourt,52
30,0,23983,Luke Donald,52
30,0,09011,David Duval,52
30,0,24358,Robert Garrigus,52
30,0,23718,Nathan Green,52
30,0,21731,Freddie Jacobson,52
30,0,30925,Dustin Johnson,52
30,0,23108,Matt Kuchar,52
30,0,27797,Derek Lamely,52
30,0,24490,George McNeill,52
30,0,26301,James Nitties,52
30,0,25240,D.A. Points,52
30,0,25190,Jeff Quinney,52
30,0,08375,Paul Stankowski,52
30,0,31560,Brian Stuard,52
30,0,25892,Steve Wheatcroft,52
48,0,07867,Woody Austin,51
48,0,01161,Mark Calcavecchia,51
48,0,20229,Stewart Cink,51
48,0,23135,Tim Clark,51
48,0,29285,Brent Delahoussaye,51
48,0,28500,Martin Flores,51
48,0,19846,Brian Gay,51
48,0,20157,Retief Goosen,51
48,0,08537,J.P. Hayes,51
48,0,28158,Steve Marino,51
48,0,21949,Joe Ogilvie,51
48,0,24361,Pat Perez,51
48,0,24138,Ian Poulter,51
48,0,28620,Aron Price,51
48,0,22405,Justin Rose,51
48,0,23621,Rory Sabbatini,51
48,0,27649,Brandt Snedeker,51
48,0,02206,David Toms,51
48,0,26289,Boo Weekley,51
48,0,24663,Y.E. Yang,51
68,0,23613,Rich Barcelo,50
68,0,24507,Jason Bohn,50
68,0,20850,Daniel Chopra,50
68,0,01249,John Daly,50
68,0,21753,Brian Davis,50
68,0,23409,James Driscoll,50
68,0,25900,Lucas Glover,50
68,0,06643,Paul Goydos,50
68,0,12782,Tim Herron,50
68,0,12716,Charley Hoffman,50
68,0,21350,Ryuji Imada,50
68,0,26300,Matt Jones,50
68,0,10860,Justin Leonard,50
68,0,26695,Michael Letzig,50
68,0,23548,Bill Lunde,50
68,0,27613,David Lutterus,50
68,0,28237,Rory McIlroy,50
68,0,24140,Sean O'Hair,50
68,0,07749,Brett Quigley,50
68,0,26882,Michael Sim,50
68,0,27214,Kevin Streelman,50
68,0,23623,Bo Van Pelt,50
68,0,02239,Scott Verplank,50
68,0,26951,Johnson Wagner,50
68,0,27095,Nick Watney,50
93,0,20098,Stuart Appleby,49
93,0,12652,Cameron Beckman,49
93,0,01116,Michael Bradley,49
93,0,27436,Graham DeLaet,49
93,0,01320,Bob Estes,49
93,0,07457,Steve Flesch,49
93,0,32102,Rickie Fowler,49
93,0,20574,Mathew Goggin,49
93,0,20378,Mathias Grönberg,49
93,0,27141,J.B. Holmes,49
93,0,22378,Trevor Immelman,49
93,0,01619,Skip Kendall,49
93,0,01724,Jeff Maggert,49
93,0,24781,Hunter Mahan,49
93,0,10585,Scott McCarron,49
93,0,26596,Ryan Moore,49
93,0,20663,Brenden Pappas,49
93,0,22913,John Rollins,49
93,0,29221,Webb Simpson,49
93,0,27963,Chris Stroud,49
93,0,23325,Vaughn Taylor,49
93,0,32617,Jerod Turner,49
93,0,25632,Jimmy Walker,49
93,0,23322,Brett Wetterich,49
93,0,10425,Jay Williamson,49
93,0,20436,Garrett Willis,49
93,0,21878,Mark Wilson,49
120,0,24925,Jonathan Byrd,48
120,0,23638,Brendon de Jonge,48
120,0,06251,Chris DiMarco,48
120,0,06621,Joe Durant,48
120,0,01313,Steve Elkington,48
120,0,06522,Ernie Els,48
120,0,01577,Lee Janzen,48
120,0,06012,Greg Kraft,48
120,0,24912,Will MacKenzie,48
120,0,27060,John Mallinger,48
120,0,01810,Phil Mickelson,48
120,0,01941,Tom Pernice Jr.,48
120,0,01945,Kenny Perry,48
120,0,30946,Alex Prugh,48
120,0,24502,Adam Scott,48
120,0,20645,John Senden,48
120,0,25804,Bubba Watson,48
137,0,20498,Briny Baird,47
137,0,22946,Henrik Bjornstad,47
137,0,20848,Ángel Cabrera,47
137,0,20472,Alex Cejka,47
137,0,22621,Ben Curtis,47
137,0,10809,Jim Furyk,47
137,0,24924,Bill Haas,47
137,0,20766,Padraig Harrington,47
137,0,21961,Charles Howell III,47
137,0,08075,Jerry Kelly,47
137,0,27936,Martin Laird,47
137,0,26851,Marc Leishman,47
137,0,27466,Spencer Levin,47
137,0,01707,Steve Lowery,47
137,0,22122,Andrew McLardy,47
137,0,01948,Tim Petrovic,47
137,0,21959,Ted Purdy,47
137,0,20127,Chris Riley,47
137,0,06567,Vijay Singh,47
137,0,26679,Kevin Stadler,47
137,0,06595,Kevin Sutherland,47
137,0,27330,Josh Teater,47
137,0,26287,Roland Thatcher,47
137,0,23788,D.J. Trahan,47
137,0,12755,Vance Veazey,47
137,0,27770,Camilo Villegas,47
137,0,23349,Charles Warren,47
164,0,24846,Ricky Barnes,46
164,0,07363,Craig Bowden,46
164,0,12510,Chad Campbell,46
164,0,25686,Jason Dufner,46
164,0,23353,J.J. Henry,46
164,0,06514,Kevin Johnson,46
164,0,01706,Davis Love III,46
164,0,26881,Jarrod Lyle,46
164,0,27120,Troy Matteson,46
164,0,01766,Billy Mayfair,46
164,0,20691,Greg Owen,46
164,0,20686,Jeev Milkha Singh,46
164,0,22293,Heath Slocum,46
164,0,33419,Cameron Tringale,46
164,0,10423,Mike Weir,46
179,0,28087,Kris Blanks,45
179,0,12705,Cliff Kresge,45
179,0,01797,Rocco Mediate,45
179,0,27933,John Merrick,45
179,0,20572,Rod Pampling,45
179,0,22056,Cameron Percy,45
179,0,28780,Nicholas Thompson,45
179,0,26392,Chris Wilson,45
187,0,24227,Justin Bolli,44
187,0,27302,Garth Mulroy,44
187,0,23307,Roger Tambellini,44
190,0,21209,Sergio Garcia,43
190,0,20105,Jeff Gove,43
192,0,08385,Omar Uresti,42
