RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
36,0,12602,Dean Wilson,1.69,11,650,+1.00
37,0,10860,Justin Leonard,1.70,17,1001,+1.06
37,0,12714,Chris Tidland,1.70,16,940,+0.25
39,0,01619,Skip Kendall,1.77,12,678,+0.58
39,0,06515,Shaun Micheel,1.77,13,733,+0.38
41,0,25364,Paul Casey,1.79,11,614,+0.18
41,0,23718,Nathan Green,1.79,20,1117,+0.40
43,0,25190,Jeff Quinney,1.81,20,1104,+1.10
44,0,24781,Hunter Mahan,1.83,17,927,+0.59
45,0,27466,Spencer Levin,1.84,25,1356,+0.32
46,0,23788,D.J. Trahan,1.86,21,1128,+0.33
47,0,24507,Jason Bohn,1.88,19,1013,+0.74
47,0,27933,John Merrick,1.88,24,1275,+0.67
49,0,08537,J.P. Hayes,1.91,18,941,+0.28
50,0,26882,Michael Sim,1.92,14,731,+0.50
51,0,21753,Brian Davis,1.94,24,1235,+0.54
51,0,24138,Ian Poulter,1.94,9,465,+0.67
53,0,23673,Michael Connell,1.97,21,1065,+0.57
53,0,28620,Aron Price,1.97,17,861,+0.53
55,0,10885,Robert Allenby,2.01,17,845,+0.18
55,0,20229,Stewart Cink,2.01,18,896,+0.44
55,0,29285,Brent Delahoussaye,2.01,13,647,+0.92
55,0,25240,D.A. Points,2.01,22,1092,+0.59
59,0,24912,Will MacKenzie,2.02,19,942,+0.68
60,0,20157,Retief Goosen,2.05,15,730,+0.27
61,0,01724,Jeff Maggert,2.06,18,873,+1.11
62,0,28158,Steve Marino,2.07,18,871,+0.78
63,0,25900,Lucas Glover,2.08,17,816,+0.53
63,0,01948,Tim Petrovic,2.08,27,1300,+0.48
65,0,01706,Davis Love III,2.09,19,911,+0.58
66,0,24663,Y.E. Yang,2.10,17,809,+0.06
67,0,20498,Briny Baird,2.12,23,1086,+0.61
67,0,24924,Bill Haas,2.12,22,1036,+0.68
67,0,23108,Matt Kuchar,2.12,22,1039,+0.50
70,0,08725,Tom Gillis,2.16,27,1250,+0.59
71,0,22405,Justin Rose,2.18,21,963,+0.43
72,0,07867,Woody Austin,2.19,25,1144,+0.72
72,0,06643,Paul Goydos,2.19,20,914,+0.75
72,0,32617,Jerod Turner,2.19,12,547,+1.00
72,0,27095,Nick Watney,2.19,21,960,+0.76
76,0,06251,Chris DiMarco,2.24,24,1071,+0.46
77,0,07457,Steve Flesch,2.25,20,889,+0.75
77,0,12705,Cliff Kresge,2.25,14,621,+1.00
79,0,24227,Justin Bolli,2.26,13,576,+1.08
79,0,24357,K.J. Choi,2.26,19,842,+0.37
79,0,31560,Brian Stuard,2.26,22,973,+1.14
82,0,32102,Rickie Fowler,2.27,26,1145,+0.35
82,0,20572,Rod Pampling,2.27,22,968,+0.68
84,0,25345,Carl Pettersson,2.28,26,1141,+0.77
85,0,23800,Bryce Molder,2.29,23,1004,+0.74
86,0,22913,John Rollins,2.31,24,1040,+0.58
87,0,23638,Brendon de Jonge,2.32,29,1251,+0.76
87,0,23623,Bo Van Pelt,2.32,28,1207,+0.04
89,0,28087,Kris Blanks,2.34,24,1024,+0.63
90,0,28237,Rory McIlroy,2.35,13,553,+0.38
91,0,27649,Brandt Snedeker,2.43,25,1030,+0.72
92,0,22122,Andrew McLardy,2.47,15,607,+0.60
92,0,22046,Geoff Ogilvy,2.47,17,689,+0.65
92,0,23325,Vaughn Taylor,2.47,27,1091,+0.63
95,0,06522,Ernie Els,2.49,19,762,E
96,0,24502,Adam Scott,2.51,18,718,+0.33
97,0,28780,Nicholas Thompson,2.55,27,1058,+0.56
98,0,12652,Cameron Beckman,2.57,21,816,+0.81
98,0,01116,Michael Bradley,2.57,24,935,+0.92
98,0,27060,John Mallinger,2.57,23,896,+1.09
101,0,01707,Steve Lowery,2.63,20,761,+1.05
102,0,20436,Garrett Willis,2.64,26,984,+0.92
103,0,20686,Jeev Milkha Singh,2.66,19,714,+0.16
104,0,02239,Scott Verplank,2.71,21,775,+0.38
105,0,27963,Chris Stroud,2.73,27,990,+0.70
105,0,21878,Mark Wilson,2.73,30,1100,+0.83
107,0,12510,Chad Campbell,2.76,31,1124,+0.61
107,0,27936,Martin Laird,2.76,30,1088,+0.53
109,0,26420,Richard Johnson,2.77,28,1012,+0.68
110,0,24361,Pat Perez,2.78,32,1151,+0.44
111,0,20105,Jeff Gove,2.79,17,610,+0.47
112,0,06012,Greg Kraft,2.80,15,535,+1.20
113,0,21731,Freddie Jacobson,2.81,30,1066,+0.53
114,0,30946,Alex Prugh,2.83,31,1096,+0.74
115,0,26881,Jarrod Lyle,2.85,18,632,+0.78
115,0,27120,Troy Matteson,2.85,31,1086,+0.58
115,0,29221,Webb Simpson,2.85,36,1263,+0.67
118,0,27330,Josh Teater,2.86,36,1260,+0.42
119,0,20574,Mathew Goggin,2.87,30,1047,+0.90
120,0,28475,Jeff Overton,2.89,28,970,+0.57
121,0,23983,Luke Donald,2.90,21,725,+0.67
122,0,20160,Charlie Wi,2.93,36,1229,+0.42
123,0,11123,Chris Couch,2.94,24,817,+0.58
123,0,25804,Bubba Watson,2.94,27,917,+0.52
125,0,12782,Tim Herron,2.96,28,947,+0.82
126,0,28089,Jason Day,2.97,29,975,+0.41
126,0,21949,Joe Ogilvie,2.97,35,1179,+0.40
126,0,27770,Camilo Villegas,2.97,23,774,+0.57
129,0,20848,Ángel Cabrera,3.00,21,701,+0.14
130,0,24925,Jonathan Byrd,3.01,34,1129,+0.62
130,0,23621,Rory Sabbatini,3.01,28,929,+0.86
132,0,20070,Matt Bettencourt,3.04,29,954,+0.66
133,0,21209,Sergio Garcia,3.05,15,492,+1.00
133,0,26951,Johnson Wagner,3.05,31,1018,+0.77
135,0,01161,Mark Calcavecchia,3.06,14,458,+0.86
136,0,27436,Graham DeLaet,3.07,32,1043,+0.53
137,0,01320,Bob Estes,3.09,30,970,+0.60
137,0,21961,Charles Howell III,3.09,38,1228,+0.50
139,0,25720,Chad Collins,3.10,32,1033,+0.69
140,0,26679,Kevin Stadler,3.13,31,991,+0.71
141,0,23322,Brett Wetterich,3.14,23,733,+0.61
142,0,20593,Greg Chalmers,3.17,38,1198,+0.58
142,0,23349,Charles Warren,3.17,24,757,+0.46
144,0,24846,Ricky Barnes,3.18,36,1131,+0.47
144,0,20378,Mathias Grönberg,3.18,22,691,+0.59
144,0,23307,Roger Tambellini,3.18,27,850,+0.74
147,0,12716,Charley Hoffman,3.21,34,1059,+0.44
148,0,25562,Andres Romero,3.24,32,988,+0.47
149,0,08375,Paul Stankowski,3.27,24,733,+0.71
150,0,22946,Henrik Bjornstad,3.33,27,811,+0.67
150,0,07749,Brett Quigley,3.33,40,1203,+0.70
152,0,01577,Lee Janzen,3.34,32,959,+0.59
153,0,26301,James Nitties,3.41,38,1114,+1.05
154,0,28307,Matt Every,3.44,24,698,+0.42
155,0,01249,John Daly,3.46,22,636,+0.91
156,0,10423,Mike Weir,3.49,19,544,+0.63
157,0,12755,Vance Veazey,3.51,23,655,+1.17
158,0,26392,Chris Wilson,3.52,25,710,+0.80
159,0,26695,Michael Letzig,3.54,39,1102,+0.79
160,0,26300,Matt Jones,3.55,39,1098,+0.46
160,0,27797,Derek Lamely,3.55,31,873,+0.58
162,0,32640,Troy Merritt,3.60,38,1055,+1.13
162,0,23320,Ryan Palmer,3.60,35,973,+0.63
164,0,27302,Garth Mulroy,3.64,21,577,+0.38
165,0,27613,David Lutterus,3.65,28,767,+0.82
165,0,26287,Roland Thatcher,3.65,34,931,+0.74
167,0,26851,Marc Leishman,3.75,37,987,+0.59
167,0,21959,Ted Purdy,3.75,38,1013,+0.97
169,0,25892,Steve Wheatcroft,3.79,30,791,+0.80
170,0,22056,Cameron Percy,3.81,31,813,+0.81
171,0,30925,Dustin Johnson,3.83,33,861,+0.30
172,0,20098,Stuart Appleby,3.89,47,1208,+0.89
173,0,01329,Brad Faxon,3.94,26,660,+1.04
174,0,24358,Robert Garrigus,3.95,33,835,+0.67
175,0,20850,Daniel Chopra,4.07,37,909,+0.92
176,0,27141,J.B. Holmes,4.09,49,1197,+0.37
177,0,22378,Trevor Immelman,4.11,24,584,+0.58
178,0,23548,Bill Lunde,4.13,38,920,+0.87
179,0,20766,Padraig Harrington,4.17,25,600,+0.28
180,0,06514,Kevin Johnson,4.32,29,671,+0.79
181,0,20691,Greg Owen,4.37,37,847,+0.78
182,0,09011,David Duval,4.38,33,753,+0.73
182,0,24490,George McNeill,4.38,42,959,+0.67
184,0,23613,Rich Barcelo,4.49,35,780,+0.69
185,0,33419,Cameron Tringale,4.50,28,622,+0.71
186,0,25632,Jimmy Walker,4.57,43,940,+0.70
187,0,25818,Scott Piercy,4.62,51,1104,+0.75
188,0,01810,Phil Mickelson,4.63,36,777,+0.22
189,0,23409,James Driscoll,4.72,48,1018,+0.75
190,0,22371,Aaron Baddeley,5.02,60,1196,+0.50
191,0,20663,Brenden Pappas,5.33,40,750,+0.68
192,0,28500,Martin Flores,6.00,52,867,+0.73
