RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,10809,Jim Furyk,17' 0",3952.417,232
2,0,08385,Omar Uresti,18' 6",3667.750,198
3,0,22293,Heath Slocum,19' 6",5374.000,276
3,0,10425,Jay Williamson,19' 6",4970.833,255
5,0,23135,Tim Clark,19' 7",4957.667,253
6,0,24024,Zach Johnson,19' 8",5914.750,301
6,0,02206,David Toms,19' 8",5365.583,273
8,0,19846,Brian Gay,19' 9",5615.000,284
8,0,08725,Tom Gillis,19' 9",7266.750,368
10,0,07363,Craig Bowden,20' 0",3506.083,175
11,0,12602,Dean Wilson,20' 4",4120.333,203
12,0,25686,Jason Dufner,20' 5",5895.750,289
12,0,12705,Cliff Kresge,20' 5",3741.167,183
14,0,24357,K.J. Choi,20' 8",5721.417,277
14,0,20127,Chris Riley,20' 8",5404.750,262
16,0,21753,Brian Davis,20' 10",7883.083,378
17,0,10860,Justin Leonard,21' 0",6284.583,299
18,0,26596,Ryan Moore,21' 1",5497.083,261
19,0,01724,Jeff Maggert,21' 2",5948.833,281
20,0,29285,Brent Delahoussaye,21' 3",4243.083,200
21,0,06004,Stephen Ames,21' 5",6634.083,310
21,0,22621,Ben Curtis,21' 5",5644.417,264
21,0,06621,Joe Durant,21' 5",4012.583,187
21,0,27466,Spencer Levin,21' 5",9653.750,451
25,0,06643,Paul Goydos,21' 6",5770.917,268
25,0,24781,Hunter Mahan,21' 6",6205.583,289
25,0,01945,Kenny Perry,21' 6",5085.667,237
28,0,01313,Steve Elkington,21' 7",5651.500,262
29,0,21878,Mark Wilson,21' 8",6836.500,316
30,0,02239,Scott Verplank,21' 10",5095.500,233
31,0,20572,Rod Pampling,21' 11",7006.333,320
32,0,01941,Tom Pernice Jr.,22' 1",5863.083,266
32,0,25190,Jeff Quinney,22' 1",7093.417,321
32,0,06527,Steve Stricker,22' 1",5542.833,251
32,0,26289,Boo Weekley,22' 1",7174.333,325
36,0,28620,Aron Price,22' 3",5955.500,268
37,0,08075,Jerry Kelly,22' 5",7474.750,334
38,0,24507,Jason Bohn,22' 7",7555.333,334
38,0,23353,J.J. Henry,22' 7",8345.750,369
40,0,01619,Skip Kendall,22' 8",4471.417,197
41,0,10885,Robert Allenby,22' 10",6681.167,293
42,0,01797,Rocco Mediate,22' 11",5887.417,257
42,0,23325,Vaughn Taylor,22' 11",7491.750,327
44,0,06251,Chris DiMarco,23' 0",7414.167,322
45,0,07457,Steve Flesch,23' 1",6795.500,294
46,0,27214,Kevin Streelman,23' 2",8396.417,362
46,0,24663,Y.E. Yang,23' 2",6269.750,271
48,0,12510,Chad Campbell,23' 5",7654.917,327
48,0,10585,Scott McCarron,23' 5",8486.083,362
48,0,25240,D.A. Points,23' 5",8914.083,380
51,0,24912,Will MacKenzie,23' 6",7098.667,302
51,0,27933,John Merrick,23' 6",9484.917,404
51,0,23623,Bo Van Pelt,23' 6",9811.750,418
54,0,01766,Billy Mayfair,23' 8",6077.083,257
55,0,27095,Nick Watney,23' 11",8306.000,347
55,0,20436,Garrett Willis,23' 11",6453.083,270
57,0,23541,Ben Crane,24' 0",6403.833,267
57,0,06515,Shaun Micheel,24' 0",6303.833,263
59,0,26881,Jarrod Lyle,24' 2",5356.667,222
59,0,22913,John Rollins,24' 2",8467.333,350
59,0,26679,Kevin Stadler,24' 2",8275.583,343
59,0,12714,Chris Tidland,24' 2",8118.167,336
63,0,27649,Brandt Snedeker,24' 3",8595.167,354
64,0,27060,John Mallinger,24' 4",6312.000,259
64,0,01948,Tim Petrovic,24' 4",10106.500,416
66,0,07867,Woody Austin,24' 5",9164.917,375
66,0,26301,James Nitties,24' 5",8902.167,364
68,0,08537,J.P. Hayes,24' 6",8004.750,327
68,0,24140,Sean O'Hair,24' 6",7817.667,319
68,0,24361,Pat Perez,24' 6",8978.500,366
71,0,20574,Mathew Goggin,24' 7",8443.917,344
71,0,23108,Matt Kuchar,24' 7",7913.000,322
71,0,06595,Kevin Sutherland,24' 7",8542.500,347
74,0,25396,Kevin Na,24' 8",8582.417,348
75,0,25345,Carl Pettersson,24' 9",10191.917,412
76,0,26420,Richard Johnson,24' 10",7143.750,288
76,0,27330,Josh Teater,24' 10",10993.583,442
78,0,28307,Matt Every,24' 11",6486.833,260
78,0,20160,Charlie Wi,24' 11",10477.417,420
80,0,23548,Bill Lunde,25' 0",8169.167,327
81,0,28087,Kris Blanks,25' 2",8059.750,320
82,0,22056,Cameron Percy,25' 3",7898.333,313
83,0,20378,Mathias Grönberg,25' 4",6112.583,241
84,0,22122,Andrew McLardy,25' 5",5649.417,222
85,0,20645,John Senden,25' 6",10060.417,395
85,0,27770,Camilo Villegas,25' 6",7533.583,295
87,0,20593,Greg Chalmers,25' 7",11978.250,468
87,0,06522,Ernie Els,25' 7",7942.917,310
87,0,01320,Bob Estes,25' 7",9446.917,369
90,0,29910,Blake Adams,25' 8",8591.250,335
90,0,01161,Mark Calcavecchia,25' 8",4486.250,175
90,0,23621,Rory Sabbatini,25' 8",8753.417,341
90,0,29221,Webb Simpson,25' 8",12338.917,481
94,0,24924,Bill Haas,25' 9",9114.583,354
94,0,32617,Jerod Turner,25' 9",5281.833,205
96,0,12652,Cameron Beckman,25' 10",7411.750,287
96,0,23638,Brendon de Jonge,25' 10",10739.667,416
96,0,06012,Greg Kraft,25' 10",5212.583,202
96,0,08375,Paul Stankowski,25' 10",6123.000,237
100,0,23673,Michael Connell,25' 11",9925.750,383
101,0,23983,Luke Donald,26' 3",7276.667,277
101,0,12716,Charley Hoffman,26' 3",9710.417,370
103,0,20498,Briny Baird,26' 4",9555.833,363
103,0,28237,Rory McIlroy,26' 4",5318.417,202
105,0,24925,Jonathan Byrd,26' 6",11079.167,418
105,0,27120,Troy Matteson,26' 6",10898.333,411
105,0,24502,Adam Scott,26' 6",7099.917,268
105,0,27963,Chris Stroud,26' 6",9177.083,346
105,0,23322,Brett Wetterich,26' 6",7555.750,285
110,0,12782,Tim Herron,26' 7",10978.000,413
110,0,21731,Freddie Jacobson,26' 7",10035.833,378
110,0,26392,Chris Wilson,26' 7",7443.250,280
113,0,22046,Geoff Ogilvy,26' 9",7757.250,290
114,0,20472,Alex Cejka,26' 10",7120.750,265
114,0,23718,Nathan Green,26' 10",11308.083,422
114,0,30946,Alex Prugh,26' 10",11989.250,447
117,0,23800,Bryce Molder,26' 11",9704.417,361
117,0,26951,Johnson Wagner,26' 11",9592.083,356
119,0,23320,Ryan Palmer,27' 0",11090.500,411
120,0,32102,Rickie Fowler,27' 1",10930.667,403
120,0,25900,Lucas Glover,27' 1",7702.333,284
120,0,26695,Michael Letzig,27' 1",10170.417,376
120,0,23788,D.J. Trahan,27' 1",11572.167,427
124,0,20098,Stuart Appleby,27' 2",12379.500,455
124,0,20105,Jeff Gove,27' 2",5779.833,213
126,0,28089,Jason Day,27' 3",10697.750,392
126,0,31560,Brian Stuard,27' 3",9196.417,338
128,0,25720,Chad Collins,27' 4",10725.333,392
128,0,21961,Charles Howell III,27' 4",14763.583,540
130,0,24138,Ian Poulter,27' 5",4659.000,170
130,0,23349,Charles Warren,27' 5",6574.667,240
132,0,26882,Michael Sim,27' 6",7280.000,265
132,0,33419,Cameron Tringale,27' 6",6620.833,241
134,0,23307,Roger Tambellini,27' 7",8339.500,302
135,0,27936,Martin Laird,27' 8",11549.583,417
135,0,28780,Nicholas Thompson,27' 8",10271.000,371
137,0,24846,Ricky Barnes,27' 9",12531.000,452
137,0,11123,Chris Couch,27' 9",7383.500,266
137,0,32640,Troy Merritt,27' 9",11321.167,408
140,0,20691,Greg Owen,27' 10",8777.167,315
140,0,20686,Jeev Milkha Singh,27' 10",7494.333,269
142,0,01116,Michael Bradley,27' 11",9897.833,355
142,0,01706,Davis Love III,27' 11",8617.750,309
142,0,28158,Steve Marino,27' 11",8986.667,322
142,0,21959,Ted Purdy,27' 11",10596.167,379
146,0,27302,Garth Mulroy,28' 0",6020.500,215
146,0,22405,Justin Rose,28' 0",9136.833,326
148,0,20229,Stewart Cink,28' 2",8997.000,319
149,0,23409,James Driscoll,28' 3",11580.750,410
149,0,01707,Steve Lowery,28' 3",7918.417,280
151,0,24227,Justin Bolli,28' 4",5413.750,191
151,0,06514,Kevin Johnson,28' 4",6410.083,226
153,0,20070,Matt Bettencourt,28' 7",11534.417,403
153,0,22378,Trevor Immelman,28' 7",5940.083,208
153,0,01577,Lee Janzen,28' 7",10760.833,376
156,0,01329,Brad Faxon,28' 10",7668.000,266
156,0,20157,Retief Goosen,28' 10",7013.500,243
156,0,26287,Roland Thatcher,28' 10",10225.833,355
156,0,25892,Steve Wheatcroft,28' 10",7546.083,262
160,0,21350,Ryuji Imada,28' 11",12072.917,417
161,0,25364,Paul Casey,29' 0",6613.167,228
161,0,21949,Joe Ogilvie,29' 0",13624.833,470
163,0,27436,Graham DeLaet,29' 3",10362.333,354
164,0,22946,Henrik Bjornstad,29' 7",8159.917,276
164,0,28475,Jeff Overton,29' 7",12534.917,424
164,0,06567,Vijay Singh,29' 7",8685.583,294
167,0,24358,Robert Garrigus,29' 8",10296.250,347
167,0,26851,Marc Leishman,29' 8",12084.250,407
169,0,01249,John Daly,29' 10",8536.750,286
169,0,24490,George McNeill,29' 10",12799.417,429
171,0,25804,Bubba Watson,30' 0",11339.417,378
172,0,20766,Padraig Harrington,30' 2",7716.000,256
173,0,21209,Sergio Garcia,30' 5",5752.667,189
173,0,12755,Vance Veazey,30' 5",8087.833,266
175,0,27613,David Lutterus,30' 6",9833.417,322
175,0,25562,Andres Romero,30' 6",12514.000,410
177,0,07749,Brett Quigley,30' 10",14253.333,462
178,0,20850,Daniel Chopra,31' 0",12944.167,417
179,0,28500,Martin Flores,31' 1",13188.083,424
179,0,10423,Mike Weir,31' 1",8046.667,259
181,0,27797,Derek Lamely,31' 5",11817.500,376
182,0,22371,Aaron Baddeley,31' 7",15226.667,482
182,0,30925,Dustin Johnson,31' 7",11865.750,376
184,0,26300,Matt Jones,31' 9",14486.417,456
185,0,09011,David Duval,32' 2",10385.417,323
186,0,20848,Ángel Cabrera,32' 4",10335.833,320
187,0,25818,Scott Piercy,32' 10",15420.833,470
188,0,20663,Brenden Pappas,33' 0",10620.000,322
189,0,01810,Phil Mickelson,34' 3",12195.167,356
190,0,27141,J.B. Holmes,34' 5",18204.917,529
191,0,23613,Rich Barcelo,35' 8",12383.333,347
191,0,25632,Jimmy Walker,35' 8",15978.417,448
