RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,06522,Ernie Els,22' 0",9503.667,432
2,0,23541,Ben Crane,22' 2",14214.500,642
2,0,28237,Rory McIlroy,22' 2",7352.417,332
4,0,06567,Vijay Singh,23' 0",10988.750,477
5,0,22122,Andrew McLardy,23' 3",8755.667,376
5,0,23320,Ryan Palmer,23' 3",12409.167,533
7,0,24781,Hunter Mahan,23' 4",14161.250,607
7,0,28620,Aron Price,23' 4",13423.583,575
9,0,27770,Camilo Villegas,23' 5",10688.833,457
10,0,25720,Chad Collins,23' 10",14792.417,620
11,0,20127,Chris Riley,23' 11",14248.833,596
12,0,10885,Robert Allenby,24' 0",12855.833,536
12,0,22621,Ben Curtis,24' 0",15360.417,639
14,0,24357,K.J. Choi,24' 1",13212.083,549
14,0,28475,Jeff Overton,24' 1",12610.750,524
14,0,26882,Michael Sim,24' 1",10872.917,451
14,0,23325,Vaughn Taylor,24' 1",17653.500,733
14,0,25892,Steve Wheatcroft,24' 1",12355.333,513
19,0,12782,Tim Herron,24' 2",12557.500,519
19,0,02239,Scott Verplank,24' 2",12747.083,528
21,0,23409,James Driscoll,24' 3",13868.833,572
21,0,28500,Martin Flores,24' 3",9958.250,411
21,0,21209,Sergio Garcia,24' 3",7190.500,297
21,0,01707,Steve Lowery,24' 3",11385.250,470
21,0,21959,Ted Purdy,24' 3",14951.917,616
21,0,27649,Brandt Snedeker,24' 3",15863.250,654
27,0,06643,Paul Goydos,24' 4",15305.833,630
27,0,25396,Kevin Na,24' 4",16641.167,683
29,0,25364,Paul Casey,24' 5",9121.750,373
29,0,06621,Joe Durant,24' 5",14431.250,592
29,0,27330,Josh Teater,24' 5",19630.500,803
32,0,20098,Stuart Appleby,24' 6",17541.083,715
32,0,08725,Tom Gillis,24' 6",20902.583,852
32,0,27214,Kevin Streelman,24' 6",17617.500,720
35,0,20848,Ángel Cabrera,24' 7",8835.083,360
35,0,25686,Jason Dufner,24' 7",16054.500,653
35,0,20766,Padraig Harrington,24' 7",8047.000,327
38,0,12510,Chad Campbell,24' 8",18921.167,767
38,0,02206,David Toms,24' 8",16932.417,686
40,0,32617,Jerod Turner,24' 9",8305.583,336
41,0,28307,Matt Every,24' 10",10540.833,424
41,0,21350,Ryuji Imada,24' 10",18116.083,729
41,0,22913,John Rollins,24' 10",16353.750,658
41,0,24502,Adam Scott,24' 10",10644.667,429
41,0,06595,Kevin Sutherland,24' 10",17582.750,709
46,0,01161,Mark Calcavecchia,24' 11",6781.250,272
46,0,12716,Charley Hoffman,24' 11",16235.250,651
46,0,27120,Troy Matteson,24' 11",15997.417,641
46,0,27933,John Merrick,24' 11",21058.667,844
46,0,01810,Phil Mickelson,24' 11",9804.167,393
46,0,21949,Joe Ogilvie,24' 11",17290.500,695
46,0,23788,D.J. Trahan,24' 11",16672.167,670
46,0,27095,Nick Watney,24' 11",14413.750,579
46,0,26289,Boo Weekley,24' 11",17148.000,689
46,0,10425,Jay Williamson,24' 11",14384.000,578
46,0,24663,Y.E. Yang,24' 11",12828.417,515
57,0,20686,Jeev Milkha Singh,25' 0",10910.167,436
58,0,29910,Blake Adams,25' 1",17173.417,684
58,0,24507,Jason Bohn,25' 1",16839.000,671
58,0,20157,Retief Goosen,25' 1",11925.083,475
58,0,25240,D.A. Points,25' 1",17220.250,686
62,0,20472,Alex Cejka,25' 2",16635.250,661
62,0,23983,Luke Donald,25' 2",11137.667,443
62,0,01797,Rocco Mediate,25' 2",14435.833,573
62,0,20436,Garrett Willis,25' 2",17172.583,683
66,0,10860,Justin Leonard,25' 3",17327.583,687
67,0,32102,Rickie Fowler,25' 4",18059.167,713
67,0,24924,Bill Haas,25' 4",16717.333,659
67,0,23353,J.J. Henry,25' 4",17733.083,701
67,0,23108,Matt Kuchar,25' 4",17509.000,691
67,0,23800,Bryce Molder,25' 4",15863.500,627
67,0,06527,Steve Stricker,25' 4",13250.167,523
73,0,07867,Woody Austin,25' 5",19220.333,755
73,0,23673,Michael Connell,25' 5",17053.917,670
73,0,21753,Brian Davis,25' 5",21100.000,831
73,0,23638,Brendon de Jonge,25' 5",20809.417,820
73,0,26300,Matt Jones,25' 5",15652.417,616
73,0,26695,Michael Letzig,25' 5",17779.667,700
73,0,27302,Garth Mulroy,25' 5",8968.583,353
73,0,12714,Chris Tidland,25' 5",14977.167,589
81,0,01249,John Daly,25' 6",8530.583,334
81,0,25900,Lucas Glover,25' 6",13073.583,513
81,0,08537,J.P. Hayes,25' 6",15266.417,599
81,0,24024,Zach Johnson,25' 6",18573.917,728
81,0,28158,Steve Marino,25' 6",13612.667,534
81,0,24138,Ian Poulter,25' 6",7355.083,288
81,0,25562,Andres Romero,25' 6",13913.917,545
81,0,28780,Nicholas Thompson,25' 6",16930.250,664
81,0,23349,Charles Warren,25' 6",12711.750,498
81,0,25804,Bubba Watson,25' 6",12713.083,499
81,0,26392,Chris Wilson,25' 6",10688.583,419
92,0,23135,Tim Clark,25' 7",17550.583,687
92,0,23548,Bill Lunde,25' 7",14274.583,558
92,0,26596,Ryan Moore,25' 7",14406.917,563
92,0,24140,Sean O'Hair,25' 7",14414.167,564
96,0,24846,Ricky Barnes,25' 8",16838.167,656
96,0,28087,Kris Blanks,25' 8",17583.917,686
96,0,24912,Will MacKenzie,25' 8",15928.250,620
96,0,22046,Geoff Ogilvy,25' 8",9943.750,388
96,0,20645,John Senden,25' 8",20202.333,786
96,0,22293,Heath Slocum,25' 8",18512.667,721
102,0,28089,Jason Day,25' 9",14259.583,554
102,0,24358,Robert Garrigus,25' 9",11732.917,456
102,0,30946,Alex Prugh,25' 9",16058.083,624
102,0,23307,Roger Tambellini,25' 9",13632.583,529
102,0,23623,Bo Van Pelt,25' 9",19651.917,763
107,0,27466,Spencer Levin,25' 10",22855.417,886
107,0,01706,Davis Love III,25' 10",15017.250,582
107,0,27060,John Mallinger,25' 10",16238.167,629
107,0,01766,Billy Mayfair,25' 10",16088.583,623
107,0,31560,Brian Stuard,25' 10",16000.083,619
107,0,25632,Jimmy Walker,25' 10",12485.167,483
107,0,20160,Charlie Wi,25' 10",20123.083,780
114,0,22371,Aaron Baddeley,25' 11",17366.333,671
114,0,22946,Henrik Bjornstad,25' 11",13406.500,518
114,0,01941,Tom Pernice Jr.,25' 11",13779.083,531
114,0,25345,Carl Pettersson,25' 11",18242.333,705
114,0,23621,Rory Sabbatini,25' 11",14272.000,551
114,0,29221,Webb Simpson,25' 11",19685.833,759
120,0,24227,Justin Bolli,26' 0",9894.583,381
120,0,24925,Jonathan Byrd,26' 0",17998.833,692
120,0,11123,Chris Couch,26' 0",13690.333,527
120,0,10809,Jim Furyk,26' 0",15460.583,594
120,0,30925,Dustin Johnson,26' 0",12080.250,464
120,0,22405,Justin Rose,26' 0",16312.917,628
120,0,12755,Vance Veazey,26' 0",9680.583,372
127,0,20070,Matt Bettencourt,26' 1",14240.583,546
127,0,26420,Richard Johnson,26' 1",18552.917,711
127,0,01724,Jeff Maggert,26' 1",14978.750,575
127,0,10585,Scott McCarron,26' 1",19608.083,751
127,0,20572,Rod Pampling,26' 1",16432.333,630
