RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
32,0,20686,Jeev Milkha Singh,4.9,35,714,+0.371
37,0,22621,Ben Curtis,5.0,46,916,+0.239
37,0,08725,Tom Gillis,5.0,62,1250,+0.194
37,0,23108,Matt Kuchar,5.0,52,1039,+0.212
37,0,06527,Steve Stricker,5.0,39,779,+0.026
37,0,31560,Brian Stuard,5.0,49,973,+0.184
42,0,06514,Kevin Johnson,5.1,34,671,+0.324
42,0,27936,Martin Laird,5.1,55,1088,+0.327
42,0,27120,Troy Matteson,5.1,55,1086,+0.127
42,0,26301,James Nitties,5.1,57,1114,+0.211
42,0,01941,Tom Pernice Jr.,5.1,41,800,+0.122
47,0,07867,Woody Austin,5.2,59,1144,+0.373
47,0,23135,Tim Clark,5.2,49,945,-0.041
47,0,07457,Steve Flesch,5.2,46,889,+0.152
47,0,20378,Mathias Grönberg,5.2,36,691,+0.278
47,0,01577,Lee Janzen,5.2,50,959,+0.280
47,0,01766,Billy Mayfair,5.2,47,903,+0.128
47,0,01948,Tim Petrovic,5.2,68,1300,+0.059
47,0,24138,Ian Poulter,5.2,24,465,+0.375
47,0,27770,Camilo Villegas,5.2,40,774,+0.350
56,0,29910,Blake Adams,5.3,55,1034,+0.436
56,0,10885,Robert Allenby,5.3,45,845,+0.267
56,0,06643,Paul Goydos,5.3,48,914,+0.292
56,0,21350,Ryuji Imada,5.3,61,1154,+0.213
56,0,23548,Bill Lunde,5.3,49,920,+0.265
56,0,01724,Jeff Maggert,5.3,46,873,+0.065
56,0,22913,John Rollins,5.3,55,1040,+0.218
63,0,11123,Chris Couch,5.4,44,817,E
63,0,21753,Brian Davis,5.4,67,1235,+0.269
63,0,29285,Brent Delahoussaye,5.4,35,647,+0.486
63,0,25686,Jason Dufner,5.4,52,957,+0.212
63,0,08075,Jerry Kelly,5.4,62,1144,+0.194
63,0,26695,Michael Letzig,5.4,60,1102,+0.150
63,0,24781,Hunter Mahan,5.4,50,927,+0.340
63,0,24140,Sean O'Hair,5.4,49,903,+0.204
63,0,26287,Roland Thatcher,5.4,50,931,+0.180
72,0,20574,Mathew Goggin,5.5,58,1047,+0.190
72,0,24024,Zach Johnson,5.5,58,1046,+0.138
72,0,27466,Spencer Levin,5.5,75,1356,+0.373
72,0,24912,Will MacKenzie,5.5,52,942,+0.308
72,0,27302,Garth Mulroy,5.5,32,577,+0.063
72,0,22293,Heath Slocum,5.5,56,1019,+0.286
72,0,02206,David Toms,5.5,53,969,+0.151
72,0,25632,Jimmy Walker,5.5,52,940,+0.154
80,0,28087,Kris Blanks,5.6,57,1024,+0.193
80,0,20105,Jeff Gove,5.6,34,610,+0.324
80,0,23353,J.J. Henry,5.6,61,1085,+0.082
80,0,22122,Andrew McLardy,5.6,34,607,+0.382
80,0,28620,Aron Price,5.6,48,861,+0.417
85,0,24925,Jonathan Byrd,5.7,64,1129,+0.156
85,0,06515,Shaun Micheel,5.7,42,733,+0.357
85,0,23800,Bryce Molder,5.7,57,1004,+0.123
85,0,29221,Webb Simpson,5.7,72,1263,+0.264
85,0,26679,Kevin Stadler,5.7,56,991,+0.232
85,0,23623,Bo Van Pelt,5.7,69,1207,+0.348
85,0,27095,Nick Watney,5.7,55,960,+0.145
92,0,20098,Stuart Appleby,5.8,70,1208,+0.186
92,0,12652,Cameron Beckman,5.8,47,816,+0.149
92,0,01249,John Daly,5.8,37,636,+0.324
92,0,20766,Padraig Harrington,5.8,35,600,+0.114
92,0,08537,J.P. Hayes,5.8,55,941,+0.382
92,0,26851,Marc Leishman,5.8,57,987,+0.175
92,0,28237,Rory McIlroy,5.8,32,553,+0.313
92,0,26596,Ryan Moore,5.8,49,846,+0.286
92,0,01945,Kenny Perry,5.8,45,782,+0.311
92,0,24502,Adam Scott,5.8,42,718,+0.214
92,0,20645,John Senden,5.8,70,1203,+0.286
92,0,27214,Kevin Streelman,5.8,64,1105,+0.266
92,0,26289,Boo Weekley,5.8,60,1029,+0.333
92,0,20160,Charlie Wi,5.8,71,1229,+0.183
106,0,23673,Michael Connell,5.9,63,1065,+0.190
106,0,24358,Robert Garrigus,5.9,49,835,+0.163
106,0,10585,Scott McCarron,5.9,67,1142,+0.179
106,0,06567,Vijay Singh,5.9,46,785,+0.022
106,0,27963,Chris Stroud,5.9,58,990,+0.241
111,0,12716,Charley Hoffman,6.0,64,1059,+0.172
111,0,01707,Steve Lowery,6.0,46,761,+0.261
111,0,26881,Jarrod Lyle,6.0,38,632,+0.105
111,0,32640,Troy Merritt,6.0,63,1055,+0.238
111,0,21959,Ted Purdy,6.0,61,1013,+0.279
111,0,27330,Josh Teater,6.0,76,1260,+0.487
111,0,23788,D.J. Trahan,6.0,68,1128,-0.015
118,0,25900,Lucas Glover,6.1,50,816,+0.340
118,0,21949,Joe Ogilvie,6.1,72,1179,+0.264
118,0,20663,Brenden Pappas,6.1,46,750,+0.065
118,0,25240,D.A. Points,6.1,67,1092,+0.149
118,0,33419,Cameron Tringale,6.1,38,622,+0.342
123,0,22946,Henrik Bjornstad,6.2,50,811,+0.520
123,0,01320,Bob Estes,6.2,60,970,+0.183
123,0,27797,Derek Lamely,6.2,54,873,+0.241
123,0,01810,Phil Mickelson,6.2,48,777,+0.083
123,0,02239,Scott Verplank,6.2,48,775,+0.104
123,0,26951,Johnson Wagner,6.2,63,1018,+0.238
123,0,25804,Bubba Watson,6.2,57,917,+0.298
130,0,20848,Ángel Cabrera,6.3,44,701,+0.386
130,0,23409,James Driscoll,6.3,64,1018,+0.266
130,0,21731,Freddie Jacobson,6.3,67,1066,+0.119
130,0,28158,Steve Marino,6.3,55,871,+0.200
130,0,20691,Greg Owen,6.3,53,847,+0.283
130,0,24361,Pat Perez,6.3,73,1151,+0.137
130,0,30946,Alex Prugh,6.3,69,1096,+0.203
130,0,28780,Nicholas Thompson,6.3,67,1058,+0.224
130,0,12714,Chris Tidland,6.3,59,940,+0.237
130,0,26392,Chris Wilson,6.3,45,710,+0.200
140,0,23718,Nathan Green,6.4,72,1117,+0.208
140,0,27613,David Lutterus,6.4,49,767,+0.429
140,0,27933,John Merrick,6.4,81,1275,+0.235
140,0,22056,Cameron Percy,6.4,52,813,+0.192
140,0,24663,Y.E. Yang,6.4,52,809,+0.385
145,0,23613,Rich Barcelo,6.5,51,780,+0.196
145,0,20593,Greg Chalmers,6.5,78,1198,+0.077
145,0,30925,Dustin Johnson,6.5,56,861,+0.214
145,0,06012,Greg Kraft,6.5,35,535,+0.371
145,0,27649,Brandt Snedeker,6.5,67,1030,-0.015
150,0,24227,Justin Bolli,6.6,38,576,+0.368
150,0,09011,David Duval,6.6,50,753,+0.300
150,0,07749,Brett Quigley,6.6,79,1203,+0.165
150,0,06595,Kevin Sutherland,6.6,71,1076,+0.254
154,0,24357,K.J. Choi,6.7,56,842,+0.125
154,0,06522,Ernie Els,6.7,51,762,+0.275
154,0,28307,Matt Every,6.7,47,698,+0.128
154,0,24490,George McNeill,6.7,64,959,+0.141
154,0,01797,Rocco Mediate,6.7,56,840,+0.250
154,0,25562,Andres Romero,6.7,66,988,+0.348
154,0,12755,Vance Veazey,6.7,44,655,+0.432
161,0,20070,Matt Bettencourt,6.8,65,954,+0.215
161,0,28500,Martin Flores,6.8,59,867,+0.373
161,0,12782,Tim Herron,6.8,64,947,+0.094
161,0,27141,J.B. Holmes,6.8,81,1197,+0.272
161,0,01619,Skip Kendall,6.8,46,678,+0.283
161,0,23322,Brett Wetterich,6.8,50,733,+0.240
167,0,06004,Stephen Ames,6.9,66,956,+0.182
167,0,24846,Ricky Barnes,6.9,78,1131,+0.064
167,0,24924,Bill Haas,6.9,71,1036,+0.183
167,0,01706,Davis Love III,6.9,63,911,+0.254
167,0,20572,Rod Pampling,6.9,67,968,+0.254
172,0,01116,Michael Bradley,7.0,65,935,+0.046
172,0,23638,Brendon de Jonge,7.0,88,1251,+0.148
172,0,01329,Brad Faxon,7.0,46,660,+0.457
172,0,22046,Geoff Ogilvy,7.0,48,689,+0.229
172,0,25818,Scott Piercy,7.0,77,1104,+0.247
172,0,23621,Rory Sabbatini,7.0,65,929,+0.123
178,0,23320,Ryan Palmer,7.1,69,973,+0.174
179,0,25364,Paul Casey,7.2,44,614,+0.045
179,0,32102,Rickie Fowler,7.2,83,1145,+0.277
181,0,25720,Chad Collins,7.3,75,1033,+0.160
181,0,21209,Sergio Garcia,7.3,36,492,+0.278
181,0,26882,Michael Sim,7.3,53,731,+0.264
184,0,28089,Jason Day,7.6,74,975,+0.270
184,0,28475,Jeff Overton,7.6,74,970,+0.216
186,0,20850,Daniel Chopra,7.7,70,909,+0.043
187,0,21961,Charles Howell III,7.8,96,1228,+0.135
188,0,25345,Carl Pettersson,7.9,90,1141,+0.056
189,0,26300,Matt Jones,8.0,88,1098,+0.159
190,0,32617,Jerod Turner,8.2,45,547,+0.422
191,0,01161,Mark Calcavecchia,8.3,38,458,+0.474
192,0,10423,Mike Weir,9.2,50,544,+0.140
