RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,12602,Dean Wilson,2.8,18,650,+0.111
2,0,10425,Jay Williamson,3.4,29,845,+0.310
3,0,20498,Briny Baird,3.5,38,1086,+0.184
4,0,12510,Chad Campbell,3.7,42,1124,+0.048
5,0,25190,Jeff Quinney,3.8,42,1104,+0.381
6,0,26420,Richard Johnson,3.9,39,1012,+0.513
6,0,08385,Omar Uresti,3.9,33,846,+0.364
8,0,12705,Cliff Kresge,4.0,25,621,+0.240
8,0,10860,Justin Leonard,4.0,40,1001,+0.325
10,0,07363,Craig Bowden,4.1,27,665,+0.296
10,0,08375,Paul Stankowski,4.1,30,733,+0.333
12,0,06621,Joe Durant,4.2,33,789,+0.364
13,0,24507,Jason Bohn,4.3,44,1013,+0.273
13,0,27436,Graham DeLaet,4.3,45,1043,+0.267
13,0,10809,Jim Furyk,4.3,36,833,+0.333
13,0,21878,Mark Wilson,4.3,47,1100,+0.128
17,0,06251,Chris DiMarco,4.4,47,1071,+0.170
17,0,23983,Luke Donald,4.4,32,725,+0.281
17,0,23325,Vaughn Taylor,4.4,48,1091,+0.125
20,0,19846,Brian Gay,4.5,51,1144,+0.118
20,0,22378,Trevor Immelman,4.5,26,584,+0.308
20,0,20127,Chris Riley,4.5,39,873,+0.231
23,0,22371,Aaron Baddeley,4.6,55,1196,+0.109
23,0,25892,Steve Wheatcroft,4.6,36,791,+0.222
25,0,25396,Kevin Na,4.7,49,1044,+0.041
25,0,23307,Roger Tambellini,4.7,40,850,+0.175
25,0,20436,Garrett Willis,4.7,46,984,+0.370
28,0,23541,Ben Crane,4.8,44,916,+0.159
28,0,01313,Steve Elkington,4.8,39,810,+0.333
28,0,27060,John Mallinger,4.8,43,896,+0.349
28,0,23349,Charles Warren,4.8,36,757,+0.028
32,0,20472,Alex Cejka,4.9,46,931,+0.152
32,0,20229,Stewart Cink,4.9,44,896,+0.068
32,0,20157,Retief Goosen,4.9,36,730,+0.139
32,0,22405,Justin Rose,4.9,47,963,+0.149
