RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
59,0,21878,Mark Wilson,82.96,1008,1215
60,0,28158,Steve Marino,82.91,946,1141
61,0,01577,Lee Janzen,82.90,887,1070
62,0,20593,Greg Chalmers,82.73,1068,1291
63,0,06522,Ernie Els,82.52,812,984
64,0,22046,Geoff Ogilvy,82.46,696,844
65,0,24361,Pat Perez,82.42,1036,1257
66,0,01320,Bob Estes,82.39,903,1096
67,0,23322,Brett Wetterich,82.36,621,754
68,0,20157,Retief Goosen,82.35,821,997
69,0,08385,Omar Uresti,82.31,847,1029
70,0,25364,Paul Casey,82.24,676,822
71,0,27330,Josh Teater,82.21,1155,1405
72,0,28237,Rory McIlroy,82.20,605,736
73,0,24846,Ricky Barnes,82.14,1182,1439
73,0,20436,Garrett Willis,82.14,938,1142
75,0,25900,Lucas Glover,82.09,857,1044
76,0,26287,Roland Thatcher,82.02,821,1001
77,0,27770,Camilo Villegas,81.92,829,1012
78,0,26882,Michael Sim,81.90,724,884
79,0,27060,John Mallinger,81.89,891,1088
79,0,27649,Brandt Snedeker,81.89,1013,1237
81,0,07749,Brett Quigley,81.87,1093,1335
82,0,08075,Jerry Kelly,81.84,1136,1388
83,0,06251,Chris DiMarco,81.74,998,1221
84,0,29221,Webb Simpson,81.70,1112,1361
85,0,30925,Dustin Johnson,81.68,945,1157
86,0,21350,Ryuji Imada,81.59,1024,1255
87,0,27936,Martin Laird,81.58,1041,1276
88,0,27214,Kevin Streelman,81.51,1023,1255
89,0,22378,Trevor Immelman,81.45,628,771
90,0,28089,Jason Day,81.41,937,1151
91,0,23983,Luke Donald,81.28,773,951
92,0,23320,Ryan Palmer,81.27,950,1169
93,0,20848,Ángel Cabrera,81.24,723,890
94,0,26851,Marc Leishman,81.22,995,1225
95,0,25190,Jeff Quinney,81.16,1025,1263
96,0,24138,Ian Poulter,80.92,560,692
97,0,07867,Woody Austin,80.91,1047,1294
98,0,28780,Nicholas Thompson,80.88,990,1224
99,0,20766,Padraig Harrington,80.72,632,783
100,0,23621,Rory Sabbatini,80.70,882,1093
101,0,12714,Chris Tidland,80.69,869,1077
102,0,24490,George McNeill,80.56,891,1106
103,0,27141,J.B. Holmes,80.40,1128,1403
104,0,23409,James Driscoll,80.37,872,1085
105,0,22371,Aaron Baddeley,80.28,1050,1308
106,0,12716,Charley Hoffman,80.24,950,1184
107,0,25818,Scott Piercy,80.21,985,1228
108,0,30946,Alex Prugh,80.16,982,1225
109,0,25562,Andres Romero,80.08,816,1019
110,0,07457,Steve Flesch,79.96,866,1083
111,0,06621,Joe Durant,79.94,745,932
112,0,01810,Phil Mickelson,79.93,856,1071
113,0,23718,Nathan Green,79.92,959,1200
114,0,27436,Graham DeLaet,79.54,976,1227
115,0,20498,Briny Baird,79.44,962,1211
116,0,24357,K.J. Choi,79.42,911,1147
117,0,32640,Troy Merritt,79.37,950,1197
118,0,20850,Daniel Chopra,79.24,813,1026
119,0,26300,Matt Jones,79.22,980,1237
120,0,26951,Johnson Wagner,79.14,937,1184
121,0,28087,Kris Blanks,79.10,1003,1268
122,0,01313,Steve Elkington,79.02,810,1025
123,0,20098,Stuart Appleby,78.89,1110,1407
124,0,28307,Matt Every,78.85,656,832
125,0,08537,J.P. Hayes,78.80,866,1099
126,0,22056,Cameron Percy,78.77,805,1022
127,0,23638,Brendon de Jonge,78.74,1248,1585
128,0,20127,Chris Riley,78.66,800,1017
129,0,12705,Cliff Kresge,78.45,546,696
130,0,12652,Cameron Beckman,78.40,744,949
130,0,01766,Billy Mayfair,78.40,853,1088
132,0,21961,Charles Howell III,78.28,1121,1432
132,0,27933,John Merrick,78.28,1193,1524
134,0,27466,Spencer Levin,78.25,1198,1531
135,0,01116,Michael Bradley,78.20,843,1078
136,0,26301,James Nitties,78.19,1000,1279
137,0,26289,Boo Weekley,78.11,960,1229
138,0,27302,Garth Mulroy,77.78,574,738
139,0,01707,Steve Lowery,77.74,723,930
140,0,21949,Joe Ogilvie,77.63,1069,1377
141,0,23800,Bryce Molder,77.59,907,1169
142,0,26420,Richard Johnson,77.53,980,1264
143,0,07363,Craig Bowden,77.46,605,781
144,0,10425,Jay Williamson,77.41,819,1058
145,0,09011,David Duval,77.23,763,988
146,0,28620,Aron Price,77.10,754,978
147,0,23349,Charles Warren,76.96,688,894
148,0,23353,J.J. Henry,76.95,985,1280
149,0,21959,Ted Purdy,76.76,918,1196
150,0,26679,Kevin Stadler,76.75,921,1200
151,0,27963,Chris Stroud,76.68,960,1252
152,0,22946,Henrik Bjornstad,76.67,769,1003
153,0,10423,Mike Weir,76.66,611,797
154,0,20686,Jeev Milkha Singh,76.48,595,778
155,0,28475,Jeff Overton,76.32,954,1250
156,0,23548,Bill Lunde,76.21,836,1097
157,0,01941,Tom Pernice Jr.,75.98,791,1041
158,0,01724,Jeff Maggert,75.52,799,1058
159,0,20378,Mathias Grönberg,75.44,642,851
160,0,29285,Brent Delahoussaye,75.41,598,793
161,0,23307,Roger Tambellini,75.35,807,1071
162,0,31560,Brian Stuard,75.24,848,1127
163,0,25345,Carl Pettersson,75.07,1033,1376
164,0,25632,Jimmy Walker,74.87,852,1138
165,0,23673,Michael Connell,74.82,930,1243
166,0,24358,Robert Garrigus,74.80,742,992
167,0,12602,Dean Wilson,74.73,562,752
168,0,20663,Brenden Pappas,74.70,685,917
169,0,22122,Andrew McLardy,74.62,541,725
170,0,33419,Cameron Tringale,74.19,569,767
171,0,12782,Tim Herron,73.84,813,1101
172,0,20105,Jeff Gove,73.80,586,794
173,0,28500,Martin Flores,73.78,771,1045
174,0,08375,Paul Stankowski,73.67,638,866
175,0,26392,Chris Wilson,73.37,664,905
176,0,24227,Justin Bolli,73.11,560,766
177,0,25892,Steve Wheatcroft,73.08,752,1029
178,0,27797,Derek Lamely,73.03,823,1127
179,0,06514,Kevin Johnson,72.69,628,864
180,0,27613,David Lutterus,72.66,699,962
181,0,01329,Brad Faxon,72.08,581,806
182,0,06515,Shaun Micheel,71.94,705,980
183,0,01619,Skip Kendall,71.85,582,810
184,0,20070,Matt Bettencourt,71.46,904,1265
185,0,25720,Chad Collins,71.29,864,1212
186,0,26881,Jarrod Lyle,71.22,537,754
187,0,01161,Mark Calcavecchia,70.44,498,707
188,0,06012,Greg Kraft,70.03,507,724
189,0,12755,Vance Veazey,69.27,559,807
190,0,01249,John Daly,68.93,608,882
191,0,23613,Rich Barcelo,68.14,665,976
192,0,32617,Jerod Turner,67.91,510,751
