RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,34046,Jordan Spieth,34.37,2681,78
2,0,28089,Jason Day,34.64,2286,66
3,0,26851,Marc Leishman,34.66,3119,90
4,0,32839,Hideki Matsuyama,34.67,2635,76
5,0,32102,Rickie Fowler,34.68,2636,76
5,0,33448,Justin Thomas,34.68,2740,79
7,0,30925,Dustin Johnson,34.69,2428,70
8,0,28237,Rory McIlroy,34.71,1666,48
9,0,12510,Chad Campbell,34.73,3369,97
10,0,28252,Seamus Power,34.75,2780,80
10,0,46970,Jon Rahm,34.75,2884,83
12,0,40026,Daniel Berger,34.78,2991,86
12,0,22405,Justin Rose,34.78,2226,64
14,0,29725,Tony Finau,34.80,3619,104
14,0,27974,Sung Kang,34.80,3550,102
14,0,46501,Ollie Schniederjans,34.80,3028,87
17,0,35450,Patrick Cantlay,34.81,1671,48
17,0,24138,Ian Poulter,34.81,2367,68
19,0,12716,Charley Hoffman,34.83,3762,108
20,0,24358,Robert Garrigus,34.85,2509,72
21,0,24924,Bill Haas,34.87,2964,85
21,0,34098,Russell Henley,34.87,3382,97
21,0,35532,Tom Hoge,34.87,1604,46
24,0,23621,Rory Sabbatini,34.88,2267,65
25,0,29518,Brendan Steele,34.90,2932,84
26,0,27644,Brian Harman,34.93,3493,100
26,0,01810,Phil Mickelson,34.93,2794,80
26,0,48081,Xander Schauffele,34.93,3214,92
29,0,27936,Martin Laird,34.94,2900,83
29,0,24361,Pat Perez,34.94,3145,90
31,0,21961,Charles Howell III,34.95,2866,82
32,0,20229,Stewart Cink,34.96,3251,93
33,0,46550,Brandon Hagy,34.97,2693,77
33,0,25198,Francesco Molinari,34.97,2518,72
35,0,25364,Paul Casey,34.99,3149,90
35,0,29221,Webb Simpson,34.99,3464,99
37,0,29223,Sam Saunders,35.00,2450,70
38,0,27129,Luke List,35.01,3431,98
38,0,26476,Chez Reavie,35.01,3326,95
40,0,29461,Jamie Lovemark,35.02,3362,96
40,0,24502,Adam Scott,35.02,2031,58
42,0,30110,Kyle Stanley,35.03,3503,100
42,0,27963,Chris Stroud,35.03,2067,59
42,0,27770,Camilo Villegas,35.03,2522,72
45,0,29720,Andres Gonzales,35.04,2418,69
45,0,24024,Zach Johnson,35.04,2698,77
47,0,25349,Tim Wilkinson,35.05,2033,58
48,0,33141,Keegan Bradley,35.07,3577,102
