RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,34099,Harris English,56
1,0,49771,J.T. Poston,56
3,0,40098,Matt Fitzpatrick,55
3,0,34563,Chesson Hadley,55
3,0,24781,Hunter Mahan,55
3,0,26329,Louis Oosthuizen,55
3,0,30927,Brendon Todd,55
8,0,30925,Dustin Johnson,54
8,0,24024,Zach Johnson,54
8,0,49766,Hank Lebioda,54
8,0,22405,Justin Rose,54
8,0,23621,Rory Sabbatini,54
8,0,35658,Kris Ventura,54
14,0,40026,Daniel Berger,53
14,0,35450,Patrick Cantlay,53
14,0,12716,Charley Hoffman,53
14,0,29478,Kevin Kisner,53
14,0,32816,Satoshi Kodaira,53
14,0,36689,Brooks Koepka,53
14,0,30944,Jason Kokrak,53
14,0,28237,Rory McIlroy,53
14,0,24138,Ian Poulter,53
14,0,29221,Webb Simpson,53
14,0,27649,Brandt Snedeker,53
14,0,40006,Erik van Rooyen,53
14,0,32139,Danny Willett,53
27,0,45526,Abraham Ancer,52
27,0,19803,Ryan Armour,52
27,0,47504,Sam Burns,52
27,0,26499,Rafa Cabrera Bello,52
27,0,46435,Austin Cook,52
27,0,47959,Bryson DeChambeau,52
27,0,32618,Rhein Gibson,52
27,0,33399,Adam Hadwin,52
27,0,33597,Harry Higgs,52
27,0,35506,Mackenzie Hughes,52
27,0,29926,Danny Lee,52
27,0,46442,Maverick McNealy,52
27,0,32640,Troy Merritt,52
27,0,48822,Sebastián Muñoz,52
27,0,27942,Rob Oppenheim,52
27,0,34360,Patrick Reed,52
27,0,48081,Xander Schauffele,52
27,0,24502,Adam Scott,52
27,0,34046,Jordan Spieth,52
27,0,49960,Sepp Straka,52
27,0,32150,Michael Thompson,52
27,0,25632,Jimmy Walker,52
27,0,48887,Matt Wallace,52
50,0,32070,Rafael Campos,51
50,0,39997,Corey Conners,51
50,0,45157,Cam Davis,51
50,0,32662,Michael Gligic,51
50,0,25900,Lucas Glover,51
50,0,56762,Will Gordon,51
50,0,35310,Lanto Griffin,51
50,0,34098,Russell Henley,51
50,0,39977,Max Homa,51
50,0,36801,Mark Hubbard,51
50,0,39971,Sungjae Im,51
50,0,32757,Patton Kizzire,51
50,0,34466,Peter Malnati,51
50,0,39546,Keith Mitchell,51
50,0,45486,Joaquin Niemann,51
50,0,24361,Pat Perez,51
50,0,46046,Scottie Scheffler,51
50,0,29518,Brendan Steele,51
50,0,25493,Nick Taylor,51
50,0,33448,Justin Thomas,51
50,0,33419,Cameron Tringale,51
50,0,49964,Aaron Wise,51
50,0,56278,Matthew Wolff,51
73,0,34314,Sebastian Cappelen,50
73,0,20229,Stewart Cink,50
73,0,29535,Brice Garnett,50
73,0,46402,Talor Gooch,50
