RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
185,0,34174,John Huh,8' 3",1349.500,163,42,2"
185,0,50525,Collin Morikawa,8' 3",2243.917,272,38,4"
187,0,25364,Paul Casey,8' 2",1858.500,228,40,2"
188,0,27129,Luke List,8' 1",2228.500,276,49,3"
188,0,33448,Justin Thomas,8' 1",2310.083,285,61,3"
190,0,34255,Joseph Bramlett,7' 11",1477.167,186,40,3"
190,0,21209,Sergio Garcia,7' 11",2033.917,258,42,3"
192,0,52372,Cameron Champ,7' 10",1865.667,238,46,5"
192,0,47959,Bryson DeChambeau,7' 10",2336.917,297,40,1"
192,0,23320,Ryan Palmer,7' 10",2085.417,267,40,3"
192,0,28252,Seamus Power,7' 10",1339.333,171,38,3"
196,0,29970,Dylan Frittelli,7' 9",1464.250,189,35,3"
