RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,24781,Hunter Mahan,11' 8",1594.083,137,60,2"
2,0,24024,Zach Johnson,11' 6",3031.000,263,62,4"
3,0,19803,Ryan Armour,11' 2",2697.500,242,56,1"
4,0,32618,Rhein Gibson,10' 11",1382.500,127,47,5"
5,0,49766,Hank Lebioda,10' 10",2222.833,205,70,3"
6,0,32640,Troy Merritt,10' 8",2902.583,273,60,3"
6,0,23623,Bo Van Pelt,10' 8",1903.000,179,92,4"
8,0,26499,Rafa Cabrera Bello,10' 7",2047.417,193,49,5"
9,0,29974,Branden Grace,10' 6",2304.083,219,65,1"
9,0,34563,Chesson Hadley,10' 6",2204.750,210,48,7"
9,0,29478,Kevin Kisner,10' 6",2652.917,253,48,1"
9,0,32816,Satoshi Kodaira,10' 6",2448.583,233,64,7"
9,0,22405,Justin Rose,10' 6",1590.000,152,43,2"
9,0,31560,Brian Stuard,10' 6",3285.250,313,64,3"
15,0,34099,Harris English,10' 5",3341.000,322,57,1"
15,0,29535,Brice Garnett,10' 5",2465.417,236,45,3"
15,0,36801,Mark Hubbard,10' 5",3303.333,316,48,4"
15,0,27649,Brandt Snedeker,10' 5",2820.417,270,51,2"
15,0,35658,Kris Ventura,10' 5",1742.167,167,58,3"
20,0,33399,Adam Hadwin,10' 4",2706.667,262,68,4"
20,0,46442,Maverick McNealy,10' 4",2505.333,243,51,3"
22,0,25900,Lucas Glover,10' 3",3074.250,299,49,6"
22,0,26758,David Hearn,10' 3",1574.250,154,40,5"
22,0,26329,Louis Oosthuizen,10' 3",2323.000,227,50,7"
22,0,53165,Doc Redman,10' 3",2292.417,223,64,3"
22,0,23621,Rory Sabbatini,10' 3",2581.000,252,58,6"
22,0,30927,Brendon Todd,10' 3",2502.917,245,49,3"
28,0,34314,Sebastian Cappelen,10' 2",1167.750,115,38,6"
28,0,35506,Mackenzie Hughes,10' 2",2595.417,256,56,3"
28,0,49771,J.T. Poston,10' 2",2766.000,272,56,4"
28,0,24138,Ian Poulter,10' 2",1927.500,189,66,6"
28,0,23325,Vaughn Taylor,10' 2",2111.333,208,49,1"
33,0,46435,Austin Cook,10' 1",2120.667,210,47,1"
33,0,39977,Max Homa,10' 1",2463.417,245,63,6"
33,0,32150,Michael Thompson,10' 1",2281.333,227,46,6"
33,0,27095,Nick Watney,10' 1",1238.333,123,56,8"
37,0,33404,Chris Baker,10' 0",1175.917,118,51,3"
37,0,24361,Pat Perez,10' 0",2859.500,285,56,1"
37,0,32139,Danny Willett,10' 0",878.167,88,39,1"
40,0,39997,Corey Conners,9' 11",3170.750,319,38,5"
40,0,48045,Michael Gellerman,9' 11",1102.083,111,59,6"
40,0,24924,Bill Haas,9' 11",1031.917,104,59,3"
40,0,49298,Kramer Hickok,9' 11",1889.500,190,57,5"
40,0,12716,Charley Hoffman,9' 11",3338.250,336,68,3"
40,0,27141,J.B. Holmes,9' 11",1543.500,155,70,4"
40,0,29926,Danny Lee,9' 11",1935.917,196,56,3"
40,0,22056,Cameron Percy,9' 11",2080.250,210,59,2"
40,0,34431,Robert Streb,9' 11",2145.250,216,52,3"
49,0,45526,Abraham Ancer,9' 10",3252.000,332,58,3"
49,0,40026,Daniel Berger,9' 10",2962.667,301,77,4"
49,0,24357,K.J. Choi,9' 10",1234.250,126,50,2"
49,0,20229,Stewart Cink,9' 10",2817.250,287,53,1"
49,0,47993,Denny McCarthy,9' 10",2559.750,261,56,1"
49,0,26476,Chez Reavie,9' 10",2297.333,233,62,1"
49,0,30110,Kyle Stanley,9' 10",2226.417,227,69,7"
49,0,40006,Erik van Rooyen,9' 10",2524.000,257,43,1"
57,0,32070,Rafael Campos,9' 9",1479.750,152,48,6"
57,0,35450,Patrick Cantlay,9' 9",2799.000,287,62,1"
57,0,23983,Luke Donald,9' 9",1375.750,141,36,4"
57,0,40098,Matt Fitzpatrick,9' 9",1954.167,201,43,3"
61,0,29479,Scott Brown,9' 8",2243.000,232,67,3"
61,0,25686,Jason Dufner,9' 8",2426.667,250,47,2"
61,0,30925,Dustin Johnson,9' 8",2404.333,248,61,1"
61,0,23108,Matt Kuchar,9' 8",2009.583,208,67,3"
61,0,37275,Sam Ryder,9' 8",2249.917,232,42,1"
61,0,29221,Webb Simpson,9' 8",2494.417,257,53,2"
67,0,32662,Michael Gligic,9' 7",1965.583,206,52,4"
67,0,33410,Andrew Landry,9' 7",2063.583,216,50,5"
67,0,28775,Nate Lashley,9' 7",1740.083,181,46,3"
67,0,27942,Rob Oppenheim,9' 7",2019.500,210,47,8"
67,0,33667,Carlos Ortiz,9' 7",2935.333,307,83,5"
67,0,49960,Sepp Straka,9' 7",2869.583,300,79,4"
67,0,47128,Richy Werenski,9' 7",2593.000,271,46,3"
67,0,32254,Xinjun Zhang,9' 7",1346.250,140,74,8"
75,0,28420,Ryan Brehm,9' 6",1080.583,114,51,2"
75,0,31646,Emiliano Grillo,9' 6",2508.500,263,53,5"
75,0,31557,Jim Herman,9' 6",1886.250,198,55,6"
75,0,26300,Matt Jones,9' 6",2840.000,299,60,1"
75,0,27936,Martin Laird,9' 6",2275.417,240,35,4"
75,0,36699,Patrick Rodgers,9' 6",2569.750,271,40,4"
75,0,39953,Chase Seiffert,9' 6",1837.583,194,52,3"
75,0,48887,Matt Wallace,9' 6",1277.667,135,39,11"
83,0,32448,James Hahn,9' 5",2196.000,233,55,5"
83,0,27554,Scott Harrington,9' 5",1814.917,193,44,4"
83,0,34098,Russell Henley,9' 5",2672.417,285,58,3"
83,0,33597,Harry Higgs,9' 5",2796.333,298,64,4"
83,0,33490,Bo Hoag,9' 5",2369.583,251,64,1"
83,0,27974,Sung Kang,9' 5",2098.250,222,41,1"
83,0,30926,Chris Kirk,9' 5",2469.667,262,53,1"
83,0,31420,Anirban Lahiri,9' 5",1851.333,196,57,4"
83,0,48822,Sebastián Muñoz,9' 5",3272.833,348,56,3"
83,0,27349,Alex Noren,9' 5",2487.500,263,44,3"
83,0,29908,C.T. Pan,9' 5",2070.833,220,45,2"
83,0,30692,Scott Stallings,9' 5",2166.500,230,58,3"
83,0,25493,Nick Taylor,9' 5",2772.500,294,54,2"
83,0,23788,D.J. Trahan,9' 5",1372.917,146,45,7"
83,0,37189,Harold Varner III,9' 5",2788.750,296,50,2"
83,0,49964,Aaron Wise,9' 5",2591.000,276,62,1"
99,0,33120,Mark Anderson,9' 4",1061.667,114,39,4"
99,0,29268,Bronson Burgoon,9' 4",1757.167,189,44,1"
99,0,46402,Talor Gooch,9' 4",2774.333,298,54,1"
99,0,56762,Will Gordon,9' 4",2379.250,256,66,2"
99,0,39971,Sungjae Im,9' 4",4122.167,443,49,1"
99,0,33122,Russell Knox,9' 4",2540.167,272,40,6"
99,0,34466,Peter Malnati,9' 4",2286.750,244,51,2"
99,0,47347,Adam Schenk,9' 4",2813.750,302,50,1"
99,0,39324,J.J. Spaun,9' 4",1593.500,170,59,1"
99,0,29518,Brendan Steele,9' 4",2130.500,229,51,1"
99,0,48119,Ben Taylor,9' 4",1037.417,111,53,11"
99,0,33419,Cameron Tringale,9' 4",3049.917,326,58,2"
99,0,27770,Camilo Villegas,9' 4",2030.083,218,49,4"
112,0,32757,Patton Kizzire,9' 3",3376.167,366,73,2"
112,0,33413,Ben Martin,9' 3",1092.917,118,44,3"
112,0,34213,Grayson Murray,9' 3",967.750,105,47,6"
112,0,34256,Andrew Putnam,9' 3",2345.333,254,43,2"
112,0,34046,Jordan Spieth,9' 3",2737.417,297,48,1"
112,0,25632,Jimmy Walker,9' 3",1694.250,183,42,6"
118,0,22371,Aaron Baddeley,9' 2",1119.000,122,46,4"
118,0,30911,Tommy Fleetwood,9' 2",1452.667,158,56,5"
118,0,21961,Charles Howell III,9' 2",1562.250,171,57,7"
118,0,35104,Tom Lewis,9' 2",2067.167,225,45,3"
118,0,33204,Shane Lowry,9' 2",2179.083,237,45,3"
118,0,26331,Charl Schwartzel,9' 2",2422.500,264,50,6"
118,0,46441,Robby Shelton,9' 2",2093.917,229,56,6"
118,0,27214,Kevin Streelman,9' 2",2930.833,319,42,3"
126,0,39975,Michael Kim,9' 1",1475.333,163,49,6"
126,0,30944,Jason Kokrak,9' 1",2907.000,321,54,2"
126,0,26851,Marc Leishman,9' 1",2024.083,222,48,2"
126,0,46046,Scottie Scheffler,9' 1",3307.833,364,42,4"
126,0,32333,Kevin Tway,9' 1",1596.583,176,37,4"
131,0,19846,Brian Gay,9' 0",1613.083,180,62,1"
131,0,28237,Rory McIlroy,9' 0",2525.750,280,56,1"
131,0,25396,Kevin Na,9' 0",2623.000,291,61,3"
131,0,45486,Joaquin Niemann,9' 0",3308.417,368,63,2"
131,0,27330,Josh Teater,9' 0",1072.833,119,42,7"
131,0,47483,Will Zalatoris,9' 0",2124.417,237,44,5"
137,0,47504,Sam Burns,8' 11",2810.583,316,40,2"
137,0,34076,Joel Dahmen,8' 11",2196.917,246,37,4"
137,0,45609,Tyler Duncan,8' 11",2080.667,234,51,1"
137,0,29725,Tony Finau,8' 11",2499.083,279,43,1"
137,0,52375,Doug Ghim,8' 11",2573.000,288,51,3"
137,0,29420,Billy Horschel,8' 11",2265.000,253,62,4"
137,0,35461,Beau Hossler,8' 11",2243.083,251,57,3"
137,0,35230,Nelson Ledesma,8' 11",1094.833,123,39,3"
137,0,40042,Tyler McCumber,8' 11",1585.167,178,53,3"
137,0,30163,Henrik Norlander,8' 11",2150.750,242,52,3"
137,0,24140,Sean O'Hair,8' 11",1233.917,138,40,2"
137,0,27064,Jhonattan Vegas,8' 11",2203.333,248,63,2"
149,0,28089,Jason Day,8' 10",1708.917,193,36,3"
149,0,28679,Fabián Gómez,8' 10",953.667,108,31,9"
149,0,35310,Lanto Griffin,8' 10",2549.333,289,51,1"
149,0,27644,Brian Harman,8' 10",2763.833,314,50,3"
149,0,36871,Matthew NeSmith,8' 10",2550.333,290,47,5"
149,0,24502,Adam Scott,8' 10",2116.250,239,48,2"
155,0,33141,Keegan Bradley,8' 9",2468.750,281,56,3"
155,0,32102,Rickie Fowler,8' 9",1977.583,227,43,6"
155,0,46550,Brandon Hagy,8' 9",1752.667,200,54,2"
155,0,35532,Tom Hoge,8' 9",2831.917,324,52,2"
155,0,01810,Phil Mickelson,8' 9",1965.083,224,64,5"
155,0,39546,Keith Mitchell,8' 9",2203.417,253,42,3"
155,0,27556,Ted Potter Jr.,8' 9",1714.667,196,67,2"
155,0,48081,Xander Schauffele,8' 9",2313.750,265,53,4"
155,0,56278,Matthew Wolff,8' 9",1659.667,189,58,3"
164,0,51766,Wyndham Clark,8' 8",1989.917,230,38,4"
164,0,45157,Cam Davis,8' 8",3083.500,355,53,1"
164,0,34363,Tyrrell Hatton,8' 8",1570.833,182,42,6"
164,0,32791,K.H. Lee,8' 8",2709.250,314,47,3"
164,0,35449,Adam Long,8' 8",1975.500,228,47,3"
164,0,33486,Roger Sloan,8' 8",1965.083,227,50,5"
164,0,34264,Hudson Swafford,8' 8",2140.917,247,47,3"
164,0,25804,Bubba Watson,8' 8",1799.583,208,50,6"
164,0,31323,Gary Woodland,8' 8",1771.250,205,67,2"
173,0,46717,Viktor Hovland,8' 7",2409.667,281,57,1"
173,0,20396,Lee Westwood,8' 7",1513.833,176,31,2"
175,0,46970,Jon Rahm,8' 6",2441.333,286,54,1"
175,0,34360,Patrick Reed,8' 6",2093.667,247,45,2"
175,0,51894,Vince Whaley,8' 6",1641.750,193,47,4"
178,0,33948,Byeong Hun An,8' 5",1845.417,219,45,2"
178,0,25818,Scott Piercy,8' 5",2014.083,239,45,6"
178,0,35891,Cameron Smith,8' 5",2517.750,299,46,4"
181,0,37455,Si Woo Kim,8' 4",2592.500,311,46,2"
181,0,36689,Brooks Koepka,8' 4",1889.167,226,42,2"
181,0,32839,Hideki Matsuyama,8' 4",2678.000,321,50,2"
181,0,35617,Martin Trainer,8' 4",1108.500,133,38,2"
