RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
85,0,25686,Jason Dufner,15.69,43,274
86,0,21407,Arjun Atwal,15.71,44,280
86,0,07223,Brian Bateman,15.71,44,280
88,0,20593,Greg Chalmers,15.75,40,254
89,0,10860,Justin Leonard,15.77,44,279
90,0,01361,Dan Forsman,15.91,35,220
91,0,01797,Rocco Mediate,15.92,25,157
92,0,06809,Bob Burns,15.93,43,270
93,0,01527,Scott Hoch,16.09,28,174
94,0,21878,Mark Wilson,16.10,33,205
95,0,21959,Ted Purdy,16.14,67,415
96,0,01685,J.L. Lewis,16.17,60,371
97,0,12823,Carlos Franco,16.18,56,346
98,0,07867,Woody Austin,16.19,57,352
99,0,01677,Tom Lehman,16.21,41,253
100,0,01261,Jay Delsing,16.23,37,228
101,0,24781,Hunter Mahan,16.25,52,320
102,0,06197,Michael Allen,16.26,47,289
103,0,08835,Kris Cox,16.28,35,215
104,0,12680,Shigeki Maruyama,16.31,53,325
105,0,24361,Pat Perez,16.34,59,361
106,0,21949,Joe Ogilvie,16.35,61,373
107,0,19846,Brian Gay,16.36,53,324
108,0,23497,Tag Ridings,16.39,30,183
109,0,19824,Craig Barlow,16.42,45,274
110,0,20094,Jonathan Kaye,16.53,41,248
111,0,01927,Dennis Paulson,16.54,42,254
112,0,10107,Deane Pappas,16.67,41,246
113,0,22293,Heath Slocum,16.72,50,299
114,0,06527,Steve Stricker,16.73,44,263
115,0,08339,Spike McRoy,16.79,47,280
116,0,01381,Fred Funk,16.82,54,321
116,0,01766,Billy Mayfair,16.82,55,327
118,0,06078,Esteban Toledo,16.86,44,261
119,0,20029,Notah Begay III,16.88,40,237
120,0,01035,Tommy Armour III,16.97,46,271
121,0,01577,Lee Janzen,17.01,50,294
122,0,20382,Stephen Leaney,17.05,37,217
123,0,08931,Glen Day,17.06,58,340
124,0,02002,John Riegger,17.16,29,169
125,0,12510,Chad Campbell,17.17,51,297
126,0,01249,John Daly,17.21,53,308
127,0,23552,Hank Kuehne,17.48,54,309
128,0,12782,Tim Herron,17.49,46,263
128,0,01928,Corey Pavin,17.49,46,263
130,0,01219,John Cook,17.50,28,160
131,0,21731,Freddie Jacobson,17.57,52,296
132,0,06332,Neal Lancaster,17.60,63,358
133,0,23983,Luke Donald,17.65,42,238
134,0,26420,Richard Johnson,17.71,62,350
135,0,11032,Frank Lickliter II,17.72,56,316
136,0,25900,Lucas Glover,17.74,58,327
137,0,01619,Skip Kendall,17.77,59,332
138,0,01203,Russ Cochran,17.86,35,196
139,0,01938,David Peoples,17.87,47,263
139,0,02245,Grant Waite,17.87,42,235
141,0,24507,Jason Bohn,17.93,64,357
142,0,06214,Guy Boros,18.04,35,194
143,0,01161,Mark Calcavecchia,18.15,51,281
143,0,01707,Steve Lowery,18.15,55,303
143,0,08385,Omar Uresti,18.15,47,259
146,0,10885,Robert Allenby,18.18,56,308
146,0,01920,Craig Parry,18.18,26,143
148,0,24502,Adam Scott,18.56,36,194
149,0,22913,John Rollins,18.66,53,284
150,0,07363,Craig Bowden,18.70,49,262
151,0,25237,Kevin Muncrief,18.71,26,139
152,0,01666,Bernhard Langer,18.72,35,187
153,0,19881,Robert Damron,18.73,56,299
154,0,01968,Nick Price,18.75,30,160
155,0,24024,Zach Johnson,18.77,73,389
156,0,12394,Tom Carter,18.82,64,340
157,0,01329,Brad Faxon,18.88,54,286
158,0,01127,Danny Briggs,18.91,52,275
159,0,20104,Ken Duke,18.93,53,280
159,0,01724,Jeff Maggert,18.93,39,206
161,0,23614,Rich Beem,19.07,49,257
162,0,23338,David Gossett,19.08,25,131
163,0,10213,Dicky Pride,19.16,32,167
164,0,20378,Mathias Grönberg,19.19,52,271
165,0,01771,Blaine McCallister,19.47,37,190
166,0,02106,Chris Smith,19.63,74,377
167,0,01226,Fred Couples,19.68,37,188
168,0,02049,Gene Sauers,19.69,51,259
169,0,01132,Mark Brooks,19.70,40,203
170,0,22371,Aaron Baddeley,19.93,54,271
171,0,20585,Niclas Fasth,20.11,37,184
172,0,01313,Steve Elkington,20.30,41,202
173,0,12705,Cliff Kresge,20.31,52,256
174,0,07721,Pat Bates,20.33,62,305
175,0,10733,Kent Jones,20.35,69,339
176,0,01553,John Huston,20.49,42,205
177,0,20663,Brenden Pappas,20.62,80,388
178,0,12753,David Morland IV,20.63,46,223
179,0,07939,Dan Olsen,20.85,49,235
180,0,01761,Len Mattiace,21.03,45,214
181,0,08123,Jeff Brehaut,21.15,70,331
182,0,24290,D.J. Brigman,21.26,54,254
183,0,06515,Shaun Micheel,21.28,63,296
184,0,21646,David Branshaw,21.54,56,260
185,0,23307,Roger Tambellini,21.63,53,245
186,0,23613,Rich Barcelo,22.00,44,200
187,0,01024,Billy Andrade,22.13,79,357
188,0,26287,Roland Thatcher,22.48,49,218
189,0,02099,Scott Simpson,22.54,39,173
190,0,06613,Tommy Tolles,22.84,53,232
191,0,20580,Andre Stolz,23.67,40,169
192,0,23063,Scott Hend,24.73,70,283
193,0,12682,Hirofumi Miyase,25.28,45,178
194,0,08881,Tripp Isenhour,25.61,42,164
195,0,08337,Mike Heinen,25.84,46,178
196,0,11123,Chris Couch,26.37,48,182
