RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,20157,Retief Goosen,11.72,116,990
2,0,06567,Vijay Singh,12.53,248,1980
3,0,20229,Stewart Cink,13.46,235,1746
4,0,01457,Jay Haas,13.50,192,1422
5,0,02214,Kirk Triplett,13.62,206,1512
6,0,01810,Phil Mickelson,13.78,196,1422
7,0,02010,Loren Roberts,13.85,197,1422
8,0,02239,Scott Verplank,13.86,227,1638
9,0,06621,Joe Durant,14.05,215,1530
10,0,06522,Ernie Els,14.08,147,1044
11,0,08075,Jerry Kelly,14.12,277,1962
12,0,12660,Jesper Parnevik,14.21,220,1548
13,0,01677,Tom Lehman,14.31,170,1188
14,0,08793,Tiger Woods,14.35,186,1296
15,0,06004,Stephen Ames,14.44,247,1710
16,0,01941,Tom Pernice Jr.,14.59,260,1782
17,0,10860,Justin Leonard,14.71,225,1530
18,0,06251,Chris DiMarco,14.80,261,1764
19,0,23983,Luke Donald,14.89,193,1296
20,0,01139,Olin Browne,14.96,237,1584
20,0,06373,José María Olazábal,14.96,140,936
22,0,12823,Carlos Franco,15.10,269,1782
23,0,02246,Duffy Waldorf,15.22,200,1314
24,0,19972,José Coceres,15.28,176,1152
25,0,25396,Kevin Na,15.34,265,1728
26,0,12652,Cameron Beckman,15.39,266,1728
27,0,24024,Zach Johnson,15.42,297,1926
28,0,01320,Bob Estes,15.49,198,1278
29,0,01381,Fred Funk,15.51,268,1728
30,0,12680,Shigeki Maruyama,15.52,257,1656
30,0,22046,Geoff Ogilvy,15.52,243,1566
32,0,01157,Tom Byrum,15.53,232,1494
32,0,20628,Arron Oberholser,15.53,204,1314
34,0,01142,Bart Bryant,15.54,193,1242
34,0,20572,Rod Pampling,15.54,263,1692
36,0,01527,Scott Hoch,15.58,143,918
37,0,22405,Justin Rose,15.59,202,1296
38,0,20098,Stuart Appleby,15.60,219,1404
39,0,01219,John Cook,15.62,149,954
40,0,02104,Jeff Sluman,15.64,273,1746
40,0,06595,Kevin Sutherland,15.64,228,1458
42,0,12510,Chad Campbell,15.65,262,1674
43,0,12645,Brent Geiberger,15.69,257,1638
43,0,01938,David Peoples,15.69,226,1440
45,0,23541,Ben Crane,15.70,260,1656
46,0,20498,Briny Baird,15.75,275,1746
47,0,01706,Davis Love III,15.78,213,1350
48,0,20645,John Senden,15.86,274,1728
49,0,23623,Bo Van Pelt,15.87,297,1872
50,0,19824,Craig Barlow,15.88,223,1404
50,0,02223,Bob Tway,15.88,243,1530
52,0,21961,Charles Howell III,15.95,290,1818
53,0,01666,Bernhard Langer,15.96,158,990
54,0,07223,Brian Bateman,15.97,230,1440
55,0,22293,Heath Slocum,15.99,259,1620
56,0,23135,Tim Clark,16.07,243,1512
57,0,02002,John Riegger,16.14,154,954
58,0,23621,Rory Sabbatini,16.15,250,1548
59,0,10885,Robert Allenby,16.16,256,1584
60,0,20121,Todd Fischer,16.18,297,1836
61,0,25345,Carl Pettersson,16.21,283,1746
62,0,21959,Ted Purdy,16.22,327,2016
62,0,21878,Mark Wilson,16.22,181,1116
64,0,19846,Brian Gay,16.25,275,1692
65,0,01928,Corey Pavin,16.32,232,1422
66,0,08385,Omar Uresti,16.34,250,1530
67,0,22548,Patrick Sheehan,16.37,327,1998
68,0,02101,Joey Sindelar,16.38,289,1764
69,0,10201,Matt Gogel,16.40,248,1512
70,0,01388,Robert Gamez,16.45,305,1854
70,0,23353,J.J. Henry,16.45,305,1854
72,0,06197,Michael Allen,16.47,252,1530
73,0,21633,Steve Allan,16.50,294,1782
74,0,01329,Brad Faxon,16.54,265,1602
75,0,19825,Darren Clarke,16.55,143,864
76,0,01685,J.L. Lewis,16.56,316,1908
77,0,21805,Harrison Frazar,16.60,245,1476
77,0,20548,Hidemichi Tanaka,16.60,266,1602
79,0,10733,Kent Jones,16.67,291,1746
79,0,20382,Stephen Leaney,16.67,225,1350
79,0,01948,Tim Petrovic,16.67,321,1926
79,0,20127,Chris Riley,16.67,222,1332
79,0,10425,Jay Williamson,16.67,294,1764
84,0,24357,K.J. Choi,16.73,247,1476
84,0,20433,Mark Hensby,16.73,280,1674
86,0,10423,Mike Weir,16.74,220,1314
87,0,06809,Bob Burns,16.80,260,1548
87,0,12782,Tim Herron,16.80,251,1494
89,0,21731,Freddie Jacobson,16.88,243,1440
89,0,21949,Joe Ogilvie,16.88,310,1836
91,0,01619,Skip Kendall,16.89,301,1782
91,0,02206,David Toms,16.89,225,1332
93,0,10585,Scott McCarron,16.93,262,1548
94,0,01127,Danny Briggs,16.94,247,1458
94,0,06332,Neal Lancaster,16.94,314,1854
96,0,01887,Mark O'Meara,16.95,177,1044
97,0,20593,Greg Chalmers,16.98,214,1260
98,0,26420,Richard Johnson,16.99,312,1836
99,0,07749,Brett Quigley,17.01,300,1764
100,0,01378,David Frost,17.02,239,1404
101,0,20850,Daniel Chopra,17.03,325,1908
101,0,01361,Dan Forsman,17.03,236,1386
101,0,06515,Shaun Micheel,17.03,279,1638
104,0,08537,J.P. Hayes,17.04,230,1350
105,0,01577,Lee Janzen,17.07,252,1476
106,0,12760,Danny Ellis,17.17,238,1386
107,0,07721,Pat Bates,17.18,300,1746
108,0,01042,Paul Azinger,17.19,232,1350
109,0,01261,Jay Delsing,17.20,226,1314
109,0,24502,Adam Scott,17.20,161,936
111,0,01313,Steve Elkington,17.21,189,1098
111,0,23325,Vaughn Taylor,17.21,254,1476
113,0,01724,Jeff Maggert,17.22,186,1080
114,0,01473,Todd Hamilton,17.23,273,1584
115,0,07457,Steve Flesch,17.30,327,1890
116,0,24507,Jason Bohn,17.31,296,1710
116,0,01161,Mark Calcavecchia,17.31,243,1404
118,0,12602,Dean Wilson,17.34,309,1782
119,0,01024,Billy Andrade,17.36,325,1872
119,0,01553,John Huston,17.36,175,1008
121,0,01249,John Daly,17.37,247,1422
122,0,23497,Tag Ridings,17.44,157,900
123,0,01945,Kenny Perry,17.47,239,1368
124,0,08931,Glen Day,17.51,312,1782
125,0,01927,Dennis Paulson,17.53,224,1278
126,0,23552,Hank Kuehne,17.54,281,1602
127,0,01968,Nick Price,17.56,158,900
128,0,25686,Jason Dufner,17.58,250,1422
129,0,07363,Craig Bowden,17.60,263,1494
129,0,23108,Matt Kuchar,17.60,263,1494
131,0,01035,Tommy Armour III,17.62,276,1566
132,0,01203,Russ Cochran,17.67,194,1098
133,0,20094,Jonathan Kaye,17.69,242,1368
134,0,10107,Deane Pappas,17.70,223,1260
135,0,20029,Notah Begay III,17.74,214,1206
136,0,19881,Robert Damron,17.75,294,1656
136,0,20663,Brenden Pappas,17.75,345,1944
138,0,01926,Steve Pate,17.79,221,1242
139,0,21209,Sergio Garcia,17.80,205,1152
140,0,23320,Ryan Palmer,17.83,321,1800
141,0,07867,Woody Austin,17.85,302,1692
142,0,20378,Mathias Grönberg,17.88,280,1566
142,0,06527,Steve Stricker,17.88,251,1404
144,0,24781,Hunter Mahan,17.91,303,1692
145,0,21893,Brian Kortan,17.92,200,1116
146,0,11032,Frank Lickliter II,17.96,278,1548
147,0,06575,Dudley Hart,18.01,188,1044
148,0,08123,Jeff Brehaut,18.06,338,1872
149,0,01707,Steve Lowery,18.10,290,1602
150,0,01766,Billy Mayfair,18.20,344,1890
151,0,20634,Peter Lonard,18.27,217,1188
152,0,21407,Arjun Atwal,18.34,274,1494
152,0,24925,Jonathan Byrd,18.34,274,1494
154,0,21646,David Branshaw,18.36,271,1476
155,0,02106,Chris Smith,18.41,348,1890
156,0,10912,Craig Perks,18.44,239,1296
157,0,01771,Blaine McCallister,18.46,226,1224
158,0,08339,Spike McRoy,18.50,303,1638
158,0,22913,John Rollins,18.50,283,1530
160,0,20472,Alex Cejka,18.65,235,1260
161,0,01920,Craig Parry,18.67,168,900
162,0,22621,Ben Curtis,18.70,175,936
163,0,01797,Rocco Mediate,18.75,162,864
164,0,26287,Roland Thatcher,18.77,223,1188
165,0,24361,Pat Perez,18.78,338,1800
166,0,25900,Lucas Glover,18.93,310,1638
167,0,23613,Rich Barcelo,18.97,222,1170
168,0,24290,D.J. Brigman,19.01,260,1368
169,0,02099,Scott Simpson,19.19,190,990
170,0,01761,Len Mattiace,19.41,262,1350
171,0,06078,Esteban Toledo,19.44,315,1620
172,0,12705,Cliff Kresge,19.73,309,1566
173,0,12394,Tom Carter,19.75,391,1980
174,0,01226,Fred Couples,19.76,185,936
175,0,20585,Niclas Fasth,19.91,215,1080
176,0,10213,Dicky Pride,19.93,226,1134
177,0,02245,Grant Waite,19.99,277,1386
178,0,23307,Roger Tambellini,20.09,282,1404
179,0,22371,Aaron Baddeley,20.13,308,1530
180,0,01132,Mark Brooks,20.16,254,1260
180,0,02049,Gene Sauers,20.16,294,1458
182,0,20104,Ken Duke,20.24,317,1566
183,0,08835,Kris Cox,20.50,262,1278
184,0,08337,Mike Heinen,20.55,196,954
184,0,20580,Andre Stolz,20.55,196,954
186,0,23614,Rich Beem,20.56,285,1386
187,0,07939,Dan Olsen,20.62,271,1314
188,0,12753,David Morland IV,20.93,275,1314
189,0,06613,Tommy Tolles,21.06,254,1206
190,0,08881,Tripp Isenhour,21.07,201,954
191,0,06214,Guy Boros,21.27,245,1152
192,0,12682,Hirofumi Miyase,21.34,242,1134
193,0,23063,Scott Hend,23.14,329,1422
194,0,25237,Kevin Muncrief,24.11,217,900
195,0,11123,Chris Couch,25.35,251,990
196,0,23338,David Gossett,27.29,280,1026
