RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,27349,Alex Noren,326,64
2,0,51766,Wyndham Clark,318,31
2,0,35506,Mackenzie Hughes,318,145
4,0,37275,Sam Ryder,275,6
5,0,29974,Branden Grace,257,24
6,0,32448,James Hahn,251,14
7,0,30926,Chris Kirk,243,48
8,0,34466,Peter Malnati,241,102
8,0,25396,Kevin Na,241,172
10,0,34360,Patrick Reed,239,239
10,0,35891,Cameron Smith,239,120
12,0,28252,Seamus Power,238,93
13,0,32640,Troy Merritt,233,9
14,0,25632,Jimmy Walker,232,0
15,0,50525,Collin Morikawa,229,11
16,0,35310,Lanto Griffin,228,1
17,0,32839,Hideki Matsuyama,225,18
18,0,33399,Adam Hadwin,224,27
19,0,33419,Cameron Tringale,223,24
20,0,26329,Louis Oosthuizen,221,26
21,0,33120,Mark Anderson,217,31
21,0,47128,Richy Werenski,217,57
23,0,26300,Matt Jones,216,35
23,0,30927,Brendon Todd,216,35
25,0,32102,Rickie Fowler,214,12
25,0,23621,Rory Sabbatini,214,25
27,0,23325,Vaughn Taylor,210,87
28,0,40026,Daniel Berger,209,112
29,0,26596,Ryan Moore,205,37
30,0,30944,Jason Kokrak,201,123
31,0,46970,Jon Rahm,200,108
31,0,25349,Tim Wilkinson,200,54
33,0,21961,Charles Howell III,198,35
34,0,35449,Adam Long,196,12
35,0,28775,Nate Lashley,195,0
35,0,34256,Andrew Putnam,195,52
37,0,29478,Kevin Kisner,192,24
37,0,45486,Joaquin Niemann,192,24
39,0,35104,Tom Lewis,191,0
40,0,22371,Aaron Baddeley,190,35
40,0,34076,Joel Dahmen,190,85
40,0,48081,Xander Schauffele,190,52
43,0,27214,Kevin Streelman,189,1
44,0,40009,Dominic Bozzelli,188,29
44,0,45157,Cam Davis,188,64
44,0,29221,Webb Simpson,188,34
47,0,50493,Justin Suh,182,11
48,0,35450,Patrick Cantlay,181,181
48,0,49960,Sepp Straka,181,17
50,0,20229,Stewart Cink,180,5
50,0,27644,Brian Harman,180,54
52,0,33490,Bo Hoag,179,19
53,0,39997,Corey Conners,178,47
53,0,34363,Tyrrell Hatton,178,35
53,0,26476,Chez Reavie,178,57
56,0,34264,Hudson Swafford,177,62
57,0,29908,C.T. Pan,175,2
58,0,33486,Roger Sloan,174,20
59,0,33667,Carlos Ortiz,173,38
59,0,37189,Harold Varner III,173,20
61,0,26420,Richard Johnson,172,87
61,0,27942,Rob Oppenheim,172,13
63,0,47993,Denny McCarthy,171,50
63,0,34046,Jordan Spieth,171,26
63,0,48887,Matt Wallace,171,19
66,0,29725,Tony Finau,170,19
66,0,39058,Lucas Herbert,170,38
66,0,32757,Patton Kizzire,170,75
66,0,32150,Michael Thompson,170,14
70,0,46435,Austin Cook,169,4
71,0,33141,Keegan Bradley,166,24
71,0,31557,Jim Herman,166,29
71,0,36801,Mark Hubbard,166,93
71,0,47483,Will Zalatoris,166,8
75,0,19803,Ryan Armour,164,5
75,0,47504,Sam Burns,164,151
75,0,19846,Brian Gay,164,54
75,0,39971,Sungjae Im,164,61
79,0,24138,Ian Poulter,163,47
79,0,27649,Brandt Snedeker,163,39
81,0,29535,Brice Garnett,162,37
81,0,32791,K.H. Lee,162,29
81,0,46414,Aaron Rai,162,162
84,0,25364,Paul Casey,160,90
84,0,35461,Beau Hossler,160,0
86,0,26851,Marc Leishman,159,32
86,0,27129,Luke List,159,54
88,0,28089,Jason Day,158,46
89,0,30692,Scott Stallings,157,2
89,0,29484,Peter Uihlein,157,60
89,0,27770,Camilo Villegas,157,16
92,0,51894,Vince Whaley,155,52
93,0,25572,Graeme McDowell,154,18
93,0,26951,Johnson Wagner,154,3
95,0,34098,Russell Henley,153,44
96,0,25900,Lucas Glover,152,2
96,0,26679,Kevin Stadler,152,3
98,0,46550,Brandon Hagy,151,10
98,0,36699,Patrick Rodgers,151,10
100,0,29420,Billy Horschel,150,100
101,0,35532,Tom Hoge,149,40
101,0,48119,Ben Taylor,149,104
101,0,40006,Erik van Rooyen,149,124
104,0,48822,Sebastián Muñoz,148,2
104,0,30163,Henrik Norlander,148,28
106,0,45609,Tyler Duncan,147,20
106,0,31646,Emiliano Grillo,147,12
106,0,33293,Thomas Pieters,147,4
109,0,33122,Russell Knox,146,10
109,0,22056,Cameron Percy,146,98
111,0,46046,Scottie Scheffler,145,44
112,0,57944,Andy Ogletree,144,3
112,0,24502,Adam Scott,144,47
114,0,54421,Garrick Higgo,142,54
115,0,45526,Abraham Ancer,141,6
116,0,28679,Fabián Gómez,140,19
116,0,30925,Dustin Johnson,140,63
116,0,23108,Matt Kuchar,140,29
116,0,52215,Robert MacIntyre,140,2
116,0,33413,Ben Martin,140,3
