RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
105,3,33399,Adam Hadwin,-.004,-.209,54
105,3,32139,Danny Willett,-.004,-.131,32
107,3,46402,Talor Gooch,-.019,-1.403,75
108,3,01810,Phil Mickelson,-.020,-.763,38
109,3,23788,D.J. Trahan,-.027,-.897,33
110,3,33413,Ben Martin,-.029,-.646,22
111,3,12716,Charley Hoffman,-.032,-1.516,48
112,3,37275,Sam Ryder,-.033,-1.846,56
113,3,23108,Matt Kuchar,-.039,-1.899,49
114,3,23325,Vaughn Taylor,-.043,-1.879,44
115,3,36801,Mark Hubbard,-.044,-3.214,73
116,3,34098,Russell Henley,-.049,-2.870,58
117,3,33948,Byeong Hun An,-.050,-2.970,60
118,3,24502,Adam Scott,-.056,-1.666,30
119,3,39324,J.J. Spaun,-.057,-2.716,48
120,3,46550,Brandon Hagy,-.059,-2.136,36
121,3,49766,Hank Lebioda,-.062,-2.562,41
122,3,29268,Bronson Burgoon,-.067,-3.015,45
123,3,34255,Joseph Bramlett,-.072,-2.827,39
124,5,30927,Brendon Todd,-.073,-5.494,75
125,2,52375,Doug Ghim,-.074,-2.084,28
125,2,32640,Troy Merritt,-.074,-4.088,55
127,2,37455,Si Woo Kim,-.075,-4.482,60
128,3,22056,Cameron Percy,-.078,-2.579,33
129,3,27330,Josh Teater,-.080,-2.149,27
130,3,33667,Carlos Ortiz,-.087,-5.638,65
131,3,24024,Zach Johnson,-.092,-4.961,54
132,3,26499,Rafa Cabrera Bello,-.096,-3.750,39
133,3,32366,Kevin Chappell,-.099,-3.162,32
133,3,10809,Jim Furyk,-.099,-3.550,36
135,3,26476,Chez Reavie,-.107,-6.109,57
136,3,25349,Tim Wilkinson,-.112,-3.589,32
137,3,34021,Bud Cauley,-.116,-6.754,58
138,3,34431,Robert Streb,-.117,-3.742,32
139,3,20229,Stewart Cink,-.118,-5.313,45
140,3,33120,Mark Anderson,-.123,-4.560,37
141,3,33419,Cameron Tringale,-.125,-6.639,53
142,3,47128,Richy Werenski,-.130,-6.386,49
143,3,21961,Charles Howell III,-.132,-6.604,50
144,4,24924,Bill Haas,-.133,-4.517,34
145,4,47993,Denny McCarthy,-.139,-9.034,65
146,4,33490,Bo Hoag,-.143,-7.026,49
147,4,33122,Russell Knox,-.145,-7.106,49
148,4,36871,Matthew NeSmith,-.156,-8.405,54
149,4,35461,Beau Hossler,-.160,-7.839,49
150,4,24361,Pat Perez,-.163,-6.538,40
151,5,35732,Wes Roach,-.175,-3.859,22
152,5,29974,Branden Grace,-.181,-5.971,33
153,5,32150,Michael Thompson,-.187,-10.490,56
154,5,24138,Ian Poulter,-.188,-7.132,38
155,5,30692,Scott Stallings,-.191,-10.148,53
156,5,33486,Roger Sloan,-.198,-7.526,38
157,-11,26851,Marc Leishman,-.202,-10.519,52
158,4,26758,David Hearn,-.220,-7.912,36
159,4,27349,Alex Noren,-.231,-10.386,45
160,-5,35891,Cameron Smith,-.245,-13.475,55
160,4,31560,Brian Stuard,-.245,-15.695,64
162,3,28679,Fabián Gómez,-.251,-9.779,39
163,4,29908,C.T. Pan,-.258,-11.091,43
164,4,28775,Nate Lashley,-.276,-12.411,45
165,4,34046,Jordan Spieth,-.279,-13.107,47
166,4,27942,Rob Oppenheim,-.282,-12.699,45
167,4,34314,Sebastian Cappelen,-.293,-10.260,35
168,4,21407,Arjun Atwal,-.315,-6.302,20
169,5,27649,Brandt Snedeker,-.333,-16.656,50
170,5,28307,Matt Every,-.335,-13.723,41
171,5,48119,Ben Taylor,-.337,-9.425,28
172,1,35506,Mackenzie Hughes,-.352,-21.852,62
173,4,19846,Brian Gay,-.353,-17.675,50
174,4,27556,Ted Potter Jr.,-.378,-12.838,34
175,5,27963,Chris Stroud,-.390,-14.039,36
176,5,51766,Wyndham Clark,-.398,-18.313,46
177,5,48045,Michael Gellerman,-.404,-12.126,30
178,5,40058,Zac Blair,-.405,-20.240,50
179,0,25396,Kevin Na,-.410,-24.170,59
180,4,32333,Kevin Tway,-.422,-14.758,35
181,4,27095,Nick Watney,-.433,-15.601,36
182,4,34466,Peter Malnati,-.461,-21.670,47
183,5,23623,Bo Van Pelt,-.568,-17.600,31
184,5,25572,Graeme McDowell,-.586,-21.672,37
185,5,32757,Patton Kizzire,-.661,-31.057,47
186,5,35230,Nelson Ledesma,-.704,-16.898,24
187,5,29484,Peter Uihlein,-.724,-23.880,33
188,5,22371,Aaron Baddeley,-.736,-27.230,37
189,5,35617,Martin Trainer,-.760,-29.645,39
190,5,40009,Dominic Bozzelli,-.839,-20.133,24
191,6,32618,Rhein Gibson,-.888,-30.195,34
192,6,25632,Jimmy Walker,-.909,-37.288,41
193,8,34256,Andrew Putnam,-1.121,-35.858,32
