RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,47959,Bryson DeChambeau,1.039,64.417,62
2,0,52372,Cameron Champ,.999,60.921,61
3,0,21209,Sergio Garcia,.848,27.129,32
4,0,46970,Jon Rahm,.756,43.109,57
5,0,27064,Jhonattan Vegas,.721,26.660,37
6,0,28237,Rory McIlroy,.702,35.796,51
7,1,25804,Bubba Watson,.649,37.010,57
8,-1,48081,Xander Schauffele,.648,39.524,61
9,1,30944,Jason Kokrak,.633,32.273,51
10,-1,46046,Scottie Scheffler,.618,43.277,70
11,0,30925,Dustin Johnson,.612,28.768,47
12,0,56278,Matthew Wolff,.607,38.212,63
13,0,39997,Corey Conners,.600,37.211,62
14,0,56762,Will Gordon,.564,12.414,22
15,0,25364,Paul Casey,.546,24.025,44
16,0,47504,Sam Burns,.493,27.103,55
17,1,37189,Harold Varner III,.458,26.105,57
18,2,46717,Viktor Hovland,.447,25.903,58
19,2,50525,Collin Morikawa,.440,31.247,71
20,-1,39971,Sungjae Im,.437,34.555,79
21,1,39546,Keith Mitchell,.412,20.595,50
22,3,33448,Justin Thomas,.405,23.502,58
23,0,35450,Patrick Cantlay,.404,17.782,44
24,2,30911,Tommy Fleetwood,.389,10.894,28
25,2,27129,Luke List,.387,22.840,59
26,5,45486,Joaquin Niemann,.370,24.059,65
27,-10,40026,Daniel Berger,.366,20.522,56
28,0,36689,Brooks Koepka,.362,13.742,38
29,0,34076,Joel Dahmen,.356,22.401,63
30,2,28420,Ryan Brehm,.346,11.079,32
30,2,53165,Doc Redman,.346,24.209,70
32,-8,29725,Tony Finau,.341,20.092,59
33,-3,45526,Abraham Ancer,.328,18.359,56
34,2,25900,Lucas Glover,.327,16.340,50
35,3,33597,Harry Higgs,.307,21.215,69
36,6,26596,Ryan Moore,.291,9.907,34
37,-3,29420,Billy Horschel,.286,16.860,59
38,-1,32839,Hideki Matsuyama,.285,17.364,61
38,5,49960,Sepp Straka,.285,17.657,62
40,-1,23320,Ryan Palmer,.280,16.530,59
41,3,47347,Adam Schenk,.279,15.356,55
42,8,34360,Patrick Reed,.278,18.042,65
43,2,46435,Austin Cook,.276,13.229,48
44,2,39977,Max Homa,.272,15.481,57
45,2,25818,Scott Piercy,.263,13.168,50
46,2,27936,Martin Laird,.251,7.269,29
47,2,31646,Emiliano Grillo,.250,12.009,48
48,3,27214,Kevin Streelman,.246,14.012,57
49,3,27554,Scott Harrington,.234,12.646,54
50,4,48822,Sebastián Muñoz,.218,16.980,78
50,3,22405,Justin Rose,.218,7.186,33
52,3,29479,Scott Brown,.215,10.772,50
52,-12,34099,Harris English,.215,14.618,68
52,3,40042,Tyler McCumber,.215,8.174,38
55,2,33404,Chris Baker,.211,6.955,33
55,2,45157,Cam Davis,.211,9.727,46
55,2,36699,Patrick Rodgers,.211,15.835,75
58,2,31557,Jim Herman,.210,10.899,52
59,2,40098,Matt Fitzpatrick,.206,9.068,44
60,2,33204,Shane Lowry,.203,7.299,36
61,2,49298,Kramer Hickok,.195,7.007,36
62,2,29535,Brice Garnett,.193,8.674,45
63,2,33410,Andrew Landry,.189,10.585,56
64,10,34363,Tyrrell Hatton,.188,6.402,34
65,1,33141,Keegan Bradley,.175,9.991,57
66,1,32102,Rickie Fowler,.172,7.056,41
66,1,35658,Kris Ventura,.172,4.806,28
68,1,29926,Danny Lee,.165,9.054,55
69,1,34213,Grayson Murray,.164,5.070,31
70,1,26300,Matt Jones,.159,10.160,64
71,1,48887,Matt Wallace,.158,6.309,40
72,3,28089,Jason Day,.146,5.859,40
73,3,32448,James Hahn,.143,3.865,27
74,3,32662,Michael Gligic,.136,4.628,34
75,4,49771,J.T. Poston,.130,8.192,63
76,4,33449,Zack Sucher,.127,3.048,24
77,4,30163,Henrik Norlander,.125,7.020,56
78,4,28252,Seamus Power,.124,2.604,21
79,5,29221,Webb Simpson,.123,6.266,51
80,3,27644,Brian Harman,.115,8.179,71
81,4,32254,Xinjun Zhang,.104,6.162,59
82,4,34563,Chesson Hadley,.099,4.539,46
83,4,25493,Nick Taylor,.094,4.686,50
84,4,39953,Chase Seiffert,.087,3.134,36
85,4,29518,Brendan Steele,.081,4.533,56
86,8,35310,Lanto Griffin,.076,6.053,80
87,3,45609,Tyler Duncan,.075,5.271,70
87,3,26329,Louis Oosthuizen,.075,3.015,40
89,3,32791,K.H. Lee,.066,3.542,54
90,3,35532,Tom Hoge,.062,4.086,66
91,-13,29478,Kevin Kisner,.058,3.237,56
92,3,46441,Robby Shelton,.057,3.234,57
93,3,31323,Gary Woodland,.052,2.777,53
94,3,31420,Anirban Lahiri,.050,1.150,23
95,3,30110,Kyle Stanley,.048,2.075,43
96,3,25686,Jason Dufner,.047,2.619,56
97,3,29970,Dylan Frittelli,.046,3.118,68
98,3,46442,Maverick McNealy,.025,1.437,58
99,3,19803,Ryan Armour,.020,.893,45
100,3,49964,Aaron Wise,.016,.560,34
101,3,27974,Sung Kang,.006,.380,62
102,3,23621,Rory Sabbatini,.005,.251,50
103,3,35449,Adam Long,.004,.289,71
104,3,51894,Vince Whaley,-.002,-.060,28
