RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
116,5,48119,Ben Taylor,-.054,-1.526,28
117,5,29484,Peter Uihlein,-.083,-2.725,33
118,5,32662,Michael Gligic,-.089,-3.040,34
119,-1,47959,Bryson DeChambeau,-.090,-5.583,62
120,4,25349,Tim Wilkinson,-.101,-3.241,32
121,4,56762,Will Gordon,-.106,-2.341,22
122,4,29535,Brice Garnett,-.114,-5.150,45
123,3,30927,Brendon Todd,-.119,-8.955,75
124,5,22371,Aaron Baddeley,-.122,-4.507,37
125,5,27942,Rob Oppenheim,-.123,-5.514,45
126,5,26329,Louis Oosthuizen,-.126,-5.021,40
127,5,32150,Michael Thompson,-.127,-7.113,56
128,5,24924,Bill Haas,-.128,-4.353,34
129,5,01810,Phil Mickelson,-.129,-4.903,38
130,5,28679,Fabián Gómez,-.137,-5.351,39
131,8,52372,Cameron Champ,-.143,-8.747,61
132,4,27064,Jhonattan Vegas,-.148,-5.489,37
133,4,28089,Jason Day,-.151,-6.038,40
134,4,23325,Vaughn Taylor,-.155,-6.812,44
135,5,26499,Rafa Cabrera Bello,-.166,-6.484,39
136,5,34213,Grayson Murray,-.167,-5.164,31
137,5,33410,Andrew Landry,-.169,-9.438,56
138,6,47504,Sam Burns,-.179,-9.847,55
139,6,23788,D.J. Trahan,-.191,-6.298,33
140,6,27963,Chris Stroud,-.194,-6.983,36
141,6,34431,Robert Streb,-.221,-7.071,32
142,6,26758,David Hearn,-.229,-8.235,36
143,6,47993,Denny McCarthy,-.243,-15.792,65
144,6,52375,Doug Ghim,-.244,-6.829,28
145,6,39324,J.J. Spaun,-.266,-12.786,48
146,6,32791,K.H. Lee,-.274,-14.803,54
147,6,23621,Rory Sabbatini,-.278,-13.904,50
148,6,19846,Brian Gay,-.293,-14.646,50
149,6,33490,Bo Hoag,-.295,-14.461,49
150,6,21961,Charles Howell III,-.300,-14.977,50
151,6,32366,Kevin Chappell,-.304,-9.744,32
152,6,29479,Scott Brown,-.307,-15.353,50
153,6,35658,Kris Ventura,-.314,-8.800,28
154,6,32640,Troy Merritt,-.323,-17.788,55
155,6,28420,Ryan Brehm,-.327,-10.457,32
156,7,27649,Brandt Snedeker,-.336,-16.799,50
156,7,32139,Danny Willett,-.336,-10.766,32
158,7,32333,Kevin Tway,-.350,-12.234,35
159,7,28775,Nate Lashley,-.353,-15.867,45
160,7,28252,Seamus Power,-.358,-7.511,21
161,7,33597,Harry Higgs,-.361,-24.908,69
162,7,49771,J.T. Poston,-.366,-23.082,63
163,7,32757,Patton Kizzire,-.368,-17.275,47
164,8,21407,Arjun Atwal,-.377,-7.544,20
165,8,30911,Tommy Fleetwood,-.378,-10.572,28
166,8,49298,Kramer Hickok,-.384,-13.807,36
166,8,33486,Roger Sloan,-.384,-14.590,38
168,3,35506,Mackenzie Hughes,-.390,-24.199,62
169,7,46442,Maverick McNealy,-.391,-22.696,58
170,7,40009,Dominic Bozzelli,-.393,-9.443,24
171,7,28307,Matt Every,-.400,-16.414,41
172,7,33449,Zack Sucher,-.403,-9.675,24
173,7,34466,Peter Malnati,-.431,-20.267,47
173,7,39546,Keith Mitchell,-.431,-21.548,50
175,7,31557,Jim Herman,-.438,-22.795,52
175,7,26300,Matt Jones,-.438,-28.011,64
177,7,40058,Zac Blair,-.443,-22.140,50
178,7,35732,Wes Roach,-.449,-9.872,22
179,7,36699,Patrick Rodgers,-.465,-34.848,75
180,7,46435,Austin Cook,-.492,-23.615,48
181,7,34256,Andrew Putnam,-.495,-15.846,32
182,8,48887,Matt Wallace,-.554,-22.165,40
183,8,31420,Anirban Lahiri,-.560,-12.872,23
184,8,46550,Brandon Hagy,-.561,-20.188,36
185,8,51766,Wyndham Clark,-.570,-26.243,46
186,8,27554,Scott Harrington,-.579,-31.287,54
187,8,35230,Nelson Ledesma,-.645,-15.477,24
188,8,35461,Beau Hossler,-.710,-34.776,49
189,8,32618,Rhein Gibson,-.757,-25.728,34
190,8,51894,Vince Whaley,-.761,-21.310,28
191,8,34314,Sebastian Cappelen,-.862,-30.171,35
192,8,23623,Bo Van Pelt,-1.060,-32.863,31
193,8,35617,Martin Trainer,-2.115,-82.502,39
