RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,33448,Justin Thomas,.997,57.821,58
2,0,50525,Collin Morikawa,.884,62.796,71
3,0,34098,Russell Henley,.867,50.269,58
4,3,34363,Tyrrell Hatton,.694,23.589,34
5,-1,32839,Hideki Matsuyama,.690,42.111,61
6,0,29221,Webb Simpson,.640,32.663,51
7,3,46717,Viktor Hovland,.633,36.729,58
8,0,33419,Cameron Tringale,.632,33.513,53
9,0,25364,Paul Casey,.631,27.759,44
10,1,31323,Gary Woodland,.601,31.837,53
11,1,53165,Doc Redman,.584,40.912,70
12,1,39997,Corey Conners,.582,36.098,62
13,1,31646,Emiliano Grillo,.580,27.826,48
14,2,10809,Jim Furyk,.568,20.457,36
15,-10,45486,Joaquin Niemann,.562,36.501,65
16,3,29518,Brendan Steele,.539,30.157,56
17,0,30925,Dustin Johnson,.524,24.640,47
18,2,35450,Patrick Cantlay,.523,23.004,44
19,-4,28237,Rory McIlroy,.504,25.697,51
20,1,29974,Branden Grace,.501,16.525,33
21,-3,29725,Tony Finau,.497,29.302,59
22,0,22056,Cameron Percy,.482,15.903,33
23,0,36871,Matthew NeSmith,.473,25.525,54
24,0,25686,Jason Dufner,.472,26.442,56
25,5,34099,Harris English,.454,30.862,68
26,1,33122,Russell Knox,.449,21.992,49
27,1,25632,Jimmy Walker,.444,18.207,41
28,1,37189,Harold Varner III,.442,25.216,57
29,1,26476,Chez Reavie,.440,25.052,57
30,2,34563,Chesson Hadley,.437,20.093,46
31,3,27095,Nick Watney,.416,14.979,36
32,4,25900,Lucas Glover,.400,19.991,50
33,17,46046,Scottie Scheffler,.398,27.833,70
34,-1,40026,Daniel Berger,.396,22.178,56
35,3,35532,Tom Hoge,.389,25.643,66
36,4,26596,Ryan Moore,.370,12.591,34
37,-11,26851,Marc Leishman,.366,19.026,52
37,0,48081,Xander Schauffele,.366,22.299,61
39,3,30163,Henrik Norlander,.364,20.378,56
40,-5,23320,Ryan Palmer,.362,21.332,59
41,2,35449,Adam Long,.358,25.415,71
42,2,33204,Shane Lowry,.354,12.742,36
43,2,33141,Keegan Bradley,.351,19.980,57
44,2,34076,Joel Dahmen,.336,21.178,63
45,-5,45526,Abraham Ancer,.335,18.735,56
45,2,30110,Kyle Stanley,.335,14.397,43
47,1,34021,Bud Cauley,.322,18.700,58
47,1,36689,Brooks Koepka,.322,12.238,38
49,2,30692,Scott Stallings,.309,16.375,53
50,7,48822,Sebastián Muñoz,.308,24.005,78
51,1,45609,Tyler Duncan,.300,20.996,70
51,1,27129,Luke List,.300,17.708,59
53,2,24024,Zach Johnson,.287,15.485,54
54,1,46970,Jon Rahm,.283,16.154,57
55,3,12716,Charley Hoffman,.280,13.429,48
56,3,29908,C.T. Pan,.277,11.922,43
57,3,24502,Adam Scott,.268,8.039,30
58,-19,25396,Kevin Na,.267,15.780,59
59,2,33399,Adam Hadwin,.262,14.142,54
60,2,33948,Byeong Hun An,.256,15.341,60
61,3,24361,Pat Perez,.252,10.062,40
62,3,27214,Kevin Streelman,.250,14.246,57
63,3,33404,Chris Baker,.238,7.855,33
63,3,29926,Danny Lee,.238,13.089,55
65,-2,29478,Kevin Kisner,.234,13.091,56
66,2,22405,Justin Rose,.233,7.701,33
67,2,20229,Stewart Cink,.219,9.848,45
68,3,45157,Cam Davis,.213,9.811,46
69,3,25804,Bubba Watson,.208,11.838,57
70,3,36801,Mark Hubbard,.204,14.859,73
71,3,33120,Mark Anderson,.192,7.119,37
72,3,27936,Martin Laird,.187,5.434,29
73,3,21209,Sergio Garcia,.181,5.789,32
74,3,30944,Jason Kokrak,.168,8.575,51
75,3,37275,Sam Ryder,.154,8.616,56
76,-7,35310,Lanto Griffin,.152,12.141,80
77,2,32448,James Hahn,.150,4.058,27
78,3,24138,Ian Poulter,.137,5.196,38
79,3,25818,Scott Piercy,.134,6.721,50
80,3,46441,Robby Shelton,.127,7.233,57
81,3,25572,Graeme McDowell,.122,4.530,37
81,3,33667,Carlos Ortiz,.122,7.961,65
83,4,49960,Sepp Straka,.119,7.382,62
84,4,39977,Max Homa,.115,6.579,57
84,4,37455,Si Woo Kim,.115,6.896,60
86,4,46402,Talor Gooch,.113,8.445,75
87,4,27556,Ted Potter Jr.,.110,3.746,34
88,13,39971,Sungjae Im,.106,8.406,79
89,3,49964,Aaron Wise,.104,3.524,34
90,-10,34360,Patrick Reed,.102,6.639,65
91,2,32102,Rickie Fowler,.099,4.040,41
91,2,56278,Matthew Wolff,.099,6.208,63
93,2,27330,Josh Teater,.095,2.577,27
94,2,40098,Matt Fitzpatrick,.094,4.125,44
95,2,48045,Michael Gellerman,.088,2.639,30
96,2,31560,Brian Stuard,.083,5.288,64
97,2,34046,Jordan Spieth,.082,3.857,47
98,4,29268,Bronson Burgoon,.055,2.460,45
99,4,25493,Nick Taylor,.052,2.606,50
100,4,19803,Ryan Armour,.044,2.000,45
101,4,29970,Dylan Frittelli,.043,2.931,68
101,4,39953,Chase Seiffert,.043,1.531,36
103,4,27349,Alex Noren,.039,1.754,45
104,4,47128,Richy Werenski,.038,1.884,49
105,14,35891,Cameron Smith,.020,1.074,55
106,4,33413,Ben Martin,.016,.350,22
107,4,34255,Joseph Bramlett,.015,.583,39
108,4,23108,Matt Kuchar,.014,.680,49
108,4,40042,Tyler McCumber,.014,.532,38
110,4,32254,Xinjun Zhang,.005,.323,59
111,4,47347,Adam Schenk,.001,.072,55
112,4,27974,Sung Kang,.000,-.013,62
113,4,27644,Brian Harman,-.018,-1.288,71
114,-5,29420,Billy Horschel,-.033,-1.934,59
115,5,49766,Hank Lebioda,-.053,-2.157,41
