RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,47993,Denny McCarthy,.988,64.205,65
2,0,40098,Matt Fitzpatrick,.880,38.741,44
3,0,34256,Andrew Putnam,.841,26.925,32
4,3,35658,Kris Ventura,.694,19.419,28
5,1,25396,Kevin Na,.693,40.883,59
6,2,23108,Matt Kuchar,.687,33.651,49
6,2,24138,Ian Poulter,.687,26.094,38
8,7,35506,Mackenzie Hughes,.681,42.211,62
9,1,46442,Maverick McNealy,.663,38.465,58
10,-5,47959,Bryson DeChambeau,.658,40.776,62
11,0,36699,Patrick Rodgers,.657,49.285,75
12,1,34360,Patrick Reed,.599,38.938,65
13,-1,29221,Webb Simpson,.589,30.056,51
14,2,49771,J.T. Poston,.572,36.028,63
15,2,29478,Kevin Kisner,.559,31.283,56
16,3,51766,Wyndham Clark,.557,25.606,46
17,-3,40026,Daniel Berger,.526,29.450,56
18,0,34099,Harris English,.518,35.253,68
19,3,40009,Dominic Bozzelli,.500,12.003,24
20,1,30927,Brendon Todd,.498,37.342,75
21,3,47128,Richy Werenski,.485,23.741,49
22,-2,46970,Jon Rahm,.479,27.326,57
23,3,32640,Troy Merritt,.470,25.869,55
24,3,35461,Beau Hossler,.456,22.344,49
25,3,32757,Patton Kizzire,.453,21.313,47
26,3,30911,Tommy Fleetwood,.437,12.249,28
27,3,32618,Rhein Gibson,.432,14.703,34
28,-5,29420,Billy Horschel,.423,24.983,59
29,2,36801,Mark Hubbard,.413,30.154,73
30,2,47504,Sam Burns,.409,22.482,55
31,2,27349,Alex Noren,.400,17.987,45
32,2,24024,Zach Johnson,.369,19.906,54
33,24,48081,Xander Schauffele,.366,22.355,61
34,5,34363,Tyrrell Hatton,.365,12.403,34
35,0,29268,Bronson Burgoon,.363,16.336,45
36,0,29484,Peter Uihlein,.362,11.955,33
37,0,27649,Brandt Snedeker,.347,17.357,50
38,1,31323,Gary Woodland,.340,17.994,53
39,2,35310,Lanto Griffin,.336,26.841,80
40,2,34466,Peter Malnati,.333,15.634,47
41,-3,45526,Abraham Ancer,.328,18.354,56
42,3,46402,Talor Gooch,.313,23.477,75
43,3,27644,Brian Harman,.308,21.859,71
44,3,39953,Chase Seiffert,.300,10.792,36
45,3,23325,Vaughn Taylor,.294,12.948,44
46,-3,35891,Cameron Smith,.280,15.427,55
47,2,51894,Vince Whaley,.277,7.757,28
48,2,30925,Dustin Johnson,.271,12.722,47
49,3,24502,Adam Scott,.269,8.071,30
50,3,26329,Louis Oosthuizen,.258,10.314,40
51,3,22371,Aaron Baddeley,.256,9.487,37
52,3,24361,Pat Perez,.253,10.132,40
