RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
53,3,49960,Sepp Straka,.252,15.627,62
54,4,32139,Danny Willett,.239,7.659,32
55,-4,39971,Sungjae Im,.233,18.384,79
56,3,35449,Adam Long,.226,16.021,71
57,3,39546,Keith Mitchell,.220,11.020,50
58,3,35450,Patrick Cantlay,.219,9.642,44
59,3,29535,Brice Garnett,.218,9.807,45
60,3,32102,Rickie Fowler,.217,8.908,41
60,3,21961,Charles Howell III,.217,10.844,50
62,3,28089,Jason Day,.216,8.625,40
63,4,28775,Nate Lashley,.201,9.043,45
64,4,32366,Kevin Chappell,.198,6.339,32
65,4,48045,Michael Gellerman,.194,5.833,30
66,4,33399,Adam Hadwin,.185,9.974,54
67,4,32150,Michael Thompson,.181,10.137,56
68,5,46550,Brandon Hagy,.160,5.769,36
69,5,29725,Tony Finau,.140,8.246,59
69,6,39977,Max Homa,.140,7.965,57
71,5,27095,Nick Watney,.132,4.743,36
72,5,19846,Brian Gay,.129,6.473,50
73,5,29518,Brendan Steele,.126,7.045,56
74,5,56278,Matthew Wolff,.123,7.727,63
75,5,33490,Bo Hoag,.122,5.988,49
76,5,20229,Stewart Cink,.121,5.441,45
77,5,26758,David Hearn,.120,4.332,36
77,5,36871,Matthew NeSmith,.120,6.479,54
79,5,47347,Adam Schenk,.118,6.472,55
80,5,46435,Austin Cook,.115,5.532,48
81,5,31560,Brian Stuard,.114,7.289,64
82,5,28252,Seamus Power,.108,2.263,21
83,5,40058,Zac Blair,.103,5.163,50
84,5,33667,Carlos Ortiz,.095,6.195,65
85,5,27554,Scott Harrington,.088,4.760,54
86,5,32254,Xinjun Zhang,.087,5.153,59
87,5,33419,Cameron Tringale,.086,4.562,53
88,5,12716,Charley Hoffman,.085,4.087,48
89,5,33597,Harry Higgs,.080,5.492,69
90,5,26499,Rafa Cabrera Bello,.067,2.616,39
91,5,25804,Bubba Watson,.064,3.630,57
92,5,26300,Matt Jones,.061,3.895,64
93,5,27963,Chris Stroud,.058,2.104,36
94,6,34314,Sebastian Cappelen,.055,1.912,35
94,9,48822,Sebastián Muñoz,.055,4.319,78
96,5,34021,Bud Cauley,.052,3.019,58
97,5,35532,Tom Hoge,.046,3.031,66
98,6,26596,Ryan Moore,.033,1.107,34
99,6,33120,Mark Anderson,.027,.998,37
99,6,48887,Matt Wallace,.027,1.073,40
101,6,30692,Scott Stallings,.019,.992,53
102,6,33413,Ben Martin,.014,.316,22
103,6,28679,Fabián Gómez,.011,.430,39
104,6,45157,Cam Davis,.005,.211,46
105,6,34046,Jordan Spieth,.004,.168,47
106,6,48119,Ben Taylor,-.002,-.049,28
107,7,30163,Henrik Norlander,-.004,-.201,56
107,7,53165,Doc Redman,-.004,-.293,70
109,8,23621,Rory Sabbatini,-.015,-.743,50
110,9,22405,Justin Rose,-.025,-.830,33
111,9,22056,Cameron Percy,-.028,-.909,33
112,2,33448,Justin Thomas,-.031,-1.816,58
113,8,37275,Sam Ryder,-.035,-1.966,56
114,8,25493,Nick Taylor,-.043,-2.164,50
115,-17,46717,Viktor Hovland,-.048,-2.776,58
116,7,10809,Jim Furyk,-.052,-1.869,36
117,1,46046,Scottie Scheffler,-.053,-3.730,70
118,6,33486,Roger Sloan,-.060,-2.269,38
119,6,35230,Nelson Ledesma,-.062,-1.490,24
120,6,34076,Joel Dahmen,-.063,-3.975,63
121,6,34563,Chesson Hadley,-.065,-2.989,46
122,12,28237,Rory McIlroy,-.071,-3.618,51
123,6,37455,Si Woo Kim,-.079,-4.736,60
124,6,32448,James Hahn,-.083,-2.243,27
124,6,01810,Phil Mickelson,-.083,-3.167,38
126,6,27214,Kevin Streelman,-.084,-4.801,57
127,6,25349,Tim Wilkinson,-.085,-2.724,32
128,8,50525,Collin Morikawa,-.099,-7.044,71
129,6,32791,K.H. Lee,-.102,-5.508,54
130,7,29970,Dylan Frittelli,-.111,-7.570,68
131,7,39324,J.J. Spaun,-.123,-5.902,48
132,7,45609,Tyler Duncan,-.132,-9.207,70
133,7,56762,Will Gordon,-.145,-3.197,22
134,7,46441,Robby Shelton,-.152,-8.643,57
135,7,34255,Joseph Bramlett,-.155,-6.026,39
136,-8,52372,Cameron Champ,-.173,-10.539,61
137,6,32662,Michael Gligic,-.175,-5.966,34
138,6,34098,Russell Henley,-.188,-10.902,58
139,6,29926,Danny Lee,-.195,-10.725,55
140,6,25818,Scott Piercy,-.213,-10.626,50
141,7,37189,Harold Varner III,-.215,-12.233,57
142,7,31420,Anirban Lahiri,-.222,-5.097,23
142,7,25572,Graeme McDowell,-.222,-8.198,37
144,7,36689,Brooks Koepka,-.236,-8.952,38
145,7,31557,Jim Herman,-.240,-12.504,52
146,9,45486,Joaquin Niemann,-.242,-15.708,65
147,6,33449,Zack Sucher,-.253,-6.083,24
148,6,29479,Scott Brown,-.259,-12.932,50
149,10,26851,Marc Leishman,-.260,-13.496,52
150,-3,23320,Ryan Palmer,-.272,-16.031,59
151,5,30944,Jason Kokrak,-.282,-14.376,51
152,6,26476,Chez Reavie,-.291,-16.581,57
153,7,27974,Sung Kang,-.307,-19.028,62
154,8,52375,Doug Ghim,-.321,-8.979,28
155,8,30110,Kyle Stanley,-.323,-13.882,43
156,8,35617,Martin Trainer,-.325,-12.658,39
157,8,33410,Andrew Landry,-.341,-19.116,56
158,8,27064,Jhonattan Vegas,-.347,-12.830,37
159,8,32333,Kevin Tway,-.349,-12.211,35
159,8,25632,Jimmy Walker,-.349,-14.318,41
161,8,33122,Russell Knox,-.350,-17.172,49
162,8,29974,Branden Grace,-.352,-11.623,33
163,8,25900,Lucas Glover,-.356,-17.783,50
163,8,33204,Shane Lowry,-.356,-12.819,36
165,8,25364,Paul Casey,-.383,-16.858,44
166,8,19803,Ryan Armour,-.418,-18.804,45
167,8,23788,D.J. Trahan,-.457,-15.089,33
168,8,33404,Chris Baker,-.463,-15.286,33
169,8,27556,Ted Potter Jr.,-.468,-15.900,34
170,8,32839,Hideki Matsuyama,-.469,-28.613,61
171,8,49964,Aaron Wise,-.479,-16.288,34
172,8,27936,Martin Laird,-.497,-14.427,29
173,8,27942,Rob Oppenheim,-.499,-22.464,45
174,8,27129,Luke List,-.504,-29.741,59
175,8,35732,Wes Roach,-.505,-11.103,22
176,8,33948,Byeong Hun An,-.525,-31.506,60
177,8,49298,Kramer Hickok,-.534,-19.222,36
178,8,28420,Ryan Brehm,-.547,-17.514,32
179,8,21407,Arjun Atwal,-.548,-10.953,20
180,8,34431,Robert Streb,-.573,-18.343,32
181,8,39997,Corey Conners,-.603,-37.373,62
182,8,49766,Hank Lebioda,-.615,-25.205,41
183,8,28307,Matt Every,-.636,-26.070,41
184,8,25686,Jason Dufner,-.681,-38.160,56
185,8,33141,Keegan Bradley,-.683,-38.906,57
186,8,40042,Tyler McCumber,-.751,-28.548,38
187,8,21209,Sergio Garcia,-.754,-24.118,32
188,8,29908,C.T. Pan,-.767,-32.990,43
189,8,34213,Grayson Murray,-.770,-23.877,31
190,8,23623,Bo Van Pelt,-.783,-24.281,31
191,8,27330,Josh Teater,-.800,-21.589,27
192,8,31646,Emiliano Grillo,-.905,-43.454,48
193,8,24924,Bill Haas,-1.068,-36.320,34
