RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,26331,Charl Schwartzel,-.101
2,0,28237,Rory McIlroy,-.090
3,0,01810,Phil Mickelson,-.075
4,0,22405,Justin Rose,-.060
5,0,23541,Ben Crane,-.054
6,0,21209,Sergio Garcia,-.053
6,0,26329,Louis Oosthuizen,-.053
8,0,27330,Josh Teater,-.047
9,0,29926,Danny Lee,-.046
9,0,25804,Bubba Watson,-.046
11,0,29420,Billy Horschel,-.036
12,0,33122,Russell Knox,-.035
12,0,08793,Tiger Woods,-.035
14,0,23983,Luke Donald,-.033
15,0,29221,Webb Simpson,-.032
16,0,27120,Troy Matteson,-.026
17,0,20850,Daniel Chopra,-.021
18,0,30692,Scott Stallings,-.014
19,0,25632,Jimmy Walker,-.010
20,0,30925,Dustin Johnson,-.008
21,0,23548,Bill Lunde,E
21,0,30110,Kyle Stanley,E
23,0,23638,Brendon de Jonge,+.005
24,0,28089,Jason Day,+.009
24,0,01706,Davis Love III,+.009
26,0,27302,Garth Mulroy,+.010
27,0,26287,Roland Thatcher,+.014
28,0,29476,Kyle Reifers,+.018
29,0,28475,Jeff Overton,+.019
30,0,22371,Aaron Baddeley,+.024
31,0,30926,Chris Kirk,+.027
31,0,06527,Steve Stricker,+.027
33,0,10809,Jim Furyk,+.028
34,0,20848,Ángel Cabrera,+.029
34,0,21961,Charles Howell III,+.029
36,0,27141,J.B. Holmes,+.030
37,0,20574,Mathew Goggin,+.033
38,0,32334,Charlie Beljan,+.034
39,0,33141,Keegan Bradley,+.035
39,0,28307,Matt Every,+.035
41,0,25562,Andres Romero,+.038
42,0,23320,Ryan Palmer,+.039
43,0,25240,D.A. Points,+.041
44,0,20396,Lee Westwood,+.042
45,0,28455,Will Claxton,+.043
45,0,20104,Ken Duke,+.043
47,0,27649,Brandt Snedeker,+.044
48,0,26951,Johnson Wagner,+.046
49,0,25345,Carl Pettersson,+.047
50,0,27895,Jonas Blixt,+.050
50,0,20645,John Senden,+.050
52,0,34174,John Huh,+.052
53,0,01797,Rocco Mediate,+.053
54,0,24358,Robert Garrigus,+.055
54,0,23800,Bryce Molder,+.055
56,0,20229,Stewart Cink,+.056
56,0,27436,Graham DeLaet,+.056
56,0,21805,Harrison Frazar,+.056
56,0,25396,Kevin Na,+.056
60,0,29289,S.Y. Noh,+.057
61,0,32200,Roberto Castro,+.058
62,0,12716,Charley Hoffman,+.059
63,0,06522,Ernie Els,+.060
64,0,23542,Tommy Biershenk,+.061
65,0,31323,Gary Woodland,+.062
66,0,34099,Harris English,+.064
66,0,23623,Bo Van Pelt,+.064
68,0,11123,Chris Couch,+.066
69,0,24604,Hunter Haas,+.067
70,0,24846,Ricky Barnes,+.068
70,0,22378,Trevor Immelman,+.068
70,0,23621,Rory Sabbatini,+.068
73,0,24502,Adam Scott,+.069
74,0,27214,Kevin Streelman,+.070
75,0,24925,Jonathan Byrd,+.073
76,0,21350,Ryuji Imada,+.074
76,0,31558,J.J. Killeen,+.074
78,0,20593,Greg Chalmers,+.075
79,0,33120,Mark Anderson,+.076
79,0,25818,Scott Piercy,+.076
81,0,30944,Jason Kokrak,+.077
81,0,31202,William McGirt,+.077
81,0,24361,Pat Perez,+.077
81,0,30927,Brendon Todd,+.077
85,0,25686,Jason Dufner,+.079
85,0,08075,Jerry Kelly,+.079
87,0,20691,Greg Owen,+.080
88,0,06567,Vijay Singh,+.081
89,0,34021,Bud Cauley,+.082
90,0,29478,Kevin Kisner,+.083
91,0,28087,Kris Blanks,+.086
92,0,08725,Tom Gillis,+.087
92,0,23108,Matt Kuchar,+.087
92,0,27797,Derek Lamely,+.087
92,0,27933,John Merrick,+.087
96,0,27060,John Mallinger,+.088
96,0,25892,Steve Wheatcroft,+.088
98,0,24507,Jason Bohn,+.089
98,0,22913,John Rollins,+.089
100,0,20098,Stuart Appleby,+.091
101,0,27936,Martin Laird,+.092
102,0,26851,Marc Leishman,+.093
103,0,20766,Padraig Harrington,+.094
104,0,27095,Nick Watney,+.096
105,0,27064,Jhonattan Vegas,+.097
106,0,21878,Mark Wilson,+.098
107,0,28500,Martin Flores,+.100
108,0,29910,Blake Adams,+.102
108,0,01941,Tom Pernice Jr.,+.102
110,0,01766,Billy Mayfair,+.103
111,0,06573,Brandt Jobe,+.104
112,0,06004,Stephen Ames,+.105
112,0,25572,Graeme McDowell,+.105
114,0,23325,Vaughn Taylor,+.107
115,0,27556,Ted Potter Jr.,+.109
116,0,22621,Ben Curtis,+.110
117,0,01116,Michael Bradley,+.111
118,0,29479,Scott Brown,+.113
118,0,27974,Sung Kang,+.113
120,0,19846,Brian Gay,+.115
120,0,21528,Henrik Stenson,+.115
122,0,32698,Bobby Gates,+.116
123,0,29518,Brendan Steele,+.117
124,0,27466,Spencer Levin,+.118
125,0,20623,Gavin Coles,+.120
125,0,26758,David Hearn,+.120
127,0,01249,John Daly,+.122
127,0,30852,Ryo Ishikawa,+.122
129,0,35139,Richard Lee,+.126
130,0,26596,Ryan Moore,+.127
131,0,29222,Billy Hurley III,+.128
132,0,24924,Bill Haas,+.130
132,0,28308,Troy Kelly,+.130
134,0,26300,Matt Jones,+.131
135,0,22961,David Mathis,+.135
135,0,26289,Boo Weekley,+.135
137,0,22548,Patrick Sheehan,+.138
138,0,10860,Justin Leonard,+.139
139,0,23409,James Driscoll,+.140
139,0,24663,Y.E. Yang,+.140
141,0,12510,Chad Campbell,+.142
141,0,06034,Marco Dawson,+.142
141,0,20160,Charlie Wi,+.142
144,0,27644,Brian Harman,+.144
144,0,23788,D.J. Trahan,+.144
146,0,24490,George McNeill,+.146
147,0,28093,Miguel Angel Carballo,+.147
147,0,23718,Nathan Green,+.147
147,0,12782,Tim Herron,+.147
150,0,24140,Sean O'Hair,+.148
151,0,22046,Geoff Ogilvy,+.151
151,0,22582,Kyle Thompson,+.151
153,0,21753,Brian Davis,+.152
154,0,26679,Kevin Stadler,+.154
155,0,24138,Ian Poulter,+.155
156,0,28259,Sangmoon Bae,+.156
157,0,27770,Camilo Villegas,+.158
158,0,24781,Hunter Mahan,+.160
159,0,22348,Nick O'Hern,+.161
159,0,27963,Chris Stroud,+.161
161,0,26476,Chez Reavie,+.167
162,0,30750,Tommy Gainey,+.168
163,0,20572,Rod Pampling,+.172
164,0,19970,Robert Karlsson,+.174
165,0,21731,Freddie Jacobson,+.176
166,0,32102,Rickie Fowler,+.183
166,0,33419,Cameron Tringale,+.183
168,0,23353,J.J. Henry,+.184
169,0,10885,Robert Allenby,+.191
170,0,24940,Edward Loar,+.193
171,0,06036,Scott Dunlap,+.194
172,0,32366,Kevin Chappell,+.195
173,0,25834,Daniel Summerhays,+.196
174,0,24024,Zach Johnson,+.197
175,0,12652,Cameron Beckman,+.200
175,0,23135,Tim Clark,+.200
177,0,23903,Stephen Gangluff,+.208
178,0,01724,Jeff Maggert,+.213
179,0,01320,Bob Estes,+.216
180,0,02206,David Toms,+.221
181,0,20070,Matt Bettencourt,+.222
181,0,30711,Colt Knost,+.222
183,0,24494,Erik Compton,+.233
184,0,10213,Dicky Pride,+.235
185,0,24357,K.J. Choi,+.248
185,0,32150,Michael Thompson,+.248
187,0,06251,Chris DiMarco,+.268
188,0,25457,Alexandre Rocha,+.288
189,0,21407,Arjun Atwal,+.294
190,0,22293,Heath Slocum,+.302
191,0,23204,Gary Christian,+.318
