RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,10809,Jim Furyk,3.1,28,905,+0.071
2,0,35139,Richard Lee,4.0,32,795,+0.219
3,0,25804,Bubba Watson,4.2,30,709,+0.333
4,0,29910,Blake Adams,4.3,52,1222,+0.423
4,0,29420,Billy Horschel,4.3,29,667,+0.172
4,0,22582,Kyle Thompson,4.3,22,512,+0.409
7,0,27436,Graham DeLaet,4.5,44,983,+0.227
7,0,01766,Billy Mayfair,4.5,48,1075,+0.271
7,0,28237,Rory McIlroy,4.5,25,556,+0.280
7,0,24138,Ian Poulter,4.5,24,529,-0.042
11,0,22621,Ben Curtis,4.6,31,669,+0.161
11,0,27141,J.B. Holmes,4.6,49,1062,+0.204
11,0,08075,Jerry Kelly,4.6,47,1013,+0.319
11,0,30110,Kyle Stanley,4.6,45,973,+0.378
15,0,20848,Ángel Cabrera,4.7,24,511,+0.167
15,0,23135,Tim Clark,4.7,33,695,+0.242
17,0,21407,Arjun Atwal,4.8,44,914,+0.114
17,0,01249,John Daly,4.8,25,520,+0.360
17,0,24358,Robert Garrigus,4.8,49,1022,+0.102
17,0,08793,Tiger Woods,4.8,32,666,+0.031
21,0,24507,Jason Bohn,4.9,45,914,+0.156
21,0,25457,Alexandre Rocha,4.9,34,698,+0.088
21,0,22913,John Rollins,4.9,48,984,+0.229
21,0,22548,Patrick Sheehan,4.9,30,615,+0.267
25,0,33141,Keegan Bradley,5.0,49,985,+0.245
25,0,29221,Webb Simpson,5.0,46,917,+0.109
27,0,32334,Charlie Beljan,5.1,30,593,+0.333
27,0,20104,Ken Duke,5.1,64,1250,+0.406
27,0,01320,Bob Estes,5.1,46,897,+0.130
30,0,12652,Cameron Beckman,5.2,50,954,+0.240
30,0,10860,Justin Leonard,5.2,49,944,+0.347
30,0,25240,D.A. Points,5.2,58,1116,+0.259
30,0,22293,Heath Slocum,5.2,54,1043,+0.204
30,0,25834,Daniel Summerhays,5.2,49,946,+0.163
35,0,28089,Jason Day,5.3,34,643,+0.147
35,0,01941,Tom Pernice Jr.,5.3,38,715,+0.316
35,0,30692,Scott Stallings,5.3,50,937,+0.340
38,0,24024,Zach Johnson,5.4,55,1028,+0.218
38,0,30711,Colt Knost,5.4,50,929,+0.460
38,0,01706,Davis Love III,5.4,39,719,+0.026
38,0,27060,John Mallinger,5.4,47,871,+0.149
42,0,21753,Brian Davis,5.5,60,1095,+0.183
42,0,25686,Jason Dufner,5.5,49,886,+0.163
42,0,30925,Dustin Johnson,5.5,40,725,+0.350
42,0,30944,Jason Kokrak,5.5,52,945,+0.212
42,0,23800,Bryce Molder,5.5,54,986,+0.222
42,0,25396,Kevin Na,5.5,50,904,+0.400
42,0,21528,Henrik Stenson,5.5,32,583,+0.281
42,0,27770,Camilo Villegas,5.5,55,1008,+0.273
42,0,25892,Steve Wheatcroft,5.5,32,586,+0.313
42,0,20160,Charlie Wi,5.5,55,1004,+0.273
52,0,11123,Chris Couch,5.6,42,745,+0.238
52,0,32102,Rickie Fowler,5.6,51,914,+0.039
52,0,21209,Sergio Garcia,5.6,34,609,+0.206
52,0,22348,Nick O'Hern,5.6,52,935,+0.250
52,0,27214,Kevin Streelman,5.6,60,1066,+0.250
52,0,30927,Brendon Todd,5.6,48,864,+0.188
58,0,24604,Hunter Haas,5.7,41,721,+0.317
58,0,34174,John Huh,5.7,68,1185,+0.426
58,0,01797,Rocco Mediate,5.7,46,805,+0.326
58,0,10213,Dicky Pride,5.7,39,680,+0.077
58,0,27064,Jhonattan Vegas,5.7,54,951,+0.259
63,0,28455,Will Claxton,5.8,69,1192,+0.101
63,0,20623,Gavin Coles,5.8,46,793,+0.348
63,0,33122,Russell Knox,5.8,45,778,+0.333
63,0,26331,Charl Schwartzel,5.8,32,552,+0.125
63,0,06567,Vijay Singh,5.8,65,1125,+0.046
63,0,27330,Josh Teater,5.8,66,1146,+0.364
63,0,20396,Lee Westwood,5.8,32,555,+0.406
63,0,31323,Gary Woodland,5.8,42,725,+0.214
71,0,24846,Ricky Barnes,5.9,67,1138,+0.254
71,0,23541,Ben Crane,5.9,51,861,+0.275
71,0,06036,Scott Dunlap,5.9,38,641,+0.211
71,0,27933,John Merrick,5.9,59,995,+0.305
71,0,25818,Scott Piercy,5.9,70,1178,-0.057
71,0,26679,Kevin Stadler,5.9,57,972,+0.281
71,0,29518,Brendan Steele,5.9,53,898,+0.302
78,0,06004,Stephen Ames,6.0,32,537,+0.406
78,0,24357,K.J. Choi,6.0,47,784,+0.213
78,0,23204,Gary Christian,6.0,63,1044,+0.302
78,0,08725,Tom Gillis,6.0,57,956,+0.386
78,0,20574,Mathew Goggin,6.0,46,763,+0.152
78,0,26758,David Hearn,6.0,73,1219,+0.110
78,0,22961,David Mathis,6.0,58,960,+0.362
78,0,23320,Ryan Palmer,6.0,59,983,+0.203
78,0,27556,Ted Potter Jr.,6.0,51,851,+0.216
78,0,32150,Michael Thompson,6.0,54,893,+0.167
88,0,24925,Jonathan Byrd,6.1,47,775,+0.191
88,0,06251,Chris DiMarco,6.1,61,999,+0.180
88,0,20766,Padraig Harrington,6.1,38,619,+0.316
88,0,27302,Garth Mulroy,6.1,39,636,+0.051
88,0,28475,Jeff Overton,6.1,78,1274,+0.321
88,0,23623,Bo Van Pelt,6.1,55,900,+0.218
