RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,27129,Luke List,7,1054,3
2,0,29720,Andres Gonzales,4,744,3
2,0,26851,Marc Leishman,4,1002,0
4,0,33141,Keegan Bradley,3,1102,3
4,0,25364,Paul Casey,3,980,2
4,0,27436,Graham DeLaet,3,822,2
4,0,28307,Matt Every,3,760,3
4,0,32102,Rickie Fowler,3,832,1
4,0,33399,Adam Hadwin,3,1049,3
4,0,12716,Charley Hoffman,3,1167,2
4,0,33461,Morgan Hoffmann,3,961,3
4,0,27141,J.B. Holmes,3,823,1
4,0,27936,Martin Laird,3,887,3
4,0,32839,Hideki Matsuyama,3,822,2
4,0,25198,Francesco Molinari,3,778,2
4,0,25396,Kevin Na,3,896,1
4,0,29476,Kyle Reifers,3,945,2
4,0,48081,Xander Schauffele,3,1023,2
4,0,29518,Brendan Steele,3,906,3
4,0,33448,Justin Thomas,3,862,1
4,0,37189,Harold Varner III,3,1074,3
4,0,26289,Boo Weekley,3,792,2
23,0,40026,Daniel Berger,2,944,2
23,0,40058,Zac Blair,2,1073,2
23,0,40009,Dominic Bozzelli,2,699,1
23,0,28420,Ryan Brehm,2,843,2
23,0,48084,Wesley Bryan,2,998,0
23,0,32366,Kevin Chappell,2,963,1
23,0,47959,Bryson DeChambeau,2,978,1
23,0,35110,Brett Drewitt,2,569,2
23,0,25686,Jason Dufner,2,904,2
23,0,29725,Tony Finau,2,1133,2
23,0,32448,James Hahn,2,1035,0
23,0,27644,Brian Harman,2,1090,1
23,0,36801,Mark Hubbard,2,807,2
23,0,37454,Whee Kim,2,784,2
23,0,35879,Kelly Kraft,2,776,1
23,0,46732,Rick Lamb,2,542,1
23,0,35300,Andrew Loupe,2,561,1
23,0,29461,Jamie Lovemark,2,1038,2
23,0,24781,Hunter Mahan,2,763,2
23,0,28237,Rory McIlroy,2,526,1
23,0,01810,Phil Mickelson,2,865,2
23,0,26596,Ryan Moore,2,855,2
23,0,22046,Geoff Ogilvy,2,787,1
23,0,24361,Pat Perez,2,975,1
23,0,25240,D.A. Points,2,733,2
23,0,28252,Seamus Power,2,869,1
23,0,35891,Cameron Smith,2,871,1
23,0,34046,Jordan Spieth,2,867,2
23,0,33418,Shawn Stefani,2,742,1
23,0,29485,Brett Stegmaier,2,828,0
23,0,25834,Daniel Summerhays,2,1017,2
23,0,25493,Nick Taylor,2,1025,1
55,0,33948,Byeong Hun An,1,768,0
55,0,24846,Ricky Barnes,1,993,1
55,0,12510,Chad Campbell,1,1062,1
55,0,20593,Greg Chalmers,1,767,1
55,0,23983,Luke Donald,1,525,1
55,0,06522,Ernie Els,1,562,0
55,0,30191,Julián Etulain,1,681,1
55,0,31416,Derek Fathauer,1,813,1
55,0,25191,Gonzalo Fernandez-Castaño,1,603,1
55,0,28500,Martin Flores,1,883,1
55,0,10809,Jim Furyk,1,541,1
55,0,21209,Sergio Garcia,1,686,0
55,0,28679,Fabián Gómez,1,642,1
55,0,20157,Retief Goosen,1,492,1
55,0,39954,Cody Gribble,1,839,0
55,0,31646,Emiliano Grillo,1,940,0
55,0,24924,Bill Haas,1,928,1
55,0,46550,Brandon Hagy,1,839,1
55,0,26758,David Hearn,1,923,0
55,0,34098,Russell Henley,1,1068,0
55,0,35532,Tom Hoge,1,495,1
55,0,21961,Charles Howell III,1,896,0
55,0,35506,Mackenzie Hughes,1,1133,1
55,0,34174,John Huh,1,962,1
55,0,29222,Billy Hurley III,1,871,0
55,0,30925,Dustin Johnson,1,763,0
55,0,24024,Zach Johnson,1,844,1
55,0,26300,Matt Jones,1,613,0
55,0,27974,Sung Kang,1,1115,0
55,0,39975,Michael Kim,1,986,0
55,0,30926,Chris Kirk,1,887,1
55,0,36689,Brooks Koepka,1,878,0
55,0,27466,Spencer Levin,1,923,1
55,0,37278,Nicholas Lindheim,1,600,1
55,0,31202,William McGirt,1,911,0
55,0,46601,Trey Mullinax,1,885,0
55,0,48822,Sebastián Muñoz,1,531,1
55,0,24140,Sean O'Hair,1,914,0
55,0,20572,Rod Pampling,1,773,1
55,0,22056,Cameron Percy,1,707,0
55,0,25345,Carl Pettersson,1,637,1
55,0,24138,Ian Poulter,1,740,0
55,0,23497,Tag Ridings,1,636,1
55,0,22405,Justin Rose,1,697,1
55,0,29223,Sam Saunders,1,755,0
55,0,26331,Charl Schwartzel,1,650,0
55,0,29221,Webb Simpson,1,1087,0
55,0,39324,J.J. Spaun,1,933,0
55,0,30692,Scott Stallings,1,847,1
55,0,34431,Robert Streb,1,1044,1
55,0,27214,Kevin Streelman,1,945,1
55,0,23325,Vaughn Taylor,1,920,0
55,0,33419,Cameron Tringale,1,899,0
55,0,27064,Jhonattan Vegas,1,982,0
55,0,27770,Camilo Villegas,1,786,1
55,0,26951,Johnson Wagner,1,686,1
55,0,25349,Tim Wilkinson,1,629,1
55,0,31323,Gary Woodland,1,967,0
