RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
143,0,12510,Chad Campbell,19.07,333,1746
144,0,24846,Ricky Barnes,19.02,315,1656
145,0,28093,Miguel Angel Carballo,19.01,195,1026
146,0,27095,Nick Watney,19.00,236,1242
147,0,29420,Billy Horschel,18.99,294,1548
148,0,35879,Kelly Kraft,18.94,242,1278
149,0,34174,John Huh,18.88,299,1584
150,0,33120,Mark Anderson,18.80,176,936
151,0,29485,Brett Stegmaier,18.79,257,1368
152,0,23541,Ben Crane,18.78,267,1422
152,0,26951,Johnson Wagner,18.78,213,1134
154,0,26329,Louis Oosthuizen,18.73,209,1116
155,0,22986,Søren Kjeldsen,18.71,165,882
155,0,31560,Brian Stuard,18.71,293,1566
157,0,35110,Brett Drewitt,18.66,178,954
158,0,25191,Gonzalo Fernandez-Castaño,18.65,188,1008
159,0,40058,Zac Blair,18.63,332,1782
160,0,30852,Ryo Ishikawa,18.55,187,1008
161,0,20593,Greg Chalmers,18.54,237,1278
162,0,26758,David Hearn,18.43,282,1530
163,0,31202,William McGirt,18.41,275,1494
164,0,36699,Patrick Rodgers,18.39,245,1332
165,0,25345,Carl Pettersson,18.27,194,1062
166,0,29974,Branden Grace,18.25,207,1134
167,0,24781,Hunter Mahan,18.08,231,1278
168,0,23320,Ryan Palmer,18.03,172,954
169,0,25720,Chad Collins,17.92,200,1116
169,0,20104,Ken Duke,17.92,229,1278
171,0,32150,Michael Thompson,17.86,180,1008
172,0,35300,Andrew Loupe,17.84,167,936
173,0,29908,C.T. Pan,17.83,276,1548
174,0,23983,Luke Donald,17.82,154,864
175,0,22046,Geoff Ogilvy,17.75,230,1296
176,0,24357,K.J. Choi,17.59,209,1188
177,0,37455,Si Woo Kim,17.56,237,1350
178,0,36801,Mark Hubbard,17.49,233,1332
178,0,25892,Steve Wheatcroft,17.49,148,846
180,0,20572,Rod Pampling,17.45,223,1278
181,0,23800,Bryce Molder,17.42,232,1332
182,0,27466,Spencer Levin,17.39,266,1530
183,0,20472,Alex Cejka,17.24,239,1386
184,0,10809,Jim Furyk,17.21,158,918
185,0,23353,J.J. Henry,17.05,264,1548
186,0,29476,Kyle Reifers,16.79,266,1584
187,0,32200,Roberto Castro,16.75,205,1224
188,0,06522,Ernie Els,16.13,151,936
189,0,24507,Jason Bohn,15.57,199,1278
190,0,25274,Steven Bowditch,13.43,133,990
