RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,01385,Jim Gallagher Jr.,728286
2,0,01378,David Frost,637117
3,0,01876,Greg Norman,541317
4,0,02133,Craig Stadler,460161
5,0,01042,Paul Azinger,452487
6,0,01014,Fulton Allem,447965
7,0,01810,Phil Mickelson,370327
8,0,01553,John Huston,363766
9,0,01161,Mark Calcavecchia,347661
10,0,01706,Davis Love III,345315
11,0,02099,Scott Simpson,313396
12,0,01457,Jay Haas,306331
13,0,01766,Billy Mayfair,301677
14,0,01823,Larry Mize,294091
15,0,01724,Jeff Maggert,289760
16,0,06567,Vijay Singh,280750
17,0,01306,David Edwards,269020
18,0,01226,Fred Couples,264258
19,0,01320,Bob Estes,243663
20,0,01968,Nick Price,242678
21,0,01313,Steve Elkington,200482
22,0,01331,Rick Fehr,191653
23,0,02146,Payne Stewart,170007
24,0,06090,Jim McGovern,167098
25,0,01771,Blaine McCallister,164830
26,0,01633,Tom Kite,162710
27,0,01837,Gil Morgan,162270
28,0,06012,Greg Kraft,162137
29,0,01928,Corey Pavin,159256
30,0,02322,Richard Zokol,155564
31,0,01557,John Inman,144705
32,0,01418,Bill Glasson,141475
33,0,01510,Nolan Henke,136963
34,0,01143,Brad Bryant,136352
35,0,01797,Rocco Mediate,133175
36,0,01527,Scott Hoch,130907
37,0,01096,Phil Blackmar,127007
38,0,01577,Lee Janzen,125345
39,0,01701,Bob Lohr,123590
40,0,02321,Fuzzy Zoeller,121684
41,0,01024,Billy Andrade,117526
42,0,01329,Brad Faxon,111687
43,0,02267,D.A. Weibring,110154
44,0,01444,Ken Green,109710
45,0,01891,David Ogrin,108601
46,0,01559,Hale Irwin,107013
47,0,01326,Nick Faldo,105000
48,0,02256,Tom Watson,101868
49,0,01690,Bruce Lietzke,101693
50,0,02223,Bob Tway,100990
51,0,01219,John Cook,100723
52,0,01677,Tom Lehman,97628
53,0,02255,Denis Watson,97562
54,0,01098,Jay Don Blake,96395
55,0,01920,Craig Parry,96206
56,0,02067,Ted Schulz,93085
57,0,01072,Chip Beck,91399
58,0,06575,Dudley Hart,90520
59,0,01755,Dick Mast,85583
60,0,01607,Brian Kamm,83492
61,0,01926,Steve Pate,79222
62,0,01203,Russ Cochran,76784
63,0,02010,Loren Roberts,76417
64,0,02245,Grant Waite,75630
65,0,01468,Gary Hallberg,75607
66,0,02294,Willie Wood,73866
67,0,01619,Skip Kendall,70607
68,0,01132,Mark Brooks,70448
69,0,01288,Ed Dougherty,69917
70,0,02218,Ted Tryba,68548
71,0,01381,Fred Funk,68033
