RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PLAYOFF POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
1,0,27770,Camilo Villegas,62.42,28400,45500,2,3
2,0,06567,Vijay Singh,58.46,26601,45500,2,2
3,0,21209,Sergio Garcia,47.09,21425,45500,0,3
4,0,10423,Mike Weir,37.38,17008,45500,0,3
5,0,29718,Anthony Kim,34.44,15669,45500,0,2
6,0,10809,Jim Furyk,33.91,15430,45500,0,3
7,0,22621,Ben Curtis,30.44,13852,45500,0,2
8,0,06595,Kevin Sutherland,30.39,13828,45500,0,1
9,0,06575,Dudley Hart,30.38,13821,45500,0,2
10,0,10860,Justin Leonard,29.15,13263,45500,0,3
11,0,24357,K.J. Choi,28.67,13046,45500,0,2
12,0,01810,Phil Mickelson,28.46,12951,45500,0,1
13,0,27214,Kevin Streelman,26.20,8646,33000,0,1
14,0,12782,Tim Herron,25.77,8506,33000,0,1
15,0,06522,Ernie Els,25.71,11700,45500,0,2
16,0,24781,Hunter Mahan,25.07,11409,45500,0,1
17,0,20104,Ken Duke,24.82,11292,45500,0,1
18,0,06527,Steve Stricker,24.35,11081,45500,0,1
19,0,20848,Ángel Cabrera,23.77,7845,33000,0
20,0,22378,Trevor Immelman,23.41,10653,45500,0,1
21,0,27936,Martin Laird,23.28,7683,33000,0,1
22,0,20098,Stuart Appleby,23.24,10575,45500,0,1
23,0,23135,Tim Clark,23.05,10490,45500,0,1
24,0,01766,Billy Mayfair,22.72,10339,45500,0,1
25,0,02239,Scott Verplank,22.32,7367,33000,0
26,0,25900,Lucas Glover,21.71,7165,33000,0
27,0,07749,Brett Quigley,21.32,4690,22000,0
28,0,10885,Robert Allenby,21.21,9651,45500,0
29,0,12660,Jesper Parnevik,21.16,4654,22000,0
30,0,26420,Richard Johnson,20.92,4602,22000,0
31,0,25345,Carl Pettersson,20.87,9494,45500,0
32,0,25804,Bubba Watson,20.69,9413,45500,0
33,0,23048,Eric Axley,20.42,6740,33000,0
34,0,21878,Mark Wilson,20.31,6701,33000,0
35,0,23353,J.J. Henry,20.27,4460,22000,0
36,0,12602,Dean Wilson,20.25,6683,33000,0
37,0,06197,Michael Allen,20.23,4452,22000,0
38,0,20645,John Senden,20.20,6667,33000,0
39,0,28089,Jason Day,19.99,4399,22000,0
40,0,01948,Tim Petrovic,19.95,4390,22000,0
41,0,27649,Brandt Snedeker,19.88,6562,33000,0
42,0,12716,Charley Hoffman,19.87,6557,33000,0
42,0,27933,John Merrick,19.87,6557,33000,0
44,0,21753,Brian Davis,19.74,6515,33000,0
45,0,10425,Jay Williamson,19.67,6491,33000,0
46,0,24925,Jonathan Byrd,19.66,6489,33000,0
47,0,20498,Briny Baird,19.58,8909,45500,0
48,0,28475,Jeff Overton,19.53,4296,22000,0
49,0,23623,Bo Van Pelt,19.32,4250,22000,0
50,0,20229,Stewart Cink,19.30,8782,45500,0
51,0,23788,D.J. Trahan,19.29,8778,45500,0,1
52,0,20160,Charlie Wi,19.27,6360,33000,0
53,0,27060,John Mallinger,19.22,6343,33000,0
54,0,23320,Ryan Palmer,19.19,4223,22000,0
55,0,24924,Bill Haas,19.15,4212,22000,0
56,0,24227,Justin Bolli,19.14,4210,22000,0
57,0,11032,Frank Lickliter II,19.12,4206,22000,0
58,0,20574,Mathew Goggin,19.02,6277,33000,0,1
59,0,01945,Kenny Perry,18.88,8590,45500,0
60,0,25562,Andres Romero,18.58,8453,45500,0
61,0,06004,Stephen Ames,18.00,5940,33000,0,1
62,0,12510,Chad Campbell,17.83,8112,45500,0,1
63,0,21350,Ryuji Imada,17.48,7953,45500,0
64,0,28158,Steve Marino,17.32,5714,33000,0,1
65,0,28780,Nicholas Thompson,16.99,5606,33000,0,1
66,0,23541,Ben Crane,16.73,5520,33000,0,1
67,0,21731,Freddie Jacobson,16.22,5353,33000,0,1
68,0,22371,Aaron Baddeley,16.20,5345,33000,0,1
69,0,25364,Paul Casey,15.70,3455,22000,0,1
70,0,19846,Brian Gay,15.31,5053,33000,0
71,0,22293,Heath Slocum,14.93,4926,33000,0
72,0,26951,Johnson Wagner,14.83,4893,33000,0
73,0,08075,Jerry Kelly,14.29,4715,33000,0
74,0,01035,Tommy Armour III,14.28,4711,33000,0
75,0,26289,Boo Weekley,14.20,4688,33000,0
76,0,27141,J.B. Holmes,14.14,4666,33000,0
77,0,23621,Rory Sabbatini,13.78,4547,33000,0
78,0,01142,Bart Bryant,13.50,4455,33000,0
79,0,22046,Geoff Ogilvy,13.45,4438,33000,0
80,0,26476,Chez Reavie,13.26,4376,33000,0
81,0,07867,Woody Austin,13.05,4305,33000,0
82,0,24502,Adam Scott,12.79,4220,33000,0
83,0,07457,Steve Flesch,12.61,2775,22000,0
84,0,24361,Pat Perez,11.36,2500,22000,0
85,0,08931,Glen Day,10.89,2396,22000,0
85,0,22548,Patrick Sheehan,10.89,2396,22000,0
87,0,24490,George McNeill,10.38,2284,22000,0
87,0,25396,Kevin Na,10.38,2284,22000,0
89,0,22913,John Rollins,10.00,2200,22000,0
90,0,10585,Scott McCarron,9.78,2151,22000,0
90,0,22348,Nick O'Hern,9.78,2151,22000,0
92,0,01577,Lee Janzen,9.66,2124,22000,0
93,0,01941,Tom Pernice Jr.,9.61,2115,22000,0
94,0,23614,Rich Beem,9.60,2112,22000,0
94,0,01313,Steve Elkington,9.60,2112,22000,0
96,0,27095,Nick Watney,9.58,2108,22000,0
97,0,01797,Rocco Mediate,9.55,2100,22000,0
98,0,06643,Paul Goydos,9.54,2098,22000,0
99,0,20634,Peter Lonard,9.52,2095,22000,0
100,0,26596,Ryan Moore,9.51,2092,22000,0
101,0,21961,Charles Howell III,9.48,2086,22000,0
101,0,01928,Corey Pavin,9.48,2086,22000,0
103,0,20766,Padraig Harrington,6.40,2113,33000,0
