RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
1,0,12393,Rodney Butcher,93' 4",Turning Stone,2,17 - Par 4
2,0,28475,Jeff Overton,92' 4",FBR Open,3,17 - Par 4
3,0,11032,Frank Lickliter II,87' 4",Travelers Champ,2,1 - Par 4 -
4,0,30711,Colt Knost,83' 9",Canadian Open,1,16 - Par 5
5,0,20572,Rod Pampling,82' 9",AT&T National,3,14 - Par 4
7,0,22913,John Rollins,79' 7",Quail Hollow,2,18 - Par 4
8,0,08075,Jerry Kelly,78' 7",Deutsche Bank,3,6 - Par 4 -
9,0,26497,Casey Wittenberg,77' 5",50th Bob Hope,3,18 - Par 5
10,0,06527,Steve Stricker,76' 5",THE TOUR Champ,3,5 - Par 4 -
11,0,20686,Jeev Milkha Singh,73' 7",J. Timberlake,1,8 - Par 3 -
12,0,22293,Heath Slocum,73' 3",Arnold Palmer,3,9 - Par 4 -
13,0,02206,David Toms,73' 0",Shell Houston,1,7 - Par 3 -
14,0,27936,Martin Laird,71' 10",Zurich Classic,4,3 - Par 3 -
15,0,24361,Pat Perez,70' 8",WGC-CA Champ,4,18 - Par 4
16,0,21949,Joe Ogilvie,69' 6",Frys.com Open,1,12 - Par 4
17,0,01381,Fred Funk,68' 11",THE PLAYERS,3,8 - Par 3 -
18,0,26420,Richard Johnson,68' 10",Quail Hollow,1,16 - Par 4
19,0,01797,Rocco Mediate,68' 7",FBR Open,3,17 - Par 4
20,0,06567,Vijay Singh,68' 6",Memorial Tourn,1,1 - Par 4 -
21,0,28237,Rory McIlroy,68' 5",Shell Houston,1,5 - Par 4 -
22,0,01313,Steve Elkington,67' 9",FBR Open,1,17 - Par 4
23,0,24781,Hunter Mahan,67' 0",Memorial Tourn,3,13 - Par 4
24,0,23718,Nathan Green,66' 6",J. Timberlake,1,10 - Par 4
25,0,01473,Todd Hamilton,66' 5",Zurich Classic,1,17 - Par 3
26,0,25396,Kevin Na,66' 3",FBR Open,2,9 - Par 4 -
27,0,08339,Spike McRoy,66' 1",Reno-Tahoe Open,1,4 - Par 5 -
28,0,23108,Matt Kuchar,66' 0",FBR Open,1,5 - Par 4 -
29,0,23623,Bo Van Pelt,65' 1",THE PLAYERS,2,11 - Par 5
30,0,06012,Greg Kraft,65' 0",AT&T National,1,1 - Par 4 -
31,0,27933,John Merrick,64' 7",Sony Open,1,17 - Par 3
32,0,24358,Robert Garrigus,64' 3",Wyndham Champ.,2,12 - Par 3
33,0,27408,Martin Kaymer,64' 1",Memorial Tourn,3,1 - Par 4 -
35,0,10585,Scott McCarron,64' 0",St. Jude,1,9 - Par 4 -
