RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,22371,Aaron Baddeley,43.93,514,1170
2,0,24449,Parker McLachlin,43.90,561,1278
3,0,23983,Luke Donald,43.86,600,1368
4,0,29221,Webb Simpson,43.85,742,1692
5,0,01329,Brad Faxon,43.79,465,1062
5,0,21949,Joe Ogilvie,43.79,670,1530
7,0,23108,Matt Kuchar,42.89,633,1476
8,0,10423,Mike Weir,42.79,647,1512
9,0,29718,Anthony Kim,42.49,566,1332
10,0,20766,Padraig Harrington,42.48,497,1170
11,0,20850,Daniel Chopra,42.38,679,1602
12,0,24361,Pat Perez,42.36,549,1296
13,0,24138,Ian Poulter,42.26,426,1008
14,0,21350,Ryuji Imada,42.16,645,1530
15,0,06527,Steve Stricker,42.12,599,1422
16,0,23135,Tim Clark,41.74,586,1404
17,0,08793,Tiger Woods,41.58,464,1116
18,0,23541,Ben Crane,41.46,694,1674
19,0,19846,Brian Gay,41.38,715,1728
20,0,01320,Bob Estes,41.31,580,1404
21,0,10809,Jim Furyk,41.16,615,1494
22,0,20157,Retief Goosen,41.10,540,1314
23,0,20160,Charlie Wi,41.00,679,1656
24,0,20070,Matt Bettencourt,40.82,720,1764
24,0,22046,Geoff Ogilvy,40.82,529,1296
26,0,25396,Kevin Na,40.72,667,1638
27,0,01941,Tom Pernice Jr.,40.65,600,1476
28,0,06004,Stephen Ames,40.59,548,1350
29,0,25190,Jeff Quinney,40.53,569,1404
30,0,10585,Scott McCarron,40.48,663,1638
31,0,01948,Tim Petrovic,40.44,706,1746
32,0,01810,Phil Mickelson,40.30,457,1134
33,0,24490,George McNeill,40.24,594,1476
34,0,21731,Freddie Jacobson,40.16,600,1494
34,0,28475,Jeff Overton,40.16,665,1656
36,0,07867,Woody Austin,40.15,607,1512
36,0,12716,Charley Hoffman,40.15,701,1746
38,0,01707,Steve Lowery,40.09,599,1494
39,0,21753,Brian Davis,40.08,743,1854
40,0,24024,Zach Johnson,40.04,663,1656
41,0,25900,Lucas Glover,40.02,670,1674
42,0,10860,Justin Leonard,39.93,654,1638
42,0,01945,Kenny Perry,39.93,654,1638
44,0,24781,Hunter Mahan,39.86,660,1656
45,0,22405,Justin Rose,39.84,502,1260
46,0,20848,Ángel Cabrera,39.81,387,972
47,0,23718,Nathan Green,39.74,744,1872
48,0,27649,Brandt Snedeker,39.64,578,1458
49,0,01161,Mark Calcavecchia,39.51,512,1296
50,0,12782,Tim Herron,39.46,618,1566
51,0,10117,Bob Heintz,39.36,418,1062
52,0,23320,Ryan Palmer,39.32,552,1404
53,0,20572,Rod Pampling,39.28,502,1278
54,0,26695,Michael Letzig,39.18,677,1728
55,0,21805,Harrison Frazar,39.07,654,1674
56,0,25345,Carl Pettersson,38.95,603,1548
57,0,22621,Ben Curtis,38.89,434,1116
57,0,25804,Bubba Watson,38.89,511,1314
59,0,02214,Kirk Triplett,38.80,419,1080
60,0,26596,Ryan Moore,38.76,621,1602
60,0,27095,Nick Watney,38.76,600,1548
62,0,07457,Steve Flesch,38.74,537,1386
63,0,23048,Eric Axley,38.73,495,1278
64,0,21878,Mark Wilson,38.72,690,1782
65,0,09011,David Duval,38.69,390,1008
65,0,30925,Dustin Johnson,38.69,585,1512
65,0,25562,Andres Romero,38.69,397,1026
68,0,20104,Ken Duke,38.57,604,1566
69,0,12602,Dean Wilson,38.55,562,1458
70,0,06595,Kevin Sutherland,38.48,658,1710
71,0,06522,Ernie Els,38.47,457,1188
72,0,23778,Brad Adamonis,38.41,484,1260
73,0,24140,Sean O'Hair,38.38,525,1368
74,0,06251,Chris DiMarco,38.37,670,1746
74,0,26420,Richard Johnson,38.37,587,1530
76,0,24503,Jeff Klauk,38.32,669,1746
77,0,23623,Bo Van Pelt,38.28,689,1800
78,0,08075,Jerry Kelly,38.27,620,1620
79,0,23325,Vaughn Taylor,38.26,606,1584
80,0,26301,James Nitties,38.24,592,1548
81,0,27141,J.B. Holmes,38.21,509,1332
81,0,27060,John Mallinger,38.21,619,1620
83,0,25686,Jason Dufner,38.15,618,1620
84,0,22961,David Mathis,38.14,563,1476
85,0,23621,Rory Sabbatini,38.13,549,1440
86,0,20229,Stewart Cink,38.05,500,1314
87,0,22913,John Rollins,38.04,630,1656
88,0,20127,Chris Riley,38.02,527,1386
89,0,06643,Paul Goydos,37.97,540,1422
90,0,01226,Fred Couples,37.86,368,972
91,0,12705,Cliff Kresge,37.75,530,1404
92,0,26498,Matt Weibring,37.69,441,1170
93,0,27770,Camilo Villegas,37.67,495,1314
94,0,24924,Bill Haas,37.61,616,1638
94,0,25632,Jimmy Walker,37.61,501,1332
96,0,21209,Sergio Garcia,37.55,392,1044
96,0,23548,Bill Lunde,37.55,561,1494
98,0,01577,Lee Janzen,37.54,500,1332
99,0,22348,Nick O'Hern,37.53,608,1620
100,0,02239,Scott Verplank,37.50,594,1584
101,0,20593,Greg Chalmers,37.45,573,1530
102,0,28089,Jason Day,37.43,411,1098
103,0,26951,Johnson Wagner,37.38,545,1458
104,0,02206,David Toms,37.24,657,1764
105,0,24663,Y.E. Yang,37.22,556,1494
106,0,01473,Todd Hamilton,37.08,554,1494
107,0,27683,Leif Olson,37.04,340,918
108,0,01706,Davis Love III,36.97,579,1566
109,0,28780,Nicholas Thompson,36.92,638,1728
110,0,07223,Brian Bateman,36.77,364,990
111,0,26851,Marc Leishman,36.75,602,1638
112,0,20098,Stuart Appleby,36.68,515,1404
113,0,20574,Mathew Goggin,36.64,488,1332
114,0,31416,Derek Fathauer,36.60,415,1134
115,0,27936,Martin Laird,36.57,474,1296
116,0,24507,Jason Bohn,36.55,579,1584
117,0,28158,Steve Marino,36.51,644,1764
118,0,25240,D.A. Points,36.42,649,1782
119,0,27214,Kevin Streelman,36.31,634,1746
120,0,12510,Chad Campbell,36.30,588,1620
121,0,01724,Jeff Maggert,36.29,516,1422
122,0,24357,K.J. Choi,36.20,417,1152
123,0,06197,Michael Allen,36.15,475,1314
123,0,06567,Vijay Singh,36.15,449,1242
125,0,20472,Alex Cejka,36.11,533,1476
126,0,23638,Brendon de Jonge,36.05,584,1620
127,0,12652,Cameron Beckman,36.02,564,1566
128,0,27466,Spencer Levin,36.00,486,1350
129,0,23800,Bryce Molder,35.99,447,1242
130,0,01313,Steve Elkington,35.95,453,1260
130,0,25818,Scott Piercy,35.95,550,1530
132,0,26668,Marc Turnesa,35.86,497,1386
133,0,25919,Brian Vranesh,35.84,329,918
134,0,01035,Tommy Armour III,35.82,374,1044
135,0,07749,Brett Quigley,35.81,593,1656
136,0,23788,D.J. Trahan,35.76,618,1728
137,0,22293,Heath Slocum,35.67,610,1710
138,0,24925,Jonathan Byrd,35.64,571,1602
139,0,20645,John Senden,35.61,641,1800
140,0,21959,Ted Purdy,35.53,646,1818
141,0,26476,Chez Reavie,35.46,517,1458
142,0,01142,Bart Bryant,35.34,369,1044
143,0,27963,Chris Stroud,35.29,559,1584
144,0,24358,Robert Garrigus,35.27,527,1494
145,0,10885,Robert Allenby,35.16,443,1260
146,0,24912,Will MacKenzie,35.10,436,1242
