RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,32070,Rafael Campos,33.29,233,7
2,0,32791,K.H. Lee,33.71,472,14
3,0,29420,Billy Horschel,33.88,576,17
4,0,46442,Maverick McNealy,33.90,678,20
5,0,47993,Denny McCarthy,34.00,646,19
5,0,46046,Scottie Scheffler,34.00,612,18
7,0,22405,Justin Rose,34.09,375,11
8,0,27644,Brian Harman,34.15,683,20
9,0,39971,Sungjae Im,34.21,650,19
9,0,39975,Michael Kim,34.21,479,14
9,0,59143,Mac Meissner,34.21,479,14
12,0,40250,Taylor Pendrith,34.25,548,16
13,0,36801,Mark Hubbard,34.26,788,23
14,0,57900,Chandler Phillips,34.28,617,18
15,0,12716,Charley Hoffman,34.29,480,14
16,0,52215,Robert MacIntyre,34.31,446,13
16,0,51890,Greyson Sigg,34.31,446,13
18,0,40026,Daniel Berger,34.33,515,15
18,0,51894,Vince Whaley,34.33,515,15
20,0,57975,Harry Hall,34.35,584,17
20,0,34098,Russell Henley,34.35,584,17
22,0,54591,Ben Griffin,34.38,825,24
22,0,34256,Andrew Putnam,34.38,550,16
24,0,46414,Aaron Rai,34.40,688,20
24,0,35617,Martin Trainer,34.40,172,5
26,0,45242,Kevin Yu,34.46,448,13
27,0,45522,Christiaan Bezuidenhout,34.47,586,17
27,0,40098,Matt Fitzpatrick,34.47,517,15
29,0,33948,Byeong Hun An,34.50,552,16
29,0,60004,Jacob Bridgeman,34.50,552,16
29,0,29908,C.T. Pan,34.50,345,10
32,0,28252,Seamus Power,34.55,691,20
33,0,33399,Adam Hadwin,34.56,553,16
34,0,35506,Mackenzie Hughes,34.57,726,21
35,0,54576,Patrick Fishburn,34.58,415,12
36,0,51977,Max Greyserman,34.59,588,17
36,0,51287,Ryo Hisatsune,34.59,588,17
38,0,60767,Blaine Hale Jr.,34.60,173,5
39,0,29535,Brice Garnett,34.63,277,8
39,0,39546,Keith Mitchell,34.63,554,16
41,0,32366,Kevin Chappell,34.64,381,11
42,0,48081,Xander Schauffele,34.65,693,20
43,0,50497,Adrien Dumont de Chassart,34.67,416,12
43,0,35461,Beau Hossler,34.67,624,18
43,0,58168,Davis Thompson,34.67,728,21
46,0,33408,Tyson Alexander,34.73,382,11
46,0,34466,Peter Malnati,34.73,382,11
48,0,51349,Nico Echavarria,34.76,591,17
49,0,46113,Ryan McCormick,34.78,313,9
49,0,51997,Andrew Novak,34.78,626,18
51,0,37378,Min Woo Lee,34.81,557,16
52,0,34587,Chan Kim,34.82,592,17
52,0,46340,Alex Smalley,34.82,383,11
54,0,59095,Chris Gotterup,34.83,418,12
54,0,46717,Viktor Hovland,34.83,418,12
54,0,23108,Matt Kuchar,34.83,418,12
54,0,28775,Nate Lashley,34.83,418,12
54,0,27129,Luke List,34.83,418,12
59,0,52375,Doug Ghim,34.84,662,19
59,0,25900,Lucas Glover,34.84,662,19
61,0,47591,Eric Cole,34.86,767,22
62,0,33448,Justin Thomas,34.87,523,15
63,0,24024,Zach Johnson,34.89,314,9
64,0,32367,Jorge Campillo,34.90,349,10
64,0,37455,Si Woo Kim,34.90,733,21
64,0,40162,Justin Lower,34.90,733,21
67,0,37275,Sam Ryder,34.92,419,12
68,0,51766,Wyndham Clark,34.93,489,14
68,0,47679,Victor Perez,34.93,524,15
68,0,54783,Dylan Wu,34.93,524,15
71,0,52513,Carson Young,34.94,594,17
72,0,49947,Taylor Moore,34.95,734,21
72,0,49771,J.T. Poston,34.95,664,19
72,0,36699,Patrick Rodgers,34.95,734,21
75,0,28237,Rory McIlroy,35.00,560,16
75,0,23320,Ryan Palmer,35.00,210,6
75,0,48867,Matti Schmid,35.00,490,14
75,0,27139,David Skinns,35.00,525,15
75,0,55893,Sam Stevens,35.00,805,23
80,0,30911,Tommy Fleetwood,35.06,561,16
80,0,54628,Lee Hodges,35.06,596,17
80,0,55182,Tom Kim,35.06,596,17
80,0,48117,Kurt Kitayama,35.06,596,17
84,0,46441,Robby Shelton,35.07,491,14
84,0,31323,Gary Woodland,35.07,526,15
86,0,60067,Joe Highsmith,35.08,456,13
86,0,50484,Hayden Springer,35.08,456,13
86,0,48887,Matt Wallace,35.08,456,13
89,0,33486,Roger Sloan,35.09,386,11
90,0,48084,Wesley Bryan,35.13,281,8
90,0,47347,Adam Schenk,35.13,562,16
90,0,24502,Adam Scott,35.13,562,16
93,0,59866,Nick Dunlap,35.15,457,13
94,0,35532,Tom Hoge,35.17,809,23
94,0,50095,Austin Smotherman,35.17,422,12
96,0,35310,Lanto Griffin,35.18,598,17
96,0,39327,Ben Silverman,35.18,598,17
98,0,28420,Ryan Brehm,35.20,176,5
99,0,39324,J.J. Spaun,35.21,493,14
100,0,40115,Adam Svensson,35.23,775,22
101,0,33141,Keegan Bradley,35.24,599,17
101,0,32839,Hideki Matsuyama,35.24,599,17
101,0,40006,Erik van Rooyen,35.24,599,17
104,0,47663,Kevin Dougherty,35.25,282,8
104,0,47995,Davis Riley,35.25,423,12
104,0,27214,Kevin Streelman,35.25,423,12
107,0,52955,Ludvig Ãberg,35.29,600,17
107,0,39997,Corey Conners,35.29,741,21
107,0,56149,Wilson Furr,35.29,247,7
110,0,40058,Zac Blair,35.31,565,16
111,0,29478,Kevin Kisner,35.33,212,6
112,0,34099,Harris English,35.35,707,20
113,0,36871,Matt NeSmith,35.36,389,11
114,0,29725,Tony Finau,35.37,672,19
114,0,31646,Emiliano Grillo,35.37,672,19
116,0,29936,Ryan Fox,35.38,566,16
116,0,34046,Jordan Spieth,35.38,460,13
118,0,34076,Joel Dahmen,35.39,637,18
118,0,50525,Collin Morikawa,35.39,637,18
120,0,34021,Bud Cauley,35.40,354,10
120,0,48319,Tom Whitney,35.40,354,10
122,0,48153,Matthieu Pavon,35.43,496,14
123,0,28089,Jason Day,35.44,567,16
124,0,27936,Martin Laird,35.46,461,13
125,0,51696,Rico Hoey,35.47,603,17
125,0,27064,Jhonattan Vegas,35.47,532,15
127,0,34255,Joseph Bramlett,35.50,568,16
127,0,52372,Cameron Champ,35.50,213,6
127,0,55454,Carl Yuan,35.50,284,8
127,0,47483,Will Zalatoris,35.50,497,14
131,0,32102,Rickie Fowler,35.56,569,16
131,0,36799,Stephan Jaeger,35.56,569,16
131,0,47420,Jake Knapp,35.56,569,16
131,0,27349,Alex Noren,35.56,569,16
131,0,33968,ThorbjÃ¸rn Olesen,35.56,320,9
136,0,57362,Austin Eckroat,35.57,747,21
136,0,30163,Henrik Norlander,35.57,498,14
138,0,57366,Cameron Young,35.58,676,19
139,0,59836,Pierceson Coody,35.60,534,15
