RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,33486,Roger Sloan,56' 8",56.667,1,57,57
2,0,27942,Rob Oppenheim,46' 2",92.333,2,84,9
3,0,48045,Michael Gellerman,42' 9",128.167,3,59,26
4,0,31557,Jim Herman,41' 11",83.833,2,59,25
5,0,26300,Matt Jones,39' 7",79.083,2,69,10
6,0,34256,Andrew Putnam,39' 3",39.250,1,39,39
7,0,28252,Seamus Power,39' 0",39.000,1,39,39
8,0,27974,Sung Kang,38' 8",77.333,2,53,25
9,0,25572,Graeme McDowell,37' 3",37.250,1,37,37
10,1,34021,Bud Cauley,36' 1",36.083,1,36,36
11,2,25396,Kevin Na,34' 9",69.500,2,44,26
12,2,30911,Tommy Fleetwood,34' 7",34.583,1,35,35
13,2,49766,Hank Lebioda,34' 2",68.250,2,63,5
14,2,33597,Harry Higgs,33' 3",99.833,3,83,8
15,2,32366,Kevin Chappell,32' 10",131.167,4,55,12
15,2,34563,Chesson Hadley,32' 10",131.417,4,72,2
17,2,30927,Brendon Todd,31' 2",93.417,3,57,10
18,2,29478,Kevin Kisner,30' 9",30.750,1,31,31
19,2,45486,Joaquin Niemann,29' 11",89.667,3,52,15
20,2,26329,Louis Oosthuizen,29' 9",29.750,1,30,30
21,2,35230,Nelson Ledesma,29' 3",58.417,2,44,15
22,2,34255,Joseph Bramlett,29' 2",145.917,5,44,6
23,2,33122,Russell Knox,28' 8",28.667,1,29,29
24,2,33448,Justin Thomas,28' 2",112.750,4,36,19
25,2,32757,Patton Kizzire,28' 1",84.167,3,55,5
26,2,25818,Scott Piercy,27' 5",82.167,3,57,6
27,2,24502,Adam Scott,27' 2",108.750,4,54,12
28,2,19846,Brian Gay,26' 1",52.167,2,47,5
29,2,45157,Cam Davis,26' 0",130.000,5,43,3
29,2,22056,Cameron Percy,26' 0",104.083,4,50,1
31,2,33141,Keegan Bradley,24' 11",74.750,3,36,4
31,2,47959,Bryson DeChambeau,24' 11",149.333,6,44,6
33,2,32662,Michael Gligic,24' 3",72.667,3,42,10
33,2,23108,Matt Kuchar,24' 3",97.000,4,39,13
35,2,29970,Dylan Frittelli,24' 2",96.583,4,46,14
36,2,39971,Sungjae Im,23' 10",71.583,3,47,11
36,2,56278,Matthew Wolff,23' 10",119.167,5,56,13
38,3,32102,Rickie Fowler,23' 9",142.583,6,40,8
39,3,32254,Xinjun Zhang,23' 8",47.250,2,31,16
40,3,35449,Adam Long,23' 4",116.833,5,37,6
41,3,34099,Harris English,23' 0",69.000,3,39,3
42,3,36871,Matthew NeSmith,22' 10",45.583,2,39,7
43,3,26851,Marc Leishman,22' 3",44.417,2,23,21
44,3,34076,Joel Dahmen,22' 1",154.417,7,39,3
45,3,23320,Ryan Palmer,21' 8",64.917,3,50,4
45,3,35891,Cameron Smith,21' 8",65.083,3,34,14
47,3,25804,Bubba Watson,21' 6",64.500,3,36,12
48,-10,35506,Mackenzie Hughes,21' 4",64.000,3,31,16
49,2,30925,Dustin Johnson,21' 0",231.417,11,42,5
50,2,29535,Brice Garnett,20' 11",62.833,3,34,3
51,3,36801,Mark Hubbard,20' 7",185.000,9,81,4
51,3,39953,Chase Seiffert,20' 7",82.250,4,31,9
53,3,28237,Rory McIlroy,20' 5",204.000,10,36,5
54,3,35450,Patrick Cantlay,20' 4",122.083,6,46,6
55,20,45526,Abraham Ancer,19' 11",59.833,3,26,9
55,3,32640,Troy Merritt,19' 11",59.667,3,30,11
57,2,22371,Aaron Baddeley,19' 7",58.833,3,28,15
58,2,29268,Bronson Burgoon,19' 3",57.833,3,28,13
58,2,10809,Jim Furyk,19' 3",38.500,2,33,6
58,2,49771,J.T. Poston,19' 3",77.083,4,24,14
58,2,39324,J.J. Spaun,19' 3",38.417,2,27,11
62,3,31323,Gary Woodland,19' 2",95.750,5,50,2
63,3,27963,Chris Stroud,18' 11",18.917,1,19,19
64,3,30692,Scott Stallings,18' 8",111.833,6,49,7
65,3,46402,Talor Gooch,18' 4",91.750,5,33,2
65,3,29221,Webb Simpson,18' 4",54.917,3,30,5
67,3,25364,Paul Casey,18' 3",18.250,1,18,18
67,3,52372,Cameron Champ,18' 3",109.333,6,40,5
69,3,23325,Vaughn Taylor,18' 0",18.000,1,18,18
70,3,27349,Alex Noren,17' 10",71.250,4,40,7
71,3,24361,Pat Perez,17' 9",88.833,5,52,5
72,3,32150,Michael Thompson,17' 2",34.333,2,18,16
