RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
73,4,48887,Matt Wallace,17' 1",34.167,2,23,11
74,4,48081,Xander Schauffele,16' 10",67.417,4,28,7
75,4,46442,Maverick McNealy,16' 9",67.083,4,25,9
76,4,33404,Chris Baker,16' 7",33.083,2,23,10
77,4,27554,Scott Harrington,16' 5",81.917,5,24,8
78,4,28420,Ryan Brehm,16' 3",32.417,2,18,15
79,4,53165,Doc Redman,16' 0",80.167,5,38,4
80,4,31646,Emiliano Grillo,15' 11",63.500,4,52,4
81,4,47993,Denny McCarthy,15' 7",62.167,4,36,2
82,4,32448,James Hahn,15' 6",31.000,2,21,10
82,4,27330,Josh Teater,15' 6",30.917,2,18,13
82,4,35617,Martin Trainer,15' 6",62.000,4,22,6
85,4,29926,Danny Lee,15' 5",15.417,1,15,15
86,4,40042,Tyler McCumber,15' 4",30.583,2,28,3
87,4,28307,Matt Every,15' 0",15.000,1,15,15
87,4,28679,Fabián Gómez,15' 0",59.833,4,22,8
89,4,27129,Luke List,14' 11",149.333,10,34,6
90,4,47504,Sam Burns,14' 10",88.917,6,30,4
90,4,26596,Ryan Moore,14' 10",14.833,1,15,15
92,5,24024,Zach Johnson,14' 7",14.583,1,15,15
92,5,48822,Sebastián Muñoz,14' 7",102.250,7,27,2
92,5,25632,Jimmy Walker,14' 7",43.750,3,29,3
95,5,37189,Harold Varner III,14' 4",57.417,4,28,4
96,5,52375,Doug Ghim,14' 0",27.917,2,23,5
97,5,28775,Nate Lashley,13' 9",41.333,3,27,6
98,10,46970,Jon Rahm,13' 8",81.750,6,32,4
99,4,35532,Tom Hoge,13' 7",13.583,1,14,14
99,4,39977,Max Homa,13' 7",27.083,2,18,9
101,4,20229,Stewart Cink,13' 6",27.000,2,16,12
101,4,29725,Tony Finau,13' 6",54.083,4,20,7
101,4,27095,Nick Watney,13' 6",26.917,2,22,5
104,4,37455,Si Woo Kim,13' 4",13.333,1,13,13
104,4,29518,Brendan Steele,13' 4",39.917,3,18,8
106,5,46046,Scottie Scheffler,13' 2",92.000,7,31,1
106,5,47347,Adam Schenk,13' 2",39.500,3,20,9
108,5,30163,Henrik Norlander,13' 0",26.000,2,22,4
109,5,19803,Ryan Armour,12' 10",38.417,3,28,4
110,5,51766,Wyndham Clark,12' 9",63.667,5,25,10"
111,5,26499,Rafa Cabrera Bello,12' 8",25.250,2,13,12
111,5,34466,Peter Malnati,12' 8",37.917,3,20,3
113,5,27214,Kevin Streelman,12' 6",12.500,1,13,13
114,5,32839,Hideki Matsuyama,12' 5",49.500,4,31,3
115,5,40098,Matt Fitzpatrick,12' 4",24.583,2,17,7
115,5,33667,Carlos Ortiz,12' 4",37.083,3,18,7
115,5,34046,Jordan Spieth,12' 4",61.667,5,20,3
118,5,46717,Viktor Hovland,12' 3",85.667,7,26,3
119,5,21961,Charles Howell III,12' 2",85.167,7,25,1
120,5,25686,Jason Dufner,12' 1",48.167,4,24,11"
121,5,33399,Adam Hadwin,12' 0",60.167,5,22,3
122,5,27644,Brian Harman,11' 11",59.667,5,19,6
123,5,39997,Corey Conners,11' 8",35.000,3,16,9
123,5,46435,Austin Cook,11' 8",11.667,1,12,12
125,5,45609,Tyler Duncan,11' 7",23.083,2,16,7
125,5,51894,Vince Whaley,11' 7",46.417,4,14,10
127,6,25349,Tim Wilkinson,11' 2",33.417,3,13,9
128,6,36689,Brooks Koepka,11' 1",33.250,3,25,4
129,6,25493,Nick Taylor,10' 10",54.333,5,20,3
130,6,33948,Byeong Hun An,10' 9",21.500,2,17,5
130,6,46550,Brandon Hagy,10' 9",53.583,5,17,5
130,6,34213,Grayson Murray,10' 9",32.167,3,22,5
133,6,40026,Daniel Berger,10' 8",21.250,2,12,10
134,6,01810,Phil Mickelson,10' 7",31.667,3,13,7
134,6,49960,Sepp Straka,10' 7",42.417,4,15,4
136,6,33120,Mark Anderson,10' 6",31.417,3,22,10"
137,6,34314,Sebastian Cappelen,10' 5",20.833,2,12,8
138,6,33419,Cameron Tringale,10' 4",31.000,3,22,4
139,6,12716,Charley Hoffman,10' 3",30.833,3,12,9
140,6,35461,Beau Hossler,10' 0",19.917,2,12,8
141,6,27936,Martin Laird,9' 10",19.667,2,15,4
142,6,35310,Lanto Griffin,9' 9",58.667,6,22,5
143,6,29420,Billy Horschel,9' 8",48.417,5,20,4
144,6,37275,Sam Ryder,9' 2",18.333,2,11,8
145,6,24138,Ian Poulter,9' 0",36.000,4,20,3
146,6,46441,Robby Shelton,8' 8",17.250,2,12,6
147,6,33449,Zack Sucher,8' 3",8.250,1,8,8
148,6,34360,Patrick Reed,8' 2",40.667,5,12,4
149,6,33413,Ben Martin,7' 6",7.500,1,8,8
149,6,50525,Collin Morikawa,7' 6",60.167,8,20,9"
151,6,21407,Arjun Atwal,7' 5",14.750,2,10,5
151,6,27064,Jhonattan Vegas,7' 5",7.417,1,7,7
153,6,29484,Peter Uihlein,7' 4",7.333,1,7,7
154,6,30944,Jason Kokrak,7' 1",21.250,3,11,5
155,6,29908,C.T. Pan,6' 6",13.000,2,8,5
156,6,23621,Rory Sabbatini,6' 4",31.750,5,14,2
157,6,39546,Keith Mitchell,5' 9",22.917,4,11,2
158,6,26476,Chez Reavie,5' 4",5.333,1,5,5
158,6,35658,Kris Ventura,5' 4",5.333,1,5,5
160,6,33204,Shane Lowry,5' 3",10.417,2,7,4
161,0,34363,Tyrrell Hatton,4' 9",4.750,1,5,5
162,5,36699,Patrick Rodgers,4' 3",8.417,2,7,2
163,5,40009,Dominic Bozzelli,3' 10",3.833,1,4,4
163,5,32618,Rhein Gibson,3' 10",3.833,1,4,4
165,5,47128,Richy Werenski,3' 8",7.250,2,5,2
166,5,22405,Justin Rose,3' 3",3.250,1,3,3
167,5,30110,Kyle Stanley,2' 10",2.833,1,3,3
168,5,31560,Brian Stuard,2' 8",2.667,1,3,3
169,5,28089,Jason Day,2' 3",2.250,1,2,2
170,5,34098,Russell Henley,1' 8",1.667,1,2,2
171,5,25900,Lucas Glover,1' 7",3.167,2,2,1
171,5,49298,Kramer Hickok,1' 7",1.583,1,2,2
173,5,27649,Brandt Snedeker,1' 6",1.500,1,2,2
174,5,29479,Scott Brown,1' 4",1.333,1,1,1
