RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,33490,Bo Hoag,36' 5",64,2328.000,+4.00
2,0,19803,Ryan Armour,39' 0",33,1287.583,+2.00
3,0,48699,Callum Tarren,39' 4",129,5073.500,+13.00
4,0,29725,Tony Finau,39' 5",159,6271.583,-6.00
5,0,27129,Luke List,39' 6",131,5169.917,+13.00
6,0,39997,Corey Conners,39' 10",112,4461.167,+8.00
7,0,47529,Mito Pereira,40' 1",110,4412.833,+4.00
8,0,27936,Martin Laird,40' 7",83,3371.083,+6.00
9,0,34098,Russell Henley,40' 9",100,4079.000,+4.00
10,0,55708,Hayden Buckley,41' 1",129,5302.833,+15.00
11,0,47856,Seth Reeves,41' 3",88,3633.583,-6.00
11,0,34610,Matthias Schwab,41' 3",105,4334.833,+6.00
13,0,34363,Tyrrell Hatton,41' 9",107,4467.500,-6.00
14,0,51997,Andrew Novak,41' 11",128,5369.583,-4.00
14,0,49964,Aaron Wise,41' 11",134,5622.083,+3.00
16,0,45522,Christiaan Bezuidenhout,42' 0",104,4369.833,+17.00
17,0,22056,Cameron Percy,42' 1",63,2650.750,+3.00
18,0,32366,Kevin Chappell,42' 3",91,3846.750,-2.00
18,0,32662,Michael Gligic,42' 3",143,6040.500,+14.00
18,0,22405,Justin Rose,42' 3",71,3001.583,+17.00
21,0,35532,Tom Hoge,42' 4",162,6860.417,-4.00
22,0,23325,Vaughn Taylor,42' 5",73,3095.750,+14.00
23,0,51950,Max McGreevy,42' 6",102,4330.917,+15.00
24,0,46435,Austin Cook,42' 8",74,3154.833,+4.00
24,0,27064,Jhonattan Vegas,42' 8",127,5423.083,+2.00
26,0,32640,Troy Merritt,42' 9",133,5689.833,+17.00
26,0,50095,Austin Smotherman,42' 9",106,4528.167,+22.00
28,0,34466,Peter Malnati,42' 10",182,7799.167,+10.00
29,0,34255,Joseph Bramlett,42' 11",176,7556.583,+19.00
29,0,37455,Si Woo Kim,42' 11",168,7209.750,+8.00
29,0,46340,Alex Smalley,42' 11",144,6178.333,+14.00
32,0,37212,Paul Barjon,43' 0",129,5543.250,+21.00
33,0,40098,Matt Fitzpatrick,43' 2",96,4146.000,+4.00
33,0,29974,Branden Grace,43' 2",93,4012.000,+1.00
33,0,48822,Sebastián Muñoz,43' 2",137,5916.083,+10.00
33,0,26476,Chez Reavie,43' 2",125,5393.250,+23.00
33,0,30692,Scott Stallings,43' 2",209,9015.000,+14.00
38,0,30978,Kiradech Aphibarnrat,43' 3",61,2637.083,+2.00
39,0,46550,Brandon Hagy,43' 4",154,6676.083,+29.00
39,0,34046,Jordan Spieth,43' 4",120,5204.500,-2.00
41,0,46717,Viktor Hovland,43' 6",100,4347.917,+9.00
41,0,56278,Matthew Wolff,43' 6",116,5050.250,+6.00
43,0,40250,Taylor Pendrith,43' 7",128,5577.167,+19.00
44,0,34076,Joel Dahmen,43' 10",102,4469.167,+14.00
44,0,45486,Joaquin Niemann,43' 10",145,6359.250,+3.00
46,0,27895,Jonas Blixt,43' 11",77,3378.500,+4.00
47,0,46601,Trey Mullinax,44' 0",148,6517.333,+6.00
48,0,33204,Shane Lowry,44' 2",83,3666.917,+2.00
49,0,36884,Ben Kohles,44' 3",93,4112.333,+5.00
49,0,49947,Taylor Moore,44' 3",161,7121.417,+9.00
51,0,57366,Cameron Young,44' 4",146,6474.917,+12.00
52,0,23621,Rory Sabbatini,44' 6",101,4493.833,+5.00
52,0,10381,Curtis Thompson,44' 6",80,3558.750,+20.00
52,0,32333,Kevin Tway,44' 6",146,6499.417,-2.00
55,0,27644,Brian Harman,44' 7",139,6197.250,-1.00
55,0,27095,Nick Watney,44' 7",147,6551.083,+7.00
57,0,12716,Charley Hoffman,44' 8",166,7415.000,+21.00
57,0,28775,Nate Lashley,44' 8",113,5047.750,-1.00
57,0,47483,Will Zalatoris,44' 8",157,7008.583,+10.00
60,0,54628,Lee Hodges,44' 9",174,7791.667,+31.00
61,0,33122,Russell Knox,44' 10",122,5470.667,+21.00
61,0,48081,Xander Schauffele,44' 10",114,5109.917,+7.00
61,0,37189,Harold Varner III,44' 10",120,5384.500,+1.00
64,0,35450,Patrick Cantlay,45' 0",87,3917.917,+1.00
65,0,54421,Garrick Higgo,45' 2",55,2482.250,+9.00
65,0,35879,Kelly Kraft,45' 2",107,4833.583,+12.00
65,0,34431,Robert Streb,45' 2",116,5243.667,-1.00
68,0,34563,Chesson Hadley,45' 3",113,5114.667,+5.00
69,0,52372,Cameron Champ,45' 4",92,4166.917,+17.00
69,0,36689,Brooks Koepka,45' 4",88,3989.250,+5.00
71,0,23983,Luke Donald,45' 5",85,3857.083,+8.00
71,0,29535,Brice Garnett,45' 5",95,4318.167,+2.00
73,0,39977,Max Homa,45' 6",147,6685.083,+7.00
73,0,46046,Scottie Scheffler,45' 6",118,5367.333,+4.00
75,0,35310,Lanto Griffin,45' 7",156,7109.167,+19.00
76,0,51766,Wyndham Clark,45' 8",165,7541.000,+10.00
76,0,36852,Jim Knous,45' 8",63,2878.417,+9.00
76,0,23108,Matt Kuchar,45' 8",120,5475.250,-6.00
79,0,28237,Rory McIlroy,45' 11",108,4959.333,-4.00
80,0,34256,Andrew Putnam,46' 0",165,7590.750,+6.00
81,0,35449,Adam Long,46' 1",119,5479.000,+8.00
81,0,32839,Hideki Matsuyama,46' 1",138,6359.083,+4.00
81,0,36871,Matthew NeSmith,46' 1",130,5990.417,+28.00
84,0,45609,Tyler Duncan,46' 2",113,5221.333,+6.00
84,0,27649,Brandt Snedeker,46' 2",86,3969.250,+19.00
84,0,29518,Brendan Steele,46' 2",112,5174.250,+17.00
84,0,25493,Nick Taylor,46' 2",132,6096.917,+12.00
88,0,39324,J.J. Spaun,46' 3",142,6566.667,+19.00
89,0,40162,Justin Lower,46' 4",121,5607.083,+20.00
89,0,54783,Dylan Wu,46' 4",69,3198.917,+12.00
