RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,25804,Bubba Watson,68.86,2961,43
2,0,34046,Jordan Spieth,69.07,4006,58
3,0,28089,Jason Day,69.31,3119,45
4,0,26289,Boo Weekley,69.38,1804,26
5,0,28023,Byron Smith,69.56,1113,16
6,0,25364,Paul Casey,69.58,2157,31
7,0,24024,Zach Johnson,69.61,3411,49
8,0,33122,Russell Knox,69.62,2367,34
8,0,22405,Justin Rose,69.62,2715,39
10,0,24490,George McNeill,69.65,1811,26
11,0,34431,Robert Streb,69.70,2997,43
12,0,29478,Kevin Kisner,69.74,2650,38
13,0,26329,Louis Oosthuizen,69.79,2024,29
14,0,23800,Bryce Molder,69.80,1396,20
14,0,25818,Scott Piercy,69.80,1745,25
16,0,35532,Tom Hoge,69.83,1257,18
16,0,27963,Chris Stroud,69.83,1606,23
18,0,32839,Hideki Matsuyama,69.85,3213,46
18,0,27649,Brandt Snedeker,69.85,2794,40
20,0,40058,Zac Blair,69.91,1608,23
20,0,24507,Jason Bohn,69.91,2447,35
20,0,21209,Sergio Garcia,69.91,2237,32
23,0,33418,Shawn Stefani,69.92,1818,26
24,0,33448,Justin Thomas,69.93,3147,45
25,0,29725,Tony Finau,69.94,2518,36
25,0,34265,Will Wilcox,69.94,1119,16
27,0,34262,Jon Curran,69.95,1539,22
27,0,20691,Greg Owen,69.95,1399,20
29,0,40026,Daniel Berger,69.97,2309,33
29,0,34099,Harris English,69.97,2449,35
31,0,29221,Webb Simpson,70.00,2100,30
31,0,21878,Mark Wilson,70.00,1260,18
33,0,23320,Ryan Palmer,70.04,1821,26
34,0,20593,Greg Chalmers,70.08,841,12
35,0,24924,Bill Haas,70.09,2243,32
36,0,36689,Brooks Koepka,70.10,2804,40
37,0,10809,Jim Furyk,70.11,2454,35
37,0,30852,Ryo Ishikawa,70.11,1893,27
39,0,29926,Danny Lee,70.14,3016,43
40,0,32102,Rickie Fowler,70.17,2526,36
41,0,25720,Chad Collins,70.20,1404,20
41,0,21528,Henrik Stenson,70.20,2457,35
43,0,30736,Oscar Fraustro,70.21,983,14
43,0,33419,Cameron Tringale,70.21,2949,42
45,0,29535,Brice Garnett,70.22,1264,18
45,0,26758,David Hearn,70.22,1896,27
45,0,06567,Vijay Singh,70.22,1264,18
48,0,28679,Fabián Gómez,70.24,1475,21
48,0,23108,Matt Kuchar,70.24,3442,49
50,0,34358,Jonathan Randolph,70.25,1686,24
51,0,22892,Jason Gore,70.26,1335,19
52,0,23621,Rory Sabbatini,70.27,1546,22
53,0,37454,Whee Kim,70.29,1195,17
54,0,31560,Brian Stuard,70.30,1406,20
55,0,30944,Jason Kokrak,70.31,1828,26
56,0,20472,Alex Cejka,70.32,1969,28
56,0,25345,Carl Pettersson,70.32,1969,28
56,0,32150,Michael Thompson,70.32,1547,22
56,0,02206,David Toms,70.32,1547,22
60,0,08075,Jerry Kelly,70.33,1688,24
60,0,26851,Marc Leishman,70.33,1688,24
60,0,36699,Patrick Rodgers,70.33,1477,21
63,0,22056,Cameron Percy,70.36,1759,25
63,0,26951,Johnson Wagner,70.36,1970,28
65,0,20771,Steven Alker,70.38,1126,16
65,0,25632,Jimmy Walker,70.38,2604,37
65,0,27095,Nick Watney,70.38,2041,29
68,0,24361,Pat Perez,70.42,1690,24
69,0,24925,Jonathan Byrd,70.43,1620,23
69,0,20229,Stewart Cink,70.43,1620,23
69,0,23638,Brendon de Jonge,70.43,2606,37
69,0,34098,Russell Henley,70.43,1972,28
73,0,30925,Dustin Johnson,70.45,2818,40
73,0,35541,John Peterson,70.45,1409,20
75,0,20104,Ken Duke,70.47,1198,17
76,0,34360,Patrick Reed,70.49,3736,53
76,0,34264,Hudson Swafford,70.49,2467,35
78,0,29479,Scott Brown,70.50,1551,22
79,0,31202,William McGirt,70.54,1975,28
80,0,33399,Adam Hadwin,70.55,1552,22
80,0,24138,Ian Poulter,70.55,2328,33
82,0,25274,Steven Bowditch,70.56,1905,27
83,0,24140,Sean O'Hair,70.58,2188,31
83,0,25834,Daniel Summerhays,70.58,2188,31
85,0,30946,Alex Prugh,70.59,1200,17
86,0,22371,Aaron Baddeley,70.60,1059,15
87,0,31557,Jim Herman,70.61,1977,28
88,0,24781,Hunter Mahan,70.63,1907,27
89,0,28259,Sangmoon Bae,70.64,1766,25
90,0,30711,Colt Knost,70.67,1696,24
90,0,25396,Kevin Na,70.67,2756,39
90,0,29518,Brendan Steele,70.67,1908,27
93,0,20645,John Senden,70.68,1343,19
94,0,32640,Troy Merritt,70.69,2050,29
94,0,30927,Brendon Todd,70.69,2050,29
96,0,10885,Robert Allenby,70.71,990,14
96,0,12510,Chad Campbell,70.71,2192,31
98,0,34174,John Huh,70.73,1061,15
99,0,33141,Keegan Bradley,70.74,2193,31
100,0,23983,Luke Donald,70.78,1911,27
101,0,35539,Luke Guthrie,70.79,1345,19
101,0,34409,David Lingmerth,70.79,1982,28
101,0,26596,Ryan Moore,70.79,2053,29
104,0,22293,Heath Slocum,70.82,779,11
105,0,33413,Ben Martin,70.83,2054,29
105,0,29425,Andrew Svoboda,70.83,1275,18
107,0,27466,Spencer Levin,70.86,2055,29
107,0,25240,D.A. Points,70.86,496,7
109,0,01810,Phil Mickelson,70.87,2126,30
110,0,01706,Davis Love III,70.88,1205,17
