RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,33948,Byeong Hun An,27.86%,39,140
2,0,23320,Ryan Palmer,26.56%,17,64
3,0,37275,Sam Ryder,26.13%,29,111
4,0,34046,Jordan Spieth,25.96%,27,104
5,0,57975,Harry Hall,25.74%,35,136
6,0,48084,Wesley Bryan,25.71%,18,70
7,0,35450,Patrick Cantlay,24.72%,22,89
8,0,54783,Dylan Wu,24.35%,28,115
9,0,34374,Erik Barnes,24.32%,18,74
9,0,25900,Lucas Glover,24.32%,27,111
11,0,32757,Patton Kizzire,24.11%,27,112
12,0,51977,Max Greyserman,23.77%,29,122
13,0,30926,Chris Kirk,23.58%,25,106
14,0,52514,Trace Crowe,23.33%,21,90
15,0,60067,Joe Highsmith,23.15%,25,108
16,0,46113,Ryan McCormick,23.08%,24,104
17,0,24502,Adam Scott,22.83%,29,127
18,0,50188,S.H. Kim,22.70%,37,163
19,0,28089,Jason Day,22.12%,25,113
19,0,27936,Martin Laird,22.12%,25,113
21,0,27349,Alex Noren,22.11%,21,95
22,0,39997,Corey Conners,21.99%,31,141
23,0,48867,Matti Schmid,21.97%,29,132
24,0,32367,Jorge Campillo,21.79%,17,78
25,0,48119,Ben Taylor,21.71%,28,129
26,0,59095,Chris Gotterup,21.69%,41,189
27,0,51634,Sahith Theegala,21.67%,39,180
28,0,49947,Taylor Moore,21.55%,39,181
29,0,55893,Sam Stevens,21.43%,33,154
30,0,52375,Doug Ghim,21.37%,25,117
30,0,27064,Jhonattan Vegas,21.37%,25,117
32,0,33968,ThorbjÃ¸rn Olesen,21.28%,20,94
33,0,35310,Lanto Griffin,21.14%,26,123
34,0,39971,Sungjae Im,21.05%,28,133
35,0,39546,Keith Mitchell,20.98%,30,143
36,0,37378,Min Woo Lee,20.80%,26,125
37,0,28775,Nate Lashley,20.72%,23,111
38,0,48117,Kurt Kitayama,20.67%,31,150
39,0,29725,Tony Finau,20.63%,26,126
40,0,57366,Cameron Young,20.61%,27,131
41,0,40006,Erik van Rooyen,20.57%,29,141
42,0,33141,Keegan Bradley,20.22%,18,89
42,0,32366,Kevin Chappell,20.22%,18,89
44,0,47663,Kevin Dougherty,20.17%,24,119
45,0,34255,Joseph Bramlett,20.13%,30,149
46,0,27139,David Skinns,20.00%,27,135
46,0,27214,Kevin Streelman,20.00%,21,105
48,0,59866,Nick Dunlap,19.69%,25,127
49,0,51894,Vince Whaley,19.64%,22,112
50,0,54576,Patrick Fishburn,19.57%,27,138
51,0,40162,Justin Lower,19.31%,28,145
52,0,51766,Wyndham Clark,19.29%,27,140
53,0,32070,Rafael Campos,19.23%,15,78
53,0,52215,Robert MacIntyre,19.23%,25,130
53,0,25493,Nick Taylor,19.23%,25,130
56,0,55182,Tom Kim,19.20%,24,125
57,0,48699,Callum Tarren,19.14%,31,162
58,0,33448,Justin Thomas,19.13%,22,115
59,0,60004,Jacob Bridgeman,19.05%,24,126
59,0,30163,Henrik Norlander,19.05%,16,84
61,0,29420,Billy Horschel,19.00%,19,100
62,0,29936,Ryan Fox,18.79%,28,149
63,0,39975,Michael Kim,18.75%,24,128
64,0,58168,Davis Thompson,18.60%,24,129
65,0,35617,Martin Trainer,18.56%,18,97
65,0,55454,Carl Yuan,18.56%,18,97
67,0,36699,Patrick Rodgers,18.48%,34,184
68,0,28237,Rory McIlroy,18.46%,24,130
69,0,37212,Paul Barjon,18.35%,20,109
70,0,52374,Brandon Wu,18.31%,26,142
71,0,38991,Alejandro Tosti,18.30%,28,153
72,0,60767,Blaine Hale Jr.,18.28%,17,93
73,0,54591,Ben Griffin,18.27%,36,197
74,0,12716,Charley Hoffman,18.24%,27,148
75,0,50525,Collin Morikawa,18.18%,18,99
75,0,40250,Taylor Pendrith,18.18%,24,132
77,0,40115,Adam Svensson,18.02%,31,172
78,0,50095,Austin Smotherman,17.95%,14,78
79,0,33399,Adam Hadwin,17.92%,19,106
80,0,47995,Davis Riley,17.89%,22,123
81,0,51349,Nico Echavarria,17.74%,22,124
82,0,47504,Sam Burns,17.48%,18,103
83,0,59836,Pierceson Coody,17.42%,23,132
84,0,46442,Maverick McNealy,17.39%,28,161
84,0,30927,Brendon Todd,17.39%,20,115
86,0,46046,Scottie Scheffler,17.33%,13,75
87,0,46340,Alex Smalley,17.29%,23,133
88,0,56630,Akshay Bhatia,17.21%,21,122
89,0,47988,Nick Hardy,17.19%,33,192
90,0,46414,Aaron Rai,17.14%,18,105
91,0,34256,Andrew Putnam,17.04%,23,135
92,0,27770,Camilo Villegas,16.98%,18,106
93,0,40098,Matt Fitzpatrick,16.83%,17,101
93,0,36326,David Lipsky,16.83%,17,101
95,0,57362,Austin Eckroat,16.81%,19,113
96,0,36799,Stephan Jaeger,16.79%,23,137
97,0,36801,Mark Hubbard,16.77%,28,167
98,0,35532,Tom Hoge,16.75%,34,203
99,0,48153,Matthieu Pavon,16.67%,13,78
100,0,35506,Mackenzie Hughes,16.57%,30,181
101,0,33408,Tyson Alexander,16.55%,23,139
102,0,48081,Xander Schauffele,16.54%,22,133
102,0,50493,Justin Suh,16.54%,21,127
104,0,32640,Troy Merritt,16.52%,19,115
105,0,55708,Hayden Buckley,16.49%,16,97
106,0,24024,Zach Johnson,16.44%,12,73
107,0,32839,Hideki Matsuyama,16.42%,22,134
108,0,51287,Ryo Hisatsune,16.38%,19,116
109,0,34098,Russell Henley,16.22%,12,74
110,0,57900,Chandler Phillips,16.20%,23,142
111,0,37455,Si Woo Kim,16.15%,21,130
112,0,27129,Luke List,16.03%,21,131
112,0,46441,Robby Shelton,16.03%,21,131
114,0,35461,Beau Hossler,16.00%,20,125
115,0,26476,Chez Reavie,15.96%,15,94
116,0,48887,Matt Wallace,15.79%,15,95
117,0,28252,Seamus Power,15.71%,22,140
118,0,52955,Ludvig Ãberg,15.65%,18,115
119,0,47591,Eric Cole,15.64%,28,179
120,0,31323,Gary Woodland,15.57%,26,167
121,0,36871,Matt NeSmith,15.52%,18,116
122,0,22405,Justin Rose,15.46%,15,97
123,0,51696,Rico Hoey,15.28%,22,144
124,0,55789,Taylor Montgomery,15.09%,16,106
125,0,47420,Jake Knapp,15.00%,18,120
125,0,39324,J.J. Spaun,15.00%,24,160
127,0,59143,Mac Meissner,14.95%,16,107
128,0,27649,Brandt Snedeker,14.85%,15,101
129,0,26596,Ryan Moore,14.77%,13,88
130,0,54421,Garrick Higgo,14.73%,19,129
131,0,52666,Sami Valimaki,14.68%,16,109
132,0,49771,J.T. Poston,14.48%,21,145
133,0,34099,Harris English,14.29%,19,133
133,0,47347,Adam Schenk,14.29%,24,168
135,0,34587,Chan Kim,14.15%,15,106
136,0,49960,Sepp Straka,14.13%,13,92
137,0,33204,Shane Lowry,14.08%,10,71
138,0,45242,Kevin Yu,13.99%,20,143
139,0,47983,Chad Ramey,13.93%,17,122
140,0,39327,Ben Silverman,13.77%,19,138
141,0,51890,Greyson Sigg,13.59%,14,103
142,0,56149,Wilson Furr,13.40%,13,97
143,0,40058,Zac Blair,13.38%,19,142
143,0,51997,Andrew Novak,13.38%,21,157
145,0,30911,Tommy Fleetwood,13.33%,12,90
146,0,50484,Hayden Springer,13.29%,19,143
147,0,33653,Thomas Detry,13.19%,19,144
148,0,34076,Joel Dahmen,13.18%,17,129
149,0,22371,Aaron Baddeley,13.01%,16,123
150,0,47993,Denny McCarthy,12.99%,20,154
151,0,52513,Carson Young,12.96%,14,108
152,0,48319,Tom Whitney,12.90%,12,93
153,0,45157,Cam Davis,12.88%,17,132
154,0,47806,Raul Pereda,12.79%,11,86
155,0,27330,Josh Teater,12.77%,12,94
156,0,32791,K.H. Lee,12.75%,13,102
157,0,40026,Daniel Berger,12.62%,13,103
158,0,45522,Christiaan Bezuidenhout,12.61%,15,119
159,0,34021,Bud Cauley,12.50%,13,104
159,0,31646,Emiliano Grillo,12.50%,15,120
159,0,29478,Kevin Kisner,12.50%,12,96
159,0,36884,Ben Kohles,12.50%,12,96
163,0,32333,Kevin Tway,12.22%,11,90
164,0,46717,Viktor Hovland,12.00%,12,100
165,0,47483,Will Zalatoris,11.67%,14,120
166,0,50497,Adrien Dumont de Chassart,11.38%,14,123
167,0,29535,Brice Garnett,11.29%,7,62
168,0,27644,Brian Harman,11.22%,11,98
169,0,52372,Cameron Champ,11.11%,10,90
169,0,51070,Vincent Norrman,11.11%,11,99
171,0,52453,Nicolai HÃ¸jgaard,10.99%,10,91
172,0,54628,Lee Hodges,10.96%,16,146
173,0,34466,Peter Malnati,10.95%,15,137
174,0,32102,Rickie Fowler,10.61%,14,132
175,0,45609,Tyler Duncan,10.34%,12,116
176,0,23108,Matt Kuchar,10.31%,10,97
177,0,47679,Victor Perez,10.24%,13,127
178,0,29221,Webb Simpson,10.11%,9,89
179,0,34563,Chesson Hadley,9.82%,11,112
180,0,39977,Max Homa,9.42%,13,138
181,0,33486,Roger Sloan,9.38%,12,128
182,0,29908,C.T. Pan,9.18%,9,98
183,0,28420,Ryan Brehm,8.99%,8,89
184,0,59442,Parker Coody,8.33%,8,96
