RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,32366,Kevin Chappell,77.5,1008,13
2,0,51766,Wyndham Clark,79.9,1278,16
3,0,48084,Wesley Bryan,81.8,900,11
4,0,51696,Rico Hoey,82.4,1566,19
5,0,52372,Cameron Champ,83.1,1080,13
6,0,52955,Ludvig Ãberg,84.4,1350,16
7,0,37212,Paul Barjon,85.5,1026,12
8,0,55454,Carl Yuan,86.1,1206,14
9,0,47504,Sam Burns,86.6,1386,16
10,0,32791,K.H. Lee,92.3,1476,16
11,0,27129,Luke List,92.4,1386,15
12,0,36326,David Lipsky,92.6,1296,14
13,0,48887,Matt Wallace,92.8,1206,13
14,0,46340,Alex Smalley,93.6,1404,15
15,0,52666,Sami Valimaki,94.5,1134,12
16,0,48867,Matti Schmid,97.2,1458,15
16,0,57366,Cameron Young,97.2,1458,15
18,0,35310,Lanto Griffin,97.7,1368,14
19,0,32333,Kevin Tway,98.2,1080,11
20,0,40006,Erik van Rooyen,99.6,1494,15
21,0,38991,Alejandro Tosti,99.7,1296,13
22,0,48699,Callum Tarren,101.1,1314,13
23,0,50484,Hayden Springer,103.8,1350,13
24,0,32367,Jorge Campillo,104.0,936,9
25,0,56149,Wilson Furr,106.2,1062,10
26,0,47663,Kevin Dougherty,106.4,1170,11
27,0,32070,Rafael Campos,108.0,1080,10
27,0,47420,Jake Knapp,108.0,1404,13
27,0,28252,Seamus Power,108.0,1728,16
30,0,54591,Ben Griffin,109.9,2088,19
31,0,39997,Corey Conners,111.9,1566,14
32,0,27064,Jhonattan Vegas,112.5,1350,12
33,0,35506,Mackenzie Hughes,114.0,1710,15
34,0,37378,Min Woo Lee,114.5,1260,11
35,0,29221,Webb Simpson,114.8,918,8
36,0,28775,Nate Lashley,115.5,1386,12
37,0,39546,Keith Mitchell,117.7,1530,13
38,0,48117,Kurt Kitayama,118.5,1422,12
39,0,33204,Shane Lowry,119.5,1314,11
40,0,51977,Max Greyserman,121.5,1458,12
40,0,50188,S.H. Kim,121.5,1944,16
42,0,46046,Scottie Scheffler,122.7,1350,11
43,0,54421,Garrick Higgo,123.0,1476,12
44,0,36871,Matt NeSmith,124.4,1368,11
45,0,28420,Ryan Brehm,126.0,1134,9
46,0,59866,Nick Dunlap,127.8,1278,10
47,0,40115,Adam Svensson,128.4,1926,15
48,0,47806,Raul Pereda,128.6,900,7
49,0,34099,Harris English,128.8,1674,13
50,0,27214,Kevin Streelman,129.6,1296,10
51,0,34255,Joseph Bramlett,130.5,1566,12
52,0,55893,Sam Stevens,131.1,1836,14
53,0,27349,Alex Noren,131.4,1314,10
54,0,46442,Maverick McNealy,131.5,1710,13
55,0,36801,Mark Hubbard,132.4,1854,14
56,0,39327,Ben Silverman,132.5,1458,11
57,0,45609,Tyler Duncan,133.2,1332,10
57,0,60067,Joe Highsmith,133.2,1332,10
57,0,32839,Hideki Matsuyama,133.2,1332,10
60,0,48153,Matthieu Pavon,134.0,1206,9
61,0,33948,Byeong Hun An,135.0,1350,10
62,0,29725,Tony Finau,135.8,1494,11
62,0,48081,Xander Schauffele,135.8,1494,11
64,0,35450,Patrick Cantlay,138.0,1242,9
64,0,51349,Nico Echavarria,138.0,1656,12
64,0,37455,Si Woo Kim,138.0,1656,12
64,0,28237,Rory McIlroy,138.0,1242,9
68,0,39975,Michael Kim,139.1,1530,11
69,0,29936,Ryan Fox,140.4,1404,10
70,0,51997,Andrew Novak,140.7,1548,11
71,0,52375,Doug Ghim,141.0,1692,12
72,0,60767,Blaine Hale Jr.,141.4,990,7
73,0,29420,Billy Horschel,142.2,1422,10
74,0,47591,Eric Cole,142.7,1998,14
75,0,29535,Brice Garnett,144.0,864,6
75,0,46113,Ryan McCormick,144.0,1152,8
77,0,56630,Akshay Bhatia,145.6,1602,11
77,0,35461,Beau Hossler,145.6,1602,11
79,0,52513,Carson Young,147.3,1620,11
80,0,60004,Jacob Bridgeman,147.6,1476,10
81,0,57975,Harry Hall,149.4,1494,10
82,0,59143,Mac Meissner,150.0,1350,9
83,0,34587,Chan Kim,151.2,1512,10
84,0,29908,C.T. Pan,151.7,1062,7
