RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,46046,Scottie Scheffler,2.83,377,133
2,0,48081,Xander Schauffele,2.62,370,141
3,0,30163,Henrik Norlander,1.95,279,143
4,0,54576,Patrick Fishburn,1.94,307,158
5,0,52375,Doug Ghim,1.89,388,205
5,0,54591,Ben Griffin,1.89,498,264
5,0,51997,Andrew Novak,1.89,365,193
8,0,34587,Chan Kim,1.87,364,195
8,0,46442,Maverick McNealy,1.87,416,223
10,0,50525,Collin Morikawa,1.86,346,186
11,0,60004,Jacob Bridgeman,1.84,373,203
11,0,35461,Beau Hossler,1.84,387,210
13,0,51977,Max Greyserman,1.83,366,200
14,0,52955,Ludvig Åberg,1.81,328,181
14,0,39546,Keith Mitchell,1.81,395,218
14,0,46414,Aaron Rai,1.81,354,196
17,0,39327,Ben Silverman,1.79,327,183
18,0,27349,Alex Noren,1.78,288,162
19,0,57975,Harry Hall,1.77,385,218
19,0,32757,Patton Kizzire,1.77,288,163
21,0,39975,Michael Kim,1.76,382,217
21,0,59143,Mac Meissner,1.76,308,175
21,0,55893,Sam Stevens,1.76,441,250
24,0,47504,Sam Burns,1.75,356,203
24,0,60067,Joe Highsmith,1.75,335,191
26,0,34021,Bud Cauley,1.74,204,117
26,0,39971,Sungjae Im,1.74,394,227
28,0,51696,Rico Hoey,1.73,381,220
28,0,27064,Jhonattan Vegas,1.73,329,190
30,0,51894,Vince Whaley,1.72,324,188
31,0,58168,Davis Thompson,1.71,399,234
31,0,45242,Kevin Yu,1.71,318,186
33,0,48084,Wesley Bryan,1.70,228,134
33,0,57900,Chandler Phillips,1.70,381,224
35,0,51349,Nico Echavarria,1.69,401,237
35,0,32839,Hideki Matsuyama,1.69,299,177
35,0,28237,Rory McIlroy,1.69,289,171
38,0,33448,Justin Thomas,1.68,302,180
39,0,51766,Wyndham Clark,1.67,318,190
39,0,40162,Justin Lower,1.67,441,264
41,0,34256,Andrew Putnam,1.66,321,193
41,0,40006,Erik van Rooyen,1.66,356,215
43,0,34098,Russell Henley,1.65,285,173
43,0,36699,Patrick Rodgers,1.65,409,248
43,0,51890,Greyson Sigg,1.65,292,177
43,0,50095,Austin Smotherman,1.65,204,124
43,0,39324,J.J. Spaun,1.65,336,204
43,0,50484,Hayden Springer,1.65,329,199
49,0,29725,Tony Finau,1.64,364,222
50,0,28089,Jason Day,1.63,305,187
50,0,48117,Kurt Kitayama,1.63,316,194
50,0,52215,Robert MacIntyre,1.63,301,185
50,0,40250,Taylor Pendrith,1.63,351,215
50,0,52513,Carson Young,1.63,392,241
55,0,29420,Billy Horschel,1.62,316,195
55,0,35506,Mackenzie Hughes,1.62,388,240
55,0,37455,Si Woo Kim,1.62,382,236
58,0,30911,Tommy Fleetwood,1.61,259,161
58,0,36801,Mark Hubbard,1.61,437,271
58,0,28252,Seamus Power,1.61,376,233
61,0,40026,Daniel Berger,1.60,330,206
61,0,51287,Ryo Hisatsune,1.60,355,222
61,0,32333,Kevin Tway,1.60,237,148
64,0,48867,Matti Schmid,1.59,354,223
65,0,35450,Patrick Cantlay,1.58,289,183
65,0,51634,Sahith Theegala,1.58,395,250
67,0,35532,Tom Hoge,1.57,456,290
67,0,27936,Martin Laird,1.57,302,192
67,0,49771,J.T. Poston,1.57,375,239
67,0,24502,Adam Scott,1.57,288,184
67,0,46340,Alex Smalley,1.57,326,207
72,0,39997,Corey Conners,1.56,364,234
72,0,25900,Lucas Glover,1.56,378,242
72,0,28775,Nate Lashley,1.56,292,187
72,0,47993,Denny McCarthy,1.56,344,220
76,0,34255,Joseph Bramlett,1.55,347,224
77,0,29535,Brice Garnett,1.54,194,126
77,0,46717,Viktor Hovland,1.54,249,162
77,0,29908,C.T. Pan,1.54,229,149
80,0,45522,Christiaan Bezuidenhout,1.53,309,202
80,0,52514,Trace Crowe,1.53,313,204
80,0,12716,Charley Hoffman,1.53,318,208
80,0,48887,Matt Wallace,1.53,279,182
84,0,33948,Byeong Hun An,1.52,325,214
84,0,56630,Akshay Bhatia,1.52,358,235
84,0,35310,Lanto Griffin,1.52,317,208
87,0,27644,Brian Harman,1.51,345,229
88,0,59836,Pierceson Coody,1.50,345,230
88,0,47988,Nick Hardy,1.50,348,232
90,0,34076,Joel Dahmen,1.49,362,243
90,0,34099,Harris English,1.49,358,241
92,0,32791,K.H. Lee,1.48,327,221
92,0,27139,David Skinns,1.48,331,224
92,0,54783,Dylan Wu,1.48,341,231
95,0,34563,Chesson Hadley,1.47,282,192
95,0,47679,Victor Perez,1.47,264,179
97,0,47591,Eric Cole,1.46,456,313
97,0,36799,Stephan Jaeger,1.46,351,240
97,0,24024,Zach Johnson,1.46,209,143
97,0,37275,Sam Ryder,1.46,344,235
101,0,32366,Kevin Chappell,1.45,227,157
101,0,30926,Chris Kirk,1.45,335,231
101,0,26476,Chez Reavie,1.45,268,185
104,0,54628,Lee Hodges,1.44,345,240
104,0,33204,Shane Lowry,1.44,295,205
104,0,47983,Chad Ramey,1.44,346,241
107,0,40098,Matt Fitzpatrick,1.43,282,197
107,0,33486,Roger Sloan,1.43,271,190
109,0,57362,Austin Eckroat,1.42,374,264
109,0,59095,Chris Gotterup,1.42,292,206
109,0,54421,Garrick Higgo,1.42,329,232
109,0,55182,Tom Kim,1.42,344,243
109,0,49947,Taylor Moore,1.42,385,272
114,0,22371,Aaron Baddeley,1.41,278,197
114,0,33653,Thomas Detry,1.41,292,207
114,0,23108,Matt Kuchar,1.41,273,194
114,0,46441,Robby Shelton,1.41,322,229
114,0,27214,Kevin Streelman,1.41,285,202
119,0,40058,Zac Blair,1.40,307,220
119,0,59866,Nick Dunlap,1.40,316,225
119,0,52374,Brandon Wu,1.40,330,235
