RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,25396,Kevin Na,6' 9",3591.167,533
2,0,10423,Mike Weir,6' 10",2404.417,354
2,0,20160,Charlie Wi,6' 10",3143.083,458
4,0,07457,Steve Flesch,7' 0",2950.083,419
4,0,06567,Vijay Singh,7' 0",2196.750,312
4,0,02239,Scott Verplank,7' 0",2438.333,349
7,0,06522,Ernie Els,7' 2",1509.000,210
7,0,20157,Retief Goosen,7' 2",1800.500,250
7,0,20127,Chris Riley,7' 2",1729.750,241
10,0,20105,Jeff Gove,7' 3",1550.667,214
10,0,20766,Padraig Harrington,7' 3",1390.667,191
10,0,08385,Omar Uresti,7' 3",2602.500,358
13,0,20498,Briny Baird,7' 4",3470.167,471
13,0,10860,Justin Leonard,7' 4",2594.167,354
13,0,01928,Corey Pavin,7' 4",2645.917,359
16,0,23108,Matt Kuchar,7' 5",2951.167,397
16,0,22348,Nick O'Hern,7' 5",2935.250,396
16,0,24502,Adam Scott,7' 5",1364.000,184
16,0,06595,Kevin Sutherland,7' 5",3192.583,432
20,0,22378,Trevor Immelman,7' 6",2074.417,276
21,0,22621,Ben Curtis,7' 7",2632.333,347
21,0,01810,Phil Mickelson,7' 7",2258.750,297
23,0,06004,Stephen Ames,7' 8",2553.000,332
23,0,01142,Bart Bryant,7' 8",2920.833,381
23,0,26695,Michael Letzig,7' 8",3216.333,421
23,0,12680,Shigeki Maruyama,7' 8",2008.583,262
27,0,12652,Cameron Beckman,7' 9",3112.583,401
27,0,06034,Marco Dawson,7' 9",2423.333,313
27,0,11032,Frank Lickliter II,7' 9",4197.333,542
30,0,08931,Glen Day,7' 10",2546.000,326
30,0,19846,Brian Gay,7' 10",3840.250,492
30,0,23797,Brett Rumford,7' 10",2707.333,344
30,0,22293,Heath Slocum,7' 10",3399.167,436
30,0,06527,Steve Stricker,7' 10",2410.917,309
35,0,23135,Tim Clark,7' 11",3219.750,408
35,0,01388,Robert Gamez,7' 11",2996.750,378
35,0,21209,Sergio Garcia,7' 11",2239.500,284
35,0,07547,Craig Kanada,7' 11",2602.917,329
35,0,26476,Chez Reavie,7' 11",3694.667,468
35,0,23621,Rory Sabbatini,7' 11",2437.250,308
41,0,10505,Shane Bertsch,8' 0",4092.667,514
41,0,24357,K.J. Choi,8' 0",2319.167,291
41,0,21753,Brian Davis,8' 0",4655.083,582
41,0,12782,Tim Herron,8' 0",4071.333,509
41,0,21961,Charles Howell III,8' 0",3564.667,445
41,0,08075,Jerry Kelly,8' 0",3285.667,412
41,0,29718,Anthony Kim,8' 0",2742.167,342
41,0,20382,Stephen Leaney,8' 0",2025.333,252
41,0,27613,David Lutterus,8' 0",2263.250,283
41,0,01766,Billy Mayfair,8' 0",3863.333,483
41,0,24361,Pat Perez,8' 0",3101.083,388
41,0,07749,Brett Quigley,8' 0",3156.000,395
41,0,28780,Nicholas Thompson,8' 0",4482.667,561
41,0,21878,Mark Wilson,8' 0",4341.000,541
55,0,12823,Carlos Franco,8' 1",2668.167,331
55,0,21350,Ryuji Imada,8' 1",3248.583,400
55,0,20634,Peter Lonard,8' 1",3565.417,442
55,0,28158,Steve Marino,8' 1",4168.750,516
55,0,06090,Jim McGovern,8' 1",2669.083,329
55,0,25842,Jon Mills,8' 1",3297.583,409
55,0,22046,Geoff Ogilvy,8' 1",2185.917,270
55,0,25345,Carl Pettersson,8' 1",4384.500,544
55,0,10649,Tom Scherrer,8' 1",1850.917,229
55,0,27770,Camilo Villegas,8' 1",2734.750,338
65,0,20472,Alex Cejka,8' 2",2820.083,345
65,0,20623,Gavin Coles,8' 2",1908.333,233
65,0,23541,Ben Crane,8' 2",3193.000,390
65,0,01553,John Huston,8' 2",1866.750,228
65,0,10733,Kent Jones,8' 2",2162.333,266
65,0,10585,Scott McCarron,8' 2",2394.417,294
65,0,24138,Ian Poulter,8' 2",1782.417,218
65,0,02002,John Riegger,8' 2",2504.583,307
65,0,23623,Bo Van Pelt,8' 2",3890.583,474
65,0,25632,Jimmy Walker,8' 2",2835.000,346
65,0,25349,Tim Wilkinson,8' 2",3658.667,450
76,0,01226,Fred Couples,8' 3",2216.500,269
76,0,10875,Todd Demsey,8' 3",3262.333,397
76,0,23157,Richard Johnson,8' 3",3604.083,435
76,0,26300,Matt Jones,8' 3",4116.917,500
76,0,24449,Parker McLachlin,8' 3",3712.500,448
76,0,24140,Sean O'Hair,8' 3",3046.333,370
76,0,20443,Jin Park,8' 3",3236.667,391
76,0,01941,Tom Pernice Jr.,8' 3",4470.000,544
76,0,01948,Tim Petrovic,8' 3",3885.083,469
76,0,21959,Ted Purdy,8' 3",2453.583,296
76,0,02206,David Toms,8' 3",2442.917,295
87,0,23778,Brad Adamonis,8' 4",3385.333,408
87,0,20229,Stewart Cink,8' 4",2498.333,301
87,0,01320,Bob Estes,8' 4",3675.917,439
87,0,01677,Tom Lehman,8' 4",1809.333,218
87,0,01945,Kenny Perry,8' 4",3929.917,472
87,0,12602,Dean Wilson,8' 4",4020.167,481
93,0,06197,Michael Allen,8' 5",3453.167,410
93,0,23718,Nathan Green,8' 5",4826.750,573
93,0,21731,Freddie Jacobson,8' 5",3051.833,361
93,0,20663,Brenden Pappas,8' 5",2496.750,296
93,0,23788,D.J. Trahan,8' 5",3424.333,406
98,0,10885,Robert Allenby,8' 6",3298.750,389
98,0,23614,Rich Beem,8' 6",3459.333,407
98,0,21461,Kenneth Ferrie,8' 6",2782.833,329
