RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
38,0,10885,Robert Allenby,77' 2",54641,59,432,2302001928
38,0,27141,J.B. Holmes,77' 2",57419,62,431,2903002084
38,0,01823,Larry Mize,77' 2",37975,41,432,4001002055
41,0,22892,Jason Gore,77' 1",66609,72,432,2101001602
41,0,01553,John Huston,77' 1",60148,65,437,0201001571
41,0,06573,Brandt Jobe,77' 1",64765,70,434,1204002043
41,0,20628,Arron Oberholser,77' 1",57344,62,432,2101001941
41,0,23320,Ryan Palmer,77' 1",75858,82,435,3804002000
46,0,23409,James Driscoll,76' 10",70064,76,432,1302001816
46,0,20574,Mathew Goggin,76' 10",53496,58,432,0201001902
48,0,20498,Briny Baird,76' 9",64481,70,432,4502001997
49,0,25345,Carl Pettersson,76' 8",68967,75,433,4401001911
50,0,22046,Geoff Ogilvy,76' 7",47780,52,429,2402001617
51,0,23673,Michael Connell,76' 6",38544,42,429,3801001509
51,0,10809,Jim Furyk,76' 6",62437,68,432,4903001536
51,0,12660,Jesper Parnevik,76' 6",67046,73,430,1101001647
54,0,24781,Hunter Mahan,76' 4",80566,88,429,4001001866
54,0,07013,Wes Short Jr.,76' 4",77844,85,428,4501001821
54,0,11011,Mike Sposa,76' 4",53117,58,428,2701001809
57,0,22371,Aaron Baddeley,76' 2",62137,68,429,1902001542
58,0,22946,Henrik Bjornstad,76' 1",81299,89,426,2102001927
59,0,01139,Olin Browne,76' 0",78427,86,429,4502001597
60,0,20593,Greg Chalmers,75' 10",50983,56,428,2701001574
61,0,23983,Luke Donald,75' 8",39044,43,427,1102001497
62,0,21660,Jason Schultz,75' 7",58931,65,424,2601001763
62,0,23623,Bo Van Pelt,75' 7",81605,90,426,4003001512
64,0,01666,Bernhard Langer,75' 6",53473,59,424,4504002126
65,0,27120,Troy Matteson,75' 5",78727,87,423,3601001666
65,0,01948,Tim Petrovic,75' 5",75145,83,425,0701001663
67,0,11032,Frank Lickliter II,75' 4",76854,85,424,2402001684
67,0,01724,Jeff Maggert,75' 4",61451,68,427,4001001931
69,0,07867,Woody Austin,75' 3",83938,93,425,1302001728
69,0,25240,D.A. Points,75' 3",64110,71,423,0401002144
71,0,25936,Alex Aragon,75' 2",48682,54,420,4602001471
71,0,01035,Tommy Armour III,75' 2",47780,53,422,1803001396
71,0,23353,J.J. Henry,75' 2",69486,77,423,0502002622
71,0,01685,J.L. Lewis,75' 2",45119,50,423,0701001937
75,0,21805,Harrison Frazar,75' 1",67604,75,423,1301001738
75,0,06373,José María Olazábal,75' 1",35131,39,423,4404001740
75,0,12755,Vance Veazey,75' 1",48629,54,422,0202001524
78,0,20121,Todd Fischer,74' 11",80947,90,423,4301001834
78,0,02110,Jerry Smith,74' 11",75541,84,421,0602001570
80,0,21949,Joe Ogilvie,74' 10",70034,78,421,3604002002
81,0,28475,Jeff Overton,74' 8",77926,87,420,1101001826
81,0,23497,Tag Ridings,74' 8",80661,90,421,4001001775
83,0,20378,Mathias Grönberg,74' 7",70690,79,422,1703001949
83,0,22913,John Rollins,74' 7",67988,76,420,0302001688
83,0,20812,Tjaart van der Walt,74' 7",46529,52,417,3602001492
86,0,01381,Fred Funk,74' 6",76005,85,418,2102002050
87,0,07457,Steve Flesch,74' 4",91845,103,418,4601001674
88,0,20098,Stuart Appleby,74' 3",57024,64,421,0202001617
88,0,23621,Rory Sabbatini,74' 3",57007,64,419,0201001802
88,0,20645,John Senden,74' 3",70409,79,417,2804001700
91,0,01313,Steve Elkington,74' 2",40052,45,418,2401001529
91,0,06567,Vijay Singh,74' 2",74793,84,417,3703001701
93,0,23048,Eric Axley,74' 1",70223,79,417,3802001871
93,0,01928,Corey Pavin,74' 1",50663,57,419,3201002073
93,0,06527,Steve Stricker,74' 1",45357,51,422,1704001681
96,0,06034,Marco Dawson,74' 0",68391,77,416,4004001644
97,0,06197,Michael Allen,73' 11",63898,72,416,2204001426
97,0,20382,Stephen Leaney,73' 11",68313,77,415,3302001698
99,0,23614,Rich Beem,73' 10",56699,64,414,4801001411
99,0,01473,Todd Hamilton,73' 10",49623,56,416,4304001858
99,0,22405,Justin Rose,73' 10",76219,86,416,0202001741
99,0,06595,Kevin Sutherland,73' 10",77121,87,415,3801001833
103,0,12760,Danny Ellis,73' 9",52212,59,415,4103001669
104,0,10505,Shane Bertsch,73' 8",79536,90,416,0604001597
104,0,12510,Chad Campbell,73' 8",59236,67,414,4602001463
106,0,24357,K.J. Choi,73' 7",69761,79,415,2104001667
106,0,08075,Jerry Kelly,73' 7",74199,84,417,0204002271
108,0,25900,Lucas Glover,73' 6",75877,86,415,1901001660
109,0,23788,D.J. Trahan,73' 5",66984,76,415,3201001572
110,0,25935,John Engler Jr.,73' 4",55444,63,412,2602001799
110,0,24912,Will MacKenzie,73' 4",65085,74,413,4001001740
110,0,01810,Phil Mickelson,73' 4",41351,47,410,1403001567
113,0,01161,Mark Calcavecchia,73' 3",69441,79,412,4704001496
114,0,07223,Brian Bateman,73' 2",51796,59,412,2103001518
114,0,01320,Bob Estes,73' 2",65851,75,412,1902001550
114,0,08375,Paul Stankowski,73' 2",55306,63,410,3802001503
117,0,24140,Sean O'Hair,73' 1",66667,76,410,2303001527
117,0,25632,Jimmy Walker,73' 1",49121,56,411,2801001521
119,0,19913,Ron Whittaker,73' 0",62178,71,409,4603001534
120,0,06575,Dudley Hart,72' 11",62129,71,412,3202001988
120,0,22293,Heath Slocum,72' 11",73537,84,411,1603001762
122,0,01577,Lee Janzen,72' 10",59444,68,408,1002001650
122,0,02223,Bob Tway,72' 10",58546,67,410,3304001870
124,0,20099,Doug Barron,72' 9",58506,67,408,1701001649
124,0,01219,John Cook,72' 9",47117,54,416,3602001696
124,0,01388,Robert Gamez,72' 9",71587,82,410,3702001604
124,0,24024,Zach Johnson,72' 9",67210,77,409,2901001690
124,0,01599,Steve Jones,72' 9",60227,69,409,1902001854
124,0,27095,Nick Watney,72' 9",75093,86,410,4501002260
130,0,21961,Charles Howell III,72' 8",68888,79,409,4002001568
130,0,01766,Billy Mayfair,72' 8",67160,77,409,1101002049
132,0,01024,Billy Andrade,72' 7",52262,60,407,1301001513
132,0,01677,Tom Lehman,72' 7",40958,47,407,2102001603
132,0,20548,Hidemichi Tanaka,72' 7",56635,65,408,2701001636
135,0,06515,Shaun Micheel,72' 6",67879,78,407,1104001698
135,0,24502,Adam Scott,72' 6",44352,51,411,3702001285
135,0,02214,Kirk Triplett,72' 6",42642,49,410,2301001507
138,0,01249,John Daly,72' 5",35618,41,405,1301001501
139,0,08123,Jeff Brehaut,72' 2",73650,85,405,3901001640
139,0,02104,Jeff Sluman,72' 2",71863,83,406,2001001878
139,0,02246,Duffy Waldorf,72' 2",70977,82,406,2104001767
142,0,24361,Pat Perez,72' 1",36326,42,409,2801001481
143,0,10423,Mike Weir,72' 0",54450,63,404,2104001503
144,0,27770,Camilo Villegas,71' 11",70737,82,405,3902001958
145,0,22378,Trevor Immelman,71' 10",62897,73,403,2702002361
146,0,12823,Carlos Franco,71' 9",66323,77,404,4801001850
147,0,21350,Ryuji Imada,71' 7",73887,86,404,3803001887
148,0,08835,Kris Cox,71' 6",61752,72,403,3903001714
148,0,24358,Robert Garrigus,71' 6",63496,74,406,4502001741
150,0,06643,Paul Goydos,71' 4",54770,64,403,4102001590
150,0,01707,Steve Lowery,71' 4",71037,83,402,3804001493
150,0,23322,Brett Wetterich,71' 4",61614,72,401,3203001463
153,0,01226,Fred Couples,71' 3",27345,32,399,1301001279
153,0,21753,Brian Davis,71' 3",68398,80,406,2003001615
153,0,20157,Retief Goosen,71' 3",39324,46,403,1304001580
156,0,21209,Sergio Garcia,71' 1",33283,39,401,0402001829
156,0,20766,Padraig Harrington,71' 1",32424,38,398,2604001779
156,0,12716,Charley Hoffman,71' 1",75039,88,400,0403002161
156,0,01945,Kenny Perry,71' 1",51194,60,399,2103001410
160,0,24980,Scott Gutschewski,70' 11",37448,44,402,2801001632
161,0,06621,Joe Durant,70' 8",81400,96,395,4302001675
162,0,06251,Chris DiMarco,70' 5",51558,61,395,2303001652
162,0,21470,Daisuke Maruyama,70' 5",59167,70,398,1104001491
164,0,01042,Paul Azinger,70' 4",66708,79,397,1101001555
164,0,20691,Greg Owen,70' 4",52358,62,396,0703001321
166,0,12782,Tim Herron,70' 2",52217,62,393,2202001657
166,0,01619,Skip Kendall,70' 2",48820,58,394,1701001511
168,0,02239,Scott Verplank,70' 1",57219,68,395,4603001451
169,0,21646,David Branshaw,70' 0",72217,86,394,4501001591
170,0,06012,Greg Kraft,69' 10",56133,67,394,4003001359
171,0,22548,Patrick Sheehan,69' 8",72756,87,394,2704001930
172,0,01142,Bart Bryant,69' 6",58412,70,392,2304001615
172,0,26360,Bubba Dickerson,69' 6",71692,86,393,4101001523
172,0,06522,Ernie Els,69' 6",39178,47,394,1201001623
175,0,24507,Jason Bohn,69' 0",73709,89,391,4001001475
176,0,11123,Chris Couch,68' 11",54562,66,388,4801001439
177,0,06350,Bob May,68' 9",43740,53,388,3802001776
178,0,27943,Matt Hansen,68' 8",47776,58,384,1702001514
178,0,23307,Roger Tambellini,68' 8",43668,53,386,4101001536
180,0,12662,Thomas Levet,68' 7",39497,48,385,1102002050
181,0,23349,Charles Warren,68' 6",66614,81,389,1203001584
182,0,23616,Ryan Hietala,68' 3",41786,51,384,2204001595
183,0,20472,Alex Cejka,68' 2",65454,80,384,4103001491
183,0,10565,Ian Leggatt,68' 2",57273,70,384,2601001264
183,0,02101,Joey Sindelar,68' 2",61328,75,382,1904001902
186,0,19881,Robert Damron,68' 0",66935,82,383,4001001475
187,0,25842,Jon Mills,67' 8",43839,54,380,1103001539
188,0,28780,Nicholas Thompson,67' 7",63220,78,380,4104001512
189,0,25804,Bubba Watson,67' 3",58072,72,377,4501001441
190,0,24924,Bill Haas,67' 0",70754,88,378,3302001724
191,0,20105,Jeff Gove,66' 10",64194,80,374,4102001509
191,0,20094,Jonathan Kaye,66' 10",68972,86,376,4103001750
193,0,10860,Justin Leonard,66' 2",51594,65,373,3701001739
194,0,20634,Peter Lonard,65' 7",51966,66,369,3801001516
195,0,08385,Omar Uresti,64' 11",39749,51,368,3204001430
196,0,01132,Mark Brooks,63' 9",56624,74,359,1301001350
