RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,01928,Corey Pavin,12' 9",1924.083,151,62,4"
2,0,01887,Mark O'Meara,12' 3",1204.250,98,54,1
3,0,01823,Larry Mize,12' 1",1233.667,102,65,5"
4,0,12645,Brent Geiberger,12' 0",3431.583,286,73,2"
5,0,20127,Chris Riley,11' 11",2675.750,225,60,3"
6,0,26420,Richard Johnson,11' 9",3318.083,282,64,7"
7,0,02106,Chris Smith,11' 6",2137.417,186,52,8"
8,0,01219,John Cook,11' 4",1888.083,166,59,4"
9,0,22621,Ben Curtis,11' 3",2394.500,213,59,1"
9,0,20631,David McKenzie,11' 3",2517.667,223,44,2"
9,0,20548,Hidemichi Tanaka,11' 3",1732.583,154,48,4"
12,0,01941,Tom Pernice Jr.,11' 2",3579.000,320,63,1"
13,0,01329,Brad Faxon,11' 1",2314.000,209,50,4"
13,0,21878,Mark Wilson,11' 1",2850.750,258,59,1"
15,0,07749,Brett Quigley,11' 0",3697.667,336,63,2"
16,0,02223,Bob Tway,10' 11",2231.417,205,47,4"
17,0,01761,Len Mattiace,10' 10",1772.250,164,39,1"
18,0,22371,Aaron Baddeley,10' 9",2323.833,216,67,1"
18,0,20121,Todd Fischer,10' 9",3044.000,284,54,2"
20,0,23541,Ben Crane,10' 8",2351.667,220,50,2"
20,0,01313,Steve Elkington,10' 8",1470.750,138,50,4"
20,0,06575,Dudley Hart,10' 8",2307.250,217,53,6"
20,0,06573,Brandt Jobe,10' 8",2482.583,232,71,3"
24,0,01139,Olin Browne,10' 7",3015.333,285,55,5"
24,0,19846,Brian Gay,10' 7",3615.417,342,50,7"
24,0,20382,Stephen Leaney,10' 7",2718.833,256,62,3"
24,0,12602,Dean Wilson,10' 7",3365.750,319,57,1"
28,0,25935,John Engler Jr.,10' 6",1784.917,170,48,3"
28,0,01677,Tom Lehman,10' 6",1435.667,137,45,3"
28,0,01724,Jeff Maggert,10' 6",2152.167,205,50,1"
28,0,19913,Ron Whittaker,10' 6",2334.167,222,58,6"
32,0,20498,Briny Baird,10' 5",2588.667,249,56,4"
32,0,21731,Freddie Jacobson,10' 5",1872.750,180,40,1"
32,0,10733,Kent Jones,10' 5",3200.833,308,67,1"
32,0,01948,Tim Petrovic,10' 5",2522.167,243,45,6"
32,0,21959,Ted Purdy,10' 5",2836.250,273,56,1"
37,0,20229,Stewart Cink,10' 4",2777.000,269,52,2"
37,0,09011,David Duval,10' 4",1821.750,176,43,2"
37,0,10809,Jim Furyk,10' 4",2809.750,273,49,2"
37,0,02110,Jerry Smith,10' 4",2911.583,282,68,1"
37,0,08375,Paul Stankowski,10' 4",1980.083,192,51,3"
42,0,20574,Mathew Goggin,10' 3",1913.083,187,67,4"
42,0,24024,Zach Johnson,10' 3",2580.500,252,53,2"
42,0,01666,Bernhard Langer,10' 3",1981.500,194,75,4"
42,0,01685,J.L. Lewis,10' 3",1361.000,133,48,1"
42,0,12680,Shigeki Maruyama,10' 3",2780.750,272,69,5"
42,0,06373,José María Olazábal,10' 3",1317.500,129,52,4"
42,0,25240,D.A. Points,10' 3",2309.167,226,60,2"
42,0,23325,Vaughn Taylor,10' 3",3147.167,306,60,7"
50,0,19824,Craig Barlow,10' 2",2094.500,206,50,2"
50,0,06034,Marco Dawson,10' 2",2762.667,272,46,1"
