RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,23307,Roger Tambellini,24' 10",13972.500,563
2,0,02106,Chris Smith,24' 8",15686.583,637
3,0,23409,James Driscoll,24' 5",18211.000,746
4,0,24357,K.J. Choi,24' 3",20490.583,844
4,0,12660,Jesper Parnevik,24' 3",18159.000,748
6,0,12645,Brent Geiberger,24' 1",22109.667,919
6,0,07749,Brett Quigley,24' 1",22968.250,953
6,0,08793,Tiger Woods,24' 1",9357.417,388
9,0,20574,Mathew Goggin,23' 11",14476.583,605
9,0,01766,Billy Mayfair,23' 11",19605.750,819
9,0,06595,Kevin Sutherland,23' 11",21944.500,918
12,0,01313,Steve Elkington,23' 10",11526.250,484
12,0,25935,John Engler Jr.,23' 10",15680.583,659
12,0,21961,Charles Howell III,23' 10",19881.083,833
12,0,20812,Tjaart van der Walt,23' 10",12448.917,523
12,0,12602,Dean Wilson,23' 10",21998.250,922
17,0,22621,Ben Curtis,23' 9",16753.333,705
18,0,23541,Ben Crane,23' 8",14027.000,592
18,0,23718,Nathan Green,23' 8",21329.250,902
18,0,23616,Ryan Hietala,23' 8",12588.167,531
18,0,20608,David Howell,23' 8",7177.750,303
18,0,26420,Richard Johnson,23' 8",21090.667,891
23,0,20631,David McKenzie,23' 7",16709.500,709
23,0,01823,Larry Mize,23' 7",10260.250,435
23,0,02246,Duffy Waldorf,23' 7",20288.333,859
23,0,25632,Jimmy Walker,23' 7",13666.167,579
27,0,20572,Rod Pampling,23' 6",14334.667,609
27,0,21660,Jason Schultz,23' 6",16032.417,682
29,0,22946,Henrik Bjornstad,23' 5",21244.417,906
29,0,20105,Jeff Gove,23' 5",20848.167,890
29,0,06515,Shaun Micheel,23' 5",19684.083,841
29,0,20645,John Senden,23' 5",19893.250,850
29,0,21878,Mark Wilson,23' 5",17208.583,736
34,0,20850,Daniel Chopra,23' 4",20469.167,877
34,0,06575,Dudley Hart,23' 4",16540.500,708
34,0,12716,Charley Hoffman,23' 4",21098.000,905
34,0,26596,Ryan Moore,23' 4",13667.083,586
38,0,24912,Will MacKenzie,23' 3",18471.917,795
38,0,11011,Mike Sposa,23' 3",13420.083,577
38,0,25804,Bubba Watson,23' 3",17543.917,755
41,0,01329,Brad Faxon,23' 2",16763.083,723
41,0,20691,Greg Owen,23' 2",14876.000,641
43,0,22371,Aaron Baddeley,23' 1",15065.250,653
43,0,01142,Bart Bryant,23' 1",17754.750,770
43,0,01320,Bob Estes,23' 1",18049.250,783
43,0,27095,Nick Watney,23' 1",19594.250,849
47,0,23983,Luke Donald,23' 0",9555.750,416
47,0,12760,Danny Ellis,23' 0",13858.250,603
47,0,25900,Lucas Glover,23' 0",20393.583,886
47,0,22892,Jason Gore,23' 0",16779.500,729
47,0,01761,Len Mattiace,23' 0",11625.167,506
47,0,01928,Corey Pavin,23' 0",13632.917,592
47,0,23497,Tag Ridings,23' 0",20557.667,893
47,0,19913,Ron Whittaker,23' 0",17375.917,755
55,0,01226,Fred Couples,22' 11",7406.833,323
55,0,23353,J.J. Henry,22' 11",19057.500,833
55,0,24781,Hunter Mahan,22' 11",21193.000,926
55,0,25240,D.A. Points,22' 11",16371.917,714
59,0,07223,Brian Bateman,22' 10",13885.083,608
59,0,21646,David Branshaw,22' 10",20946.083,916
59,0,08123,Jeff Brehaut,22' 10",20555.417,901
59,0,11123,Chris Couch,22' 10",16556.583,725
59,0,10809,Jim Furyk,22' 10",15964.167,700
59,0,06573,Brandt Jobe,22' 10",17220.000,755
59,0,01599,Steve Jones,22' 10",16233.250,711
59,0,11032,Frank Lickliter II,22' 10",19713.667,864
59,0,27120,Troy Matteson,22' 10",21075.750,924
59,0,01887,Mark O'Meara,22' 10",7979.083,350
59,0,25345,Carl Pettersson,22' 10",16696.583,732
59,0,23623,Bo Van Pelt,22' 10",20953.083,918
59,0,23349,Charles Warren,22' 10",19589.083,859
72,0,01035,Tommy Armour III,22' 9",12191.667,536
72,0,20498,Briny Baird,22' 9",17030.417,749
72,0,20229,Stewart Cink,22' 9",16680.833,733
72,0,08835,Kris Cox,22' 9",16854.083,741
72,0,20094,Jonathan Kaye,22' 9",21117.583,927
72,0,01666,Bernhard Langer,22' 9",13456.417,591
72,0,01685,J.L. Lewis,22' 9",11424.917,503
72,0,24140,Sean O'Hair,22' 9",17614.667,775
72,0,08375,Paul Stankowski,22' 9",15032.167,660
72,0,06527,Steve Stricker,22' 9",11642.750,511
82,0,24925,Jonathan Byrd,22' 8",12271.667,541
82,0,27141,J.B. Holmes,22' 8",14180.583,626
82,0,06012,Greg Kraft,22' 8",15555.667,687
82,0,01707,Steve Lowery,22' 8",19305.667,853
82,0,28475,Jeff Overton,22' 8",20197.917,892
82,0,01941,Tom Pernice Jr.,22' 8",19072.833,840
82,0,02223,Bob Tway,22' 8",15753.500,695
89,0,10885,Robert Allenby,22' 7",13778.333,611
89,0,06004,Stephen Ames,22' 7",9988.917,443
89,0,25936,Alex Aragon,22' 7",12003.083,532
89,0,21407,Arjun Atwal,22' 7",18503.667,818
89,0,01042,Paul Azinger,22' 7",18048.583,798
89,0,12823,Carlos Franco,22' 7",18001.250,796
89,0,22378,Trevor Immelman,22' 7",17168.083,759
89,0,21470,Daisuke Maruyama,22' 7",16280.000,720
89,0,20628,Arron Oberholser,22' 7",14476.833,640
89,0,22913,John Rollins,22' 7",18088.500,802
89,0,20548,Hidemichi Tanaka,22' 7",15353.667,679
89,0,12755,Vance Veazey,22' 7",12826.000,568
101,0,24507,Jason Bohn,22' 6",20519.250,912
101,0,23135,Tim Clark,22' 6",12897.250,573
101,0,27943,Matt Hansen,22' 6",13143.750,584
101,0,08075,Jerry Kelly,22' 6",19471.583,865
101,0,20382,Stephen Leaney,22' 6",17682.750,787
106,0,06197,Michael Allen,22' 5",16003.500,714
106,0,10505,Shane Bertsch,22' 5",20164.417,900
106,0,01161,Mark Calcavecchia,22' 5",17276.750,772
106,0,12510,Chad Campbell,22' 5",15735.583,702
106,0,10733,Kent Jones,22' 5",19958.083,890
106,0,22046,Geoff Ogilvy,22' 5",11598.750,517
112,0,07457,Steve Flesch,22' 4",23252.167,1041
