RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01320,Bob Estes,68.84,285,414
2,0,10860,Justin Leonard,67.09,418,623
3,0,01527,Scott Hoch,66.37,302,455
4,0,01968,Nick Price,65.78,198,301
5,0,01353,Bruce Fleisher,65.71,253,385
6,0,10809,Jim Furyk,64.98,347,534
7,0,01891,David Ogrin,64.93,411,633
8,0,07235,John Morse,64.10,375,585
9,0,02214,Kirk Triplett,63.71,323,507
10,0,06581,David Sutherland,63.62,341,536
11,0,02146,Payne Stewart,63.30,326,515
12,0,01306,David Edwards,63.28,293,463
13,0,01201,Lennie Clements,63.27,360,569
14,0,01381,Fred Funk,63.14,442,700
15,0,01323,Brad Fabel,62.90,356,566
16,0,01024,Billy Andrade,62.77,354,564
17,0,01905,Joe Ozaki,62.71,259,413
17,0,02294,Willie Wood,62.71,365,582
19,0,01157,Tom Byrum,62.61,355,567
20,0,01175,Jim Carter,62.54,354,566
21,0,01996,Mike Reid,62.53,297,475
21,0,02010,Loren Roberts,62.53,302,483
23,0,01706,Davis Love III,62.50,290,464
23,0,01748,Doug Martin,62.50,360,576
25,0,01823,Larry Mize,62.35,260,417
26,0,01196,Brian Claar,62.34,250,401
27,0,12645,Brent Geiberger,62.26,330,530
27,0,02242,Lanny Wadkins,62.26,297,477
29,0,07267,Allen Doyle,62.25,338,543
30,0,06643,Paul Goydos,62.19,375,603
31,0,01926,Steve Pate,62.18,319,513
32,0,12660,Jesper Parnevik,62.09,226,364
33,0,01098,Jay Don Blake,62.06,337,543
34,0,01723,Andrew Magee,61.86,339,548
35,0,01960,Don Pooley,61.74,276,447
36,0,20229,Stewart Cink,61.73,371,601
37,0,01014,Fulton Allem,61.67,222,360
37,0,01329,Brad Faxon,61.67,288,467
37,0,01577,Lee Janzen,61.67,362,587
40,0,02239,Scott Verplank,61.54,240,390
41,0,01489,Steve Hart,61.43,317,516
42,0,01374,Robin Freeman,61.34,238,388
43,0,01143,Brad Bryant,61.32,260,424
44,0,19881,Robert Damron,61.30,350,571
45,0,01346,Ed Fiori,61.18,249,407
45,0,06595,Kevin Sutherland,61.18,312,510
47,0,02133,Craig Stadler,61.17,219,358
48,0,12663,Phil Tataurangi,61.15,318,520
49,0,20099,Doug Barron,61.10,377,617
50,0,01219,John Cook,61.08,295,483
51,0,01920,Craig Parry,60.96,228,374
52,0,02104,Jeff Sluman,60.82,340,559
53,0,20098,Stuart Appleby,60.71,289,476
54,0,01116,Michael Bradley,60.68,321,529
55,0,01475,Donnie Hammond,60.67,273,450
56,0,01361,Dan Forsman,60.63,288,475
57,0,06332,Neal Lancaster,60.61,377,622
58,0,08375,Paul Stankowski,60.56,367,606
59,0,02007,Larry Rinker,60.55,393,649
60,0,01203,Russ Cochran,60.52,328,542
61,0,02206,David Toms,60.50,337,557
62,0,01975,Tom Purtzer,60.49,196,324
63,0,01810,Phil Mickelson,60.41,238,394
64,0,02131,Mike Springer,60.40,299,495
65,0,08931,Glen Day,60.30,322,534
66,0,01093,Ronnie Black,60.27,311,516
67,0,11032,Frank Lickliter II,60.25,332,551
68,0,01599,Steve Jones,60.14,261,434
69,0,01569,Peter Jacobsen,60.13,273,454
70,0,06575,Dudley Hart,60.12,291,484
71,0,08793,Tiger Woods,60.10,247,411
72,0,01418,Bill Glasson,60.06,203,338
73,0,01096,Phil Blackmar,59.86,349,583
74,0,01619,Skip Kendall,59.85,325,543
75,0,01633,Tom Kite,59.75,242,405
76,0,02223,Bob Tway,59.70,280,469
77,0,01378,David Frost,59.69,271,454
78,0,01161,Mark Calcavecchia,59.67,290,486
79,0,01006,John Adams,59.50,288,484
80,0,06567,Vijay Singh,59.35,273,460
81,0,01533,P.H. Horgan III,59.31,344,580
82,0,01457,Jay Haas,59.29,249,420
83,0,01707,Steve Lowery,59.27,326,550
84,0,02267,D.A. Weibring,59.21,241,407
84,0,02292,Bob Wolcott,59.21,286,483
86,0,10569,Mike Brisky,59.17,371,627
87,0,02049,Gene Sauers,59.15,181,306
88,0,01334,Keith Fergus,59.05,199,337
89,0,12826,Paul Claxton,59.04,258,437
90,0,08385,Omar Uresti,59.02,373,632
91,0,01928,Corey Pavin,58.98,243,412
92,0,06617,Brian Henninger,58.94,277,470
93,0,01331,Rick Fehr,58.91,228,387
94,0,01487,Jeff Hart,58.85,286,486
95,0,10207,Jimmy Johnston,58.84,326,554
96,0,21007,Gabriel Hjertstedt,58.82,300,510
96,0,01876,Greg Norman,58.82,140,238
98,0,10585,Scott McCarron,58.80,294,500
99,0,01510,Nolan Henke,58.77,305,519
100,0,01941,Tom Pernice Jr.,58.74,336,572
101,0,01307,Joel Edwards,58.73,343,584
102,0,06522,Ernie Els,58.71,209,356
103,0,02099,Scott Simpson,58.70,290,494
104,0,02245,Grant Waite,58.56,325,555
105,0,08537,J.P. Hayes,58.45,377,645
106,0,06577,John Wilson,58.41,375,642
107,0,06132,Sonny Skinner,58.39,268,459
108,0,06044,Scott Gump,58.36,349,598
109,0,08265,Eric Johnson,58.35,332,569
110,0,01042,Paul Azinger,58.33,210,360
111,0,09011,David Duval,58.32,291,499
112,0,01797,Rocco Mediate,58.27,243,417
113,0,06613,Tommy Tolles,58.26,282,484
114,0,01761,Len Mattiace,58.23,375,644
115,0,01011,Rafael Alarcon,58.16,335,576
116,0,02008,Lee Rinker,58.15,339,583
117,0,02159,Curtis Strange,58.11,197,339
118,0,07749,Brett Quigley,58.10,398,685
119,0,12782,Tim Herron,58.03,347,598
120,0,01943,Chris Perry,57.99,341,588
121,0,01139,Olin Browne,57.98,378,652
122,0,05466,Jack O'Keefe,57.92,289,499
123,0,01682,Wayne Levi,57.84,214,370
124,0,08339,Spike McRoy,57.82,270,467
125,0,01408,Kelly Gibson,57.80,400,692
126,0,01035,Tommy Armour III,57.77,327,566
127,0,06036,Scott Dunlap,57.74,332,575
128,0,06527,Steve Stricker,57.70,221,383
129,0,06090,Jim McGovern,57.55,347,603
130,0,01133,Billy Ray Brown,57.38,272,474
131,0,10963,Jimmy Green,57.37,319,556
132,0,01549,Mike Hulbert,57.31,337,588
133,0,02218,Ted Tryba,57.17,359,628
134,0,07087,Hugh Royer III,57.14,324,567
135,0,06315,Pete Jordan,57.07,355,622
136,0,07363,Craig Bowden,56.99,208,365
137,0,01444,Ken Green,56.94,205,360
138,0,08553,Lee Porter,56.93,304,534
139,0,01887,Mark O'Meara,56.90,235,413
140,0,07003,David Berganio Jr.,56.84,270,475
141,0,02135,Mike Standly,56.80,309,544
142,0,01132,Mark Brooks,56.78,310,546
143,0,02225,Howard Twitty,56.75,206,363
144,0,01766,Billy Mayfair,56.73,295,520
145,0,01771,Blaine McCallister,56.64,273,482
146,0,01261,Jay Delsing,56.62,312,551
147,0,01677,Tom Lehman,56.59,189,334
148,0,06124,Patrick Burke,56.53,225,398
149,0,02100,Tim Simpson,56.50,252,446
150,0,02256,Tom Watson,56.47,157,278
151,0,02279,Mark Wiebe,56.46,271,480
152,0,02246,Duffy Waldorf,56.45,289,512
153,0,10213,Dicky Pride,56.40,291,516
154,0,06012,Greg Kraft,56.39,384,681
155,0,01185,Brandel Chamblee,56.31,272,483
156,0,06621,Joe Durant,56.16,301,536
157,0,02101,Joey Sindelar,56.06,333,594
158,0,01040,Emlyn Aubrey,55.91,265,474
158,0,02170,Hal Sutton,55.91,265,474
160,0,01864,Larry Nelson,55.65,202,363
161,0,01945,Kenny Perry,55.63,247,444
162,0,01724,Jeff Maggert,55.60,278,500
163,0,06034,Marco Dawson,55.54,326,587
164,0,02115,Taylor Smith,55.52,322,580
165,0,01326,Nick Faldo,55.51,141,254
166,0,07101,Dave Stockton Jr.,55.49,354,638
167,0,12387,Michael Christie,55.48,339,611
168,0,08075,Jerry Kelly,55.31,302,546
169,0,10457,Frank Nobilo,55.26,189,342
170,0,01385,Jim Gallagher Jr.,55.18,309,560
171,0,01072,Chip Beck,55.17,315,571
172,0,07867,Woody Austin,54.84,300,547
173,0,07547,Craig Kanada,54.79,223,407
174,0,10875,Todd Demsey,54.74,277,506
175,0,02226,Tray Tyner,54.68,263,481
176,0,01313,Steve Elkington,54.49,170,312
177,0,01226,Fred Couples,54.23,154,284
178,0,06214,Guy Boros,54.19,291,537
179,0,10837,Kevin Burton,54.11,270,499
180,0,08547,John Maginnes,54.08,358,662
181,0,02023,Clarence Rose,53.89,270,501
182,0,02166,Chip Sullivan,53.50,283,529
183,0,10505,Shane Bertsch,53.49,291,544
184,0,01388,Robert Gamez,53.36,246,461
185,0,01288,Ed Dougherty,53.01,229,432
186,0,01553,John Huston,52.91,236,446
187,0,07465,Hideki Kase,52.82,300,568
188,0,01717,Sandy Lyle,52.54,186,354
189,0,02321,Fuzzy Zoeller,52.14,146,280
190,0,20158,Anthony Rodriguez,51.49,225,437
191,0,10962,Bradley Hughes,51.27,243,474
192,0,06144,John Dowdall,51.08,212,415
193,0,02095,Larry Silveira,50.56,225,445
194,0,06515,Shaun Micheel,49.46,184,372
195,0,01249,John Daly,48.83,146,299
