RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,20433,Mark Hensby,89' 4",89.333,1,89,89
2,0,25892,Steve Wheatcroft,71' 0",71.000,1,71,71
3,0,06373,José María Olazábal,68' 2",68.167,1,68,68
4,0,27963,Chris Stroud,61' 3",61.250,1,61,61
5,0,06527,Steve Stricker,52' 2",104.333,2,61,43
6,0,01157,Tom Byrum,50' 8",50.667,1,51,51
7,0,26420,Richard Johnson,45' 5",45.417,1,45,45
8,0,01948,Tim Petrovic,36' 9",110.250,3,82,7
9,0,10860,Justin Leonard,36' 5",36.417,1,36,36
10,0,07867,Woody Austin,35' 7",35.583,1,36,36
11,0,23135,Tim Clark,34' 11",104.833,3,60,19
12,0,08793,Tiger Woods,34' 4",205.833,6,70,9
13,0,20105,Jeff Gove,33' 2",165.917,5,68,3
14,0,01928,Corey Pavin,31' 10",31.833,1,32,32
15,0,01024,Billy Andrade,31' 2",62.250,2,60,2
16,0,01706,Davis Love III,30' 10",61.667,2,55,6
17,0,20229,Stewart Cink,30' 8",153.250,5,55,1
18,0,23325,Vaughn Taylor,30' 7",91.833,3,51,1
19,0,20127,Chris Riley,29' 4",58.583,2,38,21
20,0,23349,Charles Warren,28' 3",225.667,8,56,1
21,0,24357,K.J. Choi,27' 9",55.417,2,44,12
21,0,29718,Anthony Kim,27' 9",83.250,3,47,11
23,0,21350,Ryuji Imada,27' 8",83.083,3,30,26
24,0,12510,Chad Campbell,26' 4",78.917,3,38,9
25,0,22378,Trevor Immelman,26' 1",52.083,2,46,6
26,0,25396,Kevin Na,26' 0",104.083,4,58,2
27,0,23638,Brendon de Jonge,25' 5",101.667,4,26,24
28,0,27141,J.B. Holmes,25' 2",75.583,3,45,14
29,0,23621,Rory Sabbatini,25' 1",125.250,5,56,6
30,0,25190,Jeff Quinney,24' 9",99.000,4,40,3
31,0,25900,Lucas Glover,24' 8",49.333,2,34,15
32,0,06004,Stephen Ames,24' 5",48.833,2,29,20
32,0,24925,Jonathan Byrd,24' 5",97.750,4,50,10
34,0,24140,Sean O'Hair,23' 10",214.250,9,38,7
34,0,22046,Geoff Ogilvy,23' 10",95.250,4,42,11
36,0,01142,Bart Bryant,23' 6",47.000,2,26,21
37,0,01381,Fred Funk,23' 5",46.750,2,38,9
38,0,24358,Robert Garrigus,22' 10",182.583,8,42,6
39,0,20098,Stuart Appleby,22' 4",44.667,2,28,17
39,0,22295,Darron Stiles,22' 4",134.167,6,62,2
41,0,21731,Freddie Jacobson,22' 3",22.250,1,22,22
42,0,20645,John Senden,22' 2",88.750,4,53,2
43,0,25686,Jason Dufner,22' 0",131.833,6,39,4
44,0,10885,Robert Allenby,21' 9",130.333,6,58,9
45,0,27702,Matt Hendrix,21' 7",86.250,4,36,9
46,0,08537,J.P. Hayes,21' 6",21.500,1,22,22
47,0,20572,Rod Pampling,21' 5",171.333,8,47,5
48,0,24980,Scott Gutschewski,21' 3",85.083,4,29,15
49,0,02246,Duffy Waldorf,21' 0",83.833,4,37,11
50,0,26881,Jarrod Lyle,20' 5",81.583,4,44,8
51,0,01249,John Daly,19' 11",119.417,6,60,4
51,0,23800,Bryce Molder,19' 11",19.917,1,20,20
53,0,23353,J.J. Henry,19' 10",79.250,4,39,2
54,0,21949,Joe Ogilvie,19' 8",137.667,7,47,5
55,0,01161,Mark Calcavecchia,19' 4",96.833,5,53,1
55,0,21959,Ted Purdy,19' 4",77.417,4,31,4
57,0,01707,Steve Lowery,19' 2",57.417,3,39,7
58,0,22212,Craig Lile,19' 1",57.250,3,28,13
59,0,06621,Joe Durant,18' 9",37.500,2,26,11
59,0,26679,Kevin Stadler,18' 9",131.083,7,43,3
61,0,08931,Glen Day,18' 8",37.250,2,22,15
62,0,08123,Jeff Brehaut,18' 7",111.667,6,39,7
63,0,12652,Cameron Beckman,18' 6",55.500,3,47,7"
64,0,10733,Kent Jones,18' 4",128.417,7,43,2
64,0,22806,Doug LaBelle II,18' 4",73.417,4,33,6
64,0,24449,Parker McLachlin,18' 4",73.417,4,28,12
67,0,07223,Brian Bateman,18' 1",18.083,1,18,18
68,0,20766,Padraig Harrington,17' 11",17.917,1,18,18
69,0,06197,Michael Allen,17' 10",89.000,5,30,4
70,0,23497,Tag Ridings,17' 8",70.500,4,30,2
71,0,21209,Sergio Garcia,17' 4",86.583,5,36,3
71,0,26596,Ryan Moore,17' 4",104.167,6,30,11
71,0,23788,D.J. Trahan,17' 4",69.250,4,27,5
74,0,20859,Anders Hansen,16' 7",33.167,2,17,16
