RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
75,0,23613,Rich Barcelo,16' 6",49.583,3,24,11
75,0,23623,Bo Van Pelt,16' 6",82.417,5,30,3
77,0,12714,Chris Tidland,16' 5",148.000,9,31,6
78,0,01577,Lee Janzen,16' 4",49.000,3,27,6
79,0,23718,Nathan Green,16' 2",80.917,5,31,6
80,0,24507,Jason Bohn,16' 0",95.917,6,37,2
81,0,28475,Jeff Overton,15' 10",79.000,5,39,2
82,0,27933,John Merrick,15' 9",62.917,4,37,3
82,0,02101,Joey Sindelar,15' 9",31.500,2,19,12
84,0,26289,Boo Weekley,15' 5",77.250,5,37,3
85,0,21633,Steve Allan,15' 3",45.833,3,17,13
85,0,11032,Frank Lickliter II,15' 3",45.667,3,32,6
85,0,26951,Johnson Wagner,15' 3",60.833,4,38,4
88,0,20104,Ken Duke,15' 2",60.667,4,30,4
88,0,21878,Mark Wilson,15' 2",45.417,3,24,11
90,0,06522,Ernie Els,14' 10",88.917,6,28,3
91,0,22913,John Rollins,14' 9",73.917,5,22,10
92,0,24924,Bill Haas,14' 7",145.583,10,63,5
92,0,01941,Tom Pernice Jr.,14' 7",58.333,4,26,7
92,0,24502,Adam Scott,14' 7",43.667,3,18,12
95,0,10423,Mike Weir,14' 6",57.917,4,36,4
96,0,10213,Dicky Pride,14' 5",28.750,2,17,12
97,0,28486,Michael Putnam,14' 4",100.333,7,23,7
98,0,21646,David Branshaw,14' 3",71.417,5,43,3
99,0,19824,Craig Barlow,14' 1",14.083,1,14,14
99,0,24490,George McNeill,14' 1",70.583,5,41,2
99,0,22293,Heath Slocum,14' 1",70.417,5,21,3
102,0,24781,Hunter Mahan,14' 0",70.083,5,22,5
102,0,25345,Carl Pettersson,14' 0",98.000,7,43,2
104,0,20634,Peter Lonard,13' 11",27.833,2,15,13
105,0,06515,Shaun Micheel,13' 10",13.833,1,14,14
105,0,26882,Michael Sim,13' 10",13.833,1,14,14
107,0,24290,D.J. Brigman,13' 9",68.583,5,40,1
108,0,01945,Kenny Perry,13' 7",40.667,3,19,8
109,0,10809,Jim Furyk,13' 6",27.000,2,15,12
109,0,24912,Will MacKenzie,13' 6",94.500,7,28,4
109,0,02223,Bob Tway,13' 6",27.000,2,26,1
112,0,01388,Robert Gamez,13' 0",77.917,6,34,1
112,0,24024,Zach Johnson,13' 0",52.083,4,27,4
114,0,25273,Andrew Buckle,12' 9",38.333,3,22,8
114,0,06251,Chris DiMarco,12' 9",51.000,4,29,3
114,0,01810,Phil Mickelson,12' 9",63.583,5,17,7
117,0,23048,Eric Axley,12' 7",87.917,7,19,2
117,0,20498,Briny Baird,12' 7",37.667,3,19,5
117,0,22621,Ben Curtis,12' 7",25.167,2,19,6
120,0,11123,Chris Couch,12' 6",25.000,2,20,6
121,0,22892,Jason Gore,12' 4",61.750,5,21,6
121,0,21806,Paul Gow,12' 4",24.583,2,19,6
123,0,07457,Steve Flesch,12' 0",72.083,6,18,9
123,0,27060,John Mallinger,12' 0",36.000,3,28,2
123,0,06567,Vijay Singh,12' 0",96.000,8,39,1
126,0,01724,Jeff Maggert,11' 11",35.667,3,21,4
127,0,20691,Greg Owen,11' 10",83.083,7,29,9"
127,0,12660,Jesper Parnevik,11' 10",23.667,2,22,2
129,0,21753,Brian Davis,11' 9",46.833,4,18,1
130,0,02206,David Toms,11' 7",34.750,3,16,8
131,0,21961,Charles Howell III,11' 6",80.500,7,29,3
132,0,08881,Tripp Isenhour,11' 5",68.667,6,53,2
133,0,12680,Shigeki Maruyama,11' 3",22.500,2,12,11
133,0,21660,Jason Schultz,11' 3",44.833,4,20,7
135,0,21805,Harrison Frazar,11' 2",78.000,7,25,4
136,0,27095,Nick Watney,11' 1",55.333,5,18,6
137,0,20378,Mathias Grönberg,11' 0",77.000,7,40,7"
137,0,27120,Troy Matteson,11' 0",43.833,4,18,3
137,0,01766,Billy Mayfair,11' 0",54.917,5,19,2
140,0,06595,Kevin Sutherland,10' 8",32.000,3,15,4
141,0,27770,Camilo Villegas,10' 6",52.333,5,23,2
142,0,19803,Ryan Armour,10' 5",20.833,2,16,5
142,0,01035,Tommy Armour III,10' 5",41.500,4,17,3
144,0,20850,Daniel Chopra,10' 1",20.083,2,15,5
145,0,08075,Jerry Kelly,10' 0",30.083,3,20,4
145,0,25804,Bubba Watson,10' 0",40.000,4,16,5
147,0,23614,Rich Beem,9' 11",49.500,5,23,6"
147,0,20160,Charlie Wi,9' 11",49.500,5,19,2
149,0,10117,Bob Heintz,9' 10",39.333,4,16,4
149,0,12705,Cliff Kresge,9' 10",39.250,4,13,7
151,0,01473,Todd Hamilton,9' 9",48.833,5,15,8
151,0,21470,Daisuke Maruyama,9' 9",78.250,8,17,2
153,0,01320,Bob Estes,9' 6",19.000,2,15,4
154,0,24361,Pat Perez,9' 5",56.500,6,25,4
155,0,12716,Charley Hoffman,9' 4",28.083,3,11,6
156,0,20574,Mathew Goggin,9' 3",55.583,6,20,2
157,0,20382,Stephen Leaney,9' 2",18.333,2,13,6
158,0,21528,Henrik Stenson,9' 1",9.083,1,9,9
159,0,29476,Kyle Reifers,8' 10",26.417,3,15,3
160,0,23320,Ryan Palmer,8' 8",34.750,4,16,5
160,0,08375,Paul Stankowski,8' 8",8.667,1,9,9
160,0,02239,Scott Verplank,8' 8",34.500,4,17,1
160,0,23322,Brett Wetterich,8' 8",69.250,8,17,5
164,0,23108,Matt Kuchar,8' 4",8.333,1,8,8
165,0,24138,Ian Poulter,8' 2",8.167,1,8,8
166,0,28158,Steve Marino,8' 1",32.167,4,15,2
167,0,01677,Tom Lehman,7' 11",7.917,1,8,8
168,0,22371,Aaron Baddeley,6' 8",26.667,4,15,3
169,0,12602,Dean Wilson,6' 6",6.500,1,7,7
170,0,07749,Brett Quigley,6' 5",25.750,4,11,5
171,0,19846,Brian Gay,5' 7",5.583,1,6,6
172,0,02214,Kirk Triplett,5' 4",16.000,3,7,4
173,0,22348,Nick O'Hern,5' 2",10.333,2,5,5
174,0,24457,Jaco Van Zyl,5' 1",10.083,2,5,5
175,0,06034,Marco Dawson,4' 9",4.750,1,5,5
176,0,02104,Jeff Sluman,3' 11",3.917,1,4,4
176,0,27649,Brandt Snedeker,3' 11",7.833,2,6,2
178,0,23933,Michael Boyd,3' 3",3.250,1,3,3
179,0,02036,Jim Rutledge,2' 4",2.333,1,2,2
