RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,52372,Cameron Champ,57.68,692106,119986
2,0,25804,Bubba Watson,56.61,480042,84802
3,0,28237,Rory McIlroy,56.60,556452,98307
4,0,47856,Seth Reeves,56.13,521807,92969
5,0,27129,Luke List,56.01,551094,98399
6,0,27064,Jhonattan Vegas,55.95,626245,111924
7,0,30925,Dustin Johnson,55.94,537834,96153
8,0,46601,Trey Mullinax,55.74,607874,109052
9,0,39546,Keith Mitchell,55.60,582528,104764
10,0,45157,Cam Davis,55.57,554189,99727
11,0,51766,Wyndham Clark,55.32,716406,129504
12,0,31323,Gary Woodland,55.31,616217,111415
13,0,46501,Ollie Schniederjans,55.27,593712,107421
14,0,36699,Patrick Rodgers,55.24,440524,79741
15,0,33448,Justin Thomas,55.23,484905,87791
16,0,47504,Sam Burns,55.19,661884,119925
17,0,32333,Kevin Tway,55.17,615325,111525
18,0,35421,Brandon Harkins,55.08,658410,119529
19,0,35450,Patrick Cantlay,55.06,528658,96017
19,0,30944,Jason Kokrak,55.06,740546,134493
21,0,36689,Brooks Koepka,55.03,505899,91926
22,0,27141,J.B. Holmes,55.01,484634,88095
23,0,49964,Aaron Wise,54.97,524043,95337
24,0,33948,Byeong Hun An,54.93,590492,107495
25,0,35617,Martin Trainer,54.92,500674,91172
26,0,48081,Xander Schauffele,54.66,495106,90577
27,0,29725,Tony Finau,54.63,605467,110840
28,0,01810,Phil Mickelson,54.62,483128,88459
28,0,30946,Alex Prugh,54.62,540509,98950
30,0,27095,Nick Watney,54.56,651533,119425
31,0,30911,Tommy Fleetwood,54.55,448679,82247
32,0,37189,Harold Varner III,54.54,698143,128006
33,0,47347,Adam Schenk,54.52,805749,147796
34,0,34099,Harris English,54.50,747432,137149
35,0,23320,Ryan Palmer,54.45,466274,85636
36,0,46970,Jon Rahm,54.38,514725,94661
36,0,49960,Sepp Straka,54.38,561744,103298
38,0,34306,John Chin,54.37,364518,67045
39,0,28089,Jason Day,54.34,456679,84045
40,0,32839,Hideki Matsuyama,54.33,682198,125566
41,0,47959,Bryson DeChambeau,54.30,599029,110322
41,0,27349,Alex Noren,54.30,355332,65433
43,0,24502,Adam Scott,54.17,395946,73092
44,0,45486,Joaquin Niemann,54.06,743714,137561
45,0,40009,Dominic Bozzelli,54.04,440072,81434
46,0,21961,Charles Howell III,54.03,687404,127228
47,0,48822,Sebastián Muñoz,53.98,587670,108865
47,0,22405,Justin Rose,53.98,457812,84812
49,0,39954,Cody Gribble,53.95,536543,99458
50,0,32102,Rickie Fowler,53.94,614376,113900
51,0,29223,Sam Saunders,53.91,639654,118646
52,0,29926,Danny Lee,53.90,658817,122234
53,0,24781,Hunter Mahan,53.89,478283,88745
54,0,39977,Max Homa,53.85,647069,120155
55,0,29518,Brendan Steele,53.83,516321,95923
56,0,25632,Jimmy Walker,53.81,510497,94867
57,0,26851,Marc Leishman,53.75,519240,96598
58,0,40026,Daniel Berger,53.74,499462,92944
58,0,27974,Sung Kang,53.74,669341,124563
58,0,33667,Carlos Ortiz,53.74,675405,125683
58,0,28252,Seamus Power,53.74,573283,106674
58,0,29484,Peter Uihlein,53.74,530756,98766
63,0,27936,Martin Laird,53.73,701648,130578
63,0,37340,Chase Wright,53.73,528536,98363
65,0,34264,Hudson Swafford,53.71,438220,81593
66,0,33141,Keegan Bradley,53.68,613027,114202
67,0,25364,Paul Casey,53.66,474264,88388
68,0,35461,Beau Hossler,53.53,651804,121768
69,0,30692,Scott Stallings,53.49,675869,126355
70,0,35732,Wes Roach,53.48,444854,83184
71,0,34563,Chesson Hadley,53.47,551424,103120
72,0,21209,Sergio Garcia,53.46,329318,61597
72,0,34360,Patrick Reed,53.46,671949,125689
74,0,34363,Tyrrell Hatton,53.45,376624,70464
75,0,36852,Jim Knous,53.39,360853,67593
76,0,39997,Corey Conners,53.35,614839,115244
77,0,29974,Branden Grace,53.34,406463,76199
