RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,12660,Jesper Parnevik,1.39,21,1512
2,0,19846,Brian Gay,1.40,27,1926
3,0,06527,Steve Stricker,1.52,17,1116
4,0,22371,Aaron Baddeley,1.54,21,1368
5,0,10809,Jim Furyk,1.83,29,1584
6,0,20850,Daniel Chopra,1.87,36,1926
7,0,12755,Vance Veazey,1.88,20,1062
8,0,26420,Richard Johnson,1.95,33,1692
9,0,06197,Michael Allen,2.05,31,1512
10,0,06522,Ernie Els,2.08,24,1152
11,0,06034,Marco Dawson,2.17,34,1566
12,0,23048,Eric Axley,2.18,35,1602
13,0,20121,Todd Fischer,2.19,39,1782
14,0,25632,Jimmy Walker,2.20,23,1044
15,0,01329,Brad Faxon,2.21,31,1404
16,0,23541,Ben Crane,2.22,32,1440
16,0,26596,Ryan Moore,2.22,26,1170
18,0,01042,Paul Azinger,2.23,35,1566
19,0,20382,Stephen Leaney,2.25,34,1512
20,0,10860,Justin Leonard,2.32,33,1422
21,0,06515,Shaun Micheel,2.33,39,1674
21,0,01810,Phil Mickelson,2.33,29,1242
23,0,21350,Ryuji Imada,2.34,43,1836
23,0,24024,Zach Johnson,2.34,37,1584
25,0,20572,Rod Pampling,2.38,36,1512
26,0,20229,Stewart Cink,2.40,38,1584
26,0,01823,Larry Mize,2.40,22,918
28,0,20098,Stuart Appleby,2.42,34,1404
29,0,01132,Mark Brooks,2.43,39,1602
30,0,06012,Greg Kraft,2.44,33,1350
31,0,01619,Skip Kendall,2.47,32,1296
32,0,06373,José María Olazábal,2.49,26,1044
33,0,20157,Retief Goosen,2.50,27,1080
34,0,02239,Scott Verplank,2.52,39,1548
35,0,01320,Bob Estes,2.55,39,1530
35,0,24924,Bill Haas,2.55,44,1728
37,0,23983,Luke Donald,2.56,29,1134
37,0,21805,Harrison Frazar,2.56,42,1638
39,0,22405,Justin Rose,2.57,44,1710
39,0,22293,Heath Slocum,2.57,43,1674
41,0,12645,Brent Geiberger,2.58,45,1746
41,0,21731,Freddie Jacobson,2.58,26,1008
43,0,21949,Joe Ogilvie,2.63,43,1638
44,0,02104,Jeff Sluman,2.64,48,1818
44,0,02223,Bob Tway,2.64,37,1404
46,0,22378,Trevor Immelman,2.65,41,1548
47,0,07457,Steve Flesch,2.66,55,2070
48,0,24138,Ian Poulter,2.67,25,936
49,0,12760,Danny Ellis,2.69,31,1152
50,0,12602,Dean Wilson,2.70,54,1998
51,0,24980,Scott Gutschewski,2.72,25,918
52,0,10885,Robert Allenby,2.74,38,1386
53,0,11032,Frank Lickliter II,2.75,48,1746
53,0,01707,Steve Lowery,2.75,48,1746
53,0,22913,John Rollins,2.75,45,1638
56,0,12680,Shigeki Maruyama,2.78,46,1656
56,0,01887,Mark O'Meara,2.78,25,900
56,0,22046,Geoff Ogilvy,2.78,35,1260
56,0,20127,Chris Riley,2.78,41,1476
56,0,22548,Patrick Sheehan,2.78,50,1800
61,0,23353,J.J. Henry,2.81,47,1674
61,0,23320,Ryan Palmer,2.81,50,1782
61,0,19913,Ron Whittaker,2.81,40,1422
64,0,10505,Shane Bertsch,2.83,52,1836
64,0,12716,Charley Hoffman,2.83,50,1764
66,0,02246,Duffy Waldorf,2.84,47,1656
67,0,10565,Ian Leggatt,2.85,39,1368
68,0,25900,Lucas Glover,2.86,52,1818
68,0,01928,Corey Pavin,2.86,36,1260
70,0,20548,Hidemichi Tanaka,2.89,38,1314
71,0,20593,Greg Chalmers,2.90,35,1206
71,0,24357,K.J. Choi,2.90,48,1656
73,0,21407,Arjun Atwal,2.92,50,1710
73,0,06251,Chris DiMarco,2.92,41,1404
73,0,23616,Ryan Hietala,2.92,31,1062
73,0,01706,Davis Love III,2.92,40,1368
