RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
77,0,01139,Olin Browne,2.94,55,1872
78,0,01724,Jeff Maggert,2.95,43,1458
79,0,06004,Stephen Ames,2.96,33,1116
80,0,22621,Ben Curtis,2.97,46,1548
81,0,01035,Tommy Armour III,2.99,35,1170
81,0,25240,D.A. Points,2.99,43,1440
83,0,21878,Mark Wilson,3.00,41,1368
84,0,06595,Kevin Sutherland,3.01,52,1728
85,0,07749,Brett Quigley,3.02,57,1890
86,0,06573,Brandt Jobe,3.03,48,1584
86,0,23325,Vaughn Taylor,3.03,48,1584
88,0,01142,Bart Bryant,3.04,47,1548
89,0,06350,Bob May,3.05,34,1116
89,0,28475,Jeff Overton,3.05,51,1674
89,0,23322,Brett Wetterich,3.05,45,1476
92,0,08075,Jerry Kelly,3.06,55,1800
92,0,20631,David McKenzie,3.06,44,1440
92,0,06567,Vijay Singh,3.06,55,1800
95,0,01381,Fred Funk,3.07,58,1890
96,0,01666,Bernhard Langer,3.09,40,1296
96,0,20628,Arron Oberholser,3.09,44,1422
98,0,20472,Alex Cejka,3.11,51,1638
98,0,20766,Padraig Harrington,3.11,28,900
100,0,01766,Billy Mayfair,3.13,53,1692
101,0,02206,David Toms,3.14,39,1242
102,0,25935,John Engler Jr.,3.15,38,1206
103,0,01948,Tim Petrovic,3.17,52,1638
103,0,23497,Tag Ridings,3.17,57,1800
105,0,21660,Jason Schultz,3.19,43,1350
106,0,19824,Craig Barlow,3.20,42,1314
107,0,23718,Nathan Green,3.21,60,1872
107,0,23621,Rory Sabbatini,3.21,48,1494
109,0,01473,Todd Hamilton,3.24,42,1296
110,0,24507,Jason Bohn,3.26,61,1872
111,0,23349,Charles Warren,3.27,53,1620
111,0,10423,Mike Weir,3.27,50,1530
113,0,25842,Jon Mills,3.28,39,1188
114,0,09011,David Duval,3.30,41,1242
114,0,01761,Len Mattiace,3.30,35,1062
116,0,08793,Tiger Woods,3.31,31,936
117,0,20645,John Senden,3.35,56,1674
118,0,08835,Kris Cox,3.36,49,1458
118,0,10733,Kent Jones,3.36,61,1818
120,0,24925,Jonathan Byrd,3.37,40,1188
120,0,20378,Mathias Grönberg,3.37,54,1602
120,0,02214,Kirk Triplett,3.37,34,1008
123,0,01024,Billy Andrade,3.38,45,1332
123,0,21470,Daisuke Maruyama,3.38,48,1422
125,0,20498,Briny Baird,3.39,47,1386
125,0,22946,Henrik Bjornstad,3.39,58,1710
125,0,08385,Omar Uresti,3.39,36,1062
128,0,06643,Paul Goydos,3.40,44,1296
129,0,26360,Bubba Dickerson,3.41,59,1728
129,0,27120,Troy Matteson,3.41,62,1818
131,0,07223,Brian Bateman,3.42,40,1170
132,0,25804,Bubba Watson,3.45,49,1422
133,0,20608,David Howell,3.46,28,810
134,0,06621,Joe Durant,3.47,63,1818
134,0,01941,Tom Pernice Jr.,3.47,65,1872
136,0,19881,Robert Damron,3.48,57,1638
137,0,12782,Tim Herron,3.50,51,1458
138,0,21646,David Branshaw,3.51,62,1764
139,0,01599,Steve Jones,3.52,52,1476
139,0,25345,Carl Pettersson,3.52,59,1674
141,0,08123,Jeff Brehaut,3.53,61,1728
142,0,23623,Bo Van Pelt,3.54,65,1836
143,0,01388,Robert Gamez,3.55,60,1692
144,0,01219,John Cook,3.57,43,1206
145,0,12510,Chad Campbell,3.58,56,1566
145,0,21961,Charles Howell III,3.58,60,1674
145,0,27770,Camilo Villegas,3.58,60,1674
148,0,01677,Tom Lehman,3.61,39,1080
149,0,11123,Chris Couch,3.63,49,1350
150,0,20105,Jeff Gove,3.64,57,1566
151,0,20634,Peter Lonard,3.65,50,1368
152,0,24361,Pat Perez,3.67,33,900
153,0,06575,Dudley Hart,3.68,55,1494
154,0,23788,D.J. Trahan,3.70,60,1620
155,0,20099,Doug Barron,3.73,49,1314
155,0,23135,Tim Clark,3.73,53,1422
157,0,07867,Woody Austin,3.74,72,1926
157,0,02110,Jerry Smith,3.74,62,1656
159,0,23614,Rich Beem,3.75,56,1494
160,0,02101,Joey Sindelar,3.77,61,1620
161,0,01685,J.L. Lewis,3.80,39,1026
162,0,08375,Paul Stankowski,3.81,48,1260
163,0,25936,Alex Aragon,3.83,42,1098
164,0,01945,Kenny Perry,3.86,50,1296
165,0,01577,Lee Janzen,3.87,55,1422
166,0,20691,Greg Owen,3.90,54,1386
166,0,20812,Tjaart van der Walt,3.90,40,1026
168,0,24140,Sean O'Hair,3.91,69,1764
169,0,27095,Nick Watney,3.92,67,1710
170,0,21209,Sergio Garcia,3.94,39,990
171,0,21753,Brian Davis,3.95,64,1620
172,0,24781,Hunter Mahan,3.97,70,1764
173,0,24358,Robert Garrigus,4.02,60,1494
173,0,21959,Ted Purdy,4.02,73,1818
175,0,24912,Will MacKenzie,4.04,64,1584
176,0,24502,Adam Scott,4.08,50,1224
177,0,20094,Jonathan Kaye,4.11,68,1656
178,0,01313,Steve Elkington,4.14,38,918
179,0,02106,Chris Smith,4.23,51,1206
180,0,22892,Jason Gore,4.30,65,1512
181,0,08537,J.P. Hayes,4.34,43,990
182,0,11011,Mike Sposa,4.36,51,1170
183,0,01553,John Huston,4.40,57,1296
184,0,01249,John Daly,4.54,40,882
185,0,20574,Mathew Goggin,4.60,58,1260
186,0,23409,James Driscoll,4.65,67,1440
186,0,12823,Carlos Franco,4.65,72,1548
188,0,23307,Roger Tambellini,4.74,52,1098
189,0,23673,Michael Connell,4.75,41,864
190,0,01161,Mark Calcavecchia,4.84,81,1674
191,0,12662,Thomas Levet,5.01,46,918
192,0,01226,Fred Couples,5.11,46,900
193,0,27141,J.B. Holmes,5.19,72,1386
194,0,07013,Wes Short Jr.,5.26,89,1692
194,0,28780,Nicholas Thompson,5.26,88,1674
196,0,27943,Matt Hansen,6.14,73,1188
