RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
111,0,22371,Aaron Baddeley,30.33%,286,943
111,0,32791,K.H. Lee,30.33%,400,1319
113,0,33408,Tyson Alexander,30.31%,331,1092
114,0,57362,Austin Eckroat,30.30%,359,1185
115,0,29970,Dylan Frittelli,30.22%,252,834
116,0,26596,Ryan Moore,30.21%,313,1036
117,0,39335,Kevin Roy,30.20%,283,937
118,0,34098,Russell Henley,30.19%,317,1050
119,0,23108,Matt Kuchar,30.18%,335,1110
120,0,46441,Robby Shelton,30.15%,369,1224
121,0,46414,Aaron Rai,30.13%,395,1311
122,0,47079,Harrison Endycott,30.12%,319,1059
123,0,24140,Sean O'Hair,30.11%,187,621
124,0,46340,Alex Smalley,30.10%,419,1392
125,0,35879,Kelly Kraft,30.09%,325,1080
125,0,55893,Sam Stevens,30.09%,386,1283
127,0,40058,Zac Blair,30.08%,280,931
128,0,27974,Sung Kang,30.07%,178,592
129,0,49453,Trevor Cone,29.95%,307,1025
130,0,31202,William McGirt,29.92%,187,625
131,0,32366,Kevin Chappell,29.91%,204,682
132,0,48119,Ben Taylor,29.90%,369,1234
132,0,52411,Kyle Westmoreland,29.90%,282,943
134,0,31323,Gary Woodland,29.81%,302,1013
135,0,52513,Carson Young,29.78%,369,1239
136,0,27349,Alex Noren,29.77%,326,1095
137,0,36326,David Lipsky,29.76%,372,1250
138,0,27936,Martin Laird,29.75%,327,1099
139,0,45609,Tyler Duncan,29.71%,355,1195
139,0,31560,Brian Stuard,29.71%,243,818
141,0,39324,J.J. Spaun,29.60%,383,1294
142,0,51491,Brandon Matthews,29.58%,202,683
143,0,34099,Harris English,29.57%,333,1126
144,0,51890,Greyson Sigg,29.56%,386,1306
145,0,46435,Austin Cook,29.52%,294,996
146,0,25632,Jimmy Walker,29.49%,292,990
147,0,46601,Trey Mullinax,29.43%,239,812
148,0,52375,Doug Ghim,29.37%,351,1195
149,0,35901,Paul Haley II,29.32%,314,1071
150,0,45522,Christiaan Bezuidenhout,29.29%,304,1038
151,0,12716,Charley Hoffman,29.25%,291,995
152,0,51997,Andrew Novak,29.21%,335,1147
153,0,48887,Matt Wallace,29.19%,284,973
154,0,33204,Shane Lowry,29.13%,215,738
155,0,25686,Jason Dufner,29.12%,327,1123
156,0,28420,Ryan Brehm,29.10%,289,993
156,0,40250,Taylor Pendrith,29.10%,360,1237
158,0,34256,Andrew Putnam,29.02%,404,1392
159,0,47347,Adam Schenk,28.97%,420,1450
160,0,29908,C.T. Pan,28.91%,196,678
161,0,51349,Nico Echavarria,28.85%,266,922
162,0,51950,Max McGreevy,28.71%,302,1052
163,0,34076,Joel Dahmen,28.70%,318,1108
164,0,53165,Doc Redman,28.64%,281,981
165,0,54628,Lee Hodges,28.61%,359,1255
165,0,32333,Kevin Tway,28.61%,351,1227
167,0,29535,Brice Garnett,28.56%,311,1089
167,0,36871,Matt NeSmith,28.56%,353,1236
169,0,55708,Hayden Buckley,28.42%,293,1031
170,0,39975,Michael Kim,28.41%,337,1186
171,0,30692,Scott Stallings,28.33%,281,992
172,0,33410,Andrew Landry,28.32%,260,918
173,0,36724,Augusto Núñez,28.30%,296,1046
174,0,32448,James Hahn,28.13%,276,981
175,0,24925,Jonathan Byrd,28.02%,197,703
176,0,58967,Trevor Werbylo,27.93%,267,956
177,0,49298,Kramer Hickok,27.89%,333,1194
178,0,34610,Matthias Schwab,27.79%,336,1209
179,0,32139,Danny Willett,27.72%,204,736
180,0,34431,Robert Streb,27.70%,267,964
180,0,27214,Kevin Streelman,27.70%,318,1148
182,0,27095,Nick Watney,27.68%,240,867
183,0,26476,Chez Reavie,27.64%,327,1183
184,0,19803,Ryan Armour,27.63%,315,1140
185,0,35310,Lanto Griffin,27.49%,193,702
186,0,27963,Chris Stroud,27.41%,193,704
187,0,32662,Michael Gligic,27.14%,228,840
188,0,30163,Henrik Norlander,26.95%,304,1128
189,0,22056,Cameron Percy,26.83%,224,835
190,0,33122,Russell Knox,26.73%,393,1470
191,0,49766,Hank Lebioda,26.55%,197,742
192,0,24024,Zach Johnson,25.78%,207,803
193,0,31557,Jim Herman,25.70%,240,934
