RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,55789,Taylor Montgomery,38.21%,441,1154
2,0,52955,Ludvig Åberg,35.87%,236,658
3,0,46970,Jon Rahm,35.83%,321,896
4,0,47591,Eric Cole,35.72%,533,1492
5,0,39977,Max Homa,35.47%,366,1032
6,0,24502,Adam Scott,35.16%,282,802
7,0,35450,Patrick Cantlay,35.14%,317,902
8,0,46717,Viktor Hovland,34.98%,376,1075
9,0,28237,Rory McIlroy,34.27%,267,779
10,0,48081,Xander Schauffele,34.21%,340,994
10,0,57366,Cameron Young,34.21%,365,1067
12,0,37275,Sam Ryder,34.19%,454,1328
13,0,51634,Sahith Theegala,34.14%,422,1236
14,0,39058,Lucas Herbert,34.10%,236,692
15,0,39971,Sungjae Im,33.98%,422,1242
16,0,34363,Tyrrell Hatton,33.83%,315,931
17,0,55182,Tom Kim,33.78%,380,1125
18,0,50493,Justin Suh,33.68%,458,1360
19,0,35617,Martin Trainer,33.65%,248,737
20,0,30911,Tommy Fleetwood,33.64%,289,859
21,0,52453,Nicolai Hojgaard,33.63%,191,568
22,0,47504,Sam Burns,33.62%,311,925
23,0,51766,Wyndham Clark,33.60%,416,1238
24,0,57975,Harry Hall,33.50%,408,1218
25,0,58696,Peter Kuest,33.39%,203,608
26,0,33948,Byeong Hun An,33.31%,402,1207
27,0,33141,Keegan Bradley,33.20%,328,988
28,0,25818,Scott Piercy,33.19%,384,1157
29,0,31577,Tano Goya,33.18%,369,1112
30,0,35532,Tom Hoge,33.17%,417,1257
31,0,33448,Justin Thomas,33.14%,281,848
32,0,33653,Thomas Detry,33.13%,384,1159
33,0,32102,Rickie Fowler,33.11%,388,1172
34,0,59018,Ryan Gerard,33.10%,239,722
35,0,32757,Patton Kizzire,33.00%,396,1200
36,0,29725,Tony Finau,32.92%,343,1042
37,0,55454,Carl Yuan,32.91%,334,1015
38,0,47128,Richy Werenski,32.89%,367,1116
39,0,40006,Erik van Rooyen,32.85%,314,956
40,0,48867,Matti Schmid,32.82%,320,975
41,0,22405,Justin Rose,32.79%,263,802
42,0,28089,Jason Day,32.78%,315,961
43,0,50188,S.H. Kim,32.73%,413,1262
44,0,25493,Nick Taylor,32.60%,357,1095
45,0,46046,Scottie Scheffler,32.59%,382,1172
46,0,50525,Collin Morikawa,32.53%,336,1033
47,0,47995,Davis Riley,32.51%,393,1209
48,0,54421,Garrick Higgo,32.50%,402,1237
49,0,30927,Brendon Todd,32.45%,402,1239
50,0,34046,Jordan Spieth,32.41%,268,827
51,0,39067,MJ Daffue,32.39%,400,1235
52,0,50095,Austin Smotherman,32.38%,387,1195
53,0,49771,J.T. Poston,32.36%,401,1239
54,0,54591,Ben Griffin,32.35%,462,1428
55,0,40162,Justin Lower,32.29%,421,1304
56,0,34563,Chesson Hadley,32.28%,378,1171
57,0,45242,Kevin Yu,32.14%,297,924
58,0,34466,Peter Malnati,32.12%,345,1074
59,0,29289,S.Y. Noh,31.94%,260,814
60,0,33597,Harry Higgs,31.93%,311,974
61,0,35461,Beau Hossler,31.92%,421,1319
62,0,51070,Vincent Norrman,31.90%,335,1050
63,0,33413,Ben Martin,31.88%,403,1264
64,0,27554,Scott Harrington,31.87%,304,954
64,0,47993,Denny McCarthy,31.87%,384,1205
66,0,56630,Akshay Bhatia,31.83%,339,1065
66,0,52374,Brandon Wu,31.83%,451,1417
68,0,48084,Wesley Bryan,31.79%,178,560
69,0,28252,Seamus Power,31.78%,306,963
70,0,47983,Chad Ramey,31.71%,385,1214
71,0,46442,Maverick McNealy,31.70%,227,716
72,0,36799,Stephan Jaeger,31.65%,488,1542
73,0,23320,Ryan Palmer,31.64%,305,964
74,0,37338,Zecheng Dou,31.61%,372,1177
75,0,56762,Will Gordon,31.56%,446,1413
75,0,27644,Brian Harman,31.56%,357,1131
77,0,33399,Adam Hadwin,31.55%,337,1068
78,0,51414,Brent Grant,31.52%,325,1031
78,0,35506,Mackenzie Hughes,31.52%,330,1047
78,0,39546,Keith Mitchell,31.52%,360,1142
81,0,40115,Adam Svensson,31.50%,469,1489
82,0,25900,Lucas Glover,31.41%,398,1267
83,0,45157,Cam Davis,31.40%,347,1105
84,0,34255,Joseph Bramlett,31.33%,307,980
84,0,37455,Si Woo Kim,31.33%,371,1184
86,0,28775,Nate Lashley,31.32%,420,1341
87,0,54783,Dylan Wu,31.22%,419,1342
88,0,20229,Stewart Cink,31.19%,296,949
89,0,49960,Sepp Straka,31.08%,350,1126
90,0,39997,Corey Conners,31.06%,337,1085
91,0,47988,Nick Hardy,30.99%,454,1465
92,0,40098,Matt Fitzpatrick,30.95%,264,853
93,0,32839,Hideki Matsuyama,30.94%,323,1044
94,0,29221,Webb Simpson,30.82%,200,649
95,0,27129,Luke List,30.79%,391,1270
96,0,32816,Satoshi Kodaira,30.74%,241,784
97,0,30926,Chris Kirk,30.71%,339,1104
98,0,31646,Emiliano Grillo,30.70%,424,1381
99,0,48117,Kurt Kitayama,30.68%,251,818
100,0,49947,Taylor Moore,30.67%,357,1164
100,0,36699,Patrick Rodgers,30.67%,369,1203
100,0,58168,Davis Thompson,30.67%,365,1190
103,0,35449,Adam Long,30.63%,412,1345
104,0,36801,Mark Hubbard,30.56%,434,1420
104,0,32640,Troy Merritt,30.56%,330,1080
106,0,48699,Callum Tarren,30.53%,367,1202
107,0,29420,Billy Horschel,30.43%,224,736
107,0,34409,David Lingmerth,30.43%,294,966
109,0,52372,Cameron Champ,30.35%,295,972
109,0,39954,Cody Gribble,30.35%,258,850
