RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,51634,Sahith Theegala,102.45,1186,49,1166
2,0,47504,Sam Burns,102.37,1011,40,995
3,0,22405,Justin Rose,101.88,745,36,723
4,0,46442,Maverick McNealy,101.81,663,24,651
5,0,52955,Ludvig Åberg,101.78,619,24,606
6,0,34363,Tyrrell Hatton,101.76,911,37,890
7,0,39977,Max Homa,101.73,1041,44,1015
8,0,49771,J.T. Poston,101.72,1221,46,1196
9,0,47993,Denny McCarthy,101.71,1227,41,1207
9,0,52513,Carson Young,101.71,1052,39,1031
11,0,33141,Keegan Bradley,101.64,912,34,893
12,0,53165,Doc Redman,101.59,944,37,922
13,0,22371,Aaron Baddeley,101.57,828,27,814
14,0,34256,Andrew Putnam,101.49,1273,49,1243
15,0,54591,Ben Griffin,101.43,1259,46,1231
16,0,33399,Adam Hadwin,101.41,1134,33,1117
17,0,31646,Emiliano Grillo,101.40,1211,42,1186
18,0,40098,Matt Fitzpatrick,101.37,875,25,862
19,0,48119,Ben Taylor,101.34,1193,47,1162
20,0,56762,Will Gordon,101.32,1285,58,1244
21,0,33597,Harry Higgs,101.30,844,31,824
22,0,35450,Patrick Cantlay,101.26,872,32,851
23,0,55789,Taylor Montgomery,101.24,1133,45,1102
24,0,27963,Chris Stroud,101.20,584,21,570
25,0,28775,Nate Lashley,101.17,1194,41,1167
26,0,32366,Kevin Chappell,101.15,520,19,507
26,0,25493,Nick Taylor,101.15,1045,42,1015
28,0,55182,Tom Kim,101.12,1075,37,1050
29,0,47347,Adam Schenk,101.10,1369,43,1341
30,0,52453,Nicolai Hojgaard,101.05,476,15,466
31,0,27936,Martin Laird,101.02,977,37,950
32,0,31202,William McGirt,100.95,529,21,513
33,0,29420,Billy Horschel,100.94,748,27,728
34,0,34563,Chesson Hadley,100.92,1089,41,1058
35,0,28089,Jason Day,100.88,914,24,898
35,0,57362,Austin Eckroat,100.88,1027,37,999
35,0,27974,Sung Kang,100.88,454,21,437
