RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,23638,Brendon de Jonge,3117.3,305500,98
2,0,36801,Mark Hubbard,3102.2,204748,66
3,0,23983,Luke Donald,3061.1,137749,45
4,0,32640,Troy Merritt,3044.4,234418,77
5,0,34256,Andrew Putnam,3038.4,157998,52
6,0,27095,Nick Watney,3032.1,257729,85
7,0,36689,Brooks Koepka,3000.0,239998,80
8,0,34264,Hudson Swafford,2991.2,242290,81
9,0,20645,John Senden,2983.7,167086,56
10,0,33413,Ben Martin,2982.9,235651,79
11,0,29222,Billy Hurley III,2971.1,207978,70
12,0,31202,William McGirt,2949.6,289065,98
13,0,24361,Pat Perez,2943.0,226614,77
14,0,28486,Michael Putnam,2939.3,188118,64
15,0,21209,Sergio Garcia,2938.2,108713,37
16,0,33399,Adam Hadwin,2924.1,239775,82
17,0,40058,Zac Blair,2892.1,266075,92
18,0,35451,Scott Pinckney,2887.0,207867,72
19,0,24490,George McNeill,2870.4,212408,74
20,0,30852,Ryo Ishikawa,2863.7,229099,80
21,0,25396,Kevin Na,2847.8,219279,77
22,0,32102,Rickie Fowler,2843.0,173420,61
23,0,20104,Ken Duke,2827.4,243160,86
24,0,24138,Ian Poulter,2825.7,146935,52
25,0,32200,Roberto Castro,2822.5,104434,37
26,0,28500,Martin Flores,2820.8,228488,81
27,0,34130,Sung Joon Park,2798.4,179097,64
28,0,32334,Charlie Beljan,2780.3,133455,48
29,0,26300,Matt Jones,2772.7,177450,64
30,0,25191,Gonzalo Fernandez-Castaño,2765.7,154880,56
31,0,10809,Jim Furyk,2762.3,138114,50
32,0,24846,Ricky Barnes,2760.6,154593,56
33,0,29725,Tony Finau,2758.3,228938,83
34,0,30711,Colt Knost,2756.9,234337,85
35,0,25240,D.A. Points,2749.9,145744,53
36,0,27064,Jhonattan Vegas,2746.5,197746,72
37,0,22892,Jason Gore,2736.7,169674,62
38,0,24925,Jonathan Byrd,2727.6,144564,53
39,0,23048,Eric Axley,2724.0,122578,45
40,0,33419,Cameron Tringale,2721.9,231365,85
41,0,25720,Chad Collins,2721.2,179598,66
42,0,39977,Max Homa,2716.9,152149,56
43,0,34262,Jon Curran,2715.6,176511,65
44,0,12716,Charley Hoffman,2713.2,217058,80
45,0,25369,Jamie Donaldson,2709.6,111092,41
46,0,20848,Ángel Cabrera,2705.1,127142,47
47,0,24507,Jason Bohn,2696.1,266917,99
48,0,32150,Michael Thompson,2696.0,188723,70
49,0,27214,Kevin Streelman,2693.2,204681,76
50,0,23800,Bryce Molder,2685.3,212135,79
51,0,29425,Andrew Svoboda,2684.5,171811,64
52,0,29720,Andres Gonzales,2670.6,210976,79
53,0,28259,Sangmoon Bae,2667.9,240112,90
54,0,34099,Harris English,2663.9,253070,95
55,0,25834,Daniel Summerhays,2660.3,191544,72
56,0,20229,Stewart Cink,2659.3,154238,58
57,0,25364,Paul Casey,2658.4,154185,58
58,0,20593,Greg Chalmers,2653.4,111442,42
59,0,21961,Charles Howell III,2652.9,252025,95
60,0,01810,Phil Mickelson,2646.2,113786,43
61,0,28023,Byron Smith,2644.1,100477,38
62,0,30946,Alex Prugh,2644.0,203588,77
63,0,34265,Will Wilcox,2642.1,103041,39
64,0,35545,Blayne Barber,2636.9,158212,60
65,0,34360,Patrick Reed,2634.3,205476,78
66,0,29289,S.Y. Noh,2631.1,136815,52
67,0,34431,Robert Streb,2627.7,273282,104
68,0,24924,Bill Haas,2620.2,201759,77
69,0,25198,Francesco Molinari,2617.0,123000,47
70,0,10860,Justin Leonard,2614.8,156886,60
71,0,29476,Kyle Reifers,2614.2,188222,72
72,0,27649,Brandt Snedeker,2614.0,243100,93
73,0,36699,Patrick Rodgers,2608.3,114764,44
74,0,32839,Hideki Matsuyama,2603.6,192667,74
75,0,25892,Steve Wheatcroft,2603.4,210879,81
76,0,20766,Padraig Harrington,2603.2,140575,54
77,0,35539,Luke Guthrie,2602.2,200368,77
78,0,34409,David Lingmerth,2599.7,194979,75
79,0,37273,Derek Ernst,2599.2,166350,64
80,0,27466,Spencer Levin,2598.4,249445,96
81,0,27963,Chris Stroud,2597.2,163623,63
82,0,25632,Jimmy Walker,2595.0,155702,60
83,0,34174,John Huh,2594.8,269861,104
84,0,28307,Matt Every,2593.1,160772,62
85,0,34098,Russell Henley,2588.0,191509,74
86,0,25804,Bubba Watson,2583.8,124021,48
87,0,26851,Marc Leishman,2582.0,160087,62
88,0,35532,Tom Hoge,2580.1,162547,63
89,0,20396,Lee Westwood,2579.4,98019,38
90,0,31557,Jim Herman,2579.0,206322,80
91,0,27936,Martin Laird,2576.4,175197,68
92,0,31193,Jim Renner,2574.9,141621,55
93,0,22046,Geoff Ogilvy,2571.8,90012,35
94,0,34046,Jordan Spieth,2565.8,151385,59
95,0,35541,John Peterson,2565.4,210359,82
96,0,27141,J.B. Holmes,2564.1,156412,61
97,0,23108,Matt Kuchar,2562.4,222925,87
98,0,31560,Brian Stuard,2561.8,240805,94
99,0,01706,Davis Love III,2560.5,102418,40
100,0,33461,Morgan Hoffmann,2558.9,186799,73
101,0,25274,Steven Bowditch,2557.3,230158,90
102,0,33486,Roger Sloan,2556.6,99707,39
103,0,31323,Gary Woodland,2552.9,130200,51
104,0,30927,Brendon Todd,2552.2,191415,75
105,0,26289,Boo Weekley,2547.6,155402,61
106,0,29518,Brendan Steele,2546.4,208807,82
107,0,33667,Carlos Ortiz,2540.3,210845,83
108,0,32366,Kevin Chappell,2537.9,137049,54
109,0,28679,Fabián Gómez,2537.7,177638,70
110,0,23548,Bill Lunde,2536.6,96391,38
111,0,20691,Greg Owen,2527.9,118813,47
112,0,21528,Henrik Stenson,2527.6,68246,27
113,0,22371,Aaron Baddeley,2525.7,80821,32
114,0,29926,Danny Lee,2525.0,249979,99
115,0,27895,Jonas Blixt,2524.0,143866,57
116,0,33141,Keegan Bradley,2523.6,169084,67
117,0,37454,Whee Kim,2521.4,131113,52
118,0,29223,Sam Saunders,2520.9,168898,67
119,0,24502,Adam Scott,2520.8,80667,32
