RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
50,0,20396,Lee Westwood,$37637,37637
51,0,53165,Doc Redman,$36841,36841
52,0,39251,Ryan Ruffels,$33394,33394
53,0,39971,Sungjae Im,$33281,33281
53,0,55752,Ben Kern,$33281,33281
55,0,39524,Sean Crocker,$31000,31000
55,0,35104,Tom Lewis,$31000,31000
57,0,34554,Jung-gon Hwang,$30525,30525
58,0,47238,Jazz Janewattananond,$28700,28700
58,0,47239,Phachara Khongwatmai,$28700,86200
60,0,39004,Dru Love,$27305,27305
61,0,39058,Lucas Herbert,$27161,27161
62,0,33486,Roger Sloan,$26040,26040
63,0,33974,Dean Burmester,$25426,106855
63,0,55412,Mickey DeMorat,$25426,25426
63,0,39537,Chris Naegel,$25426,25426
66,0,46404,Marcus Kinhult,$25317,25317
66,0,26328,Shaun Norris,$25317,25317
66,0,23797,Brett Rumford,$25317,77817
69,0,46046,Scottie Scheffler,$25080,25080
70,0,48126,Calum Hill,$24692,24692
71,0,36852,Jim Knous,$24480,24480
71,0,51600,Jimmy Stanger,$24480,24480
73,0,30907,Rhys Enoch,$24250,24250
73,0,37447,Zander Lombard,$24250,24250
73,0,35174,Matthew Southgate,$24250,103750
76,0,36685,Cameron Wilson,$23959,23959
77,0,32791,K.H. Lee,$23759,23759
78,0,22080,Prayad Marksaeng,$22400,22400
78,0,34541,Poom Saksansin,$22400,101900
80,0,55573,John VanDerLaan,$21700,21700
81,0,33667,Carlos Ortiz,$20789,20789
82,0,27081,Seunghyuk Kim,$20628,20628
82,0,36521,Young-han Song,$20628,20628
84,0,35834,Hyungjoon Lee,$20350,20350
85,0,29772,Michael Lorenzo-Vera,$20100,65725
85,0,34575,Adrian Otaegui,$20100,20100
87,0,37380,Curtis Luck,$19491,19491
88,0,46458,Andrew Dorn,$19046,19046
89,0,47443,Junghwan Lee,$18038,18038
90,0,48822,Sebastián Muñoz,$17675,17675
91,0,39958,Jeunghun Wang,$17575,17575
92,0,31109,Richard Lee,$16847,16847
93,0,32698,Bobby Gates,$16083,16083
94,0,26444,Juvic Pagunsan,$15540,15540
95,0,51890,Greyson Sigg,$15302,15302
96,0,51922,Sulman Raza,$15300,15300
97,0,28593,Jesse Mueller,$15028,15028
98,0,23409,James Driscoll,$14910,14910
99,0,47483,Will Zalatoris,$14874,14874
100,0,51997,Andrew Novak,$14850,14850
101,0,23699,Danny Chia,$14770,14770
102,0,50092,Zach Wright,$14632,14632
103,0,24155,Ryan Hogue,$14348,14348
104,0,25203,SSP Chawrasia,$14280,86280
105,0,28114,Dawie van der Walt,$14210,14210
106,0,32775,Shugo Imahira,$14198,14198
107,0,54781,Grant Hirschman,$14190,14190
108,0,30163,Henrik Norlander,$14012,14012
109,0,28420,Ryan Brehm,$13856,13856
110,0,23063,Scott Hend,$13650,60400
111,0,26497,Casey Wittenberg,$13464,13464
112,0,32105,Nicholas Fung,$13160,13160
113,0,39436,Joshua Creel,$12958,12958
114,0,21633,Steve Allan,$12338,12338
115,0,48319,Tom Whitney,$12095,12095
116,0,52372,Cameron Champ,$11966,11966
117,0,10375,Sean McCarty,$10730,10730
118,0,49947,Taylor Moore,$9861,9861
118,0,27139,David Skinns,$9861,9861
120,0,27466,Spencer Levin,$9331,9331
121,0,28780,Nicholas Thompson,$8944,8944
122,0,35237,Santiago Rivas,$8784,8784
123,0,26392,Chris Wilson,$8733,8733
124,0,49403,Grady Brame,$8686,8686
125,0,51567,Will Cannon,$7840,7840
125,0,55420,Cooper Musselman,$7840,7840
127,0,55421,Chip McDaniel,$7595,7595
128,0,35819,Vince India,$7305,7305
128,0,29939,Fabrizio Zanotti,$7305,59180
130,0,54871,Grant Booth,$7174,7174
131,0,36724,Augusto Núñez,$6480,6480
132,0,33951,Julio Santos,$5760,5760
