RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01381,Fred Funk,16.25,206,1268,+1.99
2,0,06621,Joe Durant,16.30,229,1405,+1.75
3,0,01823,Larry Mize,16.69,109,653,+2.48
4,0,08385,Omar Uresti,17.90,147,821,+1.43
5,0,22293,Heath Slocum,18.02,224,1243,+1.38
6,0,06643,Paul Goydos,18.10,181,1000,+1.49
7,0,02214,Kirk Triplett,18.30,138,754,+2.03
8,0,01619,Skip Kendall,18.37,174,947,+1.55
9,0,02239,Scott Verplank,18.50,190,1027,+1.84
10,0,21470,Daisuke Maruyama,18.53,204,1101,+2.16
11,0,06012,Greg Kraft,19.53,199,1019,+1.91
12,0,01219,John Cook,19.57,171,874,+1.87
13,0,10809,Jim Furyk,19.58,198,1011,+1.01
14,0,01139,Olin Browne,19.68,259,1316,+2.78
15,0,01724,Jeff Maggert,19.69,206,1046,+2.28
16,0,21753,Brian Davis,19.90,250,1256,+1.28
17,0,08075,Jerry Kelly,19.92,255,1280,+1.69
18,0,20127,Chris Riley,20.18,219,1085,+1.87
19,0,01142,Bart Bryant,20.27,210,1036,+1.19
20,0,01766,Billy Mayfair,20.29,238,1173,+0.63
21,0,01928,Corey Pavin,20.45,182,890,+1.54
22,0,20631,David McKenzie,20.47,228,1114,+1.62
23,0,01388,Robert Gamez,20.56,264,1284,+2.65
24,0,20498,Briny Baird,20.60,221,1073,+0.36
25,0,01313,Steve Elkington,20.70,141,681,+0.64
26,0,21646,David Branshaw,20.91,285,1363,+1.61
27,0,22548,Patrick Sheehan,21.02,293,1394,+1.30
28,0,01132,Mark Brooks,21.03,249,1184,+1.69
29,0,10860,Justin Leonard,21.05,209,993,+1.96
30,0,10733,Kent Jones,21.29,287,1348,+1.15
31,0,08537,J.P. Hayes,21.38,164,767,+1.83
32,0,24138,Ian Poulter,21.43,126,588,+1.35
33,0,01035,Tommy Armour III,21.51,182,846,+1.10
34,0,28780,Nicholas Thompson,21.61,274,1268,+1.61
35,0,20812,Tjaart van der Walt,21.64,172,795,+1.28
36,0,20099,Doug Barron,21.71,221,1018,+1.58
37,0,02206,David Toms,21.90,191,872,+0.73
38,0,10505,Shane Bertsch,21.93,311,1418,+1.61
39,0,24912,Will MacKenzie,21.98,269,1224,+1.52
40,0,02246,Duffy Waldorf,22.00,275,1250,+1.09
41,0,11032,Frank Lickliter II,22.03,297,1348,+0.74
41,0,02101,Joey Sindelar,22.03,258,1171,+1.71
43,0,24781,Hunter Mahan,22.04,288,1307,+1.67
44,0,02110,Jerry Smith,22.07,283,1282,+1.80
45,0,24980,Scott Gutschewski,22.08,157,711,+1.97
46,0,21959,Ted Purdy,22.11,275,1244,+0.95
47,0,19913,Ron Whittaker,22.16,244,1101,+2.38
48,0,08123,Jeff Brehaut,22.23,297,1336,+0.98
49,0,22913,John Rollins,22.34,271,1213,+1.33
50,0,06527,Steve Stricker,22.37,168,751,+0.71
51,0,02106,Chris Smith,22.40,209,933,+1.87
52,0,24507,Jason Bohn,22.60,309,1367,+1.39
53,0,26420,Richard Johnson,22.69,290,1278,+2.07
54,0,20472,Alex Cejka,22.79,289,1268,+1.25
55,0,23983,Luke Donald,22.83,150,657,+1.87
55,0,20691,Greg Owen,22.83,226,990,+0.22
57,0,23541,Ben Crane,22.84,217,950,+1.80
58,0,23135,Tim Clark,22.90,207,904,+1.93
59,0,23788,D.J. Trahan,22.92,281,1226,+2.17
60,0,12645,Brent Geiberger,22.99,311,1353,+1.77
61,0,24024,Zach Johnson,23.07,251,1088,+1.67
62,0,06034,Marco Dawson,23.08,280,1213,+0.46
63,0,26360,Bubba Dickerson,23.09,309,1338,+1.72
64,0,20121,Todd Fischer,23.11,318,1376,+0.91
65,0,20382,Stephen Leaney,23.22,271,1167,+1.70
66,0,10885,Robert Allenby,23.24,198,852,+0.51
66,0,23048,Eric Axley,23.24,288,1239,+0.69
68,0,21878,Mark Wilson,23.32,247,1059,+1.50
69,0,01685,J.L. Lewis,23.37,186,796,+2.15
69,0,11011,Mike Sposa,23.37,212,907,+1.65
71,0,19846,Brian Gay,23.39,348,1488,+1.41
72,0,26596,Ryan Moore,23.47,200,852,+1.80
73,0,22621,Ben Curtis,23.48,236,1005,+1.40
74,0,24925,Jonathan Byrd,23.52,202,859,+0.50
75,0,21407,Arjun Atwal,23.68,313,1322,+1.53
76,0,21949,Joe Ogilvie,23.71,295,1244,+0.78
77,0,20645,John Senden,23.72,288,1214,+0.49
78,0,20378,Mathias Grönberg,23.73,295,1243,+1.02
79,0,07457,Steve Flesch,23.90,370,1548,+1.51
80,0,01161,Mark Calcavecchia,23.91,280,1171,+1.07
81,0,01666,Bernhard Langer,23.94,220,919,+1.09
82,0,22405,Justin Rose,23.97,304,1268,+0.66
83,0,01948,Tim Petrovic,24.17,307,1270,+1.17
84,0,25842,Jon Mills,24.40,225,922,+2.18
85,0,01024,Billy Andrade,24.47,231,944,+0.65
86,0,01945,Kenny Perry,24.54,213,868,+1.36
87,0,23320,Ryan Palmer,24.62,326,1324,+1.81
88,0,01599,Steve Jones,24.63,268,1088,+1.75
88,0,06595,Kevin Sutherland,24.63,329,1336,+1.25
90,0,06251,Chris DiMarco,24.70,228,923,+1.27
91,0,20094,Jonathan Kaye,24.75,318,1285,+1.10
92,0,20105,Jeff Gove,24.77,300,1211,+0.53
93,0,24140,Sean O'Hair,24.91,293,1176,+1.19
94,0,08375,Paul Stankowski,25.03,244,975,+0.57
95,0,01941,Tom Pernice Jr.,25.11,335,1334,+1.07
96,0,19881,Robert Damron,25.16,319,1268,+1.38
97,0,02104,Jeff Sluman,25.24,319,1264,+1.32
98,0,02223,Bob Tway,25.27,261,1033,+1.38
99,0,20766,Padraig Harrington,25.38,135,532,+0.81
100,0,25240,D.A. Points,25.45,284,1116,+2.18
101,0,23673,Michael Connell,25.56,171,669,+2.05
102,0,21805,Harrison Frazar,25.62,311,1214,+1.00
103,0,06350,Bob May,25.67,221,861,+0.54
104,0,20574,Mathew Goggin,25.70,237,922,+1.60
105,0,06373,José María Olazábal,25.72,151,587,+1.19
106,0,23325,Vaughn Taylor,25.80,289,1120,+1.21
107,0,20608,David Howell,25.81,112,434,+2.68
108,0,25900,Lucas Glover,25.84,329,1273,+1.40
109,0,12602,Dean Wilson,25.89,378,1460,+0.63
110,0,01707,Steve Lowery,25.91,328,1266,+1.37
110,0,20548,Hidemichi Tanaka,25.91,264,1019,+2.54
112,0,23614,Rich Beem,25.93,257,991,+1.40
113,0,01320,Bob Estes,25.96,292,1125,+0.51
114,0,23718,Nathan Green,26.06,356,1366,+0.90
115,0,23349,Charles Warren,26.07,312,1197,+0.54
116,0,27095,Nick Watney,26.21,347,1324,+0.78
117,0,10423,Mike Weir,26.25,252,960,+1.07
118,0,12660,Jesper Parnevik,26.27,300,1142,+0.37
119,0,27120,Troy Matteson,26.28,370,1408,+0.73
120,0,07223,Brian Bateman,26.41,239,905,+1.55
121,0,12760,Danny Ellis,26.43,236,893,+1.02
122,0,20634,Peter Lonard,26.47,252,952,+2.06
123,0,21731,Freddie Jacobson,26.56,208,783,+1.01
124,0,24924,Bill Haas,26.57,355,1336,+0.65
124,0,24361,Pat Perez,26.57,178,670,+0.73
126,0,01042,Paul Azinger,26.58,315,1185,+0.92
127,0,22946,Henrik Bjornstad,26.60,353,1327,+1.30
128,0,11123,Chris Couch,26.70,271,1015,+1.55
129,0,19824,Craig Barlow,26.71,250,936,+1.52
130,0,20850,Daniel Chopra,26.81,385,1436,+0.10
131,0,07867,Woody Austin,26.94,371,1377,+1.21
132,0,01677,Tom Lehman,26.97,195,723,+1.28
133,0,27943,Matt Hansen,26.99,248,919,+0.85
134,0,01810,Phil Mickelson,27.03,200,740,+0.25
135,0,23322,Brett Wetterich,27.05,293,1083,+0.99
136,0,24357,K.J. Choi,27.10,310,1144,+1.26
137,0,12662,Thomas Levet,27.11,186,686,+2.15
138,0,01887,Mark O'Meara,27.21,166,610,+1.08
139,0,22892,Jason Gore,27.23,305,1120,+1.05
139,0,06575,Dudley Hart,27.23,311,1142,+1.41
141,0,21209,Sergio Garcia,27.34,158,578,+1.39
142,0,12680,Shigeki Maruyama,27.36,336,1228,+1.04
143,0,06197,Michael Allen,27.43,322,1174,+0.78
144,0,10565,Ian Leggatt,27.48,291,1059,+1.44
145,0,06004,Stephen Ames,27.57,185,671,+1.57
145,0,08835,Kris Cox,27.57,311,1128,+1.00
147,0,24358,Robert Garrigus,27.63,320,1158,+1.06
148,0,23307,Roger Tambellini,27.65,235,850,+1.19
149,0,21350,Ryuji Imada,27.69,378,1365,+0.98
150,0,01706,Davis Love III,27.74,248,894,+0.60
151,0,07013,Wes Short Jr.,27.85,359,1289,+2.34
152,0,06573,Brandt Jobe,27.86,295,1059,+1.29
152,0,23623,Bo Van Pelt,27.86,373,1339,+0.70
154,0,01553,John Huston,27.87,279,1001,+1.36
155,0,01473,Todd Hamilton,27.98,242,865,+2.15
156,0,01577,Lee Janzen,28.00,299,1068,+1.57
157,0,20593,Greg Chalmers,28.02,262,935,+1.83
158,0,22046,Geoff Ogilvy,28.03,213,760,+1.64
159,0,07749,Brett Quigley,28.06,387,1379,+0.39
160,0,22378,Trevor Immelman,28.40,301,1060,+0.27
161,0,06515,Shaun Micheel,28.45,328,1153,+1.01
162,0,12755,Vance Veazey,28.48,235,825,+0.64
163,0,01249,John Daly,28.57,172,602,+1.57
164,0,27770,Camilo Villegas,28.69,348,1213,+0.34
165,0,25345,Carl Pettersson,28.72,326,1135,+1.29
166,0,22371,Aaron Baddeley,28.73,281,978,+1.39
167,0,21660,Jason Schultz,28.80,301,1045,+1.50
168,0,12823,Carlos Franco,28.86,346,1199,+1.24
169,0,20628,Arron Oberholser,28.92,271,937,+1.22
170,0,12782,Tim Herron,29.15,272,933,+1.36
171,0,12716,Charley Hoffman,29.21,383,1311,+0.84
172,0,20572,Rod Pampling,29.23,285,975,+1.54
173,0,01761,Len Mattiace,29.27,240,820,+1.25
174,0,01226,Fred Couples,29.38,156,531,+0.32
175,0,08793,Tiger Woods,29.51,157,532,-0.70
176,0,20229,Stewart Cink,29.57,304,1028,+1.02
176,0,06567,Vijay Singh,29.57,364,1231,+0.08
178,0,24502,Adam Scott,29.61,215,726,+1.12
179,0,25936,Alex Aragon,29.85,254,851,+1.22
180,0,28475,Jeff Overton,29.87,388,1299,+0.70
181,0,23616,Ryan Hietala,29.89,246,823,+1.26
182,0,25935,John Engler Jr.,29.95,280,935,+2.61
183,0,23621,Rory Sabbatini,30.06,297,988,+1.21
184,0,27141,J.B. Holmes,30.10,282,937,+1.42
185,0,23353,J.J. Henry,30.41,360,1184,+1.25
186,0,23497,Tag Ridings,30.57,416,1361,+1.25
187,0,12510,Chad Campbell,30.58,311,1017,+1.41
188,0,01329,Brad Faxon,31.04,330,1063,+1.48
189,0,21961,Charles Howell III,31.28,371,1186,+0.70
190,0,09011,David Duval,31.66,252,796,+1.71
191,0,20098,Stuart Appleby,31.82,294,924,+0.92
192,0,06522,Ernie Els,32.34,216,668,+0.32
193,0,25804,Bubba Watson,34.30,377,1099,+0.45
194,0,25632,Jimmy Walker,34.53,279,808,+1.04
195,0,20157,Retief Goosen,35.05,225,642,+0.89
196,0,23409,James Driscoll,35.66,398,1116,+1.11
